,prfInformationCarrier,prfYear,prfMonth,prfPrdOilNetMillSm3,prfPrdGasNetBillSm3,prfPrdNGLNetMillSm3,prfPrdCondensateNetMillSm3,prfPrdOeNetMillSm3,prfPrdProducedWaterInFieldMillSm3,prfNpdidInformationCarrier
2407,DRAUGEN,2011,4,0.19497,0.00364,0.01187,0.0,0.21048,0.72201,43758
2408,DRAUGEN,2011,5,0.0732,0.00156,0.00455,0.0,0.07931,0.20537,43758
2409,DRAUGEN,2011,6,0.16804,0.0031,0.00986,0.0,0.181,0.61727,43758
2410,DRAUGEN,2011,7,0.19229,0.00361,0.01285,0.0,0.20875,0.64834,43758
2411,DRAUGEN,2011,8,0.21347,0.0041,0.01432,0.0,0.23189,0.79757,43758
2412,DRAUGEN,2011,9,0.19023,0.00375,0.01314,0.0,0.20712,0.7906,43758
2413,DRAUGEN,2011,10,0.20664,0.00383,0.01368,0.0,0.22414,0.85014,43758
2414,DRAUGEN,2011,11,0.17632,0.00334,0.01169,0.0,0.19134,0.73386,43758
2415,DRAUGEN,2011,12,0.18809,0.00414,0.01302,0.0,0.20525,0.78883,43758
2416,DRAUGEN,2012,1,0.16651,0.00357,0.01107,0.0,0.18114,0.75595,43758
2417,DRAUGEN,2012,2,0.17135,0.00333,0.01177,0.0,0.18644,0.71507,43758
2418,DRAUGEN,2012,3,0.16875,0.0033,0.01164,0.0,0.1837,0.72933,43758
2419,DRAUGEN,2012,4,0.17658,0.00354,0.01185,0.0,0.19197,0.76179,43758
2420,DRAUGEN,2012,5,0.18008,0.00322,0.01148,0.0,0.19477,0.81545,43758
2421,DRAUGEN,2012,6,0.14393,0.00237,0.00864,0.0,0.15494,0.6845,43758
2422,DRAUGEN,2012,7,0.18033,0.00314,0.01141,0.0,0.19488,0.88409,43758
2423,DRAUGEN,2012,8,0.1745,0.00309,0.01115,0.0,0.18875,0.88619,43758
2424,DRAUGEN,2012,9,0.1688,0.00299,0.0104,0.0,0.18218,0.80373,43758
2425,DRAUGEN,2012,10,0.16998,0.00299,0.01141,0.0,0.18438,0.90783,43758
2426,DRAUGEN,2012,11,0.16823,0.00291,0.01095,0.0,0.18209,0.77637,43758
2427,DRAUGEN,2012,12,0.15545,0.00312,0.01064,0.0,0.1692,0.8438,43758
2428,DRAUGEN,2013,1,0.15592,0.00257,0.00973,0.0,0.16823,0.8681,43758
2429,DRAUGEN,2013,2,0.13682,0.00198,0.00777,0.0,0.14658,0.75234,43758
2430,DRAUGEN,2013,3,0.15913,0.00245,0.00938,0.0,0.17096,0.89226,43758
2431,DRAUGEN,2013,4,0.15913,0.00259,0.00958,0.0,0.1713,0.91703,43758
2432,DRAUGEN,2013,5,0.16118,0.00273,0.00954,0.0,0.17345,0.95956,43758
2433,DRAUGEN,2013,6,0.14732,0.0027,0.00922,0.0,0.15924,0.91786,43758
2434,DRAUGEN,2013,7,0.15866,0.00255,0.0093,0.0,0.17052,0.95438,43758
2435,DRAUGEN,2013,8,0.1482,0.00289,0.00947,0.0,0.16056,0.93375,43758
2436,DRAUGEN,2013,9,0.00038,0.0,0.0,0.0,0.00038,0.00112,43758
2437,DRAUGEN,2013,10,0.0,0.0,0.0,0.0,0.0,0.0,43758
2438,DRAUGEN,2013,11,0.10722,0.00222,0.00678,0.0,0.11622,0.43327,43758
2439,DRAUGEN,2013,12,0.13496,0.00297,0.00947,0.0,0.14739,0.52069,43758
2440,DRAUGEN,2014,1,0.14612,0.00241,0.009,0.0,0.15753,0.79476,43758
2441,DRAUGEN,2014,2,0.11767,0.00181,0.00697,0.0,0.12646,0.63859,43758
2442,DRAUGEN,2014,3,0.1423,0.00213,0.00809,0.0,0.15251,0.65923,43758
2443,DRAUGEN,2014,4,0.14449,0.002,0.00845,0.0,0.15493,0.74567,43758
2444,DRAUGEN,2014,5,0.14137,0.00234,0.00814,0.0,0.15184,0.78043,43758
2445,DRAUGEN,2014,6,0.14152,0.00224,0.00825,0.0,0.152,0.87003,43758
2446,DRAUGEN,2014,7,0.13494,0.00171,0.0072,0.0,0.14386,0.88474,43758
2447,DRAUGEN,2014,8,0.12787,0.00212,0.00778,0.0,0.13776,0.85666,43758
2448,DRAUGEN,2014,9,0.0934,0.00169,0.00613,0.0,0.10122,0.59891,43758
2449,DRAUGEN,2014,10,0.19832,0.00415,0.0139,0.0,0.21637,0.63613,43758
2450,DRAUGEN,2014,11,0.22608,0.00417,0.01523,0.0,0.24548,0.85658,43758
2451,DRAUGEN,2014,12,0.19122,0.00301,0.01215,0.0,0.20637,0.94989,43758
2452,DRAUGEN,2015,1,0.17523,0.0025,0.01067,0.0,0.1884,0.99798,43758
2453,DRAUGEN,2015,2,0.14075,0.00212,0.00828,0.0,0.15115,0.86293,43758
2454,DRAUGEN,2015,3,0.16941,0.00231,0.01027,0.0,0.18199,1.09011,43758
2455,DRAUGEN,2015,4,0.16512,0.00227,0.0091,0.0,0.17649,1.07705,43758
2456,DRAUGEN,2015,5,0.12707,0.0021,0.00811,0.0,0.13728,0.90338,43758
2457,DRAUGEN,2015,6,0.14436,0.00225,0.00878,0.0,0.15539,0.88465,43758
2458,DRAUGEN,2015,7,0.14766,0.00199,0.00891,0.0,0.15856,0.78539,43758
2459,DRAUGEN,2015,8,0.14018,0.00144,0.00761,0.0,0.14923,0.8428,43758
2460,DRAUGEN,2015,9,0.11394,0.00146,0.00627,0.0,0.12168,0.70631,43758
2461,DRAUGEN,2015,10,0.13502,0.00146,0.00713,0.0,0.14361,0.85032,43758
2462,DRAUGEN,2015,11,0.1276,0.00134,0.00665,0.0,0.13558,0.84232,43758
2463,DRAUGEN,2015,12,0.1348,0.00145,0.00707,0.0,0.14333,0.92569,43758
2464,DRAUGEN,2016,1,0.11383,0.00124,0.00556,0.0,0.12063,0.85611,43758
2465,DRAUGEN,2016,2,0.11537,0.00106,0.00579,0.0,0.12222,0.78269,43758
2466,DRAUGEN,2016,3,0.12738,0.00111,0.00641,0.0,0.13489,0.92068,43758
2467,DRAUGEN,2016,4,0.11363,0.00105,0.00569,0.0,0.12037,0.84174,43758
2468,DRAUGEN,2016,5,0.11277,0.00097,0.00549,0.0,0.11923,0.8368,43758
2469,DRAUGEN,2016,6,0.09359,0.00134,0.0052,0.0,0.10013,0.70534,43758
2470,DRAUGEN,2016,7,0.11706,0.00131,0.00603,0.0,0.1244,0.8611,43758
2471,DRAUGEN,2016,8,0.10258,0.00092,0.00481,0.0,0.10831,0.76648,43758
2472,DRAUGEN,2016,9,0.02226,0.00037,0.00126,0.0,0.0239,0.11231,43758
2473,DRAUGEN,2016,10,0.12058,0.0015,0.00669,0.0,0.12876,0.86942,43758
2474,DRAUGEN,2016,11,0.11071,0.0013,0.00554,0.0,0.11755,0.85789,43758
2475,DRAUGEN,2016,12,0.12728,0.00159,0.00679,0.0,0.13565,0.89274,43758
2476,DRAUGEN,2017,1,0.13864,0.00167,0.00735,0.0,0.14766,1.06046,43758
2477,DRAUGEN,2017,2,0.10033,0.00131,0.00521,0.0,0.10685,0.83194,43758
2478,DRAUGEN,2017,3,0.1325,0.00119,0.00664,0.0,0.14032,1.02821,43758
2479,DRAUGEN,2017,4,0.11973,0.00111,0.00566,0.0,0.12651,1.01345,43758
2480,DRAUGEN,2017,5,0.10899,0.0008,0.00524,0.0,0.11503,0.94172,43758
2481,DRAUGEN,2017,6,0.11563,0.00073,0.00534,0.0,0.1217,0.90505,43758
2482,DRAUGEN,2017,7,0.11196,0.00092,0.00548,0.0,0.11836,0.89397,43758
2483,DRAUGEN,2017,8,0.11387,0.00076,0.00521,0.0,0.11984,0.97899,43758
2484,DRAUGEN,2017,9,0.09327,0.00063,0.00434,0.0,0.09825,0.82416,43758
2485,DRAUGEN,2017,10,0.10925,0.00104,0.00565,0.0,0.11594,0.94539,43758
2486,DRAUGEN,2017,11,0.05618,0.00052,0.0029,0.0,0.05959,0.43863,43758
2487,DRAUGEN,2017,12,0.13854,0.00119,0.00669,0.0,0.14642,0.93196,43758
2488,DRAUGEN,2018,1,0.12453,0.00077,0.00579,0.0,0.13109,0.95347,43758
2489,DRAUGEN,2018,2,0.10339,0.00082,0.00466,0.0,0.10887,0.90424,43758
2490,DRAUGEN,2018,3,0.09835,0.00074,0.00433,0.0,0.10342,0.76998,43758
2491,DRAUGEN,2018,4,0.05852,0.00043,0.0027,0.0,0.06165,0.52394,43758
2492,DRAUGEN,2018,5,0.08196,0.00041,0.00333,0.0,0.08571,0.52063,43758
2493,DRAUGEN,2018,6,0.08583,0.00045,0.00373,0.0,0.09001,0.66779,43758
2494,DRAUGEN,2018,7,0.1071,0.00045,0.00437,0.0,0.11192,0.943,43758
2495,DRAUGEN,2018,8,0.10378,0.00076,0.00465,0.0,0.10919,0.9837,43758
2496,DRAUGEN,2018,9,0.09162,0.00056,0.00412,0.0,0.0963,0.87719,43758
2497,DRAUGEN,2018,10,0.05994,0.00047,0.00293,0.0,0.06335,0.57592,43758
2498,DRAUGEN,2018,11,0.12392,0.00095,0.00526,0.0,0.13013,0.99246,43758
2499,DRAUGEN,2018,12,0.12058,0.00078,0.00459,0.0,0.12595,1.14681,43758
2500,DRAUGEN,2019,1,0.05336,0.00024,0.002,0.0,0.05559,0.54639,43758
2501,DRAUGEN,2019,2,0.10341,0.00101,0.00449,0.0,0.10891,0.88085,43758
2502,DRAUGEN,2019,3,0.11472,0.00052,0.00468,0.0,0.11992,1.06272,43758
2503,DRAUGEN,2019,4,0.09989,0.00038,0.00408,0.0,0.10435,0.96876,43758
2504,DRAUGEN,2019,5,0.09657,0.00026,0.00403,0.0,0.10086,0.89907,43758
2505,DRAUGEN,2019,6,0.08092,0.00042,0.00336,0.0,0.0847,0.78539,43758
2506,DRAUGEN,2019,7,0.10868,0.00047,0.00456,0.0,0.11371,1.10028,43758
2507,DRAUGEN,2019,8,0.10427,0.00032,0.00426,0.0,0.10884,1.07331,43758
2508,DRAUGEN,2019,9,0.09209,0.0003,0.00397,0.0,0.09635,1.03264,43758
2509,DRAUGEN,2019,10,0.0974,0.00034,0.00409,0.0,0.10182,1.06186,43758
2510,DRAUGEN,2019,11,0.08746,0.00035,0.00383,0.0,0.09163,1.04088,43758
2511,DRAUGEN,2019,12,0.09147,0.00021,0.00406,0.0,0.09574,1.06899,43758
2512,DRAUGEN,2020,1,0.09758,0.00023,0.00417,0.0,0.10198,1.05682,43758
2513,DRAUGEN,2020,2,0.08865,0.00019,0.00355,0.0,0.09238,0.9893,43758
2514,DRAUGEN,2020,3,0.09088,0.00018,0.00302,0.0,0.09407,1.07317,43758
2515,DRAUGEN,2020,4,0.09018,0.00018,0.00327,0.0,0.09363,1.06689,43758
2516,DRAUGEN,2020,5,0.09311,0.00021,0.00349,0.0,0.09682,1.10057,43758
2517,DRAUGEN,2020,6,0.06508,0.00013,0.00254,0.0,0.06775,0.80283,43758
2518,DRAUGEN,2020,7,0.03066,0.00013,0.00074,0.0,0.03153,0.3357,43758
2519,DRAUGEN,2020,8,0.09086,0.00224,0.00378,0.0,0.09687,1.01016,43758
2520,DRAUGEN,2020,9,0.08934,0.00023,0.00033,0.0,0.08991,0.98312,43758
2521,DRAUGEN,2020,10,0.08553,0.0,0.0,0.0,0.08553,1.01139,43758
2522,DRAUGEN,2020,11,0.07701,0.0,0.0,0.0,0.07701,0.97622,43758
2523,DRAUGEN,2020,12,0.08668,0.0,0.0,0.0,0.08668,1.03026,43758
2524,DRAUGEN,2021,1,0.08015,0.0,0.0,0.0,0.08015,1.00976,43758
2525,DRAUGEN,2021,2,0.07629,0.0,0.0,0.0,0.07629,0.93597,43758
2526,DRAUGEN,2021,3,0.07885,0.0,0.0,0.0,0.07885,0.99031,43758
2527,DRAUGEN,2021,4,0.07732,0.0,0.0,0.0,0.07732,0.96718,43758
2528,DRAUGEN,2021,5,0.08087,0.0,0.0,0.0,0.08087,0.99623,43758
2529,DRAUGEN,2021,6,0.07323,0.0,0.0,0.0,0.07323,0.91235,43758
2530,DRAUGEN,2021,7,0.07621,0.0,0.0,0.0,0.07621,0.96941,43758
2531,DRAUGEN,2021,8,0.07347,0.0,0.0,0.0,0.07347,0.95303,43758
2532,DRAUGEN,2021,9,0.07138,0.0,0.0,0.0,0.07138,0.91364,43758
2533,DRAUGEN,2021,10,0.08028,0.0,0.0,0.0,0.08028,1.03396,43758
2534,DRAUGEN,2021,11,0.0729,0.0,0.0,0.0,0.0729,0.91322,43758
2535,DRAUGEN,2021,12,0.08155,0.0,0.0,0.0,0.08155,1.04824,43758
2536,DRAUGEN,2022,1,0.07839,0.0,0.0,0.0,0.07839,0.93464,43758
2537,DRAUGEN,2022,2,0.0718,0.0,0.0,0.0,0.0718,0.85075,43758
2538,DRAUGEN,2022,3,0.07063,0.0,0.0,0.0,0.07063,0.87238,43758
2539,DRAUGEN,2022,4,0.07893,0.0,0.0,0.0,0.07893,0.99423,43758
2540,DRAUGEN,2022,5,0.07722,0.0,0.0,0.0,0.07722,1.04359,43758
2541,DRAUGEN,2022,6,0.07291,0.0,0.0,0.0,0.07291,0.99424,43758
2542,DRAUGEN,2022,7,0.06811,0.0,0.0,0.0,0.06811,0.9449,43758
2543,DRAUGEN,2022,8,0.07783,0.0,0.0,0.0,0.07783,1.03668,43758
2544,DRAUGEN,2022,9,0.0621,0.0,0.0,0.0,0.0621,0.82806,43758
2545,DRAUGEN,2022,10,0.07072,0.0,0.0,0.0,0.07072,0.8806,43758
2546,DRAUGEN,2022,11,0.07653,0.0,0.0,0.0,0.07653,0.97106,43758
2547,DRAUGEN,2022,12,0.07586,0.0,0.0,0.0,0.07586,1.02073,43758
2548,DRAUGEN,2023,1,0.07792,0.0,0.0,0.0,0.07792,1.04748,43758
2549,DRAUGEN,2023,2,0.06527,0.0,0.0,0.0,0.06527,0.93603,43758
2550,DRAUGEN,2023,3,0.06821,0.0,0.0,0.0,0.06821,0.97004,43758
2551,DRAUGEN,2023,4,0.06277,0.0,0.0,0.0,0.06277,0.85332,43758
2552,DRAUGEN,2023,5,0.02166,0.0,0.0,0.0,0.02166,0.26491,43758
2553,DRAUGEN,2023,6,0.0692,0.0,0.0,0.0,0.0692,0.9824,43758
2554,DRAUGEN,2023,7,0.04028,0.0,0.0,0.0,0.04028,0.56772,43758
2555,DRAUGEN,2023,8,0.07965,0.0,0.0,0.0,0.07965,1.10593,43758
2556,DRAUGEN,2023,9,0.07145,0.0,0.0,0.0,0.07145,1.0434,43758
2557,DRAUGEN,2023,10,0.07242,0.01281,0.00856,0.0,0.09379,1.00567,43758
2558,DRAUGEN,2023,11,0.07754,0.01896,0.01539,0.0,0.11189,1.12576,43758
2559,DRAUGEN,2023,12,0.07559,0.02008,0.0151,0.0,0.11076,1.14799,43758
2560,DRAUGEN,2024,1,0.05743,0.01417,0.00951,0.0,0.08111,0.83297,43758
2561,DUVA,2021,6,0.0,0.0,0.0,0.0,0.0,0.0,34833026
2562,DUVA,2021,7,0.0,0.0,0.0,0.0,0.0,0.0,34833026
2563,DUVA,2021,8,0.02551,0.0,0.0,0.0,0.02551,0.00017,34833026
2564,DUVA,2021,9,0.10766,0.0,0.0,0.0,0.10766,5e-05,34833026
2565,DUVA,2021,10,0.10977,0.0,0.0,0.0,0.10977,4e-05,34833026
2566,DUVA,2021,11,0.14835,0.0,0.0,0.0,0.14835,8e-05,34833026
2567,DUVA,2021,12,0.11956,0.0,0.0,0.0,0.11956,9e-05,34833026
2568,DUVA,2022,1,0.07532,0.0,0.0,0.0,0.07532,0.00012,34833026
2569,DUVA,2022,2,0.07273,0.0,0.0,0.0,0.07273,0.00019,34833026
2570,DUVA,2022,3,0.05278,0.0,0.0,0.0,0.05278,0.00024,34833026
2571,DUVA,2022,4,0.06752,0.0,0.0,0.0,0.06752,7e-05,34833026
2572,DUVA,2022,5,0.10649,0.0,0.0,0.0,0.10649,0.00066,34833026
2573,DUVA,2022,6,0.1065,0.0,0.0,0.0,0.1065,0.00142,34833026
2574,DUVA,2022,7,0.09738,0.0,0.0,0.0,0.09738,0.0024,34833026
2575,DUVA,2022,8,0.1016,0.0,0.0,0.0,0.1016,0.0037,34833026
2576,DUVA,2022,9,0.09158,0.0,0.0,0.0,0.09158,0.00469,34833026
2577,DUVA,2022,10,0.1137,0.0,0.0,0.0,0.1137,0.00709,34833026
2578,DUVA,2022,11,0.09162,0.0,0.0,0.0,0.09162,0.00769,34833026
2579,DUVA,2022,12,0.09566,0.0,0.0,0.0,0.09566,0.01023,34833026
2580,DUVA,2023,1,0.10116,0.06658,0.00466,0.0,0.1724,0.01504,34833026
2581,DUVA,2023,2,0.08381,0.04274,0.00238,0.0,0.12892,0.01402,34833026
2582,DUVA,2023,3,0.09235,0.07337,0.00505,0.0,0.17076,0.01991,34833026
2583,DUVA,2023,4,0.08289,0.0612,0.00422,0.0,0.14831,0.02246,34833026
2584,DUVA,2023,5,0.07861,0.05394,0.00625,0.0,0.13879,0.02429,34833026
2585,DUVA,2023,6,0.07534,0.05842,0.00326,0.0,0.13701,0.0268,34833026
2586,DUVA,2023,7,0.08169,0.06676,0.00363,0.0,0.15207,0.03086,34833026
2587,DUVA,2023,8,0.06268,0.04524,0.0029,0.0,0.11082,0.02667,34833026
2588,DUVA,2023,9,0.07478,0.06165,0.00414,0.0,0.14057,0.03536,34833026
2589,DUVA,2023,10,0.06498,0.05044,0.00625,0.0,0.12167,0.03797,34833026
2590,DUVA,2023,11,0.05624,0.04924,0.00282,0.0,0.1083,0.03835,34833026
2591,DUVA,2023,12,0.06451,0.06961,0.00602,0.0,0.14014,0.04062,34833026
2592,DUVA,2024,1,0.06468,0.08551,0.0115,0.0,0.16168,0.04276,34833026
2593,DVALIN,2020,11,3e-05,0.00123,0.0,1e-05,0.00127,0.0,29393934
2594,DVALIN,2020,12,0.0,0.0,0.0,0.0,0.0,0.0,29393934
2595,DVALIN,2021,1,0.0,0.0,0.0,0.0,0.0,0.0,29393934
2596,DVALIN,2021,2,0.0,0.0,0.0,0.0,0.0,0.0,29393934
2597,DVALIN,2021,3,0.0,0.0,0.0,0.0,0.0,0.0,29393934
2598,DVALIN,2021,4,0.0,0.0,0.0,0.0,0.0,0.0,29393934
2599,DVALIN,2021,5,0.0,0.0,0.0,0.0,0.0,0.0,29393934
2600,DVALIN,2021,6,0.0001,0.00264,0.0,3e-05,0.00278,0.0,29393934
2601,DVALIN,2021,7,0.0,0.0,0.0,0.0,0.0,0.0,29393934
2602,DVALIN,2021,8,0.0,0.0,0.0,0.0,0.0,0.0,29393934
2603,DVALIN,2021,9,0.0,0.0,0.0,0.0,0.0,0.0,29393934
2604,DVALIN,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,29393934
2605,DVALIN,2021,11,0.0,0.0,0.0,0.0,0.0,0.0,29393934
2606,DVALIN,2021,12,0.0,0.0,0.0,0.0,0.0,0.0,29393934
2607,DVALIN,2022,1,0.0,0.0,0.0,0.0,0.0,0.0,29393934
2608,DVALIN,2022,2,0.0,0.0,0.0,0.0,0.0,0.0,29393934
2609,DVALIN,2022,3,0.0,0.0,0.0,0.0,0.0,0.0,29393934
2610,DVALIN,2022,4,0.0,0.0,0.0,0.0,0.0,0.0,29393934
2611,DVALIN,2022,5,0.0,0.0,0.0,0.0,0.0,0.0,29393934
2612,DVALIN,2022,6,0.0,0.0,0.0,0.0,0.0,0.0,29393934
2613,DVALIN,2022,7,0.0,0.0,0.0,0.0,0.0,0.0,29393934
2614,DVALIN,2022,8,0.0,0.0,0.0,0.0,0.0,0.0,29393934
2615,DVALIN,2022,9,0.0,0.0,0.0,0.0,0.0,0.0,29393934
2616,DVALIN,2022,10,0.0,0.0,0.0,0.0,0.0,0.0,29393934
2617,DVALIN,2022,11,0.0,0.0,0.0,0.0,0.0,0.0,29393934
2618,DVALIN,2022,12,0.0,0.0,0.0,0.0,0.0,0.0,29393934
2619,DVALIN,2023,1,0.0,0.0,0.0,0.0,0.0,0.0,29393934
2620,DVALIN,2023,2,0.00019,0.00552,0.0,6e-05,0.00577,0.0,29393934
2621,DVALIN,2023,3,0.0,0.0,0.0,0.0,0.0,0.0,29393934
2622,DVALIN,2023,4,0.0,0.0,0.0,0.0,0.0,0.0,29393934
2623,DVALIN,2023,5,0.0,0.0,0.0,0.0,0.0,0.0,29393934
2624,DVALIN,2023,6,0.0,0.0,0.0,0.0,0.0,0.0,29393934
2625,DVALIN,2023,7,0.00047,0.01339,0.0,9e-05,0.01395,0.0,29393934
2626,DVALIN,2023,8,0.00731,0.17821,0.0,0.00284,0.18835,2e-05,29393934
2627,DVALIN,2023,9,0.00081,0.01937,0.0,0.00017,0.02034,0.0,29393934
2628,DVALIN,2023,10,0.00741,0.17598,0.0,0.00236,0.18575,2e-05,29393934
2629,DVALIN,2023,11,0.00505,0.19677,0.0,0.00296,0.20478,2e-05,29393934
2630,DVALIN,2023,12,0.0077,0.22301,0.0,0.00238,0.23308,3e-05,29393934
2631,DVALIN,2024,1,0.00784,0.24087,0.0,0.0025,0.25121,3e-05,29393934
2632,EDDA,1979,12,0.04909,0.01006,0.00224,0.0,0.0614,0.0,43541
2633,EDDA,1980,1,0.14801,0.04072,0.0088,0.0,0.19752,0.0,43541
2634,EDDA,1980,2,0.15272,0.04215,0.00842,0.0,0.20329,0.0,43541
2635,EDDA,1980,3,0.12368,0.03401,0.00635,0.0,0.16403,0.0,43541
2636,EDDA,1980,4,0.08655,0.02456,0.00517,0.0,0.11628,0.0,43541
2637,EDDA,1980,5,0.11901,0.03739,0.00813,0.0,0.16453,0.0,43541
2638,EDDA,1980,6,0.11472,0.03959,0.00785,0.0,0.16216,0.0,43541
2639,EDDA,1980,7,0.06163,0.01737,0.00367,0.0,0.08267,0.0,43541
2640,EDDA,1980,8,0.10603,0.03823,0.00782,0.0,0.15208,0.0,43541
2641,EDDA,1980,9,0.07972,0.02937,0.00626,0.0,0.11535,0.0,43541
2642,EDDA,1980,10,0.09037,0.03847,0.00729,0.0,0.13613,0.0,43541
2643,EDDA,1980,11,0.08591,0.03779,0.00713,0.0,0.13082,0.0,43541
2644,EDDA,1980,12,0.09192,0.04067,0.00773,0.0,0.14031,0.0,43541
2645,EDDA,1981,1,0.08618,0.04181,0.00768,0.0,0.13567,0.0,43541
2646,EDDA,1981,2,0.07205,0.03591,0.00719,0.0,0.11514,0.0,43541
2647,EDDA,1981,3,0.07187,0.03816,0.00712,0.0,0.11715,0.0,43541
2648,EDDA,1981,4,0.06883,0.03865,0.00716,0.0,0.11463,0.0,43541
2649,EDDA,1981,5,0.06609,0.03664,0.00621,0.0,0.10894,0.0,43541
2650,EDDA,1981,6,0.05968,0.03634,0.00608,0.0,0.1021,0.0,43541
2651,EDDA,1981,7,0.05867,0.03645,0.00606,0.0,0.10118,0.0,43541
2652,EDDA,1981,8,0.03085,0.01425,0.00228,0.0,0.04738,0.0,43541
2653,EDDA,1981,9,0.06019,0.03634,0.00621,0.0,0.10274,0.0,43541
2654,EDDA,1981,10,0.04571,0.02974,0.00503,0.0,0.08048,0.0,43541
2655,EDDA,1981,11,0.05264,0.03158,0.00545,0.0,0.08967,0.0,43541
2656,EDDA,1981,12,0.04504,0.03275,0.00478,0.0,0.08257,0.0,43541
2657,EDDA,1982,1,0.0453,0.03202,0.00492,0.0,0.08223,0.0,43541
2658,EDDA,1982,2,0.03817,0.02751,0.00435,0.0,0.07003,0.0,43541
2659,EDDA,1982,3,0.04048,0.02812,0.00501,0.0,0.07361,0.0,43541
2660,EDDA,1982,4,0.03839,0.027,0.00463,0.0,0.07002,0.0,43541
2661,EDDA,1982,5,0.03205,0.02353,0.00388,0.0,0.05946,0.0,43541
2662,EDDA,1982,6,0.03779,0.02354,0.00446,0.0,0.06578,0.0,43541
2663,EDDA,1982,7,0.03362,0.02383,0.00469,0.0,0.06214,0.0,43541
2664,EDDA,1982,8,0.03545,0.02486,0.00487,0.0,0.06519,0.0,43541
2665,EDDA,1982,9,0.03287,0.02249,0.00455,0.0,0.05992,0.0,43541
2666,EDDA,1982,10,0.02954,0.01934,0.00436,0.0,0.05324,0.0,43541
2667,EDDA,1982,11,0.02988,0.02256,0.00483,0.0,0.05727,0.0,43541
2668,EDDA,1982,12,0.03009,0.02178,0.00454,0.0,0.0564,0.0,43541
2669,EDDA,1983,1,0.02905,0.021,0.00435,0.0,0.0544,0.0,43541
2670,EDDA,1983,2,0.02548,0.01795,0.00371,0.0,0.04714,0.0,43541
2671,EDDA,1983,3,0.02676,0.01937,0.00453,0.0,0.05065,0.0,43541
2672,EDDA,1983,4,0.02506,0.01786,0.00447,0.0,0.04738,0.0,43541
2673,EDDA,1983,5,0.02435,0.01818,0.00453,0.0,0.04706,0.0,43541
2674,EDDA,1983,6,0.02365,0.01626,0.00368,0.0,0.0436,0.0,43541
2675,EDDA,1983,7,0.02428,0.01646,0.00354,0.0,0.04427,0.0,43541
2676,EDDA,1983,8,0.02356,0.0155,0.00338,0.0,0.04244,0.0,43541
2677,EDDA,1983,9,0.02117,0.01334,0.00274,0.0,0.03725,0.0,43541
2678,EDDA,1983,10,0.02347,0.01521,0.00311,0.0,0.04179,0.0,43541
2679,EDDA,1983,11,0.02211,0.0141,0.00325,0.0,0.03946,0.0,43541
2680,EDDA,1983,12,0.02212,0.01539,0.00347,0.0,0.04099,0.0,43541
2681,EDDA,1984,1,0.02155,0.01463,0.00286,0.0,0.03904,0.0,43541
2682,EDDA,1984,2,0.0199,0.01272,0.00278,0.0,0.03541,0.0,43541
2683,EDDA,1984,3,0.02087,0.01298,0.00276,0.0,0.03661,0.0,43541
2684,EDDA,1984,4,0.02032,0.01179,0.0029,0.0,0.035,0.0,43541
2685,EDDA,1984,5,0.02017,0.01172,0.00285,0.0,0.03474,0.0,43541
2686,EDDA,1984,6,0.01965,0.01089,0.00268,0.0,0.03322,0.0,43541
2687,EDDA,1984,7,0.01956,0.01084,0.0022,0.0,0.03259,0.0,43541
2688,EDDA,1984,8,0.01607,0.00778,0.00169,0.0,0.02554,0.0,43541
2689,EDDA,1984,9,0.01936,0.01052,0.00222,0.0,0.03209,0.0,43541
2690,EDDA,1984,10,0.01867,0.0104,0.00226,0.0,0.03133,0.0,43541
2691,EDDA,1984,11,0.01755,0.00951,0.00193,0.0,0.02899,0.0,43541
2692,EDDA,1984,12,0.01825,0.00953,0.00212,0.0,0.0299,0.0,43541
2693,EDDA,1985,1,0.01756,0.00933,0.00182,0.0,0.02871,0.0,43541
2694,EDDA,1985,2,0.01597,0.00829,0.00199,0.0,0.02625,0.0,43541
2695,EDDA,1985,3,0.01723,0.0085,0.0023,0.0,0.02803,0.0,43541
2696,EDDA,1985,4,0.01686,0.00781,0.00186,0.0,0.02652,0.0,43541
2697,EDDA,1985,5,0.01663,0.00806,0.00206,0.0,0.02674,0.0,43541
2698,EDDA,1985,6,0.01608,0.00767,0.00191,0.0,0.02566,0.0,43541
2699,EDDA,1985,7,0.01635,0.00773,0.00208,0.0,0.02616,0.0,43541
2700,EDDA,1985,8,0.01592,0.00728,0.00195,0.0,0.02515,0.0,43541
2701,EDDA,1985,9,0.0151,0.00668,0.00191,0.0,0.02369,0.0,43541
2702,EDDA,1985,10,0.01533,0.00661,0.00176,0.0,0.0237,0.0,43541
2703,EDDA,1985,11,0.01442,0.00601,0.00172,0.0,0.02215,0.0,43541
2704,EDDA,1985,12,0.01454,0.00592,0.00147,0.0,0.02192,0.0,43541
2705,EDDA,1986,1,0.01456,0.00564,0.00149,0.0,0.02169,0.0,43541
2706,EDDA,1986,2,0.01207,0.00473,0.00128,0.0,0.01807,0.0,43541
2707,EDDA,1986,3,0.01178,0.00471,0.00119,0.0,0.01768,0.0,43541
2708,EDDA,1986,4,0.00526,0.00171,0.00046,0.0,0.00743,0.0,43541
2709,EDDA,1986,5,0.01464,0.0052,0.00129,0.0,0.02113,0.0,43541
