fldName,cmpLongName,fldCurrentActivitySatus,wlbName,wlbCompletionDate,fldMainArea,fldOwnerKind,fldOwnerName,fldMainSupplyBase,fldHcType,fldNpdidOwner,fldNpdidField,wlbNpdidWellbore,cmpNpdidCompany,fldFactPageUrl,fldFactMapUrl,fldDateUpdated,fldDateUpdatedMax,DatesyncNPD
MARTIN LINGE,Equinor Energy AS,Producing,30/7-6 R,03.06.1978,North sea,BUSINESS ARRANGEMENT AREA,MARTIN LINGE UNIT,Tananger/Dusavik,OIL/GAS,3812119.0,21675447,507,32011216.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=21675447,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=21675447,02.01.2024,15.03.2024,14.04.2024
MARULK,Vår Energi ASA,Producing,6507/2-2,16.03.1992,Norwegian sea,PRODUCTION LICENSE,122,Sandnessjøen,GAS,21788.0,18212090,1840,50000032.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=18212090,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=18212090,02.01.2024,02.01.2024,14.04.2024
MIKKEL,Equinor Energy AS,Producing,6407/6-3,16.02.1987,Norwegian sea,BUSINESS ARRANGEMENT AREA,MIKKEL UNIT,Kristiansund,GAS/CONDENSATE,1629477.0,1630514,1024,32011216.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=1630514,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=1630514,02.01.2024,02.01.2024,14.04.2024
MIME,,Shut down,7/11-5,10.06.1982,North sea,,,,OIL,,43792,42,,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43792,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43792,02.01.2024,02.01.2024,14.04.2024
MORVIN,Equinor Energy AS,Producing,6506/11-7,27.07.2001,Norwegian sea,PRODUCTION LICENSE,134 B,Kristiansund,OIL/GAS,1025257.0,4966234,3322,32011216.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=4966234,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=4966234,02.01.2024,02.01.2024,14.04.2024
MUNIN,Aker BP ASA,Approved for production,30/11-8 S,20.05.2011,North sea,PRODUCTION LICENSE,035,,OIL/GAS,21068.0,42002476,6540,28544099.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=42002476,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=42002476,03.04.2024,02.01.2024,14.04.2024
MURCHISON,,Shut down,?,,North sea,,,"Peterhead, Skottland",OIL,,43665,0,,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43665,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43665,02.01.2024,02.01.2024,14.04.2024
NJORD,Equinor Energy AS,Producing,6407/7-1 S,07.04.1986,Norwegian sea,BUSINESS ARRANGEMENT AREA,NJORD UNIT,Kristiansund,OIL,40585.0,43751,474,32011216.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43751,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43751,02.01.2024,01.03.2024,14.04.2024
NORDØST FRIGG,,Shut down,25/1-4,30.05.1974,North sea,,,,GAS,,43568,350,,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43568,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43568,23.01.2024,23.01.2024,14.04.2024
NORNE,Equinor Energy AS,Producing,6608/10-2,29.01.1992,Norwegian sea,BUSINESS ARRANGEMENT AREA,NORNE INSIDE,Sandnessjøen,OIL/GAS,40672.0,43778,1782,32011216.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43778,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43778,02.01.2024,01.03.2024,14.04.2024
NOVA,Wintershall Dea Norge AS,Producing,35/9-7,14.04.2012,North sea,PRODUCTION LICENSE,418,Florø,OIL,4238348.0,33197696,6776,35318843.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=33197696,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=33197696,02.01.2024,02.01.2024,14.04.2024
ODA,Sval Energi AS,Producing,8/10-4 S,27.10.2011,North sea,PRODUCTION LICENSE,405,,OIL,4237284.0,29412516,6630,36536246.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=29412516,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=29412516,02.01.2024,02.01.2024,14.04.2024
ODIN,,Shut down,30/10-2,28.03.1974,North sea,,,,GAS,,43610,392,,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43610,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43610,23.01.2024,23.01.2024,14.04.2024
ORMEN LANGE,A/S Norske Shell,Producing,6305/5-1,07.10.1997,Norwegian sea,BUSINESS ARRANGEMENT AREA,ORMEN LANGE UNIT,Kristiansund,GAS,2588637.0,2762452,3144,562.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=2762452,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=2762452,02.01.2024,01.03.2024,14.04.2024
OSEBERG,Equinor Energy AS,Producing,30/6-1,22.09.1979,North sea,BUSINESS ARRANGEMENT AREA,OSEBERG AREA UNIT,Mongstad,OIL/GAS,3500071.0,43625,380,32011216.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43625,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43625,03.04.2024,01.03.2024,14.04.2024
OSEBERG SØR,Equinor Energy AS,Producing,30/9-3,26.02.1984,North sea,BUSINESS ARRANGEMENT AREA,OSEBERG AREA UNIT,Mongstad,OIL/GAS,3500071.0,43645,55,32011216.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43645,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43645,03.04.2024,01.03.2024,14.04.2024
OSEBERG ØST,Equinor Energy AS,Producing,30/6-5,15.08.1981,North sea,BUSINESS ARRANGEMENT AREA,OSEBERG AREA UNIT,Mongstad,OIL,3500071.0,43639,118,32011216.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43639,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43639,02.01.2024,02.01.2024,14.04.2024
OSELVAR,,Shut down,1/3-6,22.06.1991,North sea,,,,GAS,,5506919,1521,,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=5506919,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=5506919,02.01.2024,02.01.2024,14.04.2024
REV,Repsol Norge AS,Producing,15/12-12,09.02.2001,North sea,PRODUCTION LICENSE,038 C,,OIL/GAS,4005057.0,4467554,3391,27052812.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=4467554,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=4467554,02.01.2024,02.01.2024,14.04.2024
RINGHORNE ØST,Vår Energi ASA,Producing,25/8-14 S,22.09.2003,North sea,BUSINESS ARRANGEMENT AREA,RINGHORNE ØST UNIT,,OIL,3505593.0,3505505,4805,50000032.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=3505505,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=3505505,02.01.2024,24.02.2024,14.04.2024
SIGYN,Equinor Energy AS,Producing,16/7-4,06.12.1982,North sea,PRODUCTION LICENSE,072,Dusavik,GAS/CONDENSATE,21372.0,1630100,91,32011216.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=1630100,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=1630100,02.01.2024,02.01.2024,14.04.2024
SINDRE,Equinor Energy AS,Producing,34/10-55 S,26.03.2017,North sea,BUSINESS ARRANGEMENT AREA,BRIME UNIT,,OIL/GAS,41319867.0,29401178,8102,32011216.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=29401178,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=29401178,02.01.2024,02.01.2024,14.04.2024
SKARV,Aker BP ASA,Producing,6507/5-1,03.05.1998,Norwegian sea,BUSINESS ARRANGEMENT AREA,SKARV UNIT,Sandnessjøen,OIL/GAS,4468539.0,4704482,3683,28544099.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=4704482,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=4704482,02.01.2024,01.03.2024,14.04.2024
SKIRNE,TotalEnergies EP Norge AS,Shut down,25/5-3,26.03.1990,North sea,PRODUCTION LICENSE,102,,GAS/CONDENSATE,21620.0,2138816,1488,35000016.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=2138816,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=2138816,02.01.2024,02.01.2024,14.04.2024
SKOGUL,Aker BP ASA,Producing,25/1-11 R,26.04.2010,North sea,PRODUCTION LICENSE,460,,OIL,4910195.0,31164600,6368,28544099.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=31164600,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=31164600,02.01.2024,02.01.2024,14.04.2024
SKULD,Equinor Energy AS,Producing,6608/10-12,21.12.2008,Norwegian sea,PRODUCTION LICENSE,128,Sandnessjøen,OIL,21836.0,21350124,5949,32011216.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=21350124,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=21350124,02.01.2024,02.01.2024,14.04.2024
SLEIPNER VEST,Equinor Energy AS,Producing,15/6-3,19.12.1974,North sea,BUSINESS ARRANGEMENT AREA,SLEIPNER VEST UNIT,Dusavik,GAS/CONDENSATE,40848.0,43457,318,32011216.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43457,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43457,02.01.2024,01.03.2024,14.04.2024
SLEIPNER ØST,Equinor Energy AS,Producing,15/9-9,14.07.1981,North sea,BUSINESS ARRANGEMENT AREA,SLEIPNER ØST UNIT,Dusavik,GAS/CONDENSATE,41211.0,43478,328,32011216.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43478,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43478,02.01.2024,01.03.2024,14.04.2024
SNORRE,Equinor Energy AS,Producing,34/4-1,16.12.1979,North sea,BUSINESS ARRANGEMENT AREA,SNORRE UNIT,Florø,OIL,40906.0,43718,422,32011216.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43718,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43718,02.01.2024,02.01.2024,14.04.2024
SNØHVIT,Equinor Energy AS,Producing,7121/4-1,27.10.1984,Barents sea,BUSINESS ARRANGEMENT AREA,SNØHVIT UNIT,Hammerfest,GAS,1333943.0,2053062,135,32011216.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=2053062,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=2053062,02.01.2024,01.03.2024,14.04.2024
SOLVEIG,Aker BP ASA,Producing,16/4-6 S,03.05.2013,North sea,PRODUCTION LICENSE,359,Tananger,OIL,3810373.0,34833011,7098,28544099.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=34833011,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=34833011,03.04.2024,02.01.2024,14.04.2024
STATFJORD,Equinor Energy AS,Producing,33/12-1,18.04.1974,North sea,BUSINESS ARRANGEMENT AREA,STATFJORD UNIT,Mongstad,OIL,41686.0,43658,417,32011216.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43658,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43658,02.01.2024,01.03.2024,14.04.2024
STATFJORD NORD,Equinor Energy AS,Producing,33/9-8,18.02.1977,North sea,PRODUCTION LICENSE,037,Mongstad,OIL,21084.0,43679,413,32011216.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43679,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43679,02.01.2024,01.03.2024,14.04.2024
STATFJORD ØST,Equinor Energy AS,Producing,33/9-7,07.11.1976,North sea,BUSINESS ARRANGEMENT AREA,STATFJORD ØST UNIT,Mongstad,OIL,41233.0,43672,412,32011216.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43672,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43672,02.01.2024,01.03.2024,14.04.2024
SVALIN,Equinor Energy AS,Producing,25/11-16,24.07.1992,North sea,PRODUCTION LICENSE,169,Dusavik,OIL,22164.0,22507971,1920,32011216.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=22507971,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=22507971,02.01.2024,02.01.2024,14.04.2024
SYGNA,Equinor Energy AS,Producing,33/9-19 S,23.07.1996,North sea,BUSINESS ARRANGEMENT AREA,SYGNA UNIT,Florø,OIL,96205.0,104718,2830,32011216.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=104718,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=104718,02.01.2024,09.02.2024,14.04.2024
SYMRA,Aker BP ASA,Approved for production,16/1-29 S,03.06.2018,North sea,PRODUCTION LICENSE,167,,OIL/GAS,22148.0,42002480,8383,28544099.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=42002480,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=42002480,02.01.2024,18.01.2024,14.04.2024
TAMBAR,Aker BP ASA,Producing,1/3-3,24.03.1983,North sea,PRODUCTION LICENSE,065,Tananger,OIL,21316.0,1028599,87,28544099.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=1028599,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=1028599,02.01.2024,02.01.2024,14.04.2024
TAMBAR ØST,Aker BP ASA,Producing,1/3-K-5,29.06.2007,North sea,BUSINESS ARRANGEMENT AREA,TAMBAR ØST UNIT,,OIL,4999504.0,4999528,5485,28544099.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=4999528,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=4999528,02.01.2024,01.02.2024,14.04.2024
TOMMELITEN A,ConocoPhillips Skandinavia AS,Producing,1/9-1,17.02.1977,North sea,BUSINESS ARRANGEMENT AREA,TOMMELITEN A UNIT,Tananger,GAS/CONDENSATE,40915772.0,40867462,243,2410696.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=40867462,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=40867462,02.01.2024,02.01.2024,14.04.2024
TOMMELITEN GAMMA,ConocoPhillips Skandinavia AS,Shut down,1/9-4,12.01.1978,North sea,BUSINESS ARRANGEMENT AREA,TOMMELITEN UNIT,,GAS/CONDENSATE,41411.0,43444,247,2410696.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43444,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43444,02.01.2024,01.03.2024,14.04.2024
TOR,ConocoPhillips Skandinavia AS,Producing,2/5-1,22.11.1970,North sea,BUSINESS ARRANGEMENT AREA,TOR UNIT,Tananger,OIL,45891.0,43520,178,2410696.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43520,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43520,02.01.2024,02.01.2024,14.04.2024
TORDIS,Equinor Energy AS,Producing,34/7-12,17.12.1987,North sea,PRODUCTION LICENSE,089,Florø,OIL,21516.0,43725,1187,32011216.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43725,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43725,02.01.2024,02.01.2024,14.04.2024
TRESTAKK,Equinor Energy AS,Producing,6406/3-2,22.11.1986,Norwegian sea,PRODUCTION LICENSE,091,Kristiansund,OIL,21532.0,29396445,863,32011216.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=29396445,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=29396445,02.01.2024,02.01.2024,14.04.2024
TROLL,Equinor Energy AS,Producing,31/2-1,09.11.1979,North sea,BUSINESS ARRANGEMENT AREA,TROLL UNIT,Mongstad,OIL/GAS,41105.0,46437,398,32011216.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=46437,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=46437,03.04.2024,02.01.2024,14.04.2024
TROLL BRENT B,Equinor Energy AS,Shut down,31/2-N-11 H,24.08.2005,North sea,PRODUCTION LICENSE,054,Mongstad,OIL,21228.0,29398828,5102,32011216.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=29398828,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=29398828,02.01.2024,02.01.2024,14.04.2024
TRYM,DNO Norge AS,Producing,3/7-4,23.01.1990,North sea,PRODUCTION LICENSE,147,,GAS/CONDENSATE,21988.0,18081500,1467,29468270.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=18081500,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=18081500,02.01.2024,02.01.2024,14.04.2024
TUNE,Equinor Energy AS,Producing,30/8-1 S,01.03.1995,North sea,PRODUCTION LICENSE,190,Mongstad,GAS/CONDENSATE,22332.0,853376,2430,32011216.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=853376,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=853376,02.01.2024,02.01.2024,14.04.2024
TYRIHANS,Equinor Energy AS,Producing,6407/1-2,15.05.1983,Norwegian sea,BUSINESS ARRANGEMENT AREA,TYRIHANS UNIT,Kristiansund,GAS/CONDENSATE,3488806.0,3960848,61,32011216.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=3960848,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=3960848,02.01.2024,01.03.2024,14.04.2024
TYRVING,Aker BP ASA,Approved for production,25/4-2,06.12.1973,North sea,BUSINESS ARRANGEMENT AREA,TYRVING UNIT,,OIL,40662362.0,42002471,360,28544099.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=42002471,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=42002471,02.01.2024,18.01.2024,14.04.2024
ULA,Aker BP ASA,Producing,7/12-2,23.09.1976,North sea,PRODUCTION LICENSE,019,Tananger,OIL,20916.0,43800,295,28544099.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43800,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43800,02.01.2024,01.03.2024,14.04.2024
URD,Equinor Energy AS,Producing,6608/10-6,14.05.2000,Norwegian sea,PRODUCTION LICENSE,128,Sandnessjøen,OIL,21836.0,2834734,3260,32011216.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=2834734,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=2834734,03.04.2024,02.01.2024,14.04.2024
UTGARD,Equinor Energy AS,Producing,15/8-1,07.01.1982,North sea,BUSINESS ARRANGEMENT AREA,UTGARD UNIT,,GAS,28975129.0,28975098,321,32011216.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=28975098,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=28975098,02.01.2024,01.02.2024,14.04.2024
VALE,,Shut down,25/4-6 S,24.08.1991,North sea,,,,GAS/CONDENSATE,,1578893,1703,,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=1578893,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=1578893,30.01.2024,30.01.2024,14.04.2024
VALEMON,Equinor Energy AS,Producing,34/10-23,13.10.1985,North sea,BUSINESS ARRANGEMENT AREA,VALEMON UNIT,Mongstad,GAS/CONDENSATE,18403644.0,20460969,476,32011216.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=20460969,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=20460969,02.01.2024,01.03.2024,14.04.2024
VALHALL,Aker BP ASA,Producing,2/8-6,30.06.1975,North sea,BUSINESS ARRANGEMENT AREA,VALHALL UNIT,Tananger,OIL,41657.0,43548,276,28544099.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43548,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43548,02.01.2024,01.03.2024,14.04.2024
VARG,,Shut down,15/12-4,31.10.1984,North sea,,,Tananger,OIL,,43451,438,,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43451,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43451,02.01.2024,02.01.2024,14.04.2024
VEGA,Wintershall Dea Norge AS,Producing,35/8-1,24.01.1981,North sea,BUSINESS ARRANGEMENT AREA,VEGA UNIT,Florø,GAS/CONDENSATE,20459640.0,4467595,205,35318843.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=4467595,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=4467595,03.04.2024,01.03.2024,14.04.2024
VERDANDE,Equinor Energy AS,Approved for production,6608/10-17 S,31.01.2017,Norwegian sea,BUSINESS ARRANGEMENT AREA,VERDANDE UNIT,,OIL/GAS,41319878.0,42002481,8065,32011216.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=42002481,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=42002481,02.01.2024,02.01.2024,14.04.2024
VESLEFRIKK,Equinor Energy AS,Shut down,30/3-2 R,16.02.1981,North sea,PRODUCTION LICENSE,052,Mongstad,OIL,21212.0,43618,508,32011216.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43618,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43618,02.01.2024,01.03.2024,14.04.2024
VEST EKOFISK,ConocoPhillips Skandinavia AS,Shut down,2/4-6,10.12.1970,North sea,PRODUCTION LICENSE,018,,GAS/CONDENSATE,20900.0,43513,181,2410696.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43513,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43513,02.01.2024,02.01.2024,14.04.2024
VIGDIS,Equinor Energy AS,Producing,34/7-8,11.04.1986,North sea,PRODUCTION LICENSE,089,Florø,OIL,21516.0,43732,878,32011216.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43732,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43732,03.04.2024,02.01.2024,14.04.2024
VILJE,Aker BP ASA,Producing,25/4-9 S,29.09.2003,North sea,PRODUCTION LICENSE,036 D,,OIL,5081703.0,3392471,4278,28544099.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=3392471,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=3392471,02.01.2024,02.01.2024,14.04.2024
VISUND,Equinor Energy AS,Producing,34/8-1,08.03.1986,North sea,BUSINESS ARRANGEMENT AREA,VISUND INSIDE,Florø,OIL/GAS,40726.0,43745,854,32011216.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43745,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43745,03.04.2024,02.01.2024,14.04.2024
VISUND SØR,Equinor Energy AS,Producing,34/8-14 S,21.10.2008,North sea,BUSINESS ARRANGEMENT AREA,VISUND INSIDE,Mongstad,OIL/GAS,40726.0,20461008,5943,32011216.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=20461008,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=20461008,02.01.2024,02.01.2024,14.04.2024
VOLUND,Aker BP ASA,Producing,24/9-5,26.01.1994,North sea,PRODUCTION LICENSE,150,,OIL,22012.0,4380167,2244,28544099.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=4380167,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=4380167,02.01.2024,02.01.2024,14.04.2024
VOLVE,Aker BP ASA,Shut down,15/9-19 SR,29.04.1993,North sea,PRODUCTION LICENSE,1092,Dusavik,OIL,37817871.0,3420717,2105,28544099.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=3420717,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=3420717,02.01.2024,01.02.2024,14.04.2024
YME,Repsol Norge AS,Producing,9/2-1,28.04.1987,North sea,PRODUCTION LICENSE,316,,OIL,2786469.0,43807,1038,27052812.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43807,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43807,02.01.2024,02.01.2024,14.04.2024
YTTERGRYTA,Equinor Energy AS,Shut down,6507/11-8,03.07.2007,Norwegian sea,PRODUCTION LICENSE,062,,GAS,21292.0,4973114,5562,32011216.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=4973114,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=4973114,02.01.2024,02.01.2024,14.04.2024
ÆRFUGL NORD,Aker BP ASA,Producing,6507/3-9 S,15.07.2012,Norwegian sea,PRODUCTION LICENSE,212 E,Sandnessjøen,GAS/CONDENSATE,4966902.0,38542241,6951,28544099.0,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=38542241,https://factmaps.sodir.no/factmaps/3_0/?run=FieldByNPDID&NPDID=38542241,02.01.2024,02.01.2024,14.04.2024
