field,#,sea,status,HC type,PL/BAA,operator,HPHT,rec. oil,rec. gas,rec. ass. liq.,rec. OE,rem. oil,rem. gas,rem. ass. liq.,rem. OE,rem. OE prod. years,STOIIP,GIIP,in-place ass. liquid,in-place ass. gas,in-place free gas,in-place OE,in-place liq./OE ratio,in-place free gas/OE ratio,RF oil,RF liq.,RF gas,maturity oil,maturity gas,maturity liq.,maturity OE,res. quality,faulted,reservoir,recovery,FactPageUrl,peak year,peak OE YPR,peak oil YPR,peak gas YPR,well num,prod. num,inj. num,obs. num,lat,lon,depth min,depth mean,depth median,depth max,water depth,depth,p_h,p0,T0,GOR,oil FVF,gas FVF,oil PV0,gas PV0,HCPV0,gas PV0/HC PV0,rec. oil PV,rec. gas PV,rec. HCPV,CO2 SC,H2 SC,CO2 SC/well num,CO2 density RC,q_resv,qi_resv,q_gas,qi_gas,q_gas2,q_resv2
JETTE,54,NORTH,shut down,oil,,,False,0.43,0.01,0.0,0.44,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.143,0.143,inf,1.0,1.0,1.0,1.0,,,Jette produced oil from sandstone of late Paleocene age in the Heimdal Formation. The reservoir is in a marine fan system at a depth of 2200 metres.,The field was produced with natural pressure support from the aquifer.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=21613906,2013.0,0.224,0.219,0.005,3.0,2.0,0.0,1.0,59.403660333333335,2.3697026666666665,2059.0,2103.0,2103.0,2182.0,126.0,2068.0,211.5,211.5,76.1,97.9,1.2427957586415708,0.0053872084026898035,3.73,0.0,3.73,0.0,0.53,0.0,0.53,0.34,0.01,0.11,643.0,646.0,,,,,572.0
JOHAN CASTBERG,55,BARENTS,approved,oil,532,Equinor Energy AS,False,88.97,0.0,0.0,88.97,88.97,0.0,0.0,88.97,,175.0,0.0,0.0,0.0,0.0,175.0,1.0,0.0,0.508,0.508,,0.0,,0.0,0.0,,,"The reservoirs contain oil with gas caps in three separate sandstone deposits from Late Triassic to Middle Jurassic age in the Tubåen, Nordmela and Stø Formations. They are at depths of 1250-1900 metres. Reservoir properties in the Tubåen and Stø Formations are generally good; the Nordmela Formation is more heterogeneous with several lateral barriers.",The field will be produced by pressure support from gas and water injection.  ,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=32017325,,,,,14.0,8.0,6.0,0.0,72.46826292857143,20.243182428571426,1282.9,1731.5,1731.5,2336.9,368.2,1825.4,186.8,186.8,68.0,52.2,1.1270059390504574,0.005835067956162341,197.23,0.0,197.23,0.0,100.27,0.0,100.27,64.57,1.21,4.61,644.0,,,,,,
JOHAN SVERDRUP,56,NORTH,producing,oil,JOHAN SVERDRUP UNIT,Equinor Energy AS,False,389.41,10.78,7.09,407.28,262.21,6.38,3.88,272.47,,588.0,24.0,0.0,24.0,0.0,636.0,0.92,0.0,0.662,0.674,0.4492,0.327,0.408,0.329,0.331,,,"The main reservoir contains oil in Upper Jurassic intra-Draupne sandstone. The reservoir depth is 1900 metres. The quality of the main reservoir is excellent with very high permeability. The remaining oil resources are in sandstone in the Upper Triassic Statfjord Group and Middle to Upper Jurassic Vestland Group, as well as in spiculites in the Upper Jurassic Viking Group. Oil was also proven in Permian Zechstein carbonates.","The field is produced by water injection as pressure support, as well as gas lift in the production wells.",https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=26376286,2023.0,43.493,42.111,1.381,37.0,21.0,15.0,1.0,58.82510832432433,2.5722470540540536,1822.7,1903.8,1903.8,2006.0,113.4,1920.5,196.5,196.5,71.2,40.8,1.1049366074895994,0.005643329705575846,649.7,0.0,649.7,0.0,438.1,0.0,438.1,282.04,5.47,7.62,644.0,7306.0,8415.0,,0.0,,6274.0
JOTUN,57,NORTH,shut down,oil,1203,Vår Energi ASA,False,23.14,0.88,0.0,24.02,0.0,0.0,0.0,0.0,,44.0,2.0,0.0,2.0,0.0,48.0,0.92,0.0,0.526,0.526,0.44,1.0,1.0,1.0,1.0,,,Jotun produced oil from sandstone of Paleocene age in the Heimdal Formation. The reservoir is at a depth of 2000 metres in a marine fan system and comprises three structures.,The field was produced by pressure support from the aquifer and with gas lift. Produced water was injected into the Utsira Formation.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43604,2000.0,7.479,7.166,0.313,34.0,20.0,5.0,9.0,59.451052911764705,2.3668768235294118,2050.0,2113.2,2113.2,2366.0,127.0,2091.5,213.9,213.9,76.9,45.5,1.1197480312457249,0.005350577733207804,49.27,0.0,49.27,0.0,25.91,0.0,25.91,16.67,0.34,0.49,643.0,1910.0,5060.0,,0.0,,2382.0
KNARR,58,NORTH,shut down,oil,,,False,9.6,0.41,1.22,11.23,0.0,0.0,0.0,0.0,,32.0,4.0,0.0,4.0,0.0,40.0,0.8,0.0,0.3,0.338,0.1025,1.0,1.0,1.0,1.0,,,Knarr produced oil from Lower Jurassic sandstone in the Cook Formation. The reservoirs are at a depth of 3800 metres and have moderate to good quality.,The field was produced with water injection for pressure maintenance.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=20460988,2016.0,3.355,3.214,0.142,7.0,4.0,3.0,0.0,61.80514085714286,2.7621040000000003,3805.0,3932.7,3932.7,4044.0,408.3,3886.0,396.6,396.6,136.2,125.0,1.3706709375008463,0.0040001292152216615,43.86,0.0,43.86,0.0,14.83,0.0,14.83,9.52,0.29,1.36,642.0,3304.0,4473.0,,0.0,,3567.0
KRISTIN,59,NORWEGIAN,producing,gas/oil,HALTENBANKEN VEST UNIT,Equinor Energy AS,True,28.27,37.06,17.32,82.65,3.47,9.41,3.78,16.66,23.5,70.0,121.0,19.0,0.0,121.0,210.0,0.42,0.576,0.404,0.512,0.3063,0.877,0.746,0.841,0.798,,,"Kristin produces gas and condensate from Jurassic sandstone in the Garn, Ile and Tofte Formations. The reservoirs are at a depth of 4600 metres and initially had high pressure and high temperature (HPHT).",The field is produced by pressure depletion. Low pressure production was implemented in 2014.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=1854729,2008.0,9.963,6.023,3.94,18.0,17.0,0.0,1.0,64.98005805555557,6.444335277777777,4665.0,4769.5,4769.5,4874.0,359.8,4783.5,488.0,900.0,170.0,361.2,2.0290584197045733,0.002667088743466693,142.03,322.72,464.75,0.69,72.75,98.84,171.59,142.12,6.06,7.9,828.0,2617.0,,,,0.92,4103.0
KVITEBJØRN,60,NORTH,producing,gas,193,Equinor Energy AS,True,32.06,102.05,19.72,153.83,2.04,11.84,1.82,15.7,4.8,0.0,152.0,68.0,0.0,152.0,220.0,0.31,0.691,,0.762,0.6714,,0.884,0.925,0.898,,,Kvitebjørn produces gas and condensate from Middle Jurassic sandstone in the Brent Group. Secondary reservoirs are in the Lower Jurassic Cook Formation and Upper Triassic Statfjord Group. The reservoirs are at a depth of 4000 metres and initially had high pressure and high temperature (HPHT). The reservoir quality is good.,The field is produced by pressure depletion. Gas pre-compression started in 2014 and has increased the gas recovery from the field.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=1036101,2012.0,10.396,3.416,6.979,23.0,21.0,1.0,1.0,61.08030478260871,2.499719695652174,1015.5,4128.1,4128.1,4498.5,190.0,4230.5,431.7,431.7,147.7,,0.0,0.003888067848570069,0.0,590.99,590.99,1.0,0.0,396.78,396.78,254.44,8.22,11.06,641.0,9226.0,558.0,,0.0,1.72,6720.0
LILLE-FRIGG,61,NORTH,shut down,gas,873,Aker BP ASA,False,1.33,2.19,0.02,3.54,0.0,0.0,0.0,0.0,,0.0,7.0,5.0,0.0,7.0,12.0,0.42,0.583,,0.27,0.3129,,1.0,1.0,1.0,,,The Lille-Frigg field produced gas and condensate from sandstone of Jurassic age in the Brent Group. The reservoir is at a depth of 3650 metres.,The field was produced by pressure depletion.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43583,1995.0,1.049,0.44,0.609,4.0,4.0,0.0,0.0,59.9654555,2.3887959999999997,3833.0,3864.0,3864.0,3916.0,112.0,3853.5,393.3,393.3,135.2,,0.0,0.0040126725028278255,0.0,28.09,28.09,1.0,0.0,8.79,8.79,5.64,0.17,1.41,642.0,4666.0,,,,0.42,1674.0
MARIA,62,NORWEGIAN,producing,oil,475 BS,Wintershall Dea Norge AS,False,15.89,1.69,1.96,19.54,10.42,1.15,1.31,12.88,,47.0,6.0,0.0,6.0,0.0,59.0,0.8,0.0,0.338,0.38,0.2817,0.344,0.32,0.343,0.341,,,Maria produces oil and gas from massive sandstone with shale layers in the Middle Jurassic Garn Formation. The reservoir is at a depth of 3800 metres.,The field is produced by water injection for pressure support. The wells are equipped with gas lift.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=26465170,2022.0,1.377,1.27,0.107,9.0,5.0,4.0,0.0,64.95940766666666,6.964395666666667,3736.0,3802.6,3802.6,3965.0,303.4,3765.0,384.3,384.3,132.2,127.7,1.3737693821161305,0.004045216011487107,64.57,0.0,64.57,0.0,24.52,0.0,24.52,15.74,0.48,1.75,642.0,1043.0,2006.0,,0.0,,907.0
MARTIN LINGE,63,NORTH,producing,gas/oil,MARTIN LINGE UNIT,Equinor Energy AS,True,7.7,16.4,2.07,26.17,3.62,11.0,1.33,15.95,,27.0,30.0,9.0,1.0,29.0,67.0,0.54,0.433,0.285,0.271,0.5467,0.53,0.329,0.493,0.391,,,"Martin Linge produces mainly gas and condensate from sandstone of Middle Jurassic age in the Brent Group. The reservoirs are structurally complex with high pressure and high temperature (HPHT) at depths of 3700-4400 metres. In addition, oil is produced from the Frigg Formation of Eocene age. The Frigg reservoir is at a depth of 1750 metres and has good quality.",The gas is produced by pressure depletion. Oil from the Frigg reservoir is produced by natural aquifer drive and gas lift. Some produced water is reinjected.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=21675447,2022.0,4.934,2.306,2.628,17.0,13.0,1.0,3.0,60.50622229411765,2.0183462352941177,1740.3,3174.6,3174.6,4143.3,115.6,3831.0,391.0,391.0,134.4,37.0,1.149570691796273,0.004020396577004425,31.04,116.59,147.63,0.79,8.42,63.74,72.16,46.3,1.41,2.72,642.0,6367.0,3340.0,,0.0,0.75,3045.0
MARULK,64,NORWEGIAN,producing,gas,122,Vår Energi ASA,False,0.65,9.0,1.39,11.04,0.03,0.61,0.06,0.7,1.6,0.0,16.0,2.0,0.0,16.0,18.0,0.11,0.889,,1.018,0.5625,,0.932,0.957,0.937,,,Marulk produces gas from Cretaceous sandstone in the Lysing and Lange Formations. The reservoirs are at a depth of 2800-2850 metres. Both reservoirs are in turbidite fans and have moderate to good quality.,The field is produced by pressure depletion.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=18212090,2015.0,1.619,0.331,1.288,4.0,3.0,0.0,1.0,65.9334625,7.543634,2779.0,2925.0,2925.0,3265.0,367.0,2828.0,288.9,288.9,101.2,,0.0,0.004550924053790759,0.0,72.81,72.81,1.0,0.0,40.96,40.96,26.33,0.67,6.58,643.0,7660.0,,,,1.76,8031.0
MIKKEL,65,NORWEGIAN,producing,gas/oil,MIKKEL UNIT,Equinor Energy AS,False,5.95,32.21,18.06,56.22,0.41,2.62,1.22,4.25,3.1,13.0,47.0,19.0,4.0,43.0,83.0,0.39,0.518,0.458,0.75,0.6853,0.931,0.919,0.932,0.924,,,"Mikkel produces gas and condensate from Jurassic sandstone in the Garn, Ile and Tofte Formations. The field consists of six structures separated by faults, all with good reservoir quality. It has a 300-metre-thick gas/condensate column and a thin underlying oil zone. The reservoir depth is 2500 metres.",The field is produced by pressure depletion.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=1630514,2007.0,3.59,1.74,1.85,4.0,4.0,0.0,0.0,64.67985275000001,7.67216375,2478.1,2506.5,2506.5,2535.0,225.0,2506.5,256.2,256.2,90.6,307.7,1.810204372895744,0.004830416556413788,23.53,207.71,231.24,0.9,17.66,142.35,160.01,102.89,2.41,25.72,643.0,9383.0,,,,1.69,8682.0
MIME,66,NORTH,shut down,oil,,,False,0.37,0.08,0.02,0.47,0.0,0.0,0.0,0.0,,7.0,2.0,0.0,2.0,0.0,11.0,0.64,0.0,0.053,0.056,0.04,1.0,1.0,1.0,1.0,,,Mime produced oil from sandstone of Late Jurassic age in the Ula Formation. The reservoir depth is 4200 metres.,The filed was produced by pressure depletion.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43792,1991.0,0.21,0.173,0.037,5.0,0.0,0.0,0.0,57.12537679999999,2.4885964,4216.0,4322.0,4309.0,4453.0,79.0,4309.0,439.7,439.7,150.2,285.7,1.8117398278103485,0.003864050876322669,12.68,0.0,12.68,0.0,0.7,0.0,0.7,0.45,0.01,0.09,641.0,609.0,,,,,
MORVIN,67,NORWEGIAN,producing,oil,134 B,Equinor Energy AS,True,9.29,3.54,1.42,14.26,0.19,0.11,0.04,0.34,1.1,36.0,16.0,0.0,16.0,0.0,68.0,0.53,0.0,0.258,0.298,0.2212,0.98,0.969,0.979,0.976,,,"Morvin produces gas and oil from Jurassic sandstone in the Tilje, Tofte, Ile, Garn and Spekk Formations. The reservoirs are in a rotated and tilted fault block at depths of 4500-4700 metres. They have high pressure and high temperature (HPHT).",The field is produced by pressure depletion.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=4966234,2013.0,2.641,1.674,0.967,4.0,4.0,0.0,0.0,65.14377575,6.48267175,4588.0,4633.9,4633.9,4673.5,347.5,4637.0,473.1,473.1,161.1,444.4,2.232877430617614,0.003777977426284179,80.38,0.0,80.38,0.0,23.93,0.0,23.93,15.35,0.52,3.84,641.0,1878.0,,,,,3137.0
MUNIN,68,NORTH,approved,gas/oil,035,Aker BP ASA,False,20.39,21.63,8.02,50.04,20.39,21.63,8.02,50.04,,51.0,40.0,7.0,4.0,36.0,102.0,0.57,0.353,0.4,0.49,0.5407,0.0,0.0,0.0,0.0,,,"The reservoirs contain gas and oil mainly in Middle Jurassic sandstone of the Brent Group at depths of 3200-3650 metres. The Munin area is geologically complex, and the deposits have varying reservoir and fluid properties.","The deposits will be produced with different recovery strategies. The largest oil deposits will be produced with water injection, while gas deposits and smaller oil deposits will be produced by pressure depletion. Oil producers will be equipped with gas lift.",https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=42002476,,,,,15.0,0.0,0.0,0.0,60.158745599999996,2.5613791999999997,1200.0,3346.0,3644.0,4246.0,107.0,3644.0,372.0,372.0,128.2,78.4,1.2434843613348685,0.0040936159507278256,63.42,147.37,210.79,0.7,31.06,79.69,110.75,71.09,2.11,4.74,642.0,,,,,,
NJORD,69,NORWEGIAN,producing,oil/gas,NJORD UNIT,Equinor Energy AS,False,32.07,24.43,10.7,67.2,5.05,13.93,6.23,25.21,,132.0,49.0,5.0,35.0,14.0,221.0,0.62,0.063,0.243,0.312,0.4986,0.843,0.43,0.736,0.625,,,Njord produces oil from Jurassic sandstone in the Tilje and Ile Formations. The field has a complicated fault pattern with only partial communication between the segments. The reservoir quality varies in the different reservoir zones. The reservoir depth is 2850 metres.,"Initial production strategy was gas injection for pressure support in parts of the reservoir and pressure depletion in the rest of the reservoir. After gas export started in 2007, only minor volumes of gas have been injected. Due to the complex reservoir with many faults, the field has a relatively low recovery factor.",https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43751,2000.0,3.921,3.921,0.0,36.0,22.0,10.0,4.0,64.2710585,7.201955083333333,1105.0,2862.0,2862.0,3279.7,330.0,2933.5,299.6,299.6,104.7,265.2,1.7115727322501115,0.004475569067049625,225.93,62.66,288.59,0.22,70.53,31.24,101.77,65.38,1.7,1.82,642.0,5767.0,7473.0,,1669629.0,,2309.0
NORDØST FRIGG,70,NORTH,shut down,gas,,,False,0.0,11.59,0.08,11.67,0.0,0.0,0.0,0.0,,0.0,35.0,0.0,0.0,35.0,35.0,0.0,1.0,,inf,0.3311,,1.0,1.0,1.0,,,Nordøst Frigg produced gas from sandstone of Eocene age in the Frigg Formation. The reservoir is at a depth of 1950 metres. It has pressure communication with the reservoir on the Frigg field via the aquifer.,The field was produced by pressure depletion.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43568,1985.0,2.241,0.013,2.228,7.0,7.0,0.0,0.0,59.98534999999999,2.2477,1950.0,1954.7,1954.7,1959.0,103.0,1955.5,200.1,200.1,72.4,,0.0,0.0055780944351968035,0.0,195.23,195.23,1.0,0.0,64.65,64.65,41.61,0.82,5.94,644.0,5300.0,,,,1.02,5675.0
NORNE,71,NORWEGIAN,producing,oil/gas,NORNE INSIDE,Equinor Energy AS,False,93.96,13.05,2.6,109.61,1.16,1.39,0.11,2.66,2.3,157.0,30.0,2.0,18.0,12.0,207.0,0.77,0.058,0.598,0.607,0.435,0.988,0.893,0.987,0.976,,,"Norne produces oil and gas from Jurassic sandstone. Oil is mainly found in the Ile and Tofte Formations, and gas in the Not Formation. The reservoir is at a depth of 2500 metres and has good quality.",The field is produced by water injection as the drive mechanism. Gas injection ceased in 2005 and all gas is exported.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43778,2001.0,12.591,11.505,1.085,57.0,38.0,10.0,9.0,66.02253305263157,8.066643228070175,2509.0,2683.0,2683.0,3092.0,377.1,2619.0,267.6,267.6,94.3,114.6,1.302591259093692,0.004723731924481959,204.51,56.68,261.19,0.22,124.2,24.66,148.86,95.7,2.31,1.68,643.0,3699.0,6462.0,,196335.0,,3267.0
NOVA,72,NORTH,producing,oil/gas,418,Wintershall Dea Norge AS,False,8.91,2.41,1.41,12.73,7.44,2.05,1.2,10.69,,30.0,11.0,0.0,7.0,4.0,48.0,0.62,0.083,0.297,0.344,0.2191,0.165,0.149,0.163,0.16,,,"The reservoir contains oil with a gas cap in sandstone of Late Jurassic age in the Heather Formation of the Viking Group, at a depth of 2500 metres. The reservoir quality is good.",The field is produced by pressure support from water injection and with gas lift.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=33197696,2023.0,1.245,1.245,0.0,8.0,4.0,3.0,1.0,61.279678874999995,3.6657712499999997,2581.3,2818.2,2818.2,3044.3,367.4,2804.8,286.5,286.5,100.5,233.3,1.6222639220131154,0.0045702152993868685,48.67,18.28,66.95,0.27,16.74,4.01,20.75,13.33,0.34,1.67,642.0,,,,,,1093.0
ODA,73,NORTH,producing,oil,405,Sval Energi AS,False,4.43,0.2,0.15,4.78,0.43,0.01,0.02,0.46,0.8,9.0,1.0,0.0,1.0,0.0,11.0,0.82,0.0,0.492,0.509,0.2,0.903,0.95,0.902,0.904,,,Oda produces oil from sandstone of Late Jurassic age. The main reservoir is in the Ula Formation at a depth of 2900 metres. The reservoir is steeply dipping and has good quality.,The field is produced by pressure support from water injection.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=29412516,2020.0,1.317,1.317,0.0,5.0,4.0,1.0,0.0,57.073084400000006,3.0652868,2330.7,2748.4,2748.4,3167.7,66.0,2700.0,275.9,275.9,97.0,111.1,1.2962493221341091,0.00465293504471123,11.67,0.0,11.67,0.0,5.94,0.0,5.94,3.82,0.09,0.76,643.0,,,,,,1559.0
ODIN,74,NORTH,shut down,gas,,,False,0.0,27.26,0.22,27.48,0.0,0.0,0.0,0.0,,0.0,37.0,0.0,0.0,37.0,37.0,0.0,1.0,,inf,0.7368,,1.0,1.0,1.0,,,Odin produced gas from sandstone of Eocene age in the Frigg Formation. The reservoir is at a depth of 2000 metres. It has pressure communication with the Frigg reservoir via the aquifer.,The field was produced by pressure depletion. The reservoir had limited water drive compared with the other fields in the Frigg area.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43610,1985.0,3.577,0.028,3.549,11.0,11.0,0.0,0.0,60.07693300000001,2.1657499999999996,2023.1,2094.3,2094.3,2258.0,103.0,2082.1,213.0,213.0,76.5,,0.0,0.005361841033627543,0.0,198.39,198.39,1.0,0.0,146.16,146.16,94.11,1.94,8.56,644.0,4823.0,,,,0.89,4762.0
ORMEN LANGE,75,NORWEGIAN,producing,gas,ORMEN LANGE UNIT,A/S Norske Shell,False,0.0,334.73,19.62,354.35,0.0,77.02,2.44,79.46,11.3,1.0,398.0,37.0,0.0,398.0,436.0,0.09,0.913,0.0,0.516,0.841,,0.77,0.876,0.776,,,Ormen Lange produces very dry gas and small amounts of condensate from Paleocene sandstone in the Egga Formation. The reservoir is at a depth of 2700-2900 metres below sea level and has excellent quality.,The field is produced by pressure depletion.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=2762452,2012.0,23.937,1.734,22.203,26.0,21.0,0.0,5.0,63.48778476923077,5.356283538461539,2656.0,2811.6,2811.6,2997.0,874.9,2823.5,288.4,288.4,101.1,216.9,1.5790351081014558,0.004555671035028224,1.58,1813.16,1814.74,1.0,0.82,1524.92,1525.74,980.23,24.83,37.7,642.0,15625.0,,,,3.78,17412.0
OSEBERG,76,NORTH,producing,oil/gas,OSEBERG AREA UNIT,Equinor Energy AS,False,403.81,132.76,31.79,568.36,7.83,53.62,5.95,67.4,7.7,678.0,210.0,36.0,93.0,117.0,1017.0,0.7,0.115,0.596,0.61,0.6322,0.981,0.596,0.968,0.881,,,"Oseberg produces oil and gas from sandstone of Middle Jurassic age in the Brent Group. The main reservoirs are in the Oseberg and Tarbert Formations, but there is also production from the Etive and Ness Formations. The reservoirs are at depths of 2300-2700 metres and have generally good quality. The field is divided into several structures. The satellite structures west of the main structure also produce from the Statfjord Group and Cook Formation.","The Oseberg field is produced by pressure depletion, as well as pressure maintenance using gas and water injection in some structures. Massive upflank gas injection in the main field has provided excellent oil displacement, and a large gas cap has developed. Injection gas was previously imported from Troll Øst. Gas blowdown has gradually started in main parts of the field, while other parts are maintaining injection.",https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43625,1994.0,29.212,29.212,0.0,273.0,180.0,34.0,59.0,60.532945857142856,2.7912097326007324,685.0,2724.9,2724.9,4191.0,108.3,2699.5,275.8,275.8,97.0,137.2,1.3637428952423176,0.004654328690619292,924.62,544.56,1469.17,0.37,564.09,344.26,908.35,583.71,14.36,2.14,643.0,5131.0,9512.0,,1904217.0,,1627.0
OSEBERG SØR,77,NORTH,producing,oil/gas,OSEBERG AREA UNIT,Equinor Energy AS,False,69.97,26.98,4.52,101.47,8.67,12.98,0.86,22.51,13.0,247.0,61.0,1.0,38.0,23.0,347.0,0.72,0.066,0.283,0.3,0.4423,0.876,0.519,0.872,0.778,,,Oseberg Sør produces oil and gas from several deposits in sandstone of Jurassic age. The main reservoirs are in the Tarbert and Heather Formations. The reservoirs are at depths of 2200-2800 metres and have moderate quality.,"The field is mainly produced with water and gas injection. In parts of the field, water alternating gas (WAG) injection is being used. Water for injection is produced from the Utsira Formation. Some of the structures are produced by pressure depletion.",https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43645,2003.0,5.955,5.06,0.895,112.0,66.0,25.0,21.0,60.37733132142858,2.8024318392857137,746.0,2601.8,2601.8,3268.0,101.7,2814.2,287.5,287.5,100.8,153.8,1.4110733046000525,0.004562267713768498,348.54,104.93,453.47,0.23,104.69,46.41,151.1,97.08,2.45,0.87,643.0,1559.0,2640.0,,312305.0,,1196.0
OSEBERG ØST,78,NORTH,producing,oil,OSEBERG AREA UNIT,Equinor Energy AS,False,24.18,0.37,0.21,24.76,0.62,0.01,0.02,0.65,1.9,73.0,6.0,0.0,6.0,0.0,85.0,0.86,0.0,0.331,0.334,0.0617,0.974,0.973,0.974,0.974,,,Oseberg Øst produces oil from Middle Jurassic sandstone in the Brent Group. The field consists of two structures which are separated by a sealing fault. The structures contain several oil-bearing layers with variable reservoir characteristics. The reservoirs are at depths of 2700-3100 metres.,The field is produced by partial pressure support from both water injection and gas injection. Water for injection is produced from the Utsira Formation.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43639,2001.0,3.813,3.813,0.0,45.0,29.0,9.0,7.0,60.700517844444455,2.9352536,815.8,2781.7,2781.7,3351.4,158.0,2884.0,294.6,294.6,103.1,82.2,1.2293086881487767,0.0045105347383015675,89.74,0.0,89.74,0.0,29.98,0.0,29.98,19.26,0.49,0.43,642.0,1220.0,1950.0,,63394.0,,1325.0
OSELVAR,79,NORTH,shut down,oil/gas,,,False,0.68,0.4,0.04,1.12,0.0,0.0,0.0,0.0,,7.0,4.0,4.0,2.0,2.0,17.0,0.65,0.118,0.097,0.065,0.1,1.0,1.0,1.0,1.0,,,Oselvar produced oil and gas from sandstone of Paleocene age in the Forties Formation. The reservoir is at a depth of 2900-3250 metres. ,The field was produced by pressure depletion.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=5506919,2012.0,0.158,0.158,0.0,3.0,3.0,0.0,0.0,56.931946333333336,2.6713563333333337,3118.0,3123.0,3123.0,3126.0,72.0,3125.0,319.1,319.1,111.1,285.7,1.7724995117531486,0.004353635983884352,12.41,8.71,21.11,0.41,0.81,0.87,1.68,1.08,0.03,0.36,642.0,507.0,,,,,93.0
REV,80,NORTH,producing,gas,038 C,Repsol Norge AS,False,0.77,2.72,0.16,3.65,0.0,0.01,0.0,0.01,3.3,0.0,4.0,2.0,0.0,4.0,6.0,0.33,0.667,,0.462,0.68,,0.996,1.0,0.997,,,Rev produces gas and some condensate from intra-Heather sandstone of Late Jurassic age. The reservoir is a simple structure divided into two segments. It surrounds a salt structure at 3000 metres depth. The reservoir quality is good. Measurements show that the reservoir is in pressure communication with the Varg field.,The field is produced by pressure depletion.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=4467554,2010.0,1.464,0.335,1.129,4.0,4.0,0.0,0.0,58.0280855,1.92417425,2791.5,2867.6,2867.6,3030.0,87.0,2824.4,288.5,288.5,101.1,,0.0,0.004554388114981103,0.0,18.22,18.22,1.0,0.0,12.39,12.39,7.96,0.2,1.99,643.0,11862.0,,,,1.03,4696.0
RINGHORNE ØST,81,NORTH,producing,oil,RINGHORNE ØST UNIT,Vår Energi ASA,False,14.72,0.25,0.0,14.97,1.51,0.0,0.0,1.51,31.5,26.0,1.0,0.0,1.0,0.0,28.0,0.93,0.0,0.566,0.566,0.25,0.897,1.0,0.897,0.899,,,Ringhorne Øst produces oil with associated gas from Jurassic sandstone in the Statfjord Group. The reservoir is at a depth of 1940 metres and has very good quality.,"The field is produced by natural water drive from a regional aquifer to the north and east of the structure. The wells have gas lift to optimise production, and this will be expanded due to increasing water production.",https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=3505505,2008.0,2.015,1.979,0.035,6.0,3.0,1.0,2.0,59.26606866666666,2.4498841666666666,1921.7,1978.0,1978.0,2201.7,128.3,1936.7,198.2,198.2,71.7,38.5,1.1004713772881838,0.005610440554339665,28.61,0.0,28.61,0.0,16.2,0.0,16.2,10.43,0.2,1.74,644.0,1657.0,674.0,,120173.0,,3310.0
