,wlbWellboreName,wlbWellType,wlbWell,wlbDrillingOperator,wlbProductionLicence,wlbPurpose,wlbStatus,wlbContent,wlbSubSea,wlbEntryDate,wlbCompletionDate,wlbEntryPreDrillDate,wlbCompPreDrillDate,field,wlbDrillPermit,wlbDiscovery,wlbDiscoveryWellbore,wlbBottomHoleTemperature,wlbSiteSurvey,wlbSeismicLocation,wlbMaxInclation,wlbKellyBushElevation,wlbFinalVerticalDepth,wlbTotalDepth,wlbWaterDepth,wlbKickOffPoint,wlbAgeAtTd,wlbFormationAtTd,wlbMainArea,wlbDrillingFacility,wlbFacilityTypeDrilling,wlbDrillingFacilityFixedOrMoveable,wlbProductionFacility,wlbLicensingActivity,wlbMultilateral,wlbPurposePlanned,wlbContentPlanned,wlbEntryYear,wlbCompletionYear,wlbReclassFromWellbore,wlbReentryExplorationActivity,wlbPlotSymbol,wlbFormationWithHc1,wlbAgeWithHc1,wlbFormationWithHc2,wlbAgeWithHc2,wlbFormationWithHc3,wlbAgeWithHc3,wlbDrillingDays,wlbReentry,wlbLicenceTargetName,wlbPluggedAbandonDate,wlbPluggedDate,wlbGeodeticDatum,wlbNsDeg,wlbNsMin,wlbNsSec,wlbNsCode,wlbEwDeg,wlbEwMin,wlbEwSec,wlbEwCode,lat,lon,wlbNsUtm,wlbEwUtm,wlbUtmZone,wlbNamePart1,wlbNamePart2,wlbDiskosWellboreType,wlbNamePart3,wlbNamePart4,wlbNamePart5,wlbNamePart6,wlbPressReleaseUrl,wlbFactPageUrl,wlbFactMapUrl,wlbDiskosWellboreType1,wlbDiskosWellboreParent,wlbWdssQcDate,wlbReleasedDate,wlbDateReclass,wlbNpdidWellbore,prlNpdidProdLicenceTarget,fclNpdidFacilityProducing,dscNpdidDiscovery,fldID,fclNpdidFacilityDrilling,wlbNpdidWellboreReclass,prlNpdidProductionLicence,wlbNpdidSiteSurvey,wlbAliasName,wlbDateUpdated,wlbDateUpdatedMax,datesyncNPD,SSTVD,grad T (degC/km)
1529,2/12-1,EXPLORATION,2/12-1,Norsk Hydro Produksjon AS,113 ,WILDCAT,P&A,OIL, NO,1986-10-14,1987-03-12,,,,530-L,2/12-1 Mjølner,YES,151.0,,NP 85C - 81   SP. 2293,4.4,23.0,4793.0,4795.0,70.0,,EARLY PERMIAN       ,ROTLIEGEND GP       ,NORTH SEA,TREASURE SCOUT,SEMISUB STEEL,MOVEABLE,,10-A,NO,WILDCAT,NOT APPLICABLE,1986,1987,,,5,ULA FM,LATE JURASSIC,,,                    ,                    ,150,NO,,,,ED50  ,56,14,4.07,N,3,42,27.5,E,56.234464,3.707639,6232538.56,543868.06,31,2,12,initial             , ,1,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1014,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1014,initial             ,                                        ,2009-10-26,1989-03-12,,1014,,,44006.0,,287848.0,0,21708.0,,,2024-01-02,2024-01-02,22.03.2024,4770.0,30.06
1530,2/12-2 S,EXPLORATION,2/12-2,Norsk Hydro Produksjon AS,113 ,APPRAISAL,P&A,SHOWS, NO,1990-02-15,1990-09-14,,,,629-L,2/12-1 Mjølner,NO,162.0,,NH 8702 ROW 306 COLUMN 453,31.3,22.0,5337.4,5757.0,70.0,,TRIASSIC            ,SMITH BANK FM       ,NORTH SEA,MÆRSK JUTLANDER,SEMISUB STEEL,MOVEABLE,,10-A,NO,WILDCAT,NOT APPLICABLE,1990,1990,,,12,,,,,                    ,                    ,212,NO,,,,ED50  ,56,13,54.28,N,3,42,16.63,E,56.231744,3.704619,6232233.96,543683.97,31,2,12,initial             , ,2,S,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1416,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1416,initial             ,                                        ,2007-09-17,1992-09-14,,1416,,,44006.0,,296353.0,0,21708.0,,,2024-01-02,2024-01-02,22.03.2024,5315.4,29.05
1531,3/4-1,EXPLORATION,3/4-1,Amoco Norway Oil Company,006 ,WILDCAT,P&A,DRY, NO,1994-01-11,1994-02-26,,,,781-L,,NO,107.0,,AN080-18.-SP. 313  AN080-21 & SP. 211,1.3,43.9,3107.0,3107.0,48.0,,LATE PERMIAN        ,ZECHSTEIN GP        ,NORTH SEA,MÆRSK GALLANT,JACK-UP 3 LEGS,MOVEABLE,,1-A,NO,WILDCAT,NOT APPLICABLE,1994,1994,,,1,,,,,                    ,                    ,47,NO,,,,ED50  ,56,40,53.56,N,4,15,39.09,E,56.681544,4.260858,6282788.24,577248.85,31,3,4,initial             , ,1,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=2222,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=2222,initial             ,                                        ,2003-10-31,1996-02-26,,2222,,,,,296002.0,0,20804.0,,,2024-01-02,2024-01-02,22.03.2024,3063.1,32.45
1532,3/4-2 S,EXPLORATION,3/4-2,Det norske oljeselskap ASA,356 ,WILDCAT,P&A,DRY, NO,2012-07-18,2012-08-31,,,,1364-L,,NO,104.0,,dno 0601 R08 xline 1310 & inline 1182,28.6,45.5,2864.6,2961.0,51.0,,LATE JURASSIC       ,FARSUND FM          ,NORTH SEA,MÆRSK GUARDIAN,JACK-UP 3 LEGS,MOVEABLE,,TFO2005,NO,WILDCAT,,2012,2012,,,1,,,,,                    ,                    ,45,NO,,,,ED50  ,56,38,47.24,N,4,5,38.18,E,56.646456,4.093939,6278707.02,567085.05,31,3,4,initial             , ,2,S,,https://factpages.npd.no/pbl/wellbore_press_releases/6622-3-4-2-S.pdf,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6622,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=6622,initial             ,                                        ,2013-08-10,2013-08-10,,6622,,,,,292114.0,0,3810275.0,,,2024-01-02,2024-01-02,22.03.2024,2819.1,34.19
1533,3/5-1,EXPLORATION,3/5-1,Norwegian Gulf Exploration Company AS,022 ,WILDCAT,P&A,DRY, NO,1978-05-03,1978-06-28,,,,195-L,,NO,96.0,,SP 1290  line 75-15,0.0,25.3,3423.0,3426.0,63.7,,EARLY PERMIAN       ,ROTLIEGEND GP       ,NORTH SEA,ODIN DRILL,SEMISUB STEEL,MOVEABLE,,1-A,NO,WILDCAT,NOT APPLICABLE,1978,1978,,,1,,,,,                    ,                    ,57,NO,,,,ED50  ,56,37,25.78,N,4,25,11.97,E,56.623828,4.419992,6276554.99,587130.72,31,3,5,initial             , ,1,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=290,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=290,initial             ,                                        ,2004-09-24,1980-06-28,,290,,,,,288577.0,0,20948.0,,,2024-01-02,2024-01-02,22.03.2024,3397.7,26.01
1534,3/5-2,EXPLORATION,3/5-2,Norwegian Gulf Exploration Company AS,022 ,WILDCAT,P&A,DRY, NO,1978-06-29,1978-08-20,,,,199-L,,NO,110.0,,Sp145 line 77-10,0.0,25.0,3824.0,3825.0,67.0,,TRIASSIC            ,SMITH BANK FM       ,NORTH SEA,ODIN DRILL,SEMISUB STEEL,MOVEABLE,,1-A,NO,WILDCAT,NOT APPLICABLE,1978,1978,,,1,,,,,                    ,                    ,53,NO,,,,ED50  ,56,32,34.46,N,4,23,11.1,E,56.542906,4.386417,6267506.24,585252.66,31,3,5,initial             , ,2,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=291,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=291,initial             ,                                        ,2004-09-24,1980-08-20,,291,,,,,288577.0,0,20948.0,,,2024-01-02,2024-01-02,22.03.2024,3799.0,26.95
1535,3/6-1,EXPLORATION,3/6-1,Norsk Agip AS,238 ,WILDCAT,P&A,DRY, NO,2000-06-20,2000-07-10,,,,976-L,,NO,70.0,,3D ST 9602 Inline 3466-Crossline 3910,0.75,34.0,2167.0,2167.0,64.0,,LATE CRETACEOUS     ,TOR FM              ,NORTH SEA,TRANSOCEAN NORDIC,JACK-UP 3 LEGS,MOVEABLE,,NST99,NO,WILDCAT,NOT APPLICABLE,2000,2000,,,1,,,,,                    ,                    ,21,NO,,,,ED50  ,56,35,0.14,N,4,53,30.35,E,56.583372,4.891764,6272751.48,616199.2,31,3,6,initial             , ,1,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=4117,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=4117,initial             ,                                        ,2002-12-18,2002-07-10,,4117,,,,,296191.0,0,102103.0,,,2024-01-02,2024-01-02,22.03.2024,2133.0,29.25
1537,3/7-2,EXPLORATION,3/7-2,Elf Norge A/S,023 ,WILDCAT,P&A,DRY, NO,1981-03-30,1981-06-20,,,,273-L,,NO,126.0,,X ANO 7832 SP: 1343 +line ANO738&SP502,9.5,25.0,4330.0,4330.0,52.0,,EARLY PERMIAN       ,ROTLIEGEND GP       ,NORTH SEA,DYVI ALPHA,SEMISUB STEEL,MOVEABLE,,2-A,NO,WILDCAT,NOT APPLICABLE,1981,1981,,,1,,,,,                    ,                    ,83,NO,,,,ED50  ,56,29,58.37,N,4,4,8.36,E,56.499547,4.068989,6262331.32,565809.72,31,3,7,initial             , ,2,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=220,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=220,initial             ,                                        ,2006-02-15,1983-06-20,,220,,,,,297514.0,0,20956.0,,,2024-01-02,2024-01-02,22.03.2024,4305.0,27.5
1539,3/7-4,EXPLORATION,3/7-4,A/S Norske Shell,147 ,WILDCAT,P&A,GAS/CONDENSATE, NO,1989-09-20,1990-01-23,,,TRYM,619-L,3/7-4 Trym,YES,136.0,,EL 8201 - 219  SP 220,7.3,25.0,3721.0,3723.0,66.0,,LATE PERMIAN        ,ZECHSTEIN GP        ,NORTH SEA,HUNTER,SEMISUB STEEL,MOVEABLE,,12,NO,WILDCAT,NOT APPLICABLE,1989,1990,,,17,SANDNES FM,MIDDLE JURASSIC,BRYNE FM,MIDDLE JURASSIC,                    ,                    ,126,NO,,,,ED50  ,56,24,15.6,N,4,14,22.24,E,56.404333,4.239511,6251910.4,576498.02,31,3,7,initial             , ,4,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1467,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1467,initial             ,                                        ,2006-10-19,1992-01-23,,1467,,,44354.0,18081500.0,289360.0,0,21988.0,,,2024-01-02,2024-01-02,22.03.2024,3696.0,34.74
1541,3/7-6,EXPLORATION,3/7-6,A/S Norske Shell,147 ,WILDCAT,P&A,SHOWS, NO,1996-10-08,1996-11-30,,,,862-L,,NO,130.0,,TRYM MERGE:INLINE 676-CROSSLINE 760,13.3,23.0,4109.0,4120.0,64.0,,LATE JURASSIC       ,HAUGESUND FM        ,NORTH SEA,MÆRSK JUTLANDER,SEMISUB STEEL,MOVEABLE,,12,NO,WILDCAT,NOT APPLICABLE,1996,1996,,,12,,,,,                    ,                    ,54,NO,,,,ED50  ,56,25,49.44,N,4,18,2.98,E,56.4304,4.300828,6254881.46,580227.12,31,3,7,initial             , ,6,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=2891,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=2891,initial             ,                                        ,2007-04-02,1998-11-30,,2891,,,,,296353.0,0,21988.0,,,2024-01-02,2024-01-02,22.03.2024,4086.0,29.95
1542,3/7-7,EXPLORATION,3/7-7,DONG E&P Norge AS,289 ,WILDCAT,P&A,SHOWS, NO,2008-09-03,2008-10-27,,,,1198-L,,NO,127.0,,Seismic survey GD04M01-inline 1570 & x-line 1410,3.2,42.0,3930.0,3930.0,65.0,,LATE JURASSIC       ,HAUGESUND FM        ,NORTH SEA,MÆRSK GUARDIAN,JACK-UP 3 LEGS,MOVEABLE,,NST2002,NO,WILDCAT,,2008,2008,,,12,,,,,                    ,                    ,55,NO,,,,ED50  ,56,24,10.58,N,4,18,3.14,E,56.402939,4.300872,6251825.14,580287.68,31,3,7,initial             , ,7,,,https://factpages.npd.no/pbl/wellbore_press_releases/5932-3-7-7.pdf,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=5932,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=5932,initial             ,                                        ,2010-10-27,2010-10-27,,5932,,,,,292114.0,0,2407454.0,,,2024-01-02,2024-01-02,22.03.2024,3888.0,30.71
1543,3/7-8 S,EXPLORATION,3/7-8,DONG E&P Norge AS,147 ,WILDCAT,P&A,OIL/GAS, NO,2012-12-09,2013-03-03,,,,1424-L,3/7-8 S (Trym Sør),YES,141.0,,DG0801 FINMIG.IL UHR.I08-204/XL UHR.I08-411,41.0,45.0,3733.0,4188.0,65.0,,PERMIAN             ,ZECHSTEIN GP        ,NORTH SEA,MÆRSK GIANT,JACK-UP 3 LEGS,MOVEABLE,,12,NO,WILDCAT,,2012,2013,,,13,SANDNES FM,MIDDLE JURASSIC,BRYNE FM,MIDDLE JURASSIC,                    ,                    ,85,NO,,,,ED50  ,56,23,10.62,N,4,13,59.97,E,56.386283,4.233325,6249894.59,576152.28,31,3,7,initial             , ,8,S,,https://factpages.npd.no/pbl/wellbore_press_releases/7058-3-7-8-S.pdf,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=7058,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=7058,initial             ,                                        ,2015-05-19,2015-03-03,,7058,,,23286464.0,,278245.0,0,21988.0,,,2024-01-02,2024-01-02,22.03.2024,3688.0,36.17
1544,3/7-9 S,EXPLORATION,3/7-9,DONG E&P Norge AS,289 ,WILDCAT,P&A,DRY, NO,2013-03-14,2013-04-28,,,,1440-L,,NO,129.0,,MUS-I12-210 TRACE 327 MUS-I12-418 TRACE 362,16.3,46.4,3678.0,3717.0,64.0,,TRIASSIC            ,SMITH BANK FM       ,NORTH SEA,MÆRSK GIANT,JACK-UP 3 LEGS,MOVEABLE,,NST2002,NO,WILDCAT,,2013,2013,,,1,,,,,                    ,                    ,46,NO,,,,ED50  ,56,26,20.84,N,4,10,10.75,E,56.439122,4.169653,6255706.91,572120.99,31,3,7,initial             , ,9,S,,https://factpages.npd.no/pbl/wellbore_press_releases/7137-3-7-9-S.pdf,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=7137,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=7137,initial             ,                                        ,2015-01-05,2015-01-05,,7137,,,,,278245.0,0,2407454.0,,,2024-01-02,2024-01-02,22.03.2024,3631.6,33.43
1566,4/4-1,EXPLORATION,4/4-1,Repsol Exploration Norge AS,541 ,WILDCAT,P&A,DRY, NO,2013-09-13,2013-10-13,,,,1475-L,,NO,68.0,,SIRINOR inline 3351 & xline 2625,1.8,43.0,2012.0,2012.0,62.0,,LATE CRETACEOUS     ,TOR FM              ,NORTH SEA,MÆRSK GIANT,JACK-UP 3 LEGS,MOVEABLE,,TFO2009,NO,WILDCAT,,2013,2013,,,1,,,,,                    ,                    ,31,NO,,,,ED50  ,56,38,8.65,N,5,8,11.53,E,56.635736,5.136536,6279019.92,631049.93,31,4,4,initial             , ,1,,,https://factpages.npd.no/pbl/wellbore_press_releases/7270-4-4-1.pdf,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=7270,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=7270,initial             ,                                        ,2015-10-01,2015-10-13,,7270,,,,,278245.0,0,17320130.0,,,2024-01-02,2024-01-02,22.03.2024,1969.0,30.67
1573,6/3-1,EXPLORATION,6/3-1,Den norske stats oljeselskap a.s,086 ,WILDCAT,P&A,OIL/GAS, NO,1984-11-02,1985-02-01,,,GAUPE,441-L,6/3-1 PI,YES,148.0,,511-115   SP. 160,2.0,23.0,3560.0,3560.0,86.0,,LATE TRIASSIC       ,SKAGERRAK FM        ,NORTH SEA,DEEPSEA BERGEN,SEMISUB STEEL,MOVEABLE,,8,NO,WILDCAT,NOT APPLICABLE,1984,1985,,,13,INTRA DRAUPNE FM SS,LATE JURASSIC,HOD FM,LATE CRETACEOUS,SKAGERRAK FM        ,LATE TRIASSIC       ,92,NO,,,,ED50  ,57,58,10.2,N,1,55,30.38,E,57.9695,1.925106,6425966.2,436408.3,31,6,3,initial             , ,1,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=450,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=450,initial             ,                                        ,2005-02-11,1987-02-01,,450,,,44804.0,18161341.0,287983.0,0,21492.0,,,2024-01-02,2024-01-02,22.03.2024,3537.0,39.69
1574,6/3-2,EXPLORATION,6/3-2,Den norske stats oljeselskap a.s,086 ,WILDCAT,P&A,SHOWS, NO,1985-11-21,1986-03-10,,,,492-L,,NO,154.0,,511 - 108   SP. 80,9.2,22.0,4085.0,4091.0,89.0,,EARLY PERMIAN       ,ROTLIEGEND GP       ,NORTH SEA,ROSS ISLE,SEMISUB STEEL,MOVEABLE,,8,NO,WILDCAT,NOT APPLICABLE,1985,1986,,,12,,,,,                    ,                    ,110,NO,,,,ED50  ,57,54,25.99,N,1,59,14.19,E,57.907219,1.987275,6418975.76,439982.26,31,6,3,initial             , ,2,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=862,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=862,initial             ,                                        ,2005-02-11,1988-03-10,,862,,,,,296245.0,0,21492.0,,,2024-01-02,2024-01-02,22.03.2024,4063.0,36.03
1577,7/1-2 S,EXPLORATION,7/1-2,StatoilHydro Petroleum AS,271 ,WILDCAT,P&A,DRY, NO,2008-03-20,2008-05-08,,,,1174-L,,NO,126.0,,Crossline 2525- NH 0201,16.0,44.0,3158.0,3175.0,87.0,,MIDDLE JURASSIC     ,BRYNE FM            ,NORTH SEA,MÆRSK GIANT,JACK-UP 3 LEGS,MOVEABLE,,NST2001,NO,WILDCAT,,2008,2008,,,1,,,,,                    ,                    ,50,NO,,,,ED50  ,57,55,57.09,N,2,4,10.82,E,57.932525,2.069672,6421722.87,444903.98,31,7,1,initial             , ,2,S,,https://factpages.npd.no/pbl/wellbore_press_releases/5793-7-1-2-S.pdf,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=5793,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=5793,initial             ,                                        ,2010-05-08,2010-05-08,,5793,,,,,278245.0,0,2060218.0,,,2024-01-02,2024-01-02,22.03.2024,3114.0,38.02
1579,7/3-1,EXPLORATION,7/3-1,Amoco Norway Oil Company,005 ,WILDCAT,P&A,DRY, NO,1969-04-07,1969-06-10,,,,25-L,,NO,131.0,,LINE 66-14  SP.2091,3.75,31.0,4700.0,4700.0,64.0,,CARBONIFEROUS       ,UNDEFINED GP        ,NORTH SEA,ORION,JACK-UP 3 LEGS,MOVEABLE,,1-A,NO,WILDCAT,NOT APPLICABLE,1969,1969,,,1,,,,,                    ,                    ,65,NO,,,,ED50  ,57,50,35.25,N,2,44,55.61,E,57.843125,2.748781,6411418.07,485085.01,31,7,3,initial             , ,1,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=164,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=164,initial             ,                                        ,2004-09-24,1971-06-10,,164,,,,,288604.0,0,20796.0,,,2024-01-02,2024-01-02,22.03.2024,4669.0,26.43
1581,7/4-2,EXPLORATION,7/4-2,Lundin Norway AS,148 ,APPRAISAL,P&A,OIL, NO,2007-12-15,2008-03-13,,,BRYNHILD,1161-L,7/7-2 Brynhild,NO,153.0,,inline 6564 & crossline 9386 Survey : CGMNOR94,3.3,43.0,3458.0,3459.0,82.0,,LATE PERMIAN        ,ZECHSTEIN GP        ,NORTH SEA,MÆRSK GIANT,JACK-UP 3 LEGS,MOVEABLE,,12,NO,APPRAISAL,,2007,2008,,,5,ULA FM,LATE JURASSIC,,,                    ,                    ,90,NO,,,,ED50  ,57,30,13.05,N,2,18,33.18,E,57.503625,2.309217,6373803.68,458603.25,31,7,4,initial             , ,2,,,https://factpages.npd.no/pbl/wellbore_press_releases/5683-7-4-2.pdf,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=5683,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=5683,initial             ,                                        ,2010-03-13,2010-03-13,,5683,,,44984.0,21123063.0,278245.0,0,21996.0,,,2024-01-02,2024-01-02,22.03.2024,3415.0,42.57
1583,7/7-1,EXPLORATION,7/7-1,Den norske stats oljeselskap a.s,148 ,WILDCAT,P&A,DRY, NO,1989-12-30,1990-02-20,,,,626-L,,NO,140.0,,NOD  6 - 86 - 010   SP  260,6.9,23.0,3497.0,3500.0,83.0,,LATE TRIASSIC       ,SMITH BANK FM       ,NORTH SEA,DEEPSEA BERGEN,SEMISUB STEEL,MOVEABLE,,12,NO,WILDCAT,NOT APPLICABLE,1989,1990,,,1,,,,,                    ,                    ,53,NO,,,,ED50  ,57,24,56.88,N,2,15,59.74,E,57.4158,2.266594,6364053.4,455943.56,31,7,7,initial             , ,1,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1492,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1492,initial             ,                                        ,2004-03-08,1992-02-20,,1492,,,,,287983.0,0,21996.0,,,2024-01-02,2024-01-02,22.03.2024,3474.0,38.11
1584,7/7-2,EXPLORATION,7/7-2,Den norske stats oljeselskap a.s,148 ,WILDCAT,P&A,OIL, NO,1992-01-20,1992-04-25,,,BRYNHILD,710-L,7/7-2 Brynhild,YES,147.0,,AHN 8707 - 212    SP.  110,3.4,23.0,3430.0,3430.0,82.0,,LATE PERMIAN        ,ZECHSTEIN GP        ,NORTH SEA,DEEPSEA BERGEN,SEMISUB STEEL,MOVEABLE,,12,NO,WILDCAT,NOT APPLICABLE,1992,1992,,,5,ULA FM,LATE JURASSIC,,,                    ,                    ,97,NO,,,,ED50  ,57,29,4.16,N,2,18,17.59,E,57.484489,2.304886,6371675.99,458321.93,31,7,7,initial             , ,2,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1868,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1868,initial             ,                                        ,2006-10-19,1994-04-25,,1868,,,44984.0,21123063.0,287983.0,0,21996.0,,,2024-01-02,2024-01-02,22.03.2024,3407.0,40.91
1585,7/7-3,EXPLORATION,7/7-3,Den norske stats oljeselskap a.s,148 ,APPRAISAL,P&A,SHOWS, NO,1993-04-20,1993-07-04,,,BRYNHILD,759-L,7/7-2 Brynhild,NO,144.0,,AHN 8707-211. SP. 402,5.5,23.0,3582.0,3584.0,82.0,,LATE PERMIAN        ,ZECHSTEIN GP        ,NORTH SEA,DEEPSEA BERGEN,SEMISUB STEEL,MOVEABLE,,12,NO,APPRAISAL,NOT APPLICABLE,1993,1993,,,12,,,,,                    ,                    ,76,NO,,,,ED50  ,57,27,41.61,N,2,16,20.96,E,57.461558,2.272489,6369143.6,456352.15,31,7,7,initial             , ,3,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=2113,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=2113,initial             ,                                        ,2006-10-19,1995-07-04,,2113,,,44984.0,21123063.0,287983.0,0,21996.0,,,2024-01-02,2024-01-02,22.03.2024,3559.0,38.32
1586,7/7-4,EXPLORATION,7/7-4,BG Norge AS,335 ,WILDCAT,P&A,DRY, NO,2007-08-29,2007-10-20,,,,1147-L,,NO,139.0,,Line D3 & Line D28,10.9,43.0,3034.0,3054.0,81.0,,PALEOCENE           ,EKOFISK FM          ,NORTH SEA,MÆRSK GUARDIAN,JACK-UP 3 LEGS,MOVEABLE,,TFO2004,NO,WILDCAT,,2007,2007,,,1,,,,,                    ,                    ,53,NO,,,,ED50  ,57,22,37.81,N,2,16,4.1,E,57.377169,2.267806,6359752.14,455970.01,31,7,7,initial             , ,4,,,https://factpages.npd.no/pbl/wellbore_press_releases/5570-7-7-4.pdf,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=5570,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=5570,initial             ,                                        ,2009-10-20,2009-10-20,,5570,,,,,292114.0,0,2986333.0,,,2024-01-02,2024-01-02,22.03.2024,2991.0,43.93
1596,7/8-3,EXPLORATION,7/8-3,Conoco Norway Inc.,069 ,WILDCAT,P&A,OIL, NO,1983-09-12,1983-12-12,,,,387-L,7/8-3 (Krabbe),YES,172.0,,NH CN 82 - 119  SP 667,0.0,25.0,4320.0,4320.0,81.0,,LATE PERMIAN        ,ZECHSTEIN GP        ,NORTH SEA,BORGNY DOLPHIN,SEMISUB STEEL,MOVEABLE,,6,NO,WILDCAT,NOT APPLICABLE,1983,1983,,,5,ULA FM,LATE JURASSIC,,,                    ,                    ,92,NO,,,,ED50  ,57,15,30.58,N,2,32,45.78,E,57.258494,2.54605,6346394.87,472613.75,31,7,8,initial             , ,3,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=28,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=28,initial             ,                                        ,2006-10-19,1985-12-12,,28,,,44990.0,,288280.0,0,21348.0,,,2024-01-02,2024-01-02,22.03.2024,4295.0,38.27
