baaNpdidBsnsArrArea,baaName,baaKind,baaDateApproved,baaDateValidFrom,baaDateValidTo,baaActive,baaFactPageUrl,baaFactMapUrl,baaPublishOnInternet,cmpLongName,cmpFactPageUrl,cmpNpdidCompany,baaDateUpdated,baaDateUpdatedMax,baaAreaGeometryWKT
40432,BRAGE UNIT,UNITIZED,1993-12-27 00:00:00,1993-12-27 00:00:00,,Y,https://factpages.sodir.no/bsns_arr_area/pageview/all/40432,https://factmaps.sodir.no/map/redirect/baa.ashx?id=40432,Y,OKEA ASA,https://factpages.sodir.no/company/pageview/all/34925006,34925006,2025-01-31 00:00:00,2025-01-31 00:00:00,"POLYGON ((3.0833333000000493 60.50000000000006,3.0916667000000757 60.50000000000006,3.1000000000000227 60.50000000000006,3.108333400000049 60.50000000000006,3.116666700000053 60.50000000000006,3.116666700000053 60.50416670000004,3.116666700000053 60.50833330000006,3.116666700000053 60.512500000000045,3.116666700000053 60.51666670000003,3.116666700000053 60.52083330000005,3.116666700000053 60.525000000000034,3.116666700000053 60.529166700000076,3.116666700000053 60.53333330000004,3.116666700000053 60.53750000000008,3.116666700000053 60.541666700000064,3.116666700000053 60.54583330000003,3.116666700000053 60.55000000000007,3.125000000000057 60.55000000000007,3.1333334000000264 60.55000000000007,3.1416667000000302 60.55000000000007,3.150000000000034 60.55000000000007,3.150000000000034 60.55416670000005,3.150000000000034 60.55833330000007,3.150000000000034 60.56250000000006,3.150000000000034 60.56666670000004,3.150000000000034 60.57083330000006,3.150000000000034 60.575000000000045,3.150000000000034 60.579166600000065,3.150000000000034 60.58333330000005,3.158333300000038 60.58333330000005,3.166666600000042 60.58333330000005,3.175000000000068 60.58333330000005,3.183333300000072 60.58333330000005,3.183333300000072 60.587500000000034,3.183333300000072 60.591666700000076,3.183333300000072 60.59583330000004,3.183333300000072 60.60000000000008,3.1916667000000416 60.60000000000008,3.2000000000000455 60.60000000000008,3.208333400000072 60.60000000000008,3.2166667000000757 60.60000000000008,3.2166667000000757 60.604166700000064,3.2166667000000757 60.60833340000005,3.2166667000000757 60.61250000000007,3.2166667000000757 60.61666670000005,3.2250000000000227 60.61666670000005,3.2333333000000266 60.61666670000005,3.2416666000000305 60.61666670000005,3.250000000000057 60.61666670000005,3.2583333000000607 60.61666670000005,3.2666666000000646 60.61666670000005,3.275000000000034 60.61666670000005,3.283333300000038 60.61666670000005,3.283333300000038 60.62083340000004,3.283333300000038 60.62500000000006,3.283333300000038 60.62916670000004,3.283333300000038 60.63333340000008,3.283333300000038 60.637500000000045,3.283333300000038 60.64166670000003,3.283333300000038 60.64583340000007,3.283333300000038 60.650000000000034,3.283333300000038 60.654166700000076,3.283333300000038 60.65833340000006,3.283333300000038 60.66250000000008,3.283333300000038 60.666666700000064,3.275000000000034 60.666666700000064,3.2666666000000646 60.666666700000064,3.2583333000000607 60.666666700000064,3.250000000000057 60.666666700000064,3.241666700000053 60.666666700000064,3.2333333000000266 60.666666700000064,3.2250000000000227 60.666666700000064,3.2166667000000757 60.666666700000064,3.2083333000000493 60.666666700000064,3.2000000000000455 60.666666700000064,3.2000000000000455 60.66250000000008,3.2000000000000455 60.65833340000006,3.2000000000000455 60.654166700000076,3.2000000000000455 60.650000000000034,3.1916667000000416 60.650000000000034,3.183333300000072 60.650000000000034,3.175000000000068 60.650000000000034,3.1666667000000643 60.650000000000034,3.158333300000038 60.650000000000034,3.150000000000034 60.650000000000034,3.150000000000034 60.64583330000005,3.150000000000034 60.64166670000003,3.150000000000034 60.637500000000045,3.150000000000034 60.63333330000006,3.1416667000000302 60.63333330000006,3.1333333000000607 60.63333330000006,3.125000000000057 60.63333330000006,3.116666700000053 60.63333330000006,3.1083333000000266 60.63333330000006,3.1000000000000227 60.63333330000006,3.0916666000000532 60.63333330000006,3.0833333000000493 60.63333330000006,3.0833333000000493 60.62916670000004,3.0833333000000493 60.62500000000006,3.0833333000000493 60.62083340000004,3.0833333000000493 60.61666670000005,3.0750000000000455 60.61666670000005,3.066666600000076 60.61666670000005,3.058333300000072 60.61666670000005,3.050000000000068 60.61666670000005,3.041666600000042 60.61666670000005,3.033333300000038 60.61666670000005,3.025000000000034 60.61666670000005,3.0166667000000302 60.61666670000005,3.0083333000000607 60.61666670000005,3.000000000000057 60.61666670000005,3.000000000000057 60.61250000000007,3.000000000000057 60.60833340000005,3.000000000000057 60.604166700000064,3.000000000000057 60.60000000000008,3.000000000000057 60.59583330000004,3.000000000000057 60.591666700000076,3.000000000000057 60.587500000000034,3.000000000000057 60.58333330000005,2.991666700000053 60.58333330000005,2.9833333000000266 60.58333330000005,2.9833333000000266 60.57894730000004,2.9833333000000266 60.57456140000005,2.9833333000000266 60.57017540000004,2.9833333000000266 60.56578940000003,2.9833333000000266 60.56140350000004,2.9833333000000266 60.55701750000003,2.9833333000000266 60.55263160000004,2.9833333000000266 60.54824560000003,2.9833333000000266 60.543859600000076,2.9833333000000266 60.53947370000003,2.9833333000000266 60.535087700000076,2.9833333000000266 60.530701700000066,2.9833333000000266 60.52631580000008,2.9833333000000266 60.521929800000066,2.9833333000000266 60.51754390000008,2.9833333000000266 60.51315790000007,2.9833333000000266 60.508771900000056,2.9833333000000266 60.50438600000007,2.9833333000000266 60.50000000000006,2.991666700000053 60.50000000000006,3.000000000000057 60.50000000000006,3.000000000000057 60.49583330000007,3.000000000000057 60.49166670000005,3.000000000000057 60.48750000000007,3.000000000000057 60.48333330000003,3.000000000000057 60.479166700000064,3.000000000000057 60.47500000000008,3.000000000000057 60.47083330000004,3.000000000000057 60.466666700000076,3.000000000000057 60.462500000000034,3.000000000000057 60.45833330000005,3.000000000000057 60.45416670000003,3.000000000000057 60.450000000000045,3.0083333000000607 60.450000000000045,3.0166667000000302 60.450000000000045,3.025000000000034 60.450000000000045,3.033333300000038 60.450000000000045,3.041666600000042 60.450000000000045,3.050000000000068 60.450000000000045,3.058333300000072 60.450000000000045,3.066666600000076 60.450000000000045,3.0750000000000455 60.450000000000045,3.0833333000000493 60.450000000000045,3.0833333000000493 60.45416670000003,3.0833333000000493 60.45833330000005,3.0833333000000493 60.462500000000034,3.0833333000000493 60.466666700000076,3.0833333000000493 60.47083330000004,3.0833333000000493 60.47500000000008,3.0833333000000493 60.479166700000064,3.0833333000000493 60.48333330000003,3.0833333000000493 60.48750000000007,3.0833333000000493 60.49166670000005,3.0833333000000493 60.49583330000007,3.0833333000000493 60.50000000000006))"
40490,HEIDRUN UNIT,UNITIZED,1991-12-13 00:00:00,1991-11-27 00:00:00,,Y,https://factpages.sodir.no/bsns_arr_area/pageview/all/40490,https://factmaps.sodir.no/map/redirect/baa.ashx?id=40490,Y,Equinor Energy AS,https://factpages.sodir.no/company/pageview/all/32011216,32011216,2025-01-31 00:00:00,2025-01-31 00:00:00,"POLYGON ((7.383333300000061 65.36666670000005,7.39166670000003 65.36666670000005,7.400000000000034 65.36666670000005,7.4083334000000605 65.36666670000005,7.416666700000064 65.36666670000005,7.416666700000064 65.37083340000004,7.416666700000064 65.37500000000006,7.416666700000064 65.37916670000004,7.416666700000064 65.38333330000006,7.425000000000068 65.38333330000006,7.433333300000072 65.38333330000006,7.433333300000072 65.38750000000005,7.433333300000072 65.39166670000003,7.433333300000072 65.39583330000005,7.433333300000072 65.40000000000003,7.422916600000065 65.40000000000003,7.412500000000023 65.40000000000003,7.402083300000072 65.40000000000003,7.39166670000003 65.40000000000003,7.381250000000023 65.40000000000003,7.370833300000072 65.40000000000003,7.36041670000003 65.40000000000003,7.350000000000023 65.40000000000003,7.350000000000023 65.40416670000008,7.350000000000023 65.40833330000004,7.350000000000023 65.41250000000008,7.350000000000023 65.41666670000006,7.341666700000076 65.41666670000006,7.333333300000049 65.41666670000006,7.3250000000000455 65.41666670000006,7.316666700000042 65.41666670000006,7.308333300000072 65.41666670000006,7.300000000000068 65.41666670000006,7.300000000000068 65.41250000000008,7.300000000000068 65.40833330000004,7.300000000000068 65.40416670000008,7.300000000000068 65.40000000000003,7.291666700000064 65.40000000000003,7.283333300000038 65.40000000000003,7.283333300000038 65.39583330000005,7.283333300000038 65.39166670000003,7.283333300000038 65.38750000000005,7.283333300000038 65.38333330000006,7.275000000000034 65.38333330000006,7.26666670000003 65.38333330000006,7.26666670000003 65.37916670000004,7.26666670000003 65.37500000000006,7.26666670000003 65.37083340000004,7.26666670000003 65.36666670000005,7.258333400000026 65.36666670000005,7.250000000000057 65.36666670000005,7.250000000000057 65.36250000000007,7.250000000000057 65.35833340000005,7.250000000000057 65.35416670000006,7.250000000000057 65.35000000000008,7.241666700000053 65.35000000000008,7.233333300000027 65.35000000000008,7.233333300000027 65.34583330000004,7.233333300000027 65.34166670000008,7.233333300000027 65.33750000000003,7.233333300000027 65.33333340000007,7.233333300000027 65.32916670000003,7.233333300000027 65.32500000000005,7.233333300000027 65.32083340000008,7.233333300000027 65.31666670000004,7.225000000000023 65.31666670000004,7.216666700000076 65.31666670000004,7.216666700000076 65.31250000000006,7.216666700000076 65.30833340000004,7.216666700000076 65.30416670000005,7.216666700000076 65.30000000000007,7.22619050000003 65.30000000000007,7.235714300000041 65.30000000000007,7.245238100000051 65.30000000000007,7.254761900000062 65.30000000000007,7.264285700000073 65.30000000000007,7.273809500000027 65.30000000000007,7.283333300000038 65.30000000000007,7.283333300000038 65.29583330000008,7.283333300000038 65.29166670000006,7.283333300000038 65.28750000000008,7.283333300000038 65.28333330000004,7.291666700000064 65.28333330000004,7.300000000000068 65.28333330000004,7.300000000000068 65.27916660000005,7.300000000000068 65.27500000000003,7.300000000000068 65.27083340000007,7.300000000000068 65.26666670000003,7.308333300000072 65.26666670000003,7.316666700000042 65.26666670000003,7.3250000000000455 65.26666670000003,7.333333300000049 65.26666670000003,7.333333300000049 65.27083340000007,7.333333300000049 65.27500000000003,7.333333300000049 65.27916660000005,7.333333300000049 65.28333330000004,7.341666700000076 65.28333330000004,7.350000000000023 65.28333330000004,7.358333400000049 65.28333330000004,7.366666700000053 65.28333330000004,7.366666700000053 65.28750000000008,7.366666700000053 65.29166670000006,7.366666700000053 65.29583330000008,7.366666700000053 65.30000000000007,7.375000000000057 65.30000000000007,7.383333300000061 65.30000000000007,7.383333300000061 65.30444440000008,7.383333300000061 65.30888890000006,7.383333300000061 65.31333330000007,7.383333300000061 65.31777780000004,7.383333300000061 65.32222220000006,7.383333300000061 65.32666670000003,7.383333300000061 65.33111110000004,7.383333300000061 65.33555560000008,7.383333300000061 65.34000000000003,7.383333300000061 65.34444450000007,7.383333300000061 65.34888890000008,7.383333300000061 65.35333340000005,7.383333300000061 65.35777780000006,7.383333300000061 65.36222230000004,7.383333300000061 65.36666670000005))"
