,prfInformationCarrier,prfYear,prfPrdOilNetMillSm3,prfPrdGasNetBillSm3,prfPrdNGLNetMillSm3,prfPrdCondensateNetMillSm3,prfPrdOeNetMillSm3,prfPrdProducedWaterInFieldMillSm3,prfNpdidInformationCarrier
709,GULLFAKS SØR,2012,1.882,2.436,0.666,0.0,4.983,1.441,43699
710,GULLFAKS SØR,2013,2.381,2.748,0.771,0.004,5.904,1.773,43699
711,GULLFAKS SØR,2014,2.233,3.383,0.98,0.015,6.612,1.596,43699
712,GULLFAKS SØR,2015,1.841,3.166,0.935,0.029,5.97,1.529,43699
713,GULLFAKS SØR,2016,1.695,4.327,1.267,0.0,7.289,1.848,43699
714,GULLFAKS SØR,2017,1.485,5.915,1.595,0.0,8.995,1.055,43699
715,GULLFAKS SØR,2018,1.203,6.025,1.53,0.0,8.759,1.26,43699
716,GULLFAKS SØR,2019,1.463,4.908,1.098,0.0,7.469,1.111,43699
717,GULLFAKS SØR,2020,1.226,4.876,1.234,0.0,7.335,1.015,43699
718,GULLFAKS SØR,2021,1.323,5.746,1.197,0.0,8.265,0.563,43699
719,GULLFAKS SØR,2022,1.298,5.57,0.834,0.0,7.702,0.421,43699
720,GULLFAKS SØR,2023,1.389,5.029,0.8,0.0,7.218,0.415,43699
721,GULLFAKS SØR,2024,1.254,4.607,0.783,0.0,6.644,0.783,43699
722,GULLFAKS SØR,2025,1.217,5.719,0.902,0.0,7.838,0.638,43699
723,GULLFAKS SØR,2026,0.385,1.778,0.271,0.0,2.434,0.24,43699
724,GUNGNE,1996,0.0,0.0,0.037,0.062,0.098,0.0,43464
725,GUNGNE,1997,0.0,0.0,0.223,0.393,0.616,0.0,43464
726,GUNGNE,1998,0.0,0.0,0.102,0.18,0.283,0.0,43464
727,GUNGNE,1999,0.0,0.0,0.138,0.252,0.389,0.0,43464
728,GUNGNE,2000,0.0,0.0,0.127,0.171,0.298,0.008,43464
729,GUNGNE,2001,0.0,0.0,0.28,0.314,0.594,0.007,43464
730,GUNGNE,2002,0.0,0.0,0.305,0.445,0.75,0.009,43464
731,GUNGNE,2003,0.0,0.0,0.416,0.573,0.989,0.024,43464
732,GUNGNE,2004,0.0,0.0,0.335,0.466,0.8,0.039,43464
733,GUNGNE,2005,0.0,0.0,0.342,0.344,0.686,0.052,43464
734,GUNGNE,2006,0.0,0.0,0.29,0.261,0.55,0.069,43464
735,GUNGNE,2007,0.0,0.0,0.269,0.226,0.495,0.073,43464
736,GUNGNE,2008,0.0,0.0,0.243,0.213,0.455,0.08,43464
737,GUNGNE,2009,0.0,0.0,0.191,0.148,0.338,0.079,43464
738,GUNGNE,2010,0.0,0.0,0.142,0.12,0.262,0.09,43464
739,GUNGNE,2011,0.0,0.0,0.121,0.075,0.196,0.081,43464
740,GUNGNE,2012,0.0,0.0,0.101,0.065,0.165,0.082,43464
741,GUNGNE,2013,0.0,0.0,0.093,0.07,0.162,0.064,43464
742,GUNGNE,2014,0.043,0.218,0.069,0.016,0.347,0.064,43464
743,GUNGNE,2015,0.054,0.264,0.057,0.0,0.375,0.058,43464
744,GUNGNE,2016,0.048,0.227,0.044,0.0,0.318,0.055,43464
745,GUNGNE,2017,0.037,0.177,0.035,0.0,0.248,0.031,43464
746,GUNGNE,2018,0.029,0.146,0.026,0.0,0.201,0.012,43464
747,GUNGNE,2019,0.026,0.133,0.028,0.0,0.187,0.013,43464
748,GUNGNE,2020,0.024,0.122,0.022,0.0,0.168,0.013,43464
749,GUNGNE,2021,0.022,0.118,0.013,0.0,0.153,0.012,43464
750,GUNGNE,2022,0.019,0.114,0.005,0.0,0.138,0.012,43464
751,GUNGNE,2023,0.018,0.102,0.005,0.0,0.126,0.011,43464
752,GUNGNE,2024,0.017,0.092,0.005,0.0,0.115,0.01,43464
753,GUNGNE,2025,0.017,0.094,0.005,0.0,0.115,0.012,43464
754,GUNGNE,2026,0.006,0.033,0.002,0.0,0.041,0.002,43464
755,GYDA,1990,1.497,0.159,0.181,0.0,1.836,0.0,43492
756,GYDA,1991,3.13,0.416,0.368,0.0,3.914,0.0,43492
757,GYDA,1992,3.587,0.479,0.4,0.0,4.466,0.0,43492
758,GYDA,1993,3.708,0.483,0.402,0.0,4.593,0.0,43492
759,GYDA,1994,3.808,0.475,0.413,0.0,4.696,0.0,43492
760,GYDA,1995,3.448,0.501,0.381,0.0,4.329,0.0,43492
761,GYDA,1996,3.125,0.608,0.362,0.0,4.095,0.0,43492
762,GYDA,1997,2.505,0.581,0.31,0.0,3.396,0.0,43492
763,GYDA,1998,1.74,0.484,0.221,0.0,2.445,0.0,43492
764,GYDA,1999,1.502,0.456,0.176,0.0,2.134,0.0,43492
765,GYDA,2000,1.116,0.281,0.124,0.0,1.52,0.87,43492
766,GYDA,2001,1.116,0.234,0.111,0.0,1.461,0.935,43492
767,GYDA,2002,0.698,0.088,0.06,0.0,0.847,1.243,43492
768,GYDA,2003,0.65,0.065,0.049,0.0,0.763,1.863,43492
769,GYDA,2004,0.524,0.055,0.038,0.0,0.617,1.377,43492
770,GYDA,2005,0.745,0.123,0.059,0.0,0.927,0.886,43492
771,GYDA,2006,0.65,0.134,0.058,0.0,0.842,1.053,43492
772,GYDA,2007,0.521,0.124,0.048,0.0,0.692,1.201,43492
773,GYDA,2008,0.623,0.15,0.061,0.0,0.834,1.453,43492
774,GYDA,2009,0.384,0.124,0.041,0.0,0.549,1.657,43492
775,GYDA,2010,0.224,0.081,0.026,0.0,0.33,1.197,43492
776,GYDA,2011,0.234,0.061,0.021,0.0,0.316,0.966,43492
777,GYDA,2012,0.144,0.004,0.006,0.0,0.155,0.675,43492
778,GYDA,2013,0.123,0.012,0.007,0.0,0.141,0.587,43492
779,GYDA,2014,0.117,0.011,0.006,0.0,0.135,0.851,43492
780,GYDA,2015,0.095,0.004,0.004,0.0,0.103,0.697,43492
781,GYDA,2016,0.081,0.002,0.003,0.0,0.087,0.511,43492
782,GYDA,2017,0.065,0.0,0.002,0.0,0.068,0.338,43492
783,GYDA,2018,0.056,0.0,0.002,0.0,0.058,0.256,43492
784,GYDA,2019,0.049,0.0,0.002,0.0,0.051,0.149,43492
785,GYDA,2020,0.009,0.0,0.0,0.0,0.009,0.013,43492
786,HALTEN ØST,2025,0.379,1.167,0.326,0.0,1.873,0.022,42148955
787,HALTEN ØST,2026,0.228,0.788,0.267,0.0,1.283,0.013,42148955
788,HANZ,2024,0.262,0.093,0.029,0.0,0.385,0.05,25307278
789,HANZ,2025,0.138,0.215,0.064,0.0,0.417,0.222,25307278
790,HANZ,2026,0.035,0.007,0.007,0.0,0.048,0.027,25307278
791,HEIDRUN,1995,1.059,0.0,0.0,0.0,1.059,0.0,43771
792,HEIDRUN,1996,12.189,0.0,0.0,0.0,12.189,0.0,43771
793,HEIDRUN,1997,13.456,0.326,0.0,0.0,13.783,0.0,43771
794,HEIDRUN,1998,11.69,0.571,0.0,0.0,12.261,0.0,43771
795,HEIDRUN,1999,12.54,0.644,0.0,0.0,13.184,1.033,43771
796,HEIDRUN,2000,10.591,0.615,0.0,0.0,11.205,1.7,43771
797,HEIDRUN,2001,10.226,1.344,0.192,0.0,11.762,1.629,43771
798,HEIDRUN,2002,10.132,1.138,0.112,0.0,11.381,2.366,43771
799,HEIDRUN,2003,9.07,1.345,0.175,0.0,10.59,3.723,43771
800,HEIDRUN,2004,8.583,1.34,0.161,0.0,10.083,3.686,43771
801,HEIDRUN,2005,8.139,1.095,0.086,0.0,9.32,4.61,43771
802,HEIDRUN,2006,8.0,1.149,0.102,0.0,9.252,4.659,43771
803,HEIDRUN,2007,6.203,0.917,0.069,0.0,7.189,4.108,43771
804,HEIDRUN,2008,5.46,1.017,0.054,0.0,6.531,4.39,43771
805,HEIDRUN,2009,4.562,0.876,0.057,0.0,5.494,4.621,43771
806,HEIDRUN,2010,3.21,0.85,0.036,0.0,4.096,4.04,43771
807,HEIDRUN,2011,3.705,0.776,0.012,0.0,4.493,4.714,43771
808,HEIDRUN,2012,3.181,0.668,0.005,0.0,3.854,4.754,43771
809,HEIDRUN,2013,3.462,0.783,0.026,0.0,4.271,5.051,43771
810,HEIDRUN,2014,2.948,0.714,0.006,0.0,3.668,4.836,43771
811,HEIDRUN,2015,3.086,0.767,0.001,0.0,3.854,4.971,43771
812,HEIDRUN,2016,3.399,0.801,0.032,0.0,4.232,4.886,43771
813,HEIDRUN,2017,3.115,1.453,0.133,0.0,4.701,4.591,43771
814,HEIDRUN,2018,2.848,1.244,0.122,0.0,4.214,4.017,43771
815,HEIDRUN,2019,3.026,1.466,0.143,0.0,4.636,3.917,43771
816,HEIDRUN,2020,2.846,1.541,0.163,0.0,4.551,3.313,43771
817,HEIDRUN,2021,3.196,1.627,0.193,0.0,5.016,2.835,43771
818,HEIDRUN,2022,2.703,1.911,0.178,0.0,4.791,2.27,43771
819,HEIDRUN,2023,2.459,1.758,0.16,0.0,4.377,2.631,43771
820,HEIDRUN,2024,2.216,1.658,0.186,0.0,4.06,2.827,43771
821,HEIDRUN,2025,1.982,1.62,0.124,0.0,3.726,2.649,43771
822,HEIDRUN,2026,0.619,0.563,0.041,0.0,1.223,0.897,43771
823,HEIMDAL,1986,0.316,2.084,0.0,0.0,2.4,0.0,43590
824,HEIMDAL,1987,0.52,3.525,0.0,0.0,4.045,0.0,43590
825,HEIMDAL,1988,0.578,3.595,0.0,0.0,4.173,0.0,43590
826,HEIMDAL,1989,0.472,3.332,0.0,0.0,3.804,0.0,43590
827,HEIMDAL,1990,0.505,3.334,0.0,0.0,3.839,0.0,43590
828,HEIMDAL,1991,0.497,3.416,0.0,0.0,3.913,0.0,43590
829,HEIMDAL,1992,0.491,3.509,0.0,0.0,4.0,0.0,43590
830,HEIMDAL,1993,0.485,3.506,0.0,0.0,3.99,0.0,43590
831,HEIMDAL,1994,0.444,3.294,0.0,0.0,3.739,0.0,43590
832,HEIMDAL,1995,0.466,3.434,0.0,0.0,3.9,0.0,43590
833,HEIMDAL,1996,0.627,4.569,0.0,0.0,5.197,0.0,43590
834,HEIMDAL,1997,0.407,2.712,0.0,0.0,3.119,0.0,43590
835,HEIMDAL,1998,0.204,1.326,0.0,0.0,1.53,0.0,43590
836,HEIMDAL,1999,0.118,0.82,0.0,0.0,0.938,0.0,43590
837,HEIMDAL,2001,0.013,0.228,0.0,0.0,0.24,0.0,43590
838,HEIMDAL,2002,0.099,0.547,0.0,0.0,0.646,0.0,43590
839,HEIMDAL,2003,0.056,0.396,0.0,0.0,0.453,0.0,43590
840,HEIMDAL,2004,0.051,0.337,0.0,0.0,0.388,0.0,43590
841,HEIMDAL,2005,0.045,0.292,0.0,0.0,0.337,0.0,43590
842,HEIMDAL,2006,0.023,0.158,0.0,0.0,0.181,0.0,43590
843,HEIMDAL,2007,0.026,0.149,0.0,0.0,0.175,0.0,43590
844,HEIMDAL,2008,0.022,0.17,0.0,0.0,0.192,0.0,43590
845,HEIMDAL,2009,0.026,0.2,0.0,0.0,0.225,0.0,43590
846,HEIMDAL,2010,0.025,0.187,0.0,0.0,0.212,0.0,43590
847,HEIMDAL,2011,0.018,0.122,0.0,0.0,0.14,0.0,43590
848,HEIMDAL,2013,0.001,0.0,0.0,0.0,0.001,0.0,43590
849,HEIMDAL,2016,0.018,0.153,0.0,0.0,0.171,0.0,43590
850,HEIMDAL,2017,0.068,0.5,0.0,0.0,0.568,0.0,43590
851,HEIMDAL,2018,0.031,0.205,0.0,0.0,0.235,0.0,43590
852,HEIMDAL,2019,0.01,0.077,0.0,0.0,0.088,0.0,43590
853,HEIMDAL,2020,0.003,0.026,0.0,0.0,0.03,0.0,43590
854,HEIMDAL,2021,0.0,0.0,0.0,0.0,0.0,0.0,43590
855,HEIMDAL,2023,0.0,0.0,0.0,0.0,0.0,0.0,43590
856,HOD,1990,0.155,0.021,0.01,0.0,0.186,0.0,43485
857,HOD,1991,1.526,0.202,0.088,0.0,1.816,0.0,43485
858,HOD,1992,1.288,0.25,0.077,0.0,1.614,0.0,43485
859,HOD,1993,0.868,0.204,0.051,0.0,1.123,0.0,43485
860,HOD,1994,0.616,0.139,0.038,0.0,0.793,0.0,43485
861,HOD,1995,0.524,0.118,0.032,0.0,0.674,0.0,43485
862,HOD,1996,0.56,0.12,0.032,0.0,0.712,0.0,43485
863,HOD,1997,0.468,0.095,0.026,0.0,0.589,0.0,43485
864,HOD,1998,0.294,0.054,0.015,0.0,0.363,0.0,43485
865,HOD,1999,0.131,0.017,0.005,0.0,0.152,0.0,43485
866,HOD,2000,0.094,0.011,0.003,0.0,0.109,0.006,43485
867,HOD,2001,0.377,0.043,0.015,0.0,0.434,0.042,43485
868,HOD,2002,0.372,0.051,0.015,0.0,0.438,0.054,43485
869,HOD,2003,0.33,0.042,0.014,0.0,0.386,0.063,43485
870,HOD,2004,0.282,0.051,0.013,0.0,0.346,0.082,43485
871,HOD,2005,0.231,0.035,0.01,0.0,0.277,0.086,43485
872,HOD,2006,0.376,0.048,0.015,0.0,0.439,0.132,43485
873,HOD,2007,0.302,0.047,0.014,0.0,0.363,0.086,43485
874,HOD,2008,0.217,0.033,0.01,0.0,0.26,0.107,43485
875,HOD,2009,0.194,0.027,0.009,0.0,0.23,0.091,43485
876,HOD,2010,0.173,0.017,0.007,0.0,0.197,0.095,43485
877,HOD,2011,0.07,0.008,0.003,0.0,0.08,0.036,43485
878,HOD,2012,0.044,0.004,0.001,0.0,0.05,0.035,43485
879,HOD,2013,0.036,0.004,0.001,0.0,0.041,0.02,43485
880,HOD,2014,0.069,0.006,0.002,0.0,0.078,0.052,43485
881,HOD,2015,0.068,0.005,0.002,0.0,0.076,0.059,43485
882,HOD,2016,0.077,0.008,0.002,0.0,0.087,0.062,43485
883,HOD,2017,0.072,0.007,0.002,0.0,0.08,0.056,43485
884,HOD,2018,0.053,0.005,0.002,0.0,0.06,0.044,43485
885,HOD,2019,0.04,0.004,0.001,0.0,0.045,0.033,43485
886,HOD,2020,0.042,0.005,0.002,0.0,0.048,0.051,43485
887,HOD,2021,0.029,0.003,0.001,0.0,0.034,0.039,43485
888,HOD,2022,0.353,0.035,0.022,0.0,0.41,0.132,43485
889,HOD,2023,0.624,0.074,0.039,0.0,0.736,0.26,43485
890,HOD,2024,0.461,0.051,0.03,0.0,0.542,0.273,43485
891,HOD,2025,0.426,0.049,0.027,0.0,0.503,0.24,43485
892,HOD,2026,0.144,0.016,0.009,0.0,0.169,0.088,43485
893,HUGIN SATELLITTER,1995,0.871,0.154,0.0,0.005,1.03,0.0,42002537
894,HUGIN SATELLITTER,1996,1.778,0.345,0.0,0.023,2.147,0.0,42002537
895,HUGIN SATELLITTER,1997,1.396,0.289,0.0,0.017,1.702,0.0,42002537
896,HUGIN SATELLITTER,1998,0.716,0.169,0.0,0.017,0.901,0.0,42002537
897,HUGIN SATELLITTER,1999,0.493,0.249,0.0,0.027,0.77,0.0,42002537
898,HUGIN SATELLITTER,2000,0.263,0.358,0.0,0.016,0.637,0.056,42002537
899,HUGIN SATELLITTER,2001,0.036,0.042,0.0,0.001,0.078,0.002,42002537
900,HULDRA,2001,0.038,0.082,0.002,0.0,0.122,0.003,97002
901,HULDRA,2002,1.249,2.615,0.052,0.0,3.916,0.231,97002
902,HULDRA,2003,1.183,2.958,0.023,0.0,4.164,0.428,97002
903,HULDRA,2004,0.939,3.081,0.043,0.0,4.063,0.406,97002
904,HULDRA,2005,0.485,1.919,0.042,0.0,2.446,0.286,97002
905,HULDRA,2006,0.304,1.338,0.022,0.0,1.664,0.251,97002
906,HULDRA,2007,0.168,0.767,0.001,0.0,0.937,0.204,97002
907,HULDRA,2008,0.209,1.083,0.001,0.0,1.293,0.33,97002
908,HULDRA,2009,0.192,1.055,0.0,0.0,1.247,0.389,97002
909,HULDRA,2010,0.146,0.824,0.0,0.0,0.97,0.322,97002
910,HULDRA,2011,0.115,0.576,0.001,0.0,0.693,0.25,97002
911,HULDRA,2012,0.079,0.44,0.023,0.0,0.542,0.17,97002
912,HULDRA,2013,0.066,0.378,0.009,0.0,0.452,0.138,97002
913,HULDRA,2014,0.041,0.124,0.003,0.0,0.167,0.083,97002
914,HYME,2013,0.361,0.048,0.039,0.0,0.447,0.004,20474183
915,HYME,2014,0.433,0.05,0.042,0.0,0.525,0.008,20474183
916,HYME,2015,0.839,0.118,0.098,0.0,1.055,0.341,20474183
917,HYME,2016,0.274,0.042,0.033,0.0,0.348,0.285,20474183
918,HYME,2023,0.309,0.042,0.025,0.0,0.376,0.293,20474183
919,HYME,2024,0.237,0.045,0.021,0.0,0.304,0.651,20474183
920,HYME,2025,0.176,0.04,0.02,0.0,0.236,0.838,20474183
921,HYME,2026,0.039,0.008,0.005,0.0,0.053,0.256,20474183
922,ISLAY,2012,0.002,0.025,0.002,0.0,0.029,0.0,21105675
923,ISLAY,2013,0.002,0.031,0.003,0.0,0.035,0.0,21105675
924,ISLAY,2014,0.0,0.012,0.001,0.0,0.013,0.0,21105675
925,ISLAY,2015,0.0,0.008,0.001,0.0,0.009,0.0,21105675
926,ISLAY,2016,0.0,0.005,0.0,0.0,0.005,0.0,21105675
927,ISLAY,2017,0.0,0.003,0.0,0.0,0.003,0.0,21105675
928,ISLAY,2018,0.0,0.002,0.0,0.0,0.002,0.0,21105675
929,ISLAY,2019,0.0,0.002,0.0,0.0,0.002,0.0,21105675
930,ISLAY,2020,0.0,0.002,0.0,0.0,0.002,0.0,21105675
931,ISLAY,2021,0.0,0.002,0.0,0.0,0.002,0.0,21105675
932,ISLAY,2022,0.0,0.001,0.0,0.0,0.002,0.0,21105675
933,ISLAY,2023,0.0,0.001,0.0,0.0,0.001,0.0,21105675
934,ISLAY,2024,0.0,0.0,0.0,0.0,0.0,0.0,21105675
935,IVAR AASEN,2016,0.023,0.004,0.0,0.0,0.027,0.0,23384520
936,IVAR AASEN,2017,2.288,0.581,0.173,0.0,3.042,0.101,23384520
937,IVAR AASEN,2018,3.074,0.639,0.196,0.0,3.909,1.055,23384520
938,IVAR AASEN,2019,3.125,0.389,0.143,0.0,3.657,1.467,23384520
939,IVAR AASEN,2020,2.781,0.441,0.164,0.0,3.386,2.933,23384520
940,IVAR AASEN,2021,2.217,0.41,0.141,0.0,2.768,3.411,23384520
941,IVAR AASEN,2022,1.574,0.292,0.123,0.0,1.989,3.524,23384520
942,IVAR AASEN,2023,1.513,0.336,0.136,0.0,1.984,3.109,23384520
943,IVAR AASEN,2024,1.061,0.311,0.123,0.0,1.495,3.267,23384520
944,IVAR AASEN,2025,0.868,0.112,0.063,0.0,1.043,3.631,23384520
945,IVAR AASEN,2026,0.301,0.061,0.027,0.0,0.389,0.33,23384520
946,JETTE,2013,0.219,0.005,0.0,0.0,0.224,0.035,21613906
947,JETTE,2014,0.103,0.0,0.0,0.0,0.104,0.344,21613906
948,JETTE,2015,0.054,0.0,0.0,0.0,0.054,0.354,21613906
949,JETTE,2016,0.052,0.0,0.0,0.0,0.052,0.343,21613906
950,JOHAN CASTBERG,2025,6.314,0.0,0.0,0.0,6.314,0.139,32017325
951,JOHAN CASTBERG,2026,3.697,0.0,0.0,0.0,3.697,0.127,32017325
952,JOHAN SVERDRUP,2019,3.724,0.134,0.136,0.0,3.994,0.003,26376286
953,JOHAN SVERDRUP,2020,24.465,0.841,0.801,0.0,26.107,0.019,26376286
954,JOHAN SVERDRUP,2021,29.636,1.012,0.877,0.0,31.525,0.037,26376286
955,JOHAN SVERDRUP,2022,29.211,1.041,0.603,0.0,30.855,0.134,26376286
956,JOHAN SVERDRUP,2023,41.289,1.381,0.82,0.0,43.49,3.462,26376286
957,JOHAN SVERDRUP,2024,41.562,1.339,0.839,0.0,43.739,7.804,26376286
958,JOHAN SVERDRUP,2025,40.065,1.385,0.772,0.0,42.222,14.081,26376286
959,JOHAN SVERDRUP,2026,12.647,0.438,0.239,0.0,13.325,6.552,26376286
960,JOTUN,1999,0.863,0.012,0.0,0.0,0.876,0.002,43604
961,JOTUN,2000,7.166,0.313,0.0,0.0,7.479,0.821,43604
962,JOTUN,2001,5.48,0.206,0.0,0.0,5.685,4.508,43604
963,JOTUN,2002,2.587,0.068,0.0,0.0,2.655,6.84,43604
964,JOTUN,2003,2.235,0.048,0.0,0.0,2.283,7.401,43604
965,JOTUN,2004,1.103,0.037,0.0,0.0,1.14,7.905,43604
966,JOTUN,2005,0.764,0.051,0.0,0.0,0.815,8.101,43604
967,JOTUN,2006,0.665,0.051,0.0,0.0,0.717,7.578,43604
968,JOTUN,2007,0.515,0.045,0.0,0.0,0.559,6.693,43604
969,JOTUN,2008,0.384,0.022,0.0,0.0,0.406,6.085,43604
970,JOTUN,2009,0.312,0.014,0.0,0.0,0.326,5.531,43604
971,JOTUN,2010,0.254,0.007,0.0,0.0,0.261,5.373,43604
972,JOTUN,2011,0.213,0.005,0.0,0.0,0.218,5.138,43604
973,JOTUN,2012,0.174,0.001,0.0,0.0,0.174,4.83,43604
974,JOTUN,2013,0.151,0.004,0.0,0.0,0.154,4.481,43604
975,JOTUN,2014,0.116,0.0,0.0,0.0,0.117,3.8,43604
976,JOTUN,2015,0.092,0.001,0.0,0.0,0.093,2.689,43604
977,JOTUN,2016,0.062,0.0,0.0,0.0,0.062,2.283,43604
978,KNARR,2015,1.268,0.041,0.122,0.0,1.432,0.023,20460988
979,KNARR,2016,2.734,0.142,0.48,0.0,3.355,0.281,20460988
980,KNARR,2017,2.285,0.122,0.414,0.0,2.821,1.152,20460988
981,KNARR,2018,1.005,0.035,0.129,0.0,1.169,1.836,20460988
982,KNARR,2019,0.699,0.024,0.076,0.0,0.799,2.422,20460988
983,KNARR,2020,0.899,0.034,0.106,0.0,1.039,2.309,20460988
984,KNARR,2021,0.571,0.019,0.057,0.0,0.647,2.725,20460988
985,KNARR,2022,0.142,0.004,0.008,0.0,0.154,1.032,20460988
986,KRISTIN,2005,0.0,0.19,0.076,0.195,0.46,0.005,1854729
987,KRISTIN,2006,1.07,2.61,1.119,1.902,6.7,0.078,1854729
988,KRISTIN,2007,4.278,3.69,1.578,0.0,9.546,0.213,1854729
989,KRISTIN,2008,4.398,3.94,1.625,0.0,9.963,0.667,1854729
990,KRISTIN,2009,2.864,2.828,1.178,0.0,6.87,0.702,1854729
991,KRISTIN,2010,1.75,2.146,0.903,0.0,4.8,0.892,1854729
992,KRISTIN,2011,1.411,1.981,0.891,0.0,4.283,1.231,1854729
993,KRISTIN,2012,1.139,1.644,0.698,0.0,3.482,1.132,1854729
994,KRISTIN,2013,0.799,1.071,0.378,0.0,2.248,0.765,1854729
995,KRISTIN,2014,0.885,1.317,0.457,0.0,2.66,0.673,1854729
996,KRISTIN,2015,0.766,1.212,0.592,0.0,2.57,0.674,1854729
997,KRISTIN,2016,0.606,0.99,0.403,0.0,1.999,0.785,1854729
998,KRISTIN,2017,0.572,1.017,0.439,0.0,2.028,0.875,1854729
999,KRISTIN,2018,0.533,0.909,0.412,0.0,1.853,0.807,1854729
1000,KRISTIN,2019,0.417,0.801,0.335,0.0,1.552,0.474,1854729
1001,KRISTIN,2020,0.339,0.683,0.309,0.0,1.331,0.362,1854729
1002,KRISTIN,2021,0.296,0.567,0.247,0.0,1.11,0.347,1854729
1003,KRISTIN,2022,0.251,0.502,0.126,0.0,0.879,0.295,1854729
1004,KRISTIN,2023,0.223,0.405,0.098,0.0,0.726,0.251,1854729
1005,KRISTIN,2024,0.233,0.469,0.11,0.0,0.812,0.219,1854729
1006,KRISTIN,2025,0.389,1.037,0.215,0.0,1.642,0.094,1854729
1007,KRISTIN,2026,0.114,0.323,0.063,0.0,0.5,0.051,1854729
1008,KVITEBJØRN,2004,0.281,0.558,0.034,0.0,0.873,0.014,1036101
1009,KVITEBJØRN,2005,2.187,4.34,0.59,0.0,7.117,0.072,1036101
1010,KVITEBJØRN,2006,2.837,5.62,0.81,0.0,9.267,0.088,1036101
1011,KVITEBJØRN,2007,0.548,1.083,0.14,0.0,1.771,0.018,1036101
1012,KVITEBJØRN,2008,1.448,3.003,0.453,0.0,4.904,0.062,1036101
1013,KVITEBJØRN,2009,2.349,5.081,0.808,0.0,8.237,0.172,1036101
1014,KVITEBJØRN,2010,2.711,6.115,0.775,0.0,9.6,0.226,1036101
1015,KVITEBJØRN,2011,2.628,6.518,0.829,0.0,9.974,0.202,1036101
1016,KVITEBJØRN,2012,2.483,6.979,0.933,0.0,10.396,0.135,1036101
1017,KVITEBJØRN,2013,2.102,6.866,0.991,0.0,9.959,0.159,1036101
1018,KVITEBJØRN,2014,1.982,6.769,0.979,0.0,9.73,0.179,1036101
1019,KVITEBJØRN,2015,1.912,6.822,0.672,0.0,9.406,0.208,1036101
1020,KVITEBJØRN,2016,1.775,6.888,0.707,0.0,9.37,0.194,1036101
1021,KVITEBJØRN,2017,1.294,6.109,0.621,0.0,8.024,0.185,1036101
1022,KVITEBJØRN,2018,1.078,5.23,0.525,0.0,6.833,0.212,1036101
1023,KVITEBJØRN,2019,0.79,4.515,0.438,0.0,5.743,0.245,1036101
1024,KVITEBJØRN,2020,0.679,4.182,0.435,0.0,5.296,0.176,1036101
1025,KVITEBJØRN,2021,0.597,3.479,0.338,0.0,4.414,0.179,1036101
1026,KVITEBJØRN,2022,0.433,2.844,0.221,0.0,3.498,0.162,1036101
1027,KVITEBJØRN,2023,0.433,2.615,0.259,0.0,3.307,0.144,1036101
1028,KVITEBJØRN,2024,0.418,2.692,0.227,0.0,3.337,0.207,1036101
1029,KVITEBJØRN,2025,0.333,2.304,0.134,0.0,2.771,0.197,1036101
1030,KVITEBJØRN,2026,0.1,0.685,0.038,0.0,0.823,0.064,1036101
1031,MARIA,2018,1.066,0.0,0.0,0.0,1.066,0.01,26465170
1032,MARIA,2019,0.463,0.0,0.0,0.0,0.463,0.001,26465170
1033,MARIA,2020,0.836,0.0,0.0,0.0,0.836,0.001,26465170
1034,MARIA,2021,1.209,0.0,0.0,0.0,1.209,0.004,26465170
1035,MARIA,2022,1.211,0.107,0.059,0.0,1.377,0.133,26465170
1036,MARIA,2023,0.654,0.066,0.037,0.0,0.758,0.304,26465170
1037,MARIA,2024,0.599,0.084,0.063,0.0,0.746,0.182,26465170
1038,MARIA,2025,0.87,0.143,0.115,0.0,1.128,0.097,26465170
1039,MARIA,2026,0.362,0.049,0.042,0.0,0.452,0.037,26465170
1040,MARTIN LINGE,2021,0.886,0.913,0.082,0.0,1.881,0.096,21675447
1041,MARTIN LINGE,2022,2.03,2.628,0.276,0.0,4.934,1.123,21675447
1042,MARTIN LINGE,2023,1.215,1.819,0.211,0.0,3.244,1.77,21675447
1043,MARTIN LINGE,2024,0.922,1.643,0.191,0.0,2.756,2.072,21675447
1044,MARTIN LINGE,2025,0.798,1.463,0.164,0.0,2.425,2.46,21675447
1045,MARTIN LINGE,2026,0.364,0.492,0.051,0.0,0.907,1.116,21675447
1046,MARULK,2012,0.05,0.541,0.092,0.0,0.683,0.004,18212090
1047,MARULK,2013,0.026,0.271,0.048,0.0,0.345,0.001,18212090
1048,MARULK,2014,0.104,1.139,0.2,0.0,1.443,0.002,18212090
1049,MARULK,2015,0.104,1.288,0.227,0.0,1.619,0.001,18212090
1050,MARULK,2016,0.075,1.093,0.191,0.0,1.359,0.005,18212090
1051,MARULK,2017,0.058,0.993,0.163,0.0,1.214,0.012,18212090
1052,MARULK,2018,0.027,0.584,0.101,0.0,0.712,0.014,18212090
1053,MARULK,2019,0.036,0.429,0.076,0.0,0.541,0.011,18212090
1054,MARULK,2020,0.066,0.577,0.093,0.0,0.736,0.007,18212090
1055,MARULK,2021,0.041,0.576,0.085,0.0,0.702,0.007,18212090
1056,MARULK,2022,0.035,0.572,0.059,0.0,0.666,0.011,18212090
1057,MARULK,2023,0.022,0.37,0.035,0.0,0.427,0.007,18212090
1058,MARULK,2024,0.018,0.346,0.036,0.0,0.399,0.007,18212090
