field,year,prod.,inj.,oil prod.,gas prod.,oil/gas prod.,water prod.,water/gas prod.
FRIGG,2022,52.0,0.0,0.0,51.0,0.0,,
FRIGG,2023,52.0,0.0,0.0,51.0,0.0,,
FRIGG,2024,52.0,0.0,0.0,51.0,0.0,,
FRØY,1993,0.0,0.10999999999999999,0.0,0.0,0.0,,
FRØY,1994,1.8439999999999999,1.0,1.8439999999999999,0.0,0.0,,
FRØY,1995,4.079,2.107,4.079,0.0,0.0,,
FRØY,1996,5.0,4.879,5.0,0.0,0.0,,
FRØY,1997,5.0,5.0,5.0,0.0,0.0,,
FRØY,1998,5.0,5.0,5.0,0.0,0.0,,
FRØY,1999,5.0,5.0,5.0,0.0,0.0,,
FRØY,2000,5.0,5.0,5.0,0.0,0.0,,
FRØY,2001,5.0,5.0,5.0,0.0,0.0,,
FRØY,2002,5.0,5.0,5.0,0.0,0.0,,
FRØY,2003,5.0,5.0,5.0,0.0,0.0,,
FRØY,2004,5.0,5.0,5.0,0.0,0.0,,
FRØY,2005,5.0,5.0,5.0,0.0,0.0,,
FRØY,2006,5.0,5.0,5.0,0.0,0.0,,
FRØY,2007,5.0,5.0,5.0,0.0,0.0,,
FRØY,2008,5.0,5.0,5.0,0.0,0.0,,
FRØY,2009,5.0,5.0,5.0,0.0,0.0,,
FRØY,2010,5.0,5.0,5.0,0.0,0.0,,
FRØY,2011,5.0,5.0,5.0,0.0,0.0,,
FRØY,2012,5.0,5.0,5.0,0.0,0.0,,
FRØY,2013,5.0,5.0,5.0,0.0,0.0,,
FRØY,2014,5.0,5.0,5.0,0.0,0.0,,
FRØY,2015,5.0,5.0,5.0,0.0,0.0,,
FRØY,2016,5.0,5.0,5.0,0.0,0.0,,
FRØY,2017,5.0,5.0,5.0,0.0,0.0,,
FRØY,2018,5.0,5.0,5.0,0.0,0.0,,
FRØY,2019,5.0,5.0,5.0,0.0,0.0,,
FRØY,2020,5.0,5.0,5.0,0.0,0.0,,
FRØY,2021,5.0,5.0,5.0,0.0,0.0,,
FRØY,2022,5.0,5.0,5.0,0.0,0.0,,
FRØY,2023,5.0,5.0,5.0,0.0,0.0,,
FRØY,2024,5.0,5.0,5.0,0.0,0.0,,
GAUPE,2011,1.1179999999999999,0.0,0.507,0.0,0.611,,
GAUPE,2012,2.0,0.0,1.0,0.0,1.0,,
GAUPE,2013,2.0,0.0,1.0,0.0,1.0,,
GAUPE,2014,2.0,0.0,1.0,0.0,1.0,,
GAUPE,2015,2.0,0.0,1.0,0.0,1.0,,
GAUPE,2016,2.0,0.0,1.0,0.0,1.0,,
GAUPE,2017,2.0,0.0,1.0,0.0,1.0,,
GAUPE,2018,2.0,0.0,1.0,0.0,1.0,,
GAUPE,2019,2.0,0.0,1.0,0.0,1.0,,
GAUPE,2020,2.0,0.0,1.0,0.0,1.0,,
GAUPE,2021,2.0,0.0,1.0,0.0,1.0,,
GAUPE,2022,2.0,0.0,1.0,0.0,1.0,,
GAUPE,2023,2.0,0.0,1.0,0.0,1.0,,
GAUPE,2024,2.0,0.0,1.0,0.0,1.0,,
GIMLE,2005,0.877,0.0,0.877,0.0,0.0,,
GIMLE,2006,1.0,0.0,1.0,0.0,0.0,,
GIMLE,2007,1.0,0.44099999999999995,1.0,0.0,0.0,,
GIMLE,2008,1.699,1.0,1.699,0.0,0.0,,
GIMLE,2009,2.0,1.0,2.0,0.0,0.0,,
GIMLE,2010,2.0,1.0,2.0,0.0,0.0,,
GIMLE,2011,2.0,1.0,2.0,0.0,0.0,,
GIMLE,2012,2.0,1.0,2.0,0.0,0.0,,
GIMLE,2013,2.0,1.0,2.0,0.0,0.0,,
GIMLE,2014,2.682,1.0,2.0,0.0,0.6819999999999999,,
GIMLE,2015,3.0,1.0,2.0,0.0,1.0,,
GIMLE,2016,3.0,1.0,2.0,0.0,1.0,,
GIMLE,2017,2.101,1.0,1.101,0.0,1.0,,
GIMLE,2018,2.0,1.0,1.0,0.0,1.0,,
GIMLE,2019,2.0,1.0,1.0,0.0,1.0,,
GIMLE,2020,2.0,1.0,1.0,0.0,1.0,,
GIMLE,2021,1.041,1.0,1.0,0.0,0.041,,
GIMLE,2022,1.0,0.805,1.0,0.0,0.0,,
GIMLE,2023,1.0,0.0,1.0,0.0,0.0,,
GIMLE,2024,1.0,0.0,1.0,0.0,0.0,,
GINA KROG,2015,0.0,0.22999999999999998,0.0,0.0,0.0,,
GINA KROG,2016,2.452,1.0,2.452,0.0,0.0,,
GINA KROG,2017,3.351,1.0,3.099,0.252,0.0,,
GINA KROG,2018,6.855,1.0,5.814,1.041,0.0,,
GINA KROG,2019,10.66,3.671,8.66,2.0,0.0,,
GINA KROG,2020,11.0,4.0,9.0,2.0,0.0,,
GINA KROG,2021,11.0,4.0,9.0,2.0,0.0,,
GINA KROG,2022,11.0,4.0,9.0,2.0,0.0,,
GINA KROG,2023,11.0,4.0,9.0,2.0,0.0,,
GINA KROG,2024,11.0,4.0,9.0,2.0,0.0,,
GJØA,2009,1.052,0.0,0.493,0.5590000000000002,0.0,,
GJØA,2010,6.531,0.0,4.531,2.0,0.0,,
GJØA,2011,10.888,0.0,8.888,2.0,0.0,,
GJØA,2012,14.573,0.0,11.973,2.6,0.0,,
GJØA,2013,15.0,0.0,12.0,3.0,0.0,,
GJØA,2014,15.0,0.0,12.0,3.0,0.0,,
GJØA,2015,15.0,0.0,12.0,3.0,0.0,,
GJØA,2016,15.0,0.0,12.0,3.0,0.0,,
GJØA,2017,15.0,0.0,12.0,3.0,0.0,,
GJØA,2018,15.0,0.0,12.0,3.0,0.0,,
GJØA,2019,15.0,0.0,12.0,3.0,0.0,,
GJØA,2020,15.0,0.0,12.0,3.0,0.0,,
GJØA,2021,16.962,0.0,12.995,3.967,0.0,,
GJØA,2022,17.0,0.0,13.0,4.0,0.0,,
GJØA,2023,17.0,0.0,13.0,4.0,0.0,,
GJØA,2024,17.0,0.0,13.0,4.0,0.0,,
GLITNE,2000,0.14300000000000002,0.0,0.14300000000000002,0.0,0.0,,
GLITNE,2001,3.852,0.819,3.852,0.0,0.0,,
GLITNE,2002,4.0,1.0,4.0,0.0,0.0,,
GLITNE,2003,4.37,1.0,4.37,0.0,0.0,,
GLITNE,2004,6.148,1.0,6.148,0.0,0.0,,
GLITNE,2005,7.0,1.0,7.0,0.0,0.0,,
GLITNE,2006,7.0,1.0,7.0,0.0,0.0,,
GLITNE,2007,7.34,1.0,7.34,0.0,0.0,,
GLITNE,2008,8.0,1.0,8.0,0.0,0.0,,
GLITNE,2009,8.0,1.0,8.0,0.0,0.0,,
GLITNE,2010,8.0,1.0,8.0,0.0,0.0,,
GLITNE,2011,8.0,1.0,8.0,0.0,0.0,,
GLITNE,2012,8.581,1.0,8.581,0.0,0.0,,
GLITNE,2013,9.0,1.0,9.0,0.0,0.0,,
GLITNE,2014,9.0,1.0,9.0,0.0,0.0,,
GLITNE,2015,9.0,1.0,9.0,0.0,0.0,,
GLITNE,2016,9.0,1.0,9.0,0.0,0.0,,
GLITNE,2017,9.0,1.0,9.0,0.0,0.0,,
GLITNE,2018,9.0,1.0,9.0,0.0,0.0,,
GLITNE,2019,9.0,1.0,9.0,0.0,0.0,,
GLITNE,2020,9.0,1.0,9.0,0.0,0.0,,
GLITNE,2021,9.0,1.0,9.0,0.0,0.0,,
GLITNE,2022,9.0,1.0,9.0,0.0,0.0,,
GLITNE,2023,9.0,1.0,9.0,0.0,0.0,,
GLITNE,2024,9.0,1.0,9.0,0.0,0.0,,
GOLIAT,2013,0.0,1.965,0.0,0.0,0.0,,
GOLIAT,2014,0.4009999999999998,4.057,0.4009999999999998,0.0,0.0,,
GOLIAT,2015,6.192,5.959,6.192,0.0,0.0,,
GOLIAT,2016,13.46,8.367,13.46,0.0,0.0,,
GOLIAT,2017,14.468,10.085,14.468,0.0,0.0,,
GOLIAT,2018,16.102,11.0,16.102,0.0,0.0,,
GOLIAT,2019,17.0,11.0,17.0,0.0,0.0,,
GOLIAT,2020,17.0,11.0,17.0,0.0,0.0,,
GOLIAT,2021,19.233,11.816,19.233,0.0,0.0,,
GOLIAT,2022,20.471,12.0,20.471,0.0,0.0,,
GOLIAT,2023,21.0,12.0,21.0,0.0,0.0,,
GOLIAT,2024,21.0,12.0,21.0,0.0,0.0,,
GRANE,2001,0.05800000000000005,0.137,0.05800000000000005,0.0,0.0,,
GRANE,2002,4.193,1.603,4.193,0.0,0.0,,
GRANE,2003,9.0,2.992,9.0,0.0,0.0,,
GRANE,2004,10.222,3.789,10.222,0.0,0.0,,
GRANE,2005,13.767,4.0,13.767,0.0,0.0,,
GRANE,2006,18.990000000000002,4.0,18.990000000000002,0.0,0.0,,
GRANE,2007,25.351,4.0,25.351,0.0,0.0,,
GRANE,2008,32.623,4.0,32.623,0.0,0.0,,
GRANE,2009,38.899,4.0,38.899,0.0,0.0,,
GRANE,2010,44.161,4.077,44.161,0.0,0.0,,
GRANE,2011,48.887,4.956,48.887,0.0,0.0,,
GRANE,2012,52.066,6.7010000000000005,52.066,0.0,0.0,,
GRANE,2013,53.671,8.0,53.671,0.0,0.0,,
GRANE,2014,54.986,8.0,54.986,0.0,0.0,,
GRANE,2015,56.118,8.97,56.118,0.0,0.0,,
GRANE,2016,60.986,9.0,60.986,0.0,0.0,,
GRANE,2017,66.626,9.0,66.626,0.0,0.0,,
GRANE,2018,69.143,9.0,69.143,0.0,0.0,,
GRANE,2019,72.598,9.0,72.598,0.0,0.0,,
GRANE,2020,73.64,9.0,73.64,0.0,0.0,,
GRANE,2021,74.329,9.0,74.329,0.0,0.0,,
GRANE,2022,75.789,8.855,75.789,0.0,0.0,,
GRANE,2023,76.364,8.0,76.364,0.0,0.0,,
GRANE,2024,76.0,8.0,76.0,0.0,0.0,,
GUDRUN,2012,0.0,0.0,0.0,0.0,0.0,,
GUDRUN,2013,1.0,0.0,0.0,1.0,0.0,,
GUDRUN,2014,4.0,0.0,2.0,2.0,0.0,,
GUDRUN,2015,7.0,0.0,4.0,3.0,0.0,,
GUDRUN,2016,7.0,0.0,4.0,3.0,0.0,,
GUDRUN,2017,7.0,0.0,4.0,3.0,0.0,,
GUDRUN,2018,7.0,0.0,4.0,3.0,0.0,,
GUDRUN,2019,7.0,0.0,4.0,3.0,0.0,,
GUDRUN,2020,9.0,0.0,6.0,3.0,0.0,,
GUDRUN,2021,11.0,2.0,6.0,3.0,1.0,,
GUDRUN,2022,12.304,2.0,6.723,3.0,1.0,0.0,
GUDRUN,2023,13.0,2.0,7.0,3.0,1.0,1.0,
GUDRUN,2024,13.0,2.0,7.0,3.0,1.0,1.0,
GULLFAKS,1985,0.21599999999999997,0.0,0.21599999999999997,0.0,0.0,,
GULLFAKS,1986,3.154,0.0,3.154,0.0,0.0,,
GULLFAKS,1987,5.8469999999999995,1.7919999999999998,5.061,0.786,0.0,,
GULLFAKS,1988,10.873999999999999,5.655,9.873999999999999,1.0,0.0,,
GULLFAKS,1989,18.606,11.507,16.792,1.0,0.8140000000000001,,
GULLFAKS,1990,26.055,15.52,23.197,1.0,1.858,,
GULLFAKS,1991,34.409,17.554,31.409,1.0,2.0,,
GULLFAKS,1992,43.763,22.641,40.253,1.0,2.51,,
GULLFAKS,1993,52.589,26.808,47.485,1.0,4.104,,
GULLFAKS,1994,57.393,29.372,50.634,1.0,5.759,,
GULLFAKS,1995,65.979,30.732,56.143,1.0,8.836,,
GULLFAKS,1996,72.047,34.849,58.962,0.915,12.17,,
GULLFAKS,1997,76.701,36.0,62.874,0.0,13.827,,
GULLFAKS,1998,79.309,36.737,65.309,0.0,14.0,,
GULLFAKS,1999,81.767,37.825,67.753,0.0,14.014,,
GULLFAKS,2000,82.827,39.644,67.723,0.0,15.104,,
GULLFAKS,2001,80.423,41.187,63.807,0.0,16.616,,
GULLFAKS,2002,80.953,42.45,63.052,0.901,17.0,,
GULLFAKS,2003,80.357,43.238,60.327,1.079,18.951,,
GULLFAKS,2004,81.52,42.814,59.15,1.0,21.37,,
GULLFAKS,2005,82.043,41.14,58.109,1.0,22.934,,
GULLFAKS,2006,82.633,41.0,58.633,1.0,23.0,,
GULLFAKS,2007,82.131,42.46,57.701,1.0,23.43,,
GULLFAKS,2008,82.287,42.373,57.287,1.0,24.0,,
GULLFAKS,2009,82.709,42.277,57.257,1.0,24.451999999999998,,
GULLFAKS,2010,83.263,42.0,56.903999999999996,1.0,25.359,,
GULLFAKS,2011,84.0,41.962,57.0,1.0,26.0,,
GULLFAKS,2012,83.904,40.468,56.904,1.0,26.0,,
GULLFAKS,2013,83.0,39.757,56.0,1.0,26.0,,
GULLFAKS,2014,83.0,38.857,56.0,1.0,26.0,,
GULLFAKS,2015,82.032,39.756,54.772,1.0,26.26,,
GULLFAKS,2016,80.185,41.164,52.185,1.0,27.0,,
GULLFAKS,2017,78.364,42.245,48.513,1.0,28.851,,
GULLFAKS,2018,78.148,44.144,47.148,1.0,30.0,,
GULLFAKS,2019,79.256,43.581,48.615,1.0,29.641,,
GULLFAKS,2020,77.885,43.882,47.885,1.0,29.0,,
GULLFAKS,2021,76.045,42.578,46.905,1.0,28.14,,
GULLFAKS,2022,76.499,41.967,48.17,1.0,27.329,,
GULLFAKS,2023,76.94,40.279,49.94,1.0,26.0,,
GULLFAKS,2024,77.0,40.0,50.0,1.0,26.0,,
GULLFAKS SØR,1997,0.016000000000000014,0.43600000000000005,0.016000000000000014,0.0,0.0,,
GULLFAKS SØR,1998,2.47,1.0,2.47,0.0,0.0,,
GULLFAKS SØR,1999,6.65,1.8679999999999999,6.65,0.0,0.0,,
GULLFAKS SØR,2000,11.717,3.496,11.55,0.16700000000000004,0.0,,
GULLFAKS SØR,2001,19.553,5.485,15.833,3.72,0.0,,
GULLFAKS SØR,2002,24.268,5.901,18.268,6.0,0.0,,
GULLFAKS SØR,2003,25.792,7.0,19.0,6.792,0.0,,
GULLFAKS SØR,2004,28.589,7.0,20.778,7.811,0.0,,
GULLFAKS SØR,2005,30.959,7.0,22.959,8.0,0.0,,
GULLFAKS SØR,2006,32.0,7.598,24.0,8.0,0.0,,
GULLFAKS SØR,2007,34.915,9.0,26.915,8.0,0.0,,
GULLFAKS SØR,2008,37.863,9.0,29.863,8.0,0.0,,
GULLFAKS SØR,2009,38.0,9.0,30.0,8.0,0.0,,
GULLFAKS SØR,2010,38.0,9.0,30.0,8.0,0.0,,
GULLFAKS SØR,2011,37.775,8.891,29.775,8.0,0.0,,
GULLFAKS SØR,2012,38.187,8.899000000000001,29.628,8.559,0.0,,
GULLFAKS SØR,2013,39.48,9.442,29.076999999999998,9.0,1.403,,
GULLFAKS SØR,2014,39.785,11.0,28.264,9.0,2.521,,
GULLFAKS SØR,2015,41.044,12.493,27.156,10.888,3.0,,
GULLFAKS SØR,2016,44.436,13.0,28.82,12.0,3.616,,
GULLFAKS SØR,2017,46.0,13.0,30.0,12.0,4.0,,
GULLFAKS SØR,2018,45.532,13.0,28.926,12.443999999999999,4.162,,
GULLFAKS SØR,2019,46.39,13.0,27.88,13.51,5.0,,
GULLFAKS SØR,2020,46.922,13.0,26.933,15.0,4.989,,
GULLFAKS SØR,2021,46.172,11.698,25.942,15.89,4.34,,
GULLFAKS SØR,2022,47.736,11.0,26.15,15.836,5.75,,
GULLFAKS SØR,2023,47.587,11.0,26.0,14.587,7.0,,
GULLFAKS SØR,2024,47.0,11.0,26.0,14.0,7.0,,
GUNGNE,1996,0.901,0.0,0.0,0.901,0.0,,
GUNGNE,1997,1.0,0.0,0.0,1.0,0.0,,
GUNGNE,1998,1.0,0.0,0.0,1.0,0.0,,
GUNGNE,1999,1.0,0.0,0.0,1.0,0.0,,
GUNGNE,2000,1.0,0.0,0.0,1.0,0.0,,
GUNGNE,2001,1.978,0.0,0.0,1.978,0.0,,
GUNGNE,2002,2.0,0.0,0.0,2.0,0.0,,
GUNGNE,2003,2.0,0.0,0.0,2.0,0.0,,
GUNGNE,2004,2.0,0.0,0.0,2.0,0.0,,
GUNGNE,2005,2.359,0.0,0.0,2.359,0.0,,
GUNGNE,2006,3.0,0.0,0.0,3.0,0.0,,
GUNGNE,2007,3.0,0.0,0.0,3.0,0.0,,
GUNGNE,2008,3.0,0.0,0.0,3.0,0.0,,
GUNGNE,2009,3.0,0.0,0.0,3.0,0.0,,
GUNGNE,2010,3.0,0.0,0.0,3.0,0.0,,
GUNGNE,2011,3.0,0.0,0.0,3.0,0.0,,
GUNGNE,2012,3.0,0.0,0.0,3.0,0.0,,
GUNGNE,2013,3.0,0.0,0.0,3.0,0.0,,
GUNGNE,2014,3.0,0.0,0.0,3.0,0.0,,
GUNGNE,2015,3.0,0.0,0.0,3.0,0.0,,
GUNGNE,2016,3.0,0.0,0.0,3.0,0.0,,
GUNGNE,2017,3.0,0.0,0.0,3.0,0.0,,
GUNGNE,2018,3.0,0.0,0.0,3.0,0.0,,
GUNGNE,2019,3.0,0.0,0.0,3.0,0.0,,
GUNGNE,2020,3.0,0.0,0.0,3.0,0.0,,
GUNGNE,2021,3.0,0.0,0.0,3.0,0.0,,
GUNGNE,2022,3.0,0.0,0.0,3.0,0.0,,
GUNGNE,2023,3.0,0.0,0.0,3.0,0.0,,
GUNGNE,2024,3.0,0.0,0.0,3.0,0.0,,
GYDA,1988,2.326,0.671,2.326,0.0,0.0,,
GYDA,1989,4.121,1.871,4.121,0.0,0.0,,
GYDA,1990,5.0,2.0,5.0,0.0,0.0,,
GYDA,1991,6.337,3.5149999999999997,6.337,0.0,0.0,,
GYDA,1992,8.55,6.543,8.55,0.0,0.0,,
GYDA,1993,12.025,7.633,12.025,0.0,0.0,,
GYDA,1994,13.663,8.652000000000001,13.663,0.0,0.0,,
GYDA,1995,14.28,10.236,14.28,0.0,0.0,,
GYDA,1996,15.715,11.425,15.715,0.0,0.0,,
GYDA,1997,16.0,12.219,16.0,0.0,0.0,,
GYDA,1998,16.0,13.575,16.0,0.0,0.0,,
GYDA,1999,16.0,14.0,16.0,0.0,0.0,,
GYDA,2000,16.0,14.0,16.0,0.0,0.0,,
GYDA,2001,16.0,14.0,16.0,0.0,0.0,,
GYDA,2002,15.294,14.0,15.294,0.0,0.0,,
GYDA,2003,15.0,14.0,15.0,0.0,0.0,,
GYDA,2004,15.633,12.71,15.633,0.0,0.0,,
GYDA,2005,17.551,12.0,17.551,0.0,0.0,,
GYDA,2006,18.0,11.745,18.0,0.0,0.0,,
GYDA,2007,17.979,11.46,17.979,0.0,0.0,,
GYDA,2008,19.68,10.447,19.68,0.0,0.0,,
GYDA,2009,18.992,11.0,18.992,0.0,0.0,,
GYDA,2010,18.967,11.0,18.967,0.0,0.0,,
GYDA,2011,19.658,11.0,19.658,0.0,0.0,,
GYDA,2012,19.86,11.0,19.86,0.0,0.0,,
GYDA,2013,19.384,11.0,19.384,0.0,0.0,,
GYDA,2014,20.0,11.0,20.0,0.0,0.0,,
GYDA,2015,20.0,11.0,20.0,0.0,0.0,,
GYDA,2016,20.0,11.0,20.0,0.0,0.0,,
GYDA,2017,20.0,11.0,20.0,0.0,0.0,,
GYDA,2018,20.0,11.0,20.0,0.0,0.0,,
GYDA,2019,17.333,8.702,17.333,0.0,0.0,,
GYDA,2020,9.183,5.038,9.183,0.0,0.0,,
GYDA,2021,2.5949999999999998,2.474,2.5949999999999998,0.0,0.0,,
GYDA,2022,1.0,0.0,1.0,0.0,0.0,,
GYDA,2023,1.0,0.0,1.0,0.0,0.0,,
GYDA,2024,1.0,0.0,1.0,0.0,0.0,,
HEIDRUN,1992,0.04700000000000004,0.0,0.04700000000000004,0.0,0.0,,
HEIDRUN,1993,3.474,0.0,3.474,0.0,0.0,,
HEIDRUN,1994,7.655,2.156,7.655,0.0,0.0,,
HEIDRUN,1995,9.0,6.4879999999999995,9.0,0.0,0.0,,
HEIDRUN,1996,9.578,7.920999999999999,9.578,0.0,0.0,,
HEIDRUN,1997,12.042,9.0,12.042,0.0,0.0,,
HEIDRUN,1998,16.01,9.03,16.01,0.0,0.0,,
HEIDRUN,1999,18.924,11.509,18.924,0.0,0.0,,
HEIDRUN,2000,24.0,13.0,24.0,0.0,0.0,,
HEIDRUN,2001,31.033,13.249,31.033,0.0,0.0,,
HEIDRUN,2002,36.718,15.277,36.718,0.0,0.0,,
HEIDRUN,2003,41.74,16.852,41.74,0.0,0.0,,
HEIDRUN,2004,43.701,19.617,43.701,0.0,0.0,,
HEIDRUN,2005,45.447,21.482,45.447,0.0,0.0,,
HEIDRUN,2006,47.277,22.759,47.277,0.0,0.0,,
HEIDRUN,2007,47.977,23.0,47.977,0.0,0.0,,
HEIDRUN,2008,47.732,23.0,47.732,0.0,0.0,,
HEIDRUN,2009,47.663,23.0,47.663,0.0,0.0,,
HEIDRUN,2010,48.638,23.0,47.882,0.0,0.756,,
HEIDRUN,2011,48.644,23.216,47.644,0.0,1.0,,
HEIDRUN,2012,50.287,23.23,49.287,0.0,1.0,,
HEIDRUN,2013,51.981,22.0,50.981,0.0,1.0,,
HEIDRUN,2014,53.102,21.882,52.102,0.0,1.0,,
HEIDRUN,2015,53.803,22.474,52.2,0.0,1.603,,
HEIDRUN,2016,53.381,23.995,52.381,0.0,1.0,,
HEIDRUN,2017,53.253,23.137,51.932,0.0,1.321,,
HEIDRUN,2018,53.219,24.499,51.194,0.0,2.025,,
HEIDRUN,2019,50.842999999999996,25.556,48.498,0.0,2.3449999999999998,,
HEIDRUN,2020,52.476,25.904,50.476,0.0,2.0,,
HEIDRUN,2021,52.777,25.962,50.725,0.0,2.052,,
HEIDRUN,2022,53.383,26.203,50.383,0.0,3.0,,
HEIDRUN,2023,51.414,26.29,48.414,0.0,3.0,,
HEIDRUN,2024,51.0,26.0,48.0,0.0,3.0,,
HEIMDAL,1985,0.42799999999999994,0.19199999999999995,0.0,0.42799999999999994,0.0,,
HEIMDAL,1986,7.165,1.0,0.0,7.165,0.0,,
HEIMDAL,1987,9.0,1.0,0.0,9.0,0.0,,
HEIMDAL,1988,9.0,1.0,0.0,9.0,0.0,,
HEIMDAL,1989,9.0,1.0,0.0,9.0,0.0,,
HEIMDAL,1990,9.0,1.0,0.0,9.0,0.0,,
HEIMDAL,1991,9.0,1.0,0.0,9.0,0.0,,
HEIMDAL,1992,9.0,1.0,0.0,9.0,0.0,,
HEIMDAL,1993,9.14,1.0,0.0,9.14,0.0,,
HEIMDAL,1994,10.0,1.0,0.0,10.0,0.0,,
HEIMDAL,1995,10.0,1.0,0.0,10.0,0.0,,
HEIMDAL,1996,10.0,1.0,0.0,10.0,0.0,,
HEIMDAL,1997,10.0,1.0,0.0,10.0,0.0,,
HEIMDAL,1998,10.0,1.0,0.0,10.0,0.0,,
HEIMDAL,1999,10.0,1.0,0.0,10.0,0.0,,
HEIMDAL,2000,10.0,1.0,0.0,10.0,0.0,,
HEIMDAL,2001,10.0,1.0,0.0,10.0,0.0,,
HEIMDAL,2002,10.0,1.0,0.0,10.0,0.0,,
HEIMDAL,2003,10.0,1.0,0.0,10.0,0.0,,
HEIMDAL,2004,10.0,1.0,0.0,10.0,0.0,,
HEIMDAL,2005,10.0,1.0,0.0,10.0,0.0,,
HEIMDAL,2006,10.0,1.0,0.0,10.0,0.0,,
HEIMDAL,2007,10.0,1.0,0.0,10.0,0.0,,
HEIMDAL,2008,10.0,1.0,0.0,10.0,0.0,,
HEIMDAL,2009,10.0,1.0,0.0,10.0,0.0,,
HEIMDAL,2010,10.0,1.0,0.0,10.0,0.0,,
HEIMDAL,2011,10.0,1.0,0.0,10.0,0.0,,
HEIMDAL,2012,10.0,1.0,0.0,10.0,0.0,,
HEIMDAL,2013,10.0,1.0,0.0,10.0,0.0,,
HEIMDAL,2014,10.0,1.0,0.0,10.0,0.0,,
HEIMDAL,2015,10.0,1.0,0.0,10.0,0.0,,
HEIMDAL,2016,10.981,1.0,0.0,10.981,0.0,,
HEIMDAL,2017,11.0,1.0,0.0,11.0,0.0,,
HEIMDAL,2018,11.0,1.0,0.0,11.0,0.0,,
HEIMDAL,2019,11.0,1.0,0.0,11.0,0.0,,
HEIMDAL,2020,11.0,1.0,0.0,11.0,0.0,,
HEIMDAL,2021,11.0,1.0,0.0,11.0,0.0,,
HEIMDAL,2022,11.0,1.0,0.0,11.0,0.0,,
HEIMDAL,2023,11.0,1.0,0.0,11.0,0.0,,
HEIMDAL,2024,11.0,1.0,0.0,11.0,0.0,,
HOD,1990,0.365,0.0,0.365,0.0,0.0,,
HOD,1991,3.7039999999999997,0.0,3.7039999999999997,0.0,0.0,,
HOD,1992,5.0,0.0,5.0,0.0,0.0,,
HOD,1993,5.0,0.0,5.0,0.0,0.0,,
HOD,1994,5.3709999999999996,0.0,5.3709999999999996,0.0,0.0,,
HOD,1995,6.156,0.0,6.156,0.0,0.0,,
HOD,1996,7.0,0.0,7.0,0.0,0.0,,
HOD,1997,7.0,0.0,7.0,0.0,0.0,,
HOD,1998,7.0,0.0,7.0,0.0,0.0,,
HOD,1999,7.0,0.0,7.0,0.0,0.0,,
HOD,2000,7.0,0.0,7.0,0.0,0.0,,
HOD,2001,7.0,0.0,7.0,0.0,0.0,,
HOD,2002,7.0,0.0,7.0,0.0,0.0,,
HOD,2003,7.0,0.0,7.0,0.0,0.0,,
HOD,2004,7.0,0.0,7.0,0.0,0.0,,
HOD,2005,7.647,0.0,7.647,0.0,0.0,,
HOD,2006,10.827,0.0,10.827,0.0,0.0,,
HOD,2007,11.0,0.0,11.0,0.0,0.0,,
HOD,2008,11.0,0.0,11.0,0.0,0.0,,
HOD,2009,11.0,0.0,11.0,0.0,0.0,,
HOD,2010,11.0,0.0,11.0,0.0,0.0,,
HOD,2011,11.0,0.0,11.0,0.0,0.0,,
HOD,2012,11.0,0.0,11.0,0.0,0.0,,
HOD,2013,11.0,0.0,11.0,0.0,0.0,,
HOD,2014,11.0,0.0,11.0,0.0,0.0,,
HOD,2015,11.0,0.0,11.0,0.0,0.0,,
HOD,2016,11.0,0.0,11.0,0.0,0.0,,
HOD,2017,11.0,0.0,11.0,0.0,0.0,,
HOD,2018,11.0,0.0,11.0,0.0,0.0,,
HOD,2019,11.0,0.0,11.0,0.0,0.0,,
HOD,2020,11.0,0.0,11.0,0.0,0.0,,
HOD,2021,11.408999999999999,0.0,11.408999999999999,0.0,0.0,,
HOD,2022,17.528,0.0,17.528,0.0,0.0,,
HOD,2023,18.0,0.0,18.0,0.0,0.0,,
HOD,2024,18.0,0.0,18.0,0.0,0.0,,
HULDRA,2001,2.6630000000000003,0.0,0.0,2.6630000000000003,0.0,,
HULDRA,2002,5.666,0.0,0.0,5.666,0.0,,
HULDRA,2003,6.0,0.0,0.0,6.0,0.0,,
HULDRA,2004,6.0,0.0,0.0,6.0,0.0,,
HULDRA,2005,6.0,0.0,0.0,6.0,0.0,,
HULDRA,2006,6.0,0.0,0.0,6.0,0.0,,
HULDRA,2007,6.0,0.0,0.0,6.0,0.0,,
HULDRA,2008,6.0,0.0,0.0,6.0,0.0,,
HULDRA,2009,6.0,0.0,0.0,6.0,0.0,,
HULDRA,2010,6.0,0.0,0.0,6.0,0.0,,
HULDRA,2011,6.0,0.0,0.0,6.0,0.0,,
HULDRA,2012,6.0,0.0,0.0,6.0,0.0,,
HULDRA,2013,6.0,0.0,0.0,6.0,0.0,,
HULDRA,2014,6.0,0.0,0.0,6.0,0.0,,
HULDRA,2015,6.0,0.0,0.0,6.0,0.0,,
HULDRA,2016,6.0,0.0,0.0,6.0,0.0,,
HULDRA,2017,6.0,0.0,0.0,6.0,0.0,,
HULDRA,2018,6.0,0.0,0.0,6.0,0.0,,
HULDRA,2019,6.0,0.0,0.0,6.0,0.0,,
HULDRA,2020,6.0,0.0,0.0,6.0,0.0,,
HULDRA,2021,6.0,0.0,0.0,6.0,0.0,,
HULDRA,2022,6.0,0.0,0.0,6.0,0.0,,
