"name","field","npdId","year","operationTime","operationTimeUom","gas","gasUom","water","waterUom","co2","co2Uom","cuttings","cuttingsUom"
"15/9-A-24","SLEIPNER ØST","2316",2022,312.241,"d",0,"Sm3",199128,"Sm3"," ","Sm3"," ","Sm3"
"15/9-A-24","SLEIPNER ØST","2316",2023,105.469,"d",0,"Sm3",83464,"Sm3"," ","Sm3"," ","Sm3"
"15/9-A-24","SLEIPNER ØST","2316",2024,174.457,"d",0,"Sm3",152380,"Sm3"," ","Sm3"," ","Sm3"
"15/9-A-27","SLEIPNER ØST","2386",2022,82.662,"d",0,"Sm3",35844,"Sm3"," ","Sm3"," ","Sm3"
"15/9-A-27","SLEIPNER ØST","2386",2023,250.542,"d",0,"Sm3",162614,"Sm3"," ","Sm3"," ","Sm3"
"15/9-A-27","SLEIPNER ØST","2386",2024,6.986,"d",0,"Sm3",5377,"Sm3"," ","Sm3"," ","Sm3"
"15/9-A-5","SLEIPNER ØST","2397",2022,0.017,"d",0,"Sm3",47,"Sm3"," ","Sm3"," ","Sm3"
"15/9-A-5","SLEIPNER ØST","2397",2023,0.002,"d",0,"Sm3",42,"Sm3"," ","Sm3"," ","Sm3"
"15/9-A-5","SLEIPNER ØST","2397",2024," ","d",0,"Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"16/1-A-1","EDVARD GRIEG","7955",2022,325.9,"d",0,"Sm3",2911780,"Sm3"," ","Sm3"," ","Sm3"
"16/1-A-1","EDVARD GRIEG","7955",2023,343.3,"d",0,"Sm3",2726122,"Sm3"," ","Sm3"," ","Sm3"
"16/1-A-1","EDVARD GRIEG","7955",2024,170,"d",0,"Sm3",1482475,"Sm3"," ","Sm3"," ","Sm3"
"16/1-A-15","EDVARD GRIEG","7958",2024," ","d",65706,"Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"16/1-A-2","EDVARD GRIEG","7582",2022,296.2,"d",32978944,"Sm3",1949557,"Sm3"," ","Sm3"," ","Sm3"
"16/1-A-2","EDVARD GRIEG","7582",2023,234,"d",0,"Sm3",2213105,"Sm3"," ","Sm3"," ","Sm3"
"16/1-A-2","EDVARD GRIEG","7582",2024," ","d",0,"Sm3",1211221,"Sm3"," ","Sm3"," ","Sm3"
"16/1-A-20","EDVARD GRIEG","8254",2022,317.9,"d",0,"Sm3",860720,"Sm3"," ","Sm3"," ","Sm3"
"16/1-A-20","EDVARD GRIEG","8254",2023,314.9,"d",0,"Sm3",760359,"Sm3"," ","Sm3"," ","Sm3"
"16/1-A-20","EDVARD GRIEG","8254",2024,178.1,"d",0,"Sm3",548880,"Sm3"," ","Sm3"," ","Sm3"
"16/1-A-5","EDVARD GRIEG","7956",2022,309.7,"d",0,"Sm3",848827,"Sm3"," ","Sm3"," ","Sm3"
"16/1-A-5","EDVARD GRIEG","7956",2023,309.8,"d",1795425,"Sm3",599964,"Sm3"," ","Sm3"," ","Sm3"
"16/1-A-5","EDVARD GRIEG","7956",2024,162.2,"d",6687097,"Sm3",399555,"Sm3"," ","Sm3"," ","Sm3"
"16/1-A-8 A","EDVARD GRIEG","8463",2024," ","d",63463,"Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"16/1-D-1","IVAR AASEN","7752",2022,276.7,"d"," ","Sm3",483527,"Sm3"," ","Sm3"," ","Sm3"
"16/1-D-1","IVAR AASEN","7752",2023,344.7,"d"," ","Sm3",662301,"Sm3"," ","Sm3"," ","Sm3"
"16/1-D-1","IVAR AASEN","7752",2024,173.4,"d"," ","Sm3",335624,"Sm3"," ","Sm3"," ","Sm3"
"16/1-D-2","IVAR AASEN","8134",2022,320.3,"d"," ","Sm3",1639198,"Sm3"," ","Sm3"," ","Sm3"
"16/1-D-2","IVAR AASEN","8134",2023,348.5,"d"," ","Sm3",1831748,"Sm3"," ","Sm3"," ","Sm3"
"16/1-D-2","IVAR AASEN","8134",2024,173.9,"d"," ","Sm3",902542,"Sm3"," ","Sm3"," ","Sm3"
"16/1-D-3","IVAR AASEN","8135",2022,276,"d"," ","Sm3",359201,"Sm3"," ","Sm3"," ","Sm3"
"16/1-D-3","IVAR AASEN","8135",2023,342.9,"d"," ","Sm3",416944,"Sm3"," ","Sm3"," ","Sm3"
"16/1-D-3","IVAR AASEN","8135",2024,142.3,"d"," ","Sm3",178036,"Sm3"," ","Sm3"," ","Sm3"
"16/1-D-4 A","IVAR AASEN","9402",2022,316.7,"d"," ","Sm3",418443,"Sm3"," ","Sm3"," ","Sm3"
"16/1-D-4 A","IVAR AASEN","9402",2023,350,"d"," ","Sm3",302776,"Sm3"," ","Sm3"," ","Sm3"
"16/1-D-4 A","IVAR AASEN","9402",2024,173,"d"," ","Sm3",132139,"Sm3"," ","Sm3"," ","Sm3"
"16/1-D-5","IVAR AASEN","7912",2022,295.6,"d"," ","Sm3",1170302,"Sm3"," ","Sm3"," ","Sm3"
"16/1-D-5","IVAR AASEN","7912",2023,341.1,"d"," ","Sm3",1261346,"Sm3"," ","Sm3"," ","Sm3"
"16/1-D-5","IVAR AASEN","7912",2024,172.3,"d"," ","Sm3",611206,"Sm3"," ","Sm3"," ","Sm3"
"16/1-D-6 B","IVAR AASEN","8487",2022,136.5,"d"," ","Sm3",138595,"Sm3"," ","Sm3"," ","Sm3"
"16/1-D-6 B","IVAR AASEN","8487",2023,306.2,"d"," ","Sm3",106059,"Sm3"," ","Sm3"," ","Sm3"
"16/1-D-6 B","IVAR AASEN","8487",2024,167.6,"d"," ","Sm3",57263,"Sm3"," ","Sm3"," ","Sm3"
"16/1-D-7","IVAR AASEN","8380",2022,323,"d"," ","Sm3",2587551,"Sm3"," ","Sm3"," ","Sm3"
"16/1-D-7","IVAR AASEN","8380",2023,352.2,"d"," ","Sm3",2283740,"Sm3"," ","Sm3"," ","Sm3"
"16/1-D-7","IVAR AASEN","8380",2024,168.4,"d"," ","Sm3",1131164,"Sm3"," ","Sm3"," ","Sm3"
"16/1-D-8","IVAR AASEN","7909",2022," ","d"," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"16/1-D-8 C","IVAR AASEN","9678",2023,18.9,"d"," ","Sm3",2893,"Sm3"," ","Sm3"," ","Sm3"
"16/1-D-8 C","IVAR AASEN","9678",2024,145.8,"d"," ","Sm3",77172,"Sm3"," ","Sm3"," ","Sm3"
"16/2-D-10","JOHAN SVERDRUP","7901",2022,7.042,"d",5364998,"Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"16/2-D-37","JOHAN SVERDRUP","9444",2022,29.769,"d",0,"Sm3",99366,"Sm3"," ","Sm3"," ","Sm3"
"16/2-D-37","JOHAN SVERDRUP","9444",2023,299.425,"d",0,"Sm3",790931,"Sm3"," ","Sm3"," ","Sm3"
"16/2-D-37","JOHAN SVERDRUP","9444",2024,128.6,"d",0,"Sm3",327521,"Sm3"," ","Sm3"," ","Sm3"
"16/2-D-41","JOHAN SVERDRUP","8922",2022,316.449,"d",0,"Sm3",2737748,"Sm3"," ","Sm3"," ","Sm3"
"16/2-D-41","JOHAN SVERDRUP","8922",2023,356.545,"d",0,"Sm3",3143711,"Sm3"," ","Sm3"," ","Sm3"
"16/2-D-41","JOHAN SVERDRUP","8922",2024,148.902,"d",0,"Sm3",1062778,"Sm3"," ","Sm3"," ","Sm3"
"16/2-D-42","JOHAN SVERDRUP","8923",2022,335.11,"d",0,"Sm3",3268196,"Sm3"," ","Sm3"," ","Sm3"
"16/2-D-42","JOHAN SVERDRUP","8923",2023,340.963,"d",0,"Sm3",3544244,"Sm3"," ","Sm3"," ","Sm3"
"16/2-D-42","JOHAN SVERDRUP","8923",2024,181.675,"d",0,"Sm3",1737214,"Sm3"," ","Sm3"," ","Sm3"
"16/2-D-43","JOHAN SVERDRUP","9443",2023,295.441,"d",36699204,"Sm3",3599215,"Sm3"," ","Sm3"," ","Sm3"
"16/2-D-43","JOHAN SVERDRUP","9443",2024,66.372,"d",0,"Sm3",730878,"Sm3"," ","Sm3"," ","Sm3"
"16/2-D-45","JOHAN SVERDRUP","9445",2023,175.315,"d",0,"Sm3",1688590,"Sm3"," ","Sm3"," ","Sm3"
"16/2-D-45","JOHAN SVERDRUP","9445",2024,181.71,"d",0,"Sm3",1797832,"Sm3"," ","Sm3"," ","Sm3"
"16/2-D-46","JOHAN SVERDRUP","8927",2022,287.959,"d",2516179,"Sm3",2558007,"Sm3"," ","Sm3"," ","Sm3"
"16/2-D-46","JOHAN SVERDRUP","8927",2023,325.689,"d",44558785,"Sm3",3051493,"Sm3"," ","Sm3"," ","Sm3"
"16/2-D-46","JOHAN SVERDRUP","8927",2024,120.009,"d",0,"Sm3",1143585,"Sm3"," ","Sm3"," ","Sm3"
"16/2-D-47","JOHAN SVERDRUP","9854",2023,63.724,"d",0,"Sm3",344318,"Sm3"," ","Sm3"," ","Sm3"
"16/2-D-47","JOHAN SVERDRUP","9854",2024,171.407,"d",0,"Sm3",1761988,"Sm3"," ","Sm3"," ","Sm3"
"16/2-D-9","JOHAN SVERDRUP","7900",2022,6.266,"d",19441959,"Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"16/2-E-1 H","JOHAN SVERDRUP","8189",2022,316.624,"d",0,"Sm3",2934224,"Sm3"," ","Sm3"," ","Sm3"
"16/2-E-1 H","JOHAN SVERDRUP","8189",2023,343.103,"d",0,"Sm3",3530186,"Sm3"," ","Sm3"," ","Sm3"
"16/2-E-1 H","JOHAN SVERDRUP","8189",2024,165.204,"d",0,"Sm3",1688096,"Sm3"," ","Sm3"," ","Sm3"
"16/2-E-2 H","JOHAN SVERDRUP","8190",2022,339.054,"d",0,"Sm3",3448696,"Sm3"," ","Sm3"," ","Sm3"
"16/2-E-2 H","JOHAN SVERDRUP","8190",2023,351.757,"d",0,"Sm3",2993597,"Sm3"," ","Sm3"," ","Sm3"
"16/2-E-2 H","JOHAN SVERDRUP","8190",2024,168.104,"d",0,"Sm3",1207308,"Sm3"," ","Sm3"," ","Sm3"
"16/2-E-3 H","JOHAN SVERDRUP","8191",2022,133.466,"d",0,"Sm3",1309871,"Sm3"," ","Sm3"," ","Sm3"
"16/2-E-3 H","JOHAN SVERDRUP","8191",2023,352.025,"d",0,"Sm3",3393128,"Sm3"," ","Sm3"," ","Sm3"
"16/2-E-3 H","JOHAN SVERDRUP","8191",2024,154.611,"d",0,"Sm3",1598253,"Sm3"," ","Sm3"," ","Sm3"
"16/2-E-4 H","JOHAN SVERDRUP","8192",2022,331.625,"d",0,"Sm3",2680668,"Sm3"," ","Sm3"," ","Sm3"
"16/2-E-4 H","JOHAN SVERDRUP","8192",2023,353.51,"d",0,"Sm3",3877763,"Sm3"," ","Sm3"," ","Sm3"
"16/2-E-4 H","JOHAN SVERDRUP","8192",2024,181.287,"d",0,"Sm3",1885086,"Sm3"," ","Sm3"," ","Sm3"
"16/2-F-11 H","JOHAN SVERDRUP","8108",2022,339.757,"d",0,"Sm3",3387653,"Sm3"," ","Sm3"," ","Sm3"
"16/2-F-11 H","JOHAN SVERDRUP","8108",2023,346.334,"d",0,"Sm3",3263478,"Sm3"," ","Sm3"," ","Sm3"
"16/2-F-11 H","JOHAN SVERDRUP","8108",2024,180.88,"d",0,"Sm3",1917753,"Sm3"," ","Sm3"," ","Sm3"
"16/2-F-12 H","JOHAN SVERDRUP","8109",2022,338.254,"d",0,"Sm3",3340761,"Sm3"," ","Sm3"," ","Sm3"
"16/2-F-12 H","JOHAN SVERDRUP","8109",2023,300.515,"d",0,"Sm3",3012531,"Sm3"," ","Sm3"," ","Sm3"
"16/2-F-12 H","JOHAN SVERDRUP","8109",2024,2.337,"d",0,"Sm3",22763,"Sm3"," ","Sm3"," ","Sm3"
"16/2-F-13 H","JOHAN SVERDRUP","8110",2022,0.178,"d",0,"Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"16/2-F-13 H","JOHAN SVERDRUP","8110",2024,5.307,"d",0,"Sm3",24759,"Sm3"," ","Sm3"," ","Sm3"
"16/2-F-14 H","JOHAN SVERDRUP","8107",2022,338.017,"d",0,"Sm3",2427873,"Sm3"," ","Sm3"," ","Sm3"
"16/2-F-14 H","JOHAN SVERDRUP","8107",2023,347.809,"d",0,"Sm3",2762286,"Sm3"," ","Sm3"," ","Sm3"
"16/2-F-14 H","JOHAN SVERDRUP","8107",2024,176.082,"d",0,"Sm3",1398785,"Sm3"," ","Sm3"," ","Sm3"
"16/2-G-1 H","JOHAN SVERDRUP","8232",2022,317.899,"d",0,"Sm3",1989911,"Sm3"," ","Sm3"," ","Sm3"
"16/2-G-1 H","JOHAN SVERDRUP","8232",2023,340.259,"d",0,"Sm3",2205116,"Sm3"," ","Sm3"," ","Sm3"
"16/2-G-1 H","JOHAN SVERDRUP","8232",2024,181.058,"d",0,"Sm3",1363845,"Sm3"," ","Sm3"," ","Sm3"
"16/2-G-2 H","JOHAN SVERDRUP","8233",2022,240.648,"d",0,"Sm3",1688910,"Sm3"," ","Sm3"," ","Sm3"
"16/2-G-2 H","JOHAN SVERDRUP","8233",2023,311.6,"d",0,"Sm3",2778147,"Sm3"," ","Sm3"," ","Sm3"
"16/2-G-2 H","JOHAN SVERDRUP","8233",2024,176.398,"d",0,"Sm3",1787144,"Sm3"," ","Sm3"," ","Sm3"
"16/2-G-3 H","JOHAN SVERDRUP","8234",2022,228.64,"d",0,"Sm3",1605995,"Sm3"," ","Sm3"," ","Sm3"
"16/2-G-3 H","JOHAN SVERDRUP","8234",2023,290.794,"d",0,"Sm3",2038168,"Sm3"," ","Sm3"," ","Sm3"
"16/2-G-3 H","JOHAN SVERDRUP","8234",2024,166.536,"d",0,"Sm3",1124461,"Sm3"," ","Sm3"," ","Sm3"
"16/2-G-4 H","JOHAN SVERDRUP","8235",2022,204.781,"d",0,"Sm3",1565231,"Sm3"," ","Sm3"," ","Sm3"
"16/2-G-4 H","JOHAN SVERDRUP","8235",2023,285.596,"d",0,"Sm3",1525226,"Sm3"," ","Sm3"," ","Sm3"
"16/2-G-4 H","JOHAN SVERDRUP","8235",2024,127.956,"d",0,"Sm3",766795,"Sm3"," ","Sm3"," ","Sm3"
"16/2-H-3 AH","JOHAN SVERDRUP","9909",2023,45.417,"d",0,"Sm3",215403,"Sm3"," ","Sm3"," ","Sm3"
"16/2-H-3 AH","JOHAN SVERDRUP","9909",2024,177.674,"d",0,"Sm3",823872,"Sm3"," ","Sm3"," ","Sm3"
"16/3-P-1 H","JOHAN SVERDRUP","9480",2023,76.709,"d",0,"Sm3",249997,"Sm3"," ","Sm3"," ","Sm3"
"16/3-P-1 H","JOHAN SVERDRUP","9480",2024,144.243,"d",0,"Sm3",1277649,"Sm3"," ","Sm3"," ","Sm3"
"16/3-P-2 H","JOHAN SVERDRUP","9481",2023,0.995,"d",0,"Sm3",650,"Sm3"," ","Sm3"," ","Sm3"
"16/3-P-2 H","JOHAN SVERDRUP","9481",2024,74.819,"d",0,"Sm3",731268,"Sm3"," ","Sm3"," ","Sm3"
"16/3-P-4 H","JOHAN SVERDRUP","9482",2023,344.036,"d",0,"Sm3",3494484,"Sm3"," ","Sm3"," ","Sm3"
"16/3-P-4 H","JOHAN SVERDRUP","9482",2024,155.445,"d",0,"Sm3",1526625,"Sm3"," ","Sm3"," ","Sm3"
"16/4-BD-1 H","SOLVEIG","9370",2022,84.5,"d",0,"Sm3",236985,"Sm3"," ","Sm3"," ","Sm3"
"16/4-BD-1 H","SOLVEIG","9370",2023,290.8,"d",0,"Sm3",554938,"Sm3"," ","Sm3"," ","Sm3"
"16/4-BD-1 H","SOLVEIG","9370",2024,170.5,"d",0,"Sm3",335805,"Sm3"," ","Sm3"," ","Sm3"
"16/4-BE-1 H","SOLVEIG","9371",2022,123.1,"d",0,"Sm3",300588,"Sm3"," ","Sm3"," ","Sm3"
"16/4-BE-1 H","SOLVEIG","9371",2023,303.2,"d",0,"Sm3",697275,"Sm3"," ","Sm3"," ","Sm3"
"16/4-BE-1 H","SOLVEIG","9371",2024,170.5,"d",0,"Sm3",780868,"Sm3"," ","Sm3"," ","Sm3"
"16/7-A-4 H","SIGYN","7928",2022,194.147,"d",33547748,"Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"16/7-A-4 H","SIGYN","7928",2023,284.676,"d",54250493,"Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"16/7-A-4 H","SIGYN","7928",2024,152.937,"d",32733630,"Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-1 A","EKOFISK","6981",2022,335.98,"d"," ","Sm3",618685,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-1 A","EKOFISK","6981",2023,359.14,"d"," ","Sm3",582654,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-1 A","EKOFISK","6981",2024,178.98,"d"," ","Sm3",292302,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-10 BY2","EKOFISK","8728",2022,278.21,"d"," ","Sm3",135730,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-10 BY2","EKOFISK","8728",2023,354.86,"d"," ","Sm3",292677,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-10 BY2","EKOFISK","8728",2024,176.43,"d"," ","Sm3",128156,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-11 B","EKOFISK","8889",2022,323.35,"d"," ","Sm3",483502,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-11 B","EKOFISK","8889",2023,358.4,"d"," ","Sm3",444871,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-11 B","EKOFISK","8889",2024,174.74,"d"," ","Sm3",186031,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-12 A","EKOFISK","6833",2022,339.29,"d"," ","Sm3",637256,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-12 A","EKOFISK","6833",2023,358.51,"d"," ","Sm3",630477,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-12 A","EKOFISK","6833",2024,178.05,"d"," ","Sm3",298778,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-13 A","EKOFISK","7063",2022,318.44,"d"," ","Sm3",806156,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-13 A","EKOFISK","7063",2023,357.32,"d"," ","Sm3",837445,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-13 A","EKOFISK","7063",2024,177.14,"d"," ","Sm3",414944,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-14","EKOFISK","2513",2022,327.66,"d"," ","Sm3",430851,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-14","EKOFISK","2513",2023,333.12,"d"," ","Sm3",437364,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-14","EKOFISK","2513",2024,174.54,"d"," ","Sm3",226455,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-15 A","EKOFISK","5125",2022,334.52,"d"," ","Sm3",235664,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-15 A","EKOFISK","5125",2023,348.01,"d"," ","Sm3",230336,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-15 A","EKOFISK","5125",2024,165.59,"d"," ","Sm3",89059,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-16 A","EKOFISK","5639",2022,335.48,"d"," ","Sm3",132089,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-16 A","EKOFISK","5639",2023,357.44,"d"," ","Sm3",121357,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-16 A","EKOFISK","5639",2024,178.22,"d"," ","Sm3",57061,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-17 A","EKOFISK","7478",2022,336.05,"d"," ","Sm3",833809,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-17 A","EKOFISK","7478",2023,356.1,"d"," ","Sm3",930818,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-17 A","EKOFISK","7478",2024,176.9,"d"," ","Sm3",449077,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-18 A","EKOFISK","7143",2022,287.76,"d"," ","Sm3",197741,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-18 A","EKOFISK","7143",2023,333.94,"d"," ","Sm3",153853,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-18 A","EKOFISK","7143",2024,177.79,"d"," ","Sm3",68171,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-19 A","EKOFISK","5377",2022,339.16,"d"," ","Sm3",453170,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-19 A","EKOFISK","5377",2023,358.31,"d"," ","Sm3",464426,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-19 A","EKOFISK","5377",2024,177.6,"d"," ","Sm3",238500,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-2 A","EKOFISK","9098",2022,322.56,"d"," ","Sm3",516262,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-2 A","EKOFISK","9098",2023,350.27,"d"," ","Sm3",480826,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-2 A","EKOFISK","9098",2024,178.57,"d"," ","Sm3",215792,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-20 A","EKOFISK","6534",2022,332.6,"d"," ","Sm3",412150,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-20 A","EKOFISK","6534",2023,28.55,"d"," ","Sm3",32975,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-20 A","EKOFISK","6534",2024,80.2,"d"," ","Sm3",97380,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-21 A","EKOFISK","5915",2022,338.91,"d"," ","Sm3",526483,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-21 A","EKOFISK","5915",2023,356.95,"d"," ","Sm3",513556,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-21 A","EKOFISK","5915",2024,175.09,"d"," ","Sm3",249203,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-22","EKOFISK","673",2022," ","d"," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-22","EKOFISK","673",2023," ","d"," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-22","EKOFISK","673",2024," ","d"," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-23 A","EKOFISK","9175",2022,336.47,"d"," ","Sm3",128562,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-23 A","EKOFISK","9175",2023,357.87,"d"," ","Sm3",105585,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-23 A","EKOFISK","9175",2024,178.69,"d"," ","Sm3",48658,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-24 A","EKOFISK","9560",2022,83.46,"d"," ","Sm3",54106,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-24 A","EKOFISK","9560",2023,351.52,"d"," ","Sm3",215098,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-24 A","EKOFISK","9560",2024,173.84,"d"," ","Sm3",81488,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-25 AY2","EKOFISK","8808",2022,311.16,"d"," ","Sm3",446329,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-25 AY2","EKOFISK","8808",2023,346.34,"d"," ","Sm3",466017,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-25 AY2","EKOFISK","8808",2024,176,"d"," ","Sm3",231612,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-26 B","EKOFISK","9499",2022," ","d"," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-26 B","EKOFISK","9499",2023,106.6,"d"," ","Sm3",97137,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-26 B","EKOFISK","9499",2024,19.6,"d"," ","Sm3",13501,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-27 A","EKOFISK","5126",2022,333.71,"d"," ","Sm3",372744,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-27 A","EKOFISK","5126",2023,356.71,"d"," ","Sm3",370038,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-27 A","EKOFISK","5126",2024,176.04,"d"," ","Sm3",177983,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-28 A","EKOFISK","6303",2022,313.53,"d"," ","Sm3",136085,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-28 A","EKOFISK","6303",2023,307.64,"d"," ","Sm3",168662,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-28 A","EKOFISK","6303",2024,176.73,"d"," ","Sm3",91362,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-29 A","EKOFISK","6053",2022,337.95,"d"," ","Sm3",412415,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-29 A","EKOFISK","6053",2023,350.54,"d"," ","Sm3",376855,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-29 A","EKOFISK","6053",2024,176.8,"d"," ","Sm3",170581,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-3","EKOFISK","865",2023," ","d"," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-3","EKOFISK","865",2024," ","d"," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-30 A","EKOFISK","6220",2022,275.47,"d"," ","Sm3",352171,"Sm3"," ","Sm3"," ","Sm3"
"2/4-K-30 A","EKOFISK","6220",2023,350.67,"d"," ","Sm3",448879,"Sm3"," ","Sm3"," ","Sm3"
