"name","npdId","year","gas","gasUom","water","waterUom","CO2","CO2Uom","cuttings","cuttingsUom"
"SKULD",21350124,2024," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"SLEIPNER ØST",43478,2000,2615761980,"Sm3"," ","Sm3"," ","Sm3"," ","Sm3"
"SLEIPNER ØST",43478,2001,3841892700,"Sm3"," ","Sm3"," ","Sm3"," ","Sm3"
"SLEIPNER ØST",43478,2002,1538722704,"Sm3"," ","Sm3"," ","Sm3"," ","Sm3"
"SLEIPNER ØST",43478,2003,690636858,"Sm3"," ","Sm3"," ","Sm3"," ","Sm3"
"SLEIPNER ØST",43478,2004,255349687,"Sm3"," ","Sm3"," ","Sm3"," ","Sm3"
"SLEIPNER ØST",43478,2005,137540011,"Sm3"," ","Sm3"," ","Sm3"," ","Sm3"
"SLEIPNER ØST",43478,2006,380,"Sm3"," ","Sm3"," ","Sm3"," ","Sm3"
"SLEIPNER ØST",43478,2007,0,"Sm3"," ","Sm3"," ","Sm3"," ","Sm3"
"SLEIPNER ØST",43478,2008,0,"Sm3"," ","Sm3"," ","Sm3"," ","Sm3"
"SLEIPNER ØST",43478,2009,0,"Sm3"," ","Sm3"," ","Sm3"," ","Sm3"
"SLEIPNER ØST",43478,2010,0,"Sm3"," ","Sm3",107643136,"Sm3"," ","Sm3"
"SLEIPNER ØST",43478,2011," ","Sm3"," ","Sm3",499561410,"Sm3"," ","Sm3"
"SLEIPNER ØST",43478,2012," ","Sm3"," ","Sm3",452576726,"Sm3"," ","Sm3"
"SLEIPNER ØST",43478,2013," ","Sm3"," ","Sm3",377514277,"Sm3"," ","Sm3"
"SLEIPNER ØST",43478,2014,614626,"Sm3",258489,"Sm3",354089463,"Sm3"," ","Sm3"
"SLEIPNER ØST",43478,2015,0,"Sm3",555725,"Sm3",380221089,"Sm3"," ","Sm3"
"SLEIPNER ØST",43478,2016,0,"Sm3",477805,"Sm3",339845946,"Sm3"," ","Sm3"
"SLEIPNER ØST",43478,2017," ","Sm3",308338,"Sm3",299504574,"Sm3"," ","Sm3"
"SLEIPNER ØST",43478,2018," ","Sm3",296658,"Sm3",273343908,"Sm3"," ","Sm3"
"SLEIPNER ØST",43478,2019," ","Sm3",243845,"Sm3",258769215,"Sm3"," ","Sm3"
"SLEIPNER ØST",43478,2020," ","Sm3",460329,"Sm3",279882011,"Sm3"," ","Sm3"
"SLEIPNER ØST",43478,2021," ","Sm3",296573,"Sm3",139658732,"Sm3"," ","Sm3"
"SLEIPNER ØST",43478,2022," ","Sm3",248949,"Sm3",61593005,"Sm3"," ","Sm3"
"SLEIPNER ØST",43478,2023," ","Sm3",246120,"Sm3",56735337,"Sm3"," ","Sm3"
"SLEIPNER ØST",43478,2024," ","Sm3",28836,"Sm3",0,"Sm3"," ","Sm3"
"SNORRE",43718,2000,1114400941,"Sm3",13139848,"Sm3"," ","Sm3"," ","Sm3"
"SNORRE",43718,2001,1061478920,"Sm3",12324228,"Sm3"," ","Sm3"," ","Sm3"
"SNORRE",43718,2002,1042000370,"Sm3",11157434,"Sm3"," ","Sm3"," ","Sm3"
"SNORRE",43718,2003,1440329360,"Sm3",16077611,"Sm3"," ","Sm3"," ","Sm3"
"SNORRE",43718,2004,1806132865,"Sm3",17129929,"Sm3"," ","Sm3"," ","Sm3"
"SNORRE",43718,2005,1166889908,"Sm3",11806547,"Sm3"," ","Sm3"," ","Sm3"
"SNORRE",43718,2006,1332851574,"Sm3",12708792,"Sm3"," ","Sm3"," ","Sm3"
"SNORRE",43718,2007,1539644944,"Sm3",16447711,"Sm3"," ","Sm3"," ","Sm3"
"SNORRE",43718,2008,1488368169,"Sm3",16167938,"Sm3"," ","Sm3"," ","Sm3"
"SNORRE",43718,2009,1218287058,"Sm3",13561435,"Sm3"," ","Sm3"," ","Sm3"
"SNORRE",43718,2010,1323399305,"Sm3",12106093,"Sm3"," ","Sm3"," ","Sm3"
"SNORRE",43718,2011,1133803908,"Sm3",10683117,"Sm3"," ","Sm3"," ","Sm3"
"SNORRE",43718,2012,1244575141,"Sm3",10001325,"Sm3"," ","Sm3"," ","Sm3"
"SNORRE",43718,2013,1401522543,"Sm3",10814668,"Sm3"," ","Sm3"," ","Sm3"
"SNORRE",43718,2014,1664639133,"Sm3",12479376,"Sm3"," ","Sm3"," ","Sm3"
"SNORRE",43718,2015,1948915243,"Sm3",14281639,"Sm3"," ","Sm3"," ","Sm3"
"SNORRE",43718,2016,1879306216,"Sm3",14101468,"Sm3"," ","Sm3"," ","Sm3"
"SNORRE",43718,2017,1472591589,"Sm3",13034000,"Sm3"," ","Sm3"," ","Sm3"
"SNORRE",43718,2018,1666936105,"Sm3",15383538,"Sm3"," ","Sm3"," ","Sm3"
"SNORRE",43718,2019,1294041276,"Sm3",7179110,"Sm3"," ","Sm3"," ","Sm3"
"SNORRE",43718,2020,1304090425,"Sm3",10526303,"Sm3"," ","Sm3"," ","Sm3"
"SNORRE",43718,2021,2157403733,"Sm3",11252850,"Sm3"," ","Sm3"," ","Sm3"
"SNORRE",43718,2022,1945385928,"Sm3",14201703,"Sm3"," ","Sm3"," ","Sm3"
"SNORRE",43718,2023,1786674783,"Sm3",10326778,"Sm3"," ","Sm3"," ","Sm3"
"SNORRE",43718,2024,143350572,"Sm3",1080031,"Sm3"," ","Sm3"," ","Sm3"
"SNØHVIT",2053062,2007," ","Sm3"," ","Sm3",0,"Sm3"," ","Sm3"
"SNØHVIT",2053062,2008," ","Sm3"," ","Sm3",106053370,"Sm3"," ","Sm3"
"SNØHVIT",2053062,2009," ","Sm3"," ","Sm3",165521018,"Sm3"," ","Sm3"
"SNØHVIT",2053062,2010," ","Sm3"," ","Sm3",247110934,"Sm3"," ","Sm3"
"SNØHVIT",2053062,2011," ","Sm3"," ","Sm3",216553700,"Sm3"," ","Sm3"
"SNØHVIT",2053062,2012," ","Sm3"," ","Sm3",263042907,"Sm3"," ","Sm3"
"SNØHVIT",2053062,2013," ","Sm3"," ","Sm3",251820986,"Sm3"," ","Sm3"
"SNØHVIT",2053062,2014," ","Sm3"," ","Sm3",315183490,"Sm3"," ","Sm3"
"SNØHVIT",2053062,2015," ","Sm3"," ","Sm3",364960064,"Sm3"," ","Sm3"
"SNØHVIT",2053062,2016," ","Sm3"," ","Sm3",402871229,"Sm3"," ","Sm3"
"SNØHVIT",2053062,2017," ","Sm3"," ","Sm3",365445790,"Sm3"," ","Sm3"
"SNØHVIT",2053062,2018," ","Sm3"," ","Sm3",407138562,"Sm3"," ","Sm3"
"SNØHVIT",2053062,2019," ","Sm3"," ","Sm3",387231130,"Sm3"," ","Sm3"
"SNØHVIT",2053062,2020," ","Sm3"," ","Sm3",226744934,"Sm3"," ","Sm3"
"SNØHVIT",2053062,2021," ","Sm3"," ","Sm3",0,"Sm3"," ","Sm3"
"SNØHVIT",2053062,2022," ","Sm3"," ","Sm3",216037396,"Sm3"," ","Sm3"
"SNØHVIT",2053062,2023," ","Sm3"," ","Sm3",352883283,"Sm3"," ","Sm3"
"SNØHVIT",2053062,2024," ","Sm3"," ","Sm3",35505266,"Sm3"," ","Sm3"
"SOLVEIG",34833011,2021," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"SOLVEIG",34833011,2022," ","Sm3",537575,"Sm3"," ","Sm3"," ","Sm3"
"SOLVEIG",34833011,2023," ","Sm3",1252212,"Sm3"," ","Sm3"," ","Sm3"
"SOLVEIG",34833011,2024," ","Sm3",204905,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD",43658,2000,4732385067,"Sm3",58235354,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD",43658,2001,4839551645,"Sm3",55072873,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD",43658,2002,4316538305,"Sm3",51123153,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD",43658,2003,3833035547,"Sm3",57918955,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD",43658,2004,3389775127,"Sm3",51946221,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD",43658,2005,2175807777,"Sm3",51122138,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD",43658,2006,1218322883,"Sm3",46371766,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD",43658,2007,1085612518,"Sm3",42799899,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD",43658,2008,230927344,"Sm3",24622220,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD",43658,2009,2675300,"Sm3",125528,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD",43658,2010,31930570,"Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD",43658,2011,31608286,"Sm3",1,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD",43658,2012,6292910,"Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD",43658,2013,36195145,"Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD",43658,2014,29093515,"Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD",43658,2015,97492226,"Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD",43658,2016,164681014,"Sm3"," ","Sm3"," ","Sm3"," ","Sm3"
"STATFJORD",43658,2017,160575744,"Sm3"," ","Sm3"," ","Sm3"," ","Sm3"
"STATFJORD",43658,2018,137882364,"Sm3"," ","Sm3"," ","Sm3"," ","Sm3"
"STATFJORD",43658,2019,141819173,"Sm3",756,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD",43658,2020,108927112,"Sm3",309947,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD",43658,2021,76182947,"Sm3",375879,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD",43658,2022,38450325,"Sm3",240930,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD",43658,2023,25372634,"Sm3",570888,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD",43658,2024,8984146,"Sm3",23824,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD NORD",43679,2000," ","Sm3",8304260,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD NORD",43679,2001," ","Sm3",9188398,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD NORD",43679,2002," ","Sm3",7665234,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD NORD",43679,2003," ","Sm3",7697544,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD NORD",43679,2004," ","Sm3",6973481,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD NORD",43679,2005," ","Sm3",5903296,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD NORD",43679,2006," ","Sm3",4635002,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD NORD",43679,2007," ","Sm3",5503240,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD NORD",43679,2008," ","Sm3",3179945,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD NORD",43679,2009," ","Sm3",7347,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD NORD",43679,2010," ","Sm3",2082713,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD NORD",43679,2011," ","Sm3",2630546,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD NORD",43679,2012," ","Sm3",832623,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD NORD",43679,2013," ","Sm3",1232615,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD NORD",43679,2014," ","Sm3",1695254,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD NORD",43679,2015," ","Sm3",2126220,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD NORD",43679,2016," ","Sm3",3174290,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD NORD",43679,2017," ","Sm3",3370634,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD NORD",43679,2018," ","Sm3",3247935,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD NORD",43679,2019," ","Sm3",3662946,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD NORD",43679,2020," ","Sm3",5652637,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD NORD",43679,2021," ","Sm3",4857976,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD NORD",43679,2022," ","Sm3",4400606,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD NORD",43679,2023," ","Sm3",3223112,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD NORD",43679,2024," ","Sm3",558748,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD ØST",43672,2000," ","Sm3",6332700,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD ØST",43672,2001," ","Sm3",5964950,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD ØST",43672,2002," ","Sm3",5811519,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD ØST",43672,2003," ","Sm3",6270358,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD ØST",43672,2004," ","Sm3",5962913,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD ØST",43672,2005," ","Sm3",6098853,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD ØST",43672,2006," ","Sm3",5011033,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD ØST",43672,2007," ","Sm3",5580084,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD ØST",43672,2008," ","Sm3",3158583,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD ØST",43672,2009," ","Sm3",75039,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD ØST",43672,2010," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD ØST",43672,2011," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD ØST",43672,2016," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD ØST",43672,2017," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD ØST",43672,2018," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD ØST",43672,2019," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD ØST",43672,2020," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD ØST",43672,2021," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD ØST",43672,2022," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD ØST",43672,2023," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"STATFJORD ØST",43672,2024," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"SYGNA",104718,2000," ","Sm3",508977,"Sm3"," ","Sm3"," ","Sm3"
"SYGNA",104718,2001," ","Sm3",2572522,"Sm3"," ","Sm3"," ","Sm3"
"SYGNA",104718,2002," ","Sm3",2389597,"Sm3"," ","Sm3"," ","Sm3"
"SYGNA",104718,2003," ","Sm3",2615971,"Sm3"," ","Sm3"," ","Sm3"
"SYGNA",104718,2004," ","Sm3",2097102,"Sm3"," ","Sm3"," ","Sm3"
"SYGNA",104718,2005," ","Sm3",2239759,"Sm3"," ","Sm3"," ","Sm3"
"SYGNA",104718,2006," ","Sm3",1805131,"Sm3"," ","Sm3"," ","Sm3"
"SYGNA",104718,2007," ","Sm3",2055500,"Sm3"," ","Sm3"," ","Sm3"
"SYGNA",104718,2008," ","Sm3",2315146,"Sm3"," ","Sm3"," ","Sm3"
"SYGNA",104718,2009," ","Sm3",861132,"Sm3"," ","Sm3"," ","Sm3"
"SYGNA",104718,2010," ","Sm3",14410,"Sm3"," ","Sm3"," ","Sm3"
"SYGNA",104718,2011," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"SYGNA",104718,2015," ","Sm3",1077836,"Sm3"," ","Sm3"," ","Sm3"
"SYGNA",104718,2016," ","Sm3",1469228,"Sm3"," ","Sm3"," ","Sm3"
"SYGNA",104718,2017," ","Sm3",1206766,"Sm3"," ","Sm3"," ","Sm3"
"SYGNA",104718,2018," ","Sm3",1358315,"Sm3"," ","Sm3"," ","Sm3"
"SYGNA",104718,2019," ","Sm3",1790235,"Sm3"," ","Sm3"," ","Sm3"
"SYGNA",104718,2020," ","Sm3",1981391,"Sm3"," ","Sm3"," ","Sm3"
"SYGNA",104718,2021," ","Sm3",1457741,"Sm3"," ","Sm3"," ","Sm3"
"SYGNA",104718,2022," ","Sm3",1600756,"Sm3"," ","Sm3"," ","Sm3"
"SYGNA",104718,2023," ","Sm3",599712,"Sm3"," ","Sm3"," ","Sm3"
"SYGNA",104718,2024," ","Sm3",156639,"Sm3"," ","Sm3"," ","Sm3"
"TOR",43520,2000," ","Sm3",516886,"Sm3"," ","Sm3"," ","Sm3"
"TOR",43520,2001," ","Sm3",785584,"Sm3"," ","Sm3"," ","Sm3"
"TOR",43520,2002," ","Sm3",647417,"Sm3"," ","Sm3"," ","Sm3"
"TOR",43520,2003," ","Sm3",371502,"Sm3"," ","Sm3"," ","Sm3"
"TOR",43520,2004," ","Sm3",336871,"Sm3"," ","Sm3"," ","Sm3"
"TOR",43520,2005," ","Sm3",236404,"Sm3"," ","Sm3"," ","Sm3"
"TOR",43520,2006," ","Sm3",197475,"Sm3"," ","Sm3"," ","Sm3"
"TOR",43520,2007," ","Sm3",191035,"Sm3"," ","Sm3"," ","Sm3"
"TOR",43520,2008," ","Sm3",190889,"Sm3"," ","Sm3"," ","Sm3"
"TOR",43520,2009," ","Sm3",226005,"Sm3"," ","Sm3"," ","Sm3"
"TOR",43520,2010," ","Sm3",156526,"Sm3"," ","Sm3"," ","Sm3"
"TOR",43520,2011," ","Sm3",188122,"Sm3"," ","Sm3"," ","Sm3"
"TOR",43520,2012," ","Sm3",821297,"Sm3"," ","Sm3"," ","Sm3"
"TOR",43520,2013," ","Sm3",59548,"Sm3"," ","Sm3"," ","Sm3"
"TOR",43520,2014," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"TORDIS",43725,2000,0,"Sm3",2586611,"Sm3"," ","Sm3"," ","Sm3"
"TORDIS",43725,2001,0,"Sm3",2734718,"Sm3"," ","Sm3"," ","Sm3"
"TORDIS",43725,2002,0,"Sm3",3019838,"Sm3"," ","Sm3"," ","Sm3"
"TORDIS",43725,2003,0,"Sm3",4357029,"Sm3"," ","Sm3"," ","Sm3"
"TORDIS",43725,2004," ","Sm3",5019308,"Sm3"," ","Sm3"," ","Sm3"
"TORDIS",43725,2005," ","Sm3",4442399,"Sm3"," ","Sm3"," ","Sm3"
"TORDIS",43725,2006," ","Sm3",3874996,"Sm3"," ","Sm3"," ","Sm3"
"TORDIS",43725,2007," ","Sm3",2510505,"Sm3"," ","Sm3"," ","Sm3"
"TORDIS",43725,2008," ","Sm3",1486714,"Sm3"," ","Sm3"," ","Sm3"
"TORDIS",43725,2009," ","Sm3",190174,"Sm3"," ","Sm3"," ","Sm3"
"TORDIS",43725,2010," ","Sm3",782317,"Sm3"," ","Sm3"," ","Sm3"
"TORDIS",43725,2011," ","Sm3",210936,"Sm3"," ","Sm3"," ","Sm3"
"TORDIS",43725,2012," ","Sm3",159567,"Sm3"," ","Sm3"," ","Sm3"
"TORDIS",43725,2013," ","Sm3",30708,"Sm3"," ","Sm3"," ","Sm3"
"TORDIS",43725,2014," ","Sm3",1483229,"Sm3"," ","Sm3"," ","Sm3"
"TORDIS",43725,2015," ","Sm3",2228494,"Sm3"," ","Sm3"," ","Sm3"
"TORDIS",43725,2016," ","Sm3",3035119,"Sm3"," ","Sm3"," ","Sm3"
"TORDIS",43725,2017," ","Sm3",3327226,"Sm3"," ","Sm3"," ","Sm3"
"TORDIS",43725,2018," ","Sm3",4132379,"Sm3"," ","Sm3"," ","Sm3"
"TORDIS",43725,2019," ","Sm3",3617232,"Sm3"," ","Sm3"," ","Sm3"
"TORDIS",43725,2020," ","Sm3",3627909,"Sm3"," ","Sm3"," ","Sm3"
"TORDIS",43725,2021," ","Sm3",2886024,"Sm3"," ","Sm3"," ","Sm3"
"TORDIS",43725,2022," ","Sm3",3204800,"Sm3"," ","Sm3"," ","Sm3"
"TORDIS",43725,2023," ","Sm3",3210819,"Sm3"," ","Sm3"," ","Sm3"
"TORDIS",43725,2024," ","Sm3",338956,"Sm3"," ","Sm3"," ","Sm3"
"TRESTAKK",29396445,2019,155738615,"Sm3"," ","Sm3"," ","Sm3"," ","Sm3"
"TRESTAKK",29396445,2020,289728546,"Sm3"," ","Sm3"," ","Sm3"," ","Sm3"
"TRESTAKK",29396445,2021,360840653,"Sm3"," ","Sm3"," ","Sm3"," ","Sm3"
"TRESTAKK",29396445,2022,454178342,"Sm3"," ","Sm3"," ","Sm3"," ","Sm3"
"TRESTAKK",29396445,2023,559747989,"Sm3"," ","Sm3"," ","Sm3"," ","Sm3"
"TRESTAKK",29396445,2024,46245711,"Sm3"," ","Sm3"," ","Sm3"," ","Sm3"
"TROLL",46437,2000,926306186,"Sm3",13253,"Sm3"," ","Sm3"," ","Sm3"
"TROLL",46437,2001,648314525,"Sm3",244783,"Sm3"," ","Sm3"," ","Sm3"
"TROLL",46437,2002,273198252,"Sm3",1048211,"Sm3"," ","Sm3"," ","Sm3"
"TROLL",46437,2003,421700288,"Sm3",680007,"Sm3"," ","Sm3"," ","Sm3"
"TROLL",46437,2004,286811662,"Sm3",214171,"Sm3"," ","Sm3"," ","Sm3"
"TROLL",46437,2005,673155247,"Sm3",170593,"Sm3"," ","Sm3"," ","Sm3"
"TROLL",46437,2006,742870032,"Sm3",144670,"Sm3"," ","Sm3"," ","Sm3"
"TROLL",46437,2007,870610527,"Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"TROLL",46437,2008,845185975,"Sm3",167832,"Sm3"," ","Sm3"," ","Sm3"
"TROLL",46437,2009,867270269,"Sm3",1127902,"Sm3"," ","Sm3"," ","Sm3"
"TROLL",46437,2010,807201745,"Sm3",1059342,"Sm3"," ","Sm3"," ","Sm3"
"TROLL",46437,2011,1553629301,"Sm3",733869,"Sm3"," ","Sm3"," ","Sm3"
"TROLL",46437,2012,1688409010,"Sm3",786164,"Sm3"," ","Sm3"," ","Sm3"
"TROLL",46437,2013,1675972805,"Sm3",687026,"Sm3"," ","Sm3"," ","Sm3"
"TROLL",46437,2014,2315000756,"Sm3",370096,"Sm3"," ","Sm3"," ","Sm3"
"TROLL",46437,2015,2581044796,"Sm3",62142,"Sm3"," ","Sm3"," ","Sm3"
"TROLL",46437,2016,2618045975,"Sm3",27,"Sm3"," ","Sm3"," ","Sm3"
"TROLL",46437,2017,2702340791,"Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"TROLL",46437,2018,2459540946,"Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"TROLL",46437,2019,2548590800,"Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"TROLL",46437,2020,2088315553,"Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"TROLL",46437,2021,1450658113,"Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"TROLL",46437,2022,1228120915,"Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"TROLL",46437,2023,1238292186,"Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"TROLL",46437,2024,100556900,"Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"TYRIHANS",3960848,2009,160984213,"Sm3"," ","Sm3"," ","Sm3"," ","Sm3"
"TYRIHANS",3960848,2010,1882772744,"Sm3"," ","Sm3"," ","Sm3"," ","Sm3"
"TYRIHANS",3960848,2011,2614562690,"Sm3"," ","Sm3"," ","Sm3"," ","Sm3"
"TYRIHANS",3960848,2012,2960135154,"Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"TYRIHANS",3960848,2013,2624758748,"Sm3",1945632,"Sm3"," ","Sm3"," ","Sm3"
"TYRIHANS",3960848,2014,2649725250,"Sm3",3041230,"Sm3"," ","Sm3"," ","Sm3"
"TYRIHANS",3960848,2015,2248931717,"Sm3",1922005,"Sm3"," ","Sm3"," ","Sm3"
"TYRIHANS",3960848,2016,1625153210,"Sm3",480793,"Sm3"," ","Sm3"," ","Sm3"
"TYRIHANS",3960848,2017,1134782020,"Sm3",144632,"Sm3"," ","Sm3"," ","Sm3"
"TYRIHANS",3960848,2018,754309159,"Sm3",145244,"Sm3"," ","Sm3"," ","Sm3"
"TYRIHANS",3960848,2019,1526695,"Sm3",143256,"Sm3"," ","Sm3"," ","Sm3"
"TYRIHANS",3960848,2020,90616,"Sm3",127908,"Sm3"," ","Sm3"," ","Sm3"
"TYRIHANS",3960848,2021,802528,"Sm3",133286,"Sm3"," ","Sm3"," ","Sm3"
"TYRIHANS",3960848,2022,131420,"Sm3",58201,"Sm3"," ","Sm3"," ","Sm3"
"TYRIHANS",3960848,2023,0,"Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"TYRIHANS",3960848,2024,0,"Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"ULA",43800,2000,86763375,"Sm3",5159941,"Sm3"," ","Sm3"," ","Sm3"
"ULA",43800,2001,196067166,"Sm3",5079693,"Sm3"," ","Sm3"," ","Sm3"
"ULA",43800,2002,431400674,"Sm3",3152734,"Sm3"," ","Sm3"," ","Sm3"
"ULA",43800,2003,437311515,"Sm3",3304346,"Sm3"," ","Sm3"," ","Sm3"
"ULA",43800,2004,327264592,"Sm3",4104523,"Sm3"," ","Sm3"," ","Sm3"
"ULA",43800,2005,484070715,"Sm3",3589264,"Sm3"," ","Sm3"," ","Sm3"
"ULA",43800,2006,406033561,"Sm3",2678820,"Sm3"," ","Sm3"," ","Sm3"
"ULA",43800,2007,352900202,"Sm3",912302,"Sm3"," ","Sm3"," ","Sm3"
"ULA",43800,2008,249531231,"Sm3",1509616,"Sm3"," ","Sm3"," ","Sm3"
"ULA",43800,2009,389299686,"Sm3",1205857,"Sm3"," ","Sm3"," ","Sm3"
"ULA",43800,2010,470617789,"Sm3",1846225,"Sm3"," ","Sm3"," ","Sm3"
"ULA",43800,2011,356566197,"Sm3",2658766,"Sm3"," ","Sm3"," ","Sm3"
"ULA",43800,2012,280879101,"Sm3",1603793,"Sm3"," ","Sm3"," ","Sm3"
"ULA",43800,2013,301069325,"Sm3",1445702,"Sm3"," ","Sm3"," ","Sm3"
"ULA",43800,2014,503182197,"Sm3",2193213,"Sm3"," ","Sm3"," ","Sm3"
"ULA",43800,2015,364335000,"Sm3",2733112,"Sm3"," ","Sm3"," ","Sm3"
"ULA",43800,2016,329778462,"Sm3",2330676,"Sm3"," ","Sm3"," ","Sm3"
"ULA",43800,2017,473117985,"Sm3",2315741,"Sm3"," ","Sm3"," ","Sm3"
"ULA",43800,2018,344795677,"Sm3",3252694,"Sm3"," ","Sm3"," ","Sm3"
"ULA",43800,2019,309892336,"Sm3",2031849,"Sm3"," ","Sm3"," ","Sm3"
"ULA",43800,2020,402519583,"Sm3",3660529,"Sm3"," ","Sm3"," ","Sm3"
"ULA",43800,2021,226446579,"Sm3",4165335,"Sm3"," ","Sm3"," ","Sm3"
"ULA",43800,2022,155011945,"Sm3",3006058,"Sm3"," ","Sm3"," ","Sm3"
"ULA",43800,2023,227923551,"Sm3",3345350,"Sm3"," ","Sm3"," ","Sm3"
"ULA",43800,2024,6313333,"Sm3",282664,"Sm3"," ","Sm3"," ","Sm3"
"URD",2834734,2005," ","Sm3",376238,"Sm3"," ","Sm3"," ","Sm3"
"URD",2834734,2006," ","Sm3",3229009,"Sm3"," ","Sm3"," ","Sm3"
"URD",2834734,2007,14366588,"Sm3",1162444,"Sm3"," ","Sm3"," ","Sm3"
"URD",2834734,2008," ","Sm3",853287,"Sm3"," ","Sm3"," ","Sm3"
"URD",2834734,2009," ","Sm3",708450,"Sm3"," ","Sm3"," ","Sm3"
