"name","npdId","year","month","gas","gasUom","water","waterUom","CO2","CO2Uom","cuttings","cuttingsUom"
"BRAGE",43651,2017,12,4736529,"Sm3",723417,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2018,1,4585975,"Sm3",705249,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2018,2,9198387,"Sm3",637955,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2018,3,13688394,"Sm3",491776,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2018,4,15198939,"Sm3",664187,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2018,5,389470,"Sm3",144802,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2018,6,748920,"Sm3",680763,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2018,7,175360,"Sm3",724469,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2018,8,0,"Sm3",569242,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2018,9,0,"Sm3",740354,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2018,10,0,"Sm3",921115,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2018,11,194355,"Sm3",938175,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2018,12,224870,"Sm3",1156190,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2019,1,224302,"Sm3",1023568,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2019,2,0,"Sm3",1070026,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2019,3,0,"Sm3",968155,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2019,4,0,"Sm3",676109,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2019,5,95697,"Sm3",481826,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2019,6,120796,"Sm3",1073182,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2019,7,160806,"Sm3",928682,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2019,8,9105,"Sm3",1027974,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2019,9,0,"Sm3",923292,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2019,10,294691,"Sm3",922065,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2019,11,0,"Sm3",938556,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2019,12,0,"Sm3",955533,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2020,1,28966,"Sm3",1055566,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2020,2,76386,"Sm3",759274,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2020,3,0,"Sm3",792692,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2020,4,0,"Sm3",902399,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2020,5,137887,"Sm3",560783,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2020,6,128281,"Sm3",83948,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2020,7,0,"Sm3",227986,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2020,8,0,"Sm3",640773,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2020,9,0,"Sm3",314935,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2020,10,0,"Sm3",794778,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2020,11,115477,"Sm3",791053,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2020,12,0,"Sm3",938851,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2021,1,0,"Sm3",1011482,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2021,2,0,"Sm3",607299,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2021,3,0,"Sm3",969920,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2021,4,0,"Sm3",744102,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2021,5,48093,"Sm3",935995,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2021,6,3635,"Sm3",957793,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2021,7,0,"Sm3",961888,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2021,8,3,"Sm3",873494,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2021,9,0,"Sm3",391890,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2021,10,302712,"Sm3",65641,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2021,11,274575,"Sm3",765347,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2021,12,0,"Sm3",935054,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2022,1,0,"Sm3",759460,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2022,2,0,"Sm3",854138,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2022,3,0,"Sm3",934788,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2022,4,0,"Sm3",753220,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2022,5,0,"Sm3",749643,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2022,6,0,"Sm3",844641,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2022,7,0,"Sm3",884479,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2022,8,0,"Sm3",893239,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2022,9,0,"Sm3",33000,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2022,10,0,"Sm3",320778,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2022,11,0,"Sm3",774046,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2022,12,0,"Sm3",801923,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2023,1,0,"Sm3",797847,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2023,2,0,"Sm3",731187,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2023,3,0,"Sm3",920983,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2023,4,0,"Sm3",578841,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2023,5,0,"Sm3",899354,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2023,6,0,"Sm3",857453,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2023,7,0,"Sm3",917510,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2023,8,0,"Sm3",756138,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2023,9,0,"Sm3",305551,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2023,10,0,"Sm3",466690,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2023,11,0,"Sm3",555656,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2023,12,0,"Sm3",463046,"Sm3"," ","Sm3"," ","Sm3"
"BRAGE",43651,2024,1,0,"Sm3",258572,"Sm3"," ","Sm3"," ","Sm3"
"BRYNHILD",21123063,2014,12," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BRYNHILD",21123063,2015,1," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BRYNHILD",21123063,2015,2," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BRYNHILD",21123063,2015,3," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BRYNHILD",21123063,2015,4," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BRYNHILD",21123063,2015,5," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BRYNHILD",21123063,2015,6," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BRYNHILD",21123063,2015,7," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BRYNHILD",21123063,2015,8," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BRYNHILD",21123063,2015,9," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BRYNHILD",21123063,2015,10," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BRYNHILD",21123063,2015,11," ","Sm3",464,"Sm3"," ","Sm3"," ","Sm3"
"BRYNHILD",21123063,2015,12," ","Sm3",1311,"Sm3"," ","Sm3"," ","Sm3"
"BRYNHILD",21123063,2016,1," ","Sm3",4596,"Sm3"," ","Sm3"," ","Sm3"
"BRYNHILD",21123063,2016,2," ","Sm3",9701,"Sm3"," ","Sm3"," ","Sm3"
"BRYNHILD",21123063,2016,3," ","Sm3",2558,"Sm3"," ","Sm3"," ","Sm3"
"BRYNHILD",21123063,2016,4," ","Sm3",1986,"Sm3"," ","Sm3"," ","Sm3"
"BRYNHILD",21123063,2016,5," ","Sm3",23884,"Sm3"," ","Sm3"," ","Sm3"
"BRYNHILD",21123063,2016,6," ","Sm3",22962,"Sm3"," ","Sm3"," ","Sm3"
"BRYNHILD",21123063,2016,7," ","Sm3",35284,"Sm3"," ","Sm3"," ","Sm3"
"BRYNHILD",21123063,2016,8," ","Sm3",27371,"Sm3"," ","Sm3"," ","Sm3"
"BRYNHILD",21123063,2016,9," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BRYNHILD",21123063,2016,10," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BRYNHILD",21123063,2016,11," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BRYNHILD",21123063,2016,12," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BRYNHILD",21123063,2017,1," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BRYNHILD",21123063,2017,2," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BRYNHILD",21123063,2017,3," ","Sm3",31265,"Sm3"," ","Sm3"," ","Sm3"
"BRYNHILD",21123063,2017,4," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BRYNHILD",21123063,2017,5," ","Sm3",6937,"Sm3"," ","Sm3"," ","Sm3"
"BRYNHILD",21123063,2017,6," ","Sm3",47454,"Sm3"," ","Sm3"," ","Sm3"
"BRYNHILD",21123063,2017,7," ","Sm3",35999,"Sm3"," ","Sm3"," ","Sm3"
"BRYNHILD",21123063,2017,8," ","Sm3",34252,"Sm3"," ","Sm3"," ","Sm3"
"BRYNHILD",21123063,2017,9," ","Sm3",12611,"Sm3"," ","Sm3"," ","Sm3"
"BRYNHILD",21123063,2017,10," ","Sm3",1421,"Sm3"," ","Sm3"," ","Sm3"
"BRYNHILD",21123063,2017,11," ","Sm3",2223,"Sm3"," ","Sm3"," ","Sm3"
"BRYNHILD",21123063,2017,12," ","Sm3",1391,"Sm3"," ","Sm3"," ","Sm3"
"BRYNHILD",21123063,2018,1," ","Sm3",16439,"Sm3"," ","Sm3"," ","Sm3"
"BRYNHILD",21123063,2018,2," ","Sm3",12853,"Sm3"," ","Sm3"," ","Sm3"
"BRYNHILD",21123063,2018,3," ","Sm3",3185,"Sm3"," ","Sm3"," ","Sm3"
"BRYNHILD",21123063,2018,4," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BRYNHILD",21123063,2018,5," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2015,1," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2015,2," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2015,3," ","Sm3",14247,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2015,4," ","Sm3",69196,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2015,5," ","Sm3",68268,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2015,6," ","Sm3",76289,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2015,7," ","Sm3",83936,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2015,8," ","Sm3",68344,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2015,9," ","Sm3",78082,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2015,10," ","Sm3",78009,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2015,11," ","Sm3",29224,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2015,12," ","Sm3",74406,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2016,1," ","Sm3",66016,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2016,2," ","Sm3",61229,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2016,3," ","Sm3",61727,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2016,4," ","Sm3",56836,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2016,5," ","Sm3",19467,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2016,6," ","Sm3",62548,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2016,7," ","Sm3",61353,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2016,8," ","Sm3",26669,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2016,9," ","Sm3",63063,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2016,10," ","Sm3",66305,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2016,11," ","Sm3",34718,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2016,12," ","Sm3",61176,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2017,1," ","Sm3",64961,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2017,2," ","Sm3",56044,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2017,3," ","Sm3",81827,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2017,4," ","Sm3",68513,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2017,5," ","Sm3",55209,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2017,6," ","Sm3",50215,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2017,7," ","Sm3",55384,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2017,8," ","Sm3",19066,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2017,9," ","Sm3",58632,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2017,10," ","Sm3",53815,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2017,11," ","Sm3",55874,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2017,12," ","Sm3",52512,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2018,1," ","Sm3",48672,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2018,2," ","Sm3",16452,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2018,3," ","Sm3",68688,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2018,4," ","Sm3",57647,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2018,5," ","Sm3",50788,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2018,6," ","Sm3",46750,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2018,7," ","Sm3",41390,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2018,8," ","Sm3",31102,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2018,9," ","Sm3",45061,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2018,10," ","Sm3",53259,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2018,11," ","Sm3",42424,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2018,12," ","Sm3",39711,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2019,1," ","Sm3",45159,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2019,2," ","Sm3",28384,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2019,3," ","Sm3",43903,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2019,4," ","Sm3",36627,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2019,5," ","Sm3",12352,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2019,6," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2019,7," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2019,8," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2019,9," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2019,10," ","Sm3",552,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2019,11," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2019,12," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2020,1," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2020,2," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2020,3," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2020,4," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2020,5," ","Sm3",587,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2020,6," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2020,7," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2020,8," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2020,9," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2020,10," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2020,11," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2020,12," ","Sm3",189,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2021,1," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2021,2," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2021,3," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2021,4," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2021,5," ","Sm3",6387,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2021,6," ","Sm3",27894,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2021,7," ","Sm3",30860,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2021,8," ","Sm3",30951,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2021,9," ","Sm3",26701,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2021,10," ","Sm3",28208,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2021,11," ","Sm3",25488,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2021,12," ","Sm3",1306,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2022,1," ","Sm3",784,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2022,2," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2022,3," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2022,4," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2022,5," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2022,6," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2022,7," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2022,8," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2022,9," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2022,10," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2022,11," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2022,12," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2023,1," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2023,2," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2023,3," ","Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2023,4," ","Sm3",17136,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2023,5," ","Sm3",33168,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2023,6," ","Sm3",32593,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2023,7," ","Sm3",30832,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2023,8," ","Sm3",24201,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2023,9," ","Sm3",10140,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2023,10," ","Sm3",21722,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2023,11," ","Sm3",388,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2023,12," ","Sm3",7890,"Sm3"," ","Sm3"," ","Sm3"
"BØYLA",22492497,2024,1," ","Sm3",24524,"Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1993,10,0,"Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1993,11,0,"Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1993,12,150000,"Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1994,1,2047000,"Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1994,2,0,"Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1994,3,62000,"Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1994,4,1309000,"Sm3"," ","Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1994,5,2863000,"Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1994,6,10722000,"Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1994,7,13149000,"Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1994,8,24626000,"Sm3",0,"Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1994,9,24142000,"Sm3",77327,"Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1994,10,23843000,"Sm3",448619,"Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1994,11,23329000,"Sm3",548251,"Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1994,12,27581000,"Sm3",1571742,"Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1995,1,15421000,"Sm3",324666,"Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1995,2,20454000,"Sm3",459746,"Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1995,3,22582000,"Sm3",609548,"Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1995,4,25646000,"Sm3",600145,"Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1995,5,31238000,"Sm3",610124,"Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1995,6,15457000,"Sm3",494292,"Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1995,7,30305000,"Sm3",423043,"Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1995,8,29034000,"Sm3",435285,"Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1995,9,30829000,"Sm3",708741,"Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1995,10,29979000,"Sm3",837621,"Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1995,11,29566000,"Sm3",817627,"Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1995,12,29468000,"Sm3",818975,"Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1996,1,29565000,"Sm3",845141,"Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1996,2,30504000,"Sm3",798146,"Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1996,3,32635000,"Sm3",827661,"Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1996,4,25542000,"Sm3",642985,"Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1996,5,17676000,"Sm3",496710,"Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1996,6,34754000,"Sm3",774800,"Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1996,7,36329000,"Sm3",842968,"Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1996,8,35807000,"Sm3",664734,"Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1996,9,35590000,"Sm3",746016,"Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1996,10,38472000,"Sm3",928614,"Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1996,11,39278000,"Sm3",847708,"Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1996,12,44366000,"Sm3",933999,"Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1997,1,46572000,"Sm3",972865,"Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1997,2,40127000,"Sm3",874509,"Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1997,3,33824000,"Sm3",800489,"Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1997,4,40610000,"Sm3",1131288,"Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1997,5,30015000,"Sm3",848456,"Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1997,6,40056000,"Sm3",1080530,"Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1997,7,41593000,"Sm3",1068342,"Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1997,8,44414000,"Sm3",1137053,"Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1997,9,41330000,"Sm3",1113093,"Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1997,10,41868000,"Sm3",1127143,"Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1997,11,40925000,"Sm3",1152444,"Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1997,12,42860000,"Sm3",1203222,"Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1998,1,42075000,"Sm3",1120130,"Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1998,2,38919000,"Sm3",943542,"Sm3"," ","Sm3"," ","Sm3"
"DRAUGEN",43758,1998,3,25014000,"Sm3",1137900,"Sm3"," ","Sm3"," ","Sm3"
