"name","npdId","year","oil","oilUom","oilMass","oilMassUom","oilBbl","oilBblUom","oilSm3Day","oilSm3DayUom","oilBblDay","oilBblDayUom","gas","gasUom","gasEnergy","gasEnergyUom","gasGcv","gasGcvUom","gasMass","gasMassUom","condensate","condensateUom","oilEquivalent","oilEquivalentUom","water","waterUom"
"EMBLA",43534,1995,1339660,"Sm3",1087628,"t",8426207,"bbl",3670.3,"Sm3/day",23085.5,"bbl/day",416730000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",1756390,"Sm3 o.e."," ","Sm3"
"EMBLA",43534,1996,1061444,"Sm3",855216,"t",6676281,"bbl",2900.12,"Sm3/day",18241.21,"bbl/day",382519000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",1443963,"Sm3 o.e."," ","Sm3"
"EMBLA",43534,1997,798353,"Sm3",652874,"t",5021489,"bbl",2187.27,"Sm3/day",13757.5,"bbl/day",326167000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",1124520,"Sm3 o.e."," ","Sm3"
"EMBLA",43534,1998,521951,"Sm3",429359,"t",3282973,"bbl",1430,"Sm3/day",8994.45,"bbl/day",197529000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",719480,"Sm3 o.e."," ","Sm3"
"EMBLA",43534,1999,803717,"Sm3",663529,"t",5055227,"bbl",2201.96,"Sm3/day",13849.94,"bbl/day",255672000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",1059389,"Sm3 o.e."," ","Sm3"
"EMBLA",43534,2000,626579,"Sm3",488279,"t",3941063,"bbl",1711.96,"Sm3/day",10767.93,"bbl/day",350094525,"Sm3",0,"MJ",0,"MJ/Sm3",339202,"t"," ","Sm3",976674,"Sm3 o.e.",5149,"Sm3"
"EMBLA",43534,2001,466316,"Sm3",363062,"t",2933039,"bbl",1277.58,"Sm3/day",8035.72,"bbl/day",248180384,"Sm3",0,"MJ",0,"MJ/Sm3",237006,"t"," ","Sm3",714496,"Sm3 o.e.",8445,"Sm3"
"EMBLA",43534,2002,365558,"Sm3",285064,"t",2299290,"bbl",1001.53,"Sm3/day",6299.43,"bbl/day",166953049,"Sm3",0,"MJ",0,"MJ/Sm3",160125,"t"," ","Sm3",532511,"Sm3 o.e.",8774,"Sm3"
"EMBLA",43534,2003,385746,"Sm3",300364,"t",2426269,"bbl",1056.84,"Sm3/day",6647.31,"bbl/day",173403982,"Sm3",0,"MJ",0,"MJ/Sm3",166358,"t"," ","Sm3",559150,"Sm3 o.e.",8612,"Sm3"
"EMBLA",43534,2004,392202,"Sm3",304847,"t",2466876,"bbl",1071.59,"Sm3/day",6740.1,"bbl/day",199288560,"Sm3",0,"MJ",0,"MJ/Sm3",189582,"t"," ","Sm3",591491,"Sm3 o.e.",7009,"Sm3"
"EMBLA",43534,2005,271735,"Sm3",211269,"t",1709162,"bbl",744.48,"Sm3/day",4682.63,"bbl/day",175533885,"Sm3",0,"MJ",0,"MJ/Sm3",163684,"t"," ","Sm3",447269,"Sm3 o.e.",3340,"Sm3"
"EMBLA",43534,2006,314426,"Sm3",244816,"t",1977680,"bbl",861.44,"Sm3/day",5418.3,"bbl/day",216336439,"Sm3",0,"MJ",0,"MJ/Sm3",209535,"t"," ","Sm3",530762,"Sm3 o.e.",8203,"Sm3"
"EMBLA",43534,2007,186613,"Sm3",146035,"t",1173760,"bbl",511.27,"Sm3/day",3215.78,"bbl/day",146191080,"Sm3",0,"MJ",0,"MJ/Sm3",141646,"t"," ","Sm3",332804,"Sm3 o.e.",8736,"Sm3"
"EMBLA",43534,2008,209094,"Sm3",164149,"t",1315162,"bbl",571.3,"Sm3/day",3593.34,"bbl/day",188500173,"Sm3",0,"MJ",0,"MJ/Sm3",176970,"t"," ","Sm3",397594,"Sm3 o.e.",11416,"Sm3"
"EMBLA",43534,2009,196052,"Sm3",153598,"t",1233130,"bbl",537.13,"Sm3/day",3378.44,"bbl/day",205789718,"Sm3",0,"MJ",0,"MJ/Sm3",191794,"t"," ","Sm3",401842,"Sm3 o.e.",6189,"Sm3"
"EMBLA",43534,2010,159768,"Sm3",125152,"t",1004910,"bbl",437.72,"Sm3/day",2753.18,"bbl/day",202799241,"Sm3",0,"MJ",0,"MJ/Sm3",189042,"t"," ","Sm3",362567,"Sm3 o.e.",11098,"Sm3"
"EMBLA",43534,2011,147246,"Sm3",115321,"t",926149,"bbl",403.41,"Sm3/day",2537.4,"bbl/day",158814916,"Sm3",0,"MJ",0,"MJ/Sm3",148246,"t"," ","Sm3",306061,"Sm3 o.e.",15645,"Sm3"
"EMBLA",43534,2012,122114,"Sm3",95627,"t",768074,"bbl",333.64,"Sm3/day",2098.56,"bbl/day",143710033,"Sm3",0,"MJ",0,"MJ/Sm3",134176,"t"," ","Sm3",265824,"Sm3 o.e.",12173,"Sm3"
"EMBLA",43534,2013,128519,"Sm3",100644,"t",808360,"bbl",352.11,"Sm3/day",2214.69,"bbl/day",112180704,"Sm3",0,"MJ",0,"MJ/Sm3",104719,"t"," ","Sm3",240700,"Sm3 o.e.",10314,"Sm3"
"EMBLA",43534,2014,197694,"Sm3",154731,"t",1243458,"bbl",541.63,"Sm3/day",3406.73,"bbl/day",165052433,"Sm3",0,"MJ",0,"MJ/Sm3",154004,"t"," ","Sm3",362746,"Sm3 o.e.",4830,"Sm3"
"EMBLA",43534,2015,123352,"Sm3",96537,"t",775861,"bbl",337.95,"Sm3/day",2125.65,"bbl/day",127532498,"Sm3",0,"MJ",0,"MJ/Sm3",118940,"t"," ","Sm3",250884,"Sm3 o.e.",945,"Sm3"
"EMBLA",43534,2016,150988,"Sm3",118258,"t",949686,"bbl",412.54,"Sm3/day",2594.77,"bbl/day",152191600,"Sm3",0,"MJ",0,"MJ/Sm3",141882,"t"," ","Sm3",303180,"Sm3 o.e.",0,"Sm3"
"EMBLA",43534,2017,181705,"Sm3",142548,"t",1142890,"bbl",497.82,"Sm3/day",3131.21,"bbl/day",171596387,"Sm3",0,"MJ",0,"MJ/Sm3",160181,"t"," ","Sm3",353301,"Sm3 o.e.",76,"Sm3"
"EMBLA",43534,2018,142128,"Sm3",111083,"t",893958,"bbl",389.39,"Sm3/day",2449.2,"bbl/day",169586826,"Sm3",0,"MJ",0,"MJ/Sm3",158229,"t"," ","Sm3",311715,"Sm3 o.e.",7048,"Sm3"
"EMBLA",43534,2019,82000,"Sm3",64162,"t",515764,"bbl",224.66,"Sm3/day",1413.05,"bbl/day",161167410,"Sm3",0,"MJ",0,"MJ/Sm3",150259,"t"," ","Sm3",243167,"Sm3 o.e.",10047,"Sm3"
"EMBLA",43534,2020,69558,"Sm3",54512,"t",437507,"bbl",190.05,"Sm3/day",1195.37,"bbl/day",156864415,"Sm3",0,"MJ",0,"MJ/Sm3",146150,"t"," ","Sm3",226422,"Sm3 o.e.",11064,"Sm3"
"EMBLA",43534,2021,67428,"Sm3",52859,"t",424109,"bbl",184.73,"Sm3/day",1161.94,"bbl/day",136204907,"Sm3",0,"MJ",0,"MJ/Sm3",126882,"t"," ","Sm3",203633,"Sm3 o.e.",11571,"Sm3"
"EMBLA",43534,2022,61303,"Sm3",47977,"t",385584,"bbl",167.95,"Sm3/day",1056.4,"bbl/day",107610751,"Sm3",0,"MJ",0,"MJ/Sm3",100380,"t"," ","Sm3",168914,"Sm3 o.e.",6808,"Sm3"
"EMBLA",43534,2023,156626,"Sm3",122267,"t",985148,"bbl",429.11,"Sm3/day",2699.04,"bbl/day",152109441,"Sm3",0,"MJ",0,"MJ/Sm3",142270,"t"," ","Sm3",308735,"Sm3 o.e.",12653,"Sm3"
"EMBLA",43534,2024,10970,"Sm3",8569,"t",68999,"bbl",29.97,"Sm3/day",188.52,"bbl/day",11039611,"Sm3",0,"MJ",0,"MJ/Sm3",10320,"t"," ","Sm3",22010,"Sm3 o.e.",986,"Sm3"
"ENOCH",3437659,2007,292568,"Sm3",237240,"t",1840197,"bbl",801.56,"Sm3/day",5041.64,"bbl/day",79954000,"Sm3",0,"MJ",0,"MJ/Sm3",63963,"t"," ","Sm3",372522,"Sm3 o.e.",4202,"Sm3"
"ENOCH",3437659,2008,372561,"Sm3",304060,"t",2343338,"bbl",1017.93,"Sm3/day",6402.56,"bbl/day",45782000,"Sm3",0,"MJ",0,"MJ/Sm3",36626,"t"," ","Sm3",418343,"Sm3 o.e.",7798,"Sm3"
"ENOCH",3437659,2009,383313,"Sm3",313524,"t",2410966,"bbl",1050.17,"Sm3/day",6605.39,"bbl/day",49281000,"Sm3",0,"MJ",0,"MJ/Sm3",39425,"t"," ","Sm3",432594,"Sm3 o.e.",6211,"Sm3"
"ENOCH",3437659,2010,242733,"Sm3",200596,"t",1526744,"bbl",665.02,"Sm3/day",4182.86,"bbl/day",63637000,"Sm3",0,"MJ",0,"MJ/Sm3",50910,"t"," ","Sm3",306370,"Sm3 o.e.",2932,"Sm3"
"ENOCH",3437659,2011,154783,"Sm3",127370,"t",973556,"bbl",424.06,"Sm3/day",2667.28,"bbl/day",21330000,"Sm3",0,"MJ",0,"MJ/Sm3",17064,"t"," ","Sm3",176113,"Sm3 o.e.",1898,"Sm3"
"ENOCH",3437659,2012,8658,"Sm3",7117,"t",54457,"bbl",23.66,"Sm3/day",148.79,"bbl/day",1119003,"Sm3",0,"MJ",0,"MJ/Sm3",895,"t"," ","Sm3",9777,"Sm3 o.e.",93,"Sm3"
"ENOCH",3437659,2013,0,"Sm3",0,"t",0,"bbl",0,"Sm3/day",0,"bbl/day",0,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3"," ","Sm3 o.e.",0,"Sm3"
"ENOCH",3437659,2014,0,"Sm3",0,"t",0,"bbl",0,"Sm3/day",0,"bbl/day",0,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3"," ","Sm3 o.e.",0,"Sm3"
"ENOCH",3437659,2015,3367,"Sm3",2783,"t",21178,"bbl",9.22,"Sm3/day",58.02,"bbl/day",367000,"Sm3",0,"MJ",0,"MJ/Sm3",294,"t"," ","Sm3",3734,"Sm3 o.e.",425,"Sm3"
"ENOCH",3437659,2016,53211,"Sm3",43915,"t",334687,"bbl",145.39,"Sm3/day",914.45,"bbl/day",8034000,"Sm3",0,"MJ",0,"MJ/Sm3",6427,"t"," ","Sm3",61245,"Sm3 o.e.",83716,"Sm3"
"ENOCH",3437659,2017,43545,"Sm3",36090,"t",273890,"bbl",119.3,"Sm3/day",750.38,"bbl/day",9417000,"Sm3",0,"MJ",0,"MJ/Sm3",7534,"t"," ","Sm3",52962,"Sm3 o.e.",96320,"Sm3"
"ENOCH",3437659,2018,86260,"Sm3",66418,"t",542559,"bbl",236.33,"Sm3/day",1486.46,"bbl/day",16155000,"Sm3",0,"MJ",0,"MJ/Sm3",12924,"t"," ","Sm3",102415,"Sm3 o.e.",232427,"Sm3"
"ENOCH",3437659,2019,67961,"Sm3",55450,"t",427462,"bbl",186.19,"Sm3/day",1171.13,"bbl/day",15882000,"Sm3",0,"MJ",0,"MJ/Sm3",12706,"t"," ","Sm3",83843,"Sm3 o.e.",218982,"Sm3"
"ENOCH",3437659,2020,46143,"Sm3",37669,"t",290231,"bbl",126.07,"Sm3/day",792.98,"bbl/day",2651387,"Sm3",0,"MJ",0,"MJ/Sm3",2121,"t"," ","Sm3",48794,"Sm3 o.e.",173942,"Sm3"
"ENOCH",3437659,2021,47990,"Sm3",39817,"t",301848,"bbl",131.48,"Sm3/day",826.98,"bbl/day",4486499,"Sm3",0,"MJ",0,"MJ/Sm3",3589,"t"," ","Sm3",52476,"Sm3 o.e.",203875,"Sm3"
"ENOCH",3437659,2022,44451,"Sm3",36906,"t",279588,"bbl",121.78,"Sm3/day",766,"bbl/day",4484020,"Sm3",94900000,"MJ",21.16,"MJ/Sm3",3587,"t"," ","Sm3",48935,"Sm3 o.e.",212320,"Sm3"
"ENOCH",3437659,2023,23762,"Sm3",19723,"t",149458,"bbl",65.1,"Sm3/day",409.48,"bbl/day",4141118,"Sm3",207055900,"MJ",50,"MJ/Sm3",3313,"t"," ","Sm3",27903,"Sm3 o.e.",128311,"Sm3"
"FENJA",31164879,2023,799828,"Sm3",682702,"t",5030766,"bbl",2191.31,"Sm3/day",13782.92,"bbl/day",140081574,"Sm3",0,"MJ",0,"MJ/Sm3",131129,"t"," ","Sm3",939910,"Sm3 o.e.",15088,"Sm3"
"FENJA",31164879,2024,138458,"Sm3",117930,"t",870875,"bbl",378.3,"Sm3/day",2379.44,"bbl/day",23950114,"Sm3",0,"MJ",0,"MJ/Sm3",22228,"t"," ","Sm3",162408,"Sm3 o.e.",1240,"Sm3"
"FLYNDRE",24635035,2017,256555,"Sm3",206427,"t",1613682,"bbl",702.89,"Sm3/day",4421.05,"bbl/day",55136448,"Sm3",0,"MJ",0,"MJ/Sm3",52762,"t"," ","Sm3",311691,"Sm3 o.e.",167,"Sm3"
"FLYNDRE",24635035,2018,323539,"Sm3",260940,"t",2034999,"bbl",886.41,"Sm3/day",5575.34,"bbl/day",73841227,"Sm3",0,"MJ",0,"MJ/Sm3",70455,"t"," ","Sm3",397380,"Sm3 o.e.",15,"Sm3"
"FLYNDRE",24635035,2019,244146,"Sm3",196071,"t",1535632,"bbl",668.89,"Sm3/day",4207.21,"bbl/day",48714588,"Sm3",0,"MJ",0,"MJ/Sm3",46870,"t"," ","Sm3",292861,"Sm3 o.e.",8385,"Sm3"
"FLYNDRE",24635035,2020,187264,"Sm3",150153,"t",1177855,"bbl",511.65,"Sm3/day",3218.18,"bbl/day",36589944,"Sm3",0,"MJ",0,"MJ/Sm3",33683,"t"," ","Sm3",223854,"Sm3 o.e.",36774,"Sm3"
"FLYNDRE",24635035,2021,123023,"Sm3",99631,"t",773791,"bbl",337.05,"Sm3/day",2119.98,"bbl/day",21240432,"Sm3",0,"MJ",0,"MJ/Sm3",20012,"t"," ","Sm3",144263,"Sm3 o.e.",77310,"Sm3"
"FLYNDRE",24635035,2022,76712,"Sm3",61198,"t",482504,"bbl",210.17,"Sm3/day",1321.93,"bbl/day",14224879,"Sm3",0,"MJ",0,"MJ/Sm3",13207,"t"," ","Sm3",90937,"Sm3 o.e.",72360,"Sm3"
"FLYNDRE",24635035,2023,42,"Sm3",34,"t",264,"bbl",0.12,"Sm3/day",0.72,"bbl/day",3988,"Sm3",0,"MJ",0,"MJ/Sm3",4,"t"," ","Sm3",46,"Sm3 o.e.",29040,"Sm3"
"FLYNDRE",24635035,2024,0,"Sm3",0,"t",0,"bbl",0,"Sm3/day",0,"bbl/day",0,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3"," ","Sm3 o.e.",0,"Sm3"
"FRAM",1578840,2003,677181,"Sm3",573892,"t",4259340,"bbl",1855.29,"Sm3/day",11669.42,"bbl/day",97805478,"Sm3",0,"MJ",0,"MJ/Sm3",91380,"t"," ","Sm3",774986,"Sm3 o.e.",2725,"Sm3"
"FRAM",1578840,2004,2862493,"Sm3",2422458,"t",18004537,"bbl",7821.02,"Sm3/day",49192.72,"bbl/day",617748494,"Sm3",0,"MJ",0,"MJ/Sm3",563444,"t"," ","Sm3",3480241,"Sm3 o.e.",59117,"Sm3"
"FRAM",1578840,2005,1821047,"Sm3",1538613,"t",11454040,"bbl",4989.17,"Sm3/day",31380.93,"bbl/day",713284489,"Sm3",0,"MJ",0,"MJ/Sm3",638489,"t"," ","Sm3",2534331,"Sm3 o.e.",78167,"Sm3"
"FRAM",1578840,2006,1608516,"Sm3",1358400,"t",10117260,"bbl",4406.89,"Sm3/day",27718.52,"bbl/day",721475621,"Sm3",0,"MJ",0,"MJ/Sm3",640691,"t"," ","Sm3",2329992,"Sm3 o.e.",66259,"Sm3"
"FRAM",1578840,2007,2557340,"Sm3",2159435,"t",16085183,"bbl",7006.41,"Sm3/day",44068.99,"bbl/day",1126531560,"Sm3",0,"MJ",0,"MJ/Sm3",992836,"t"," ","Sm3",3683872,"Sm3 o.e.",196275,"Sm3"
"FRAM",1578840,2008,3310852,"Sm3",2796446,"t",20824630,"bbl",9046.04,"Sm3/day",56897.9,"bbl/day",1023674798,"Sm3",0,"MJ",0,"MJ/Sm3",912886,"t"," ","Sm3",4334527,"Sm3 o.e.",118555,"Sm3"
"FRAM",1578840,2009,3426044,"Sm3",2895058,"t",21549166,"bbl",9386.42,"Sm3/day",59038.81,"bbl/day",969348076,"Sm3",0,"MJ",0,"MJ/Sm3",860605,"t"," ","Sm3",4395392,"Sm3 o.e.",295215,"Sm3"
"FRAM",1578840,2010,3117451,"Sm3",2637038,"t",19608174,"bbl",8540.96,"Sm3/day",53721.03,"bbl/day",833004959,"Sm3",0,"MJ",0,"MJ/Sm3",747529,"t"," ","Sm3",3950456,"Sm3 o.e.",402784,"Sm3"
"FRAM",1578840,2011,2805148,"Sm3",2380449,"t",17643848,"bbl",7685.34,"Sm3/day",48339.31,"bbl/day",811691530,"Sm3",0,"MJ",0,"MJ/Sm3",717446,"t"," ","Sm3",3616840,"Sm3 o.e.",596553,"Sm3"
"FRAM",1578840,2012,2446458,"Sm3",2078959,"t",15387756,"bbl",6684.31,"Sm3/day",42043.05,"bbl/day",722095480,"Sm3",0,"MJ",0,"MJ/Sm3",641789,"t"," ","Sm3",3168553,"Sm3 o.e.",816161,"Sm3"
"FRAM",1578840,2013,2418877,"Sm3",2060079,"t",15214277,"bbl",6627.06,"Sm3/day",41682.95,"bbl/day",786226925,"Sm3",0,"MJ",0,"MJ/Sm3",689969,"t"," ","Sm3",3205104,"Sm3 o.e.",1139836,"Sm3"
"FRAM",1578840,2014,1958294,"Sm3",1667974,"t",12317297,"bbl",5365.19,"Sm3/day",33746.02,"bbl/day",724119128,"Sm3",0,"MJ",0,"MJ/Sm3",637074,"t"," ","Sm3",2682413,"Sm3 o.e.",1302284,"Sm3"
"FRAM",1578840,2015,1447615,"Sm3",1237377,"t",9105223,"bbl",3966.07,"Sm3/day",24945.82,"bbl/day",642645922,"Sm3",0,"MJ",0,"MJ/Sm3",558055,"t"," ","Sm3",2090261,"Sm3 o.e.",1116430,"Sm3"
"FRAM",1578840,2016,1428677,"Sm3",1205979,"t",8986107,"bbl",3903.49,"Sm3/day",24552.2,"bbl/day",627872667,"Sm3",0,"MJ",0,"MJ/Sm3",552921,"t"," ","Sm3",2056550,"Sm3 o.e.",728297,"Sm3"
"FRAM",1578840,2017,1665340,"Sm3",1393583,"t",10474672,"bbl",4562.58,"Sm3/day",28697.73,"bbl/day",706244750,"Sm3",0,"MJ",0,"MJ/Sm3",639003,"t"," ","Sm3",2371585,"Sm3 o.e.",664018,"Sm3"
"FRAM",1578840,2018,1439550,"Sm3",1213157,"t",9054496,"bbl",3943.97,"Sm3/day",24806.84,"bbl/day",635380917,"Sm3",0,"MJ",0,"MJ/Sm3",562767,"t"," ","Sm3",2074931,"Sm3 o.e.",833415,"Sm3"
"FRAM",1578840,2019,1692740,"Sm3",1410772,"t",10647015,"bbl",4637.64,"Sm3/day",29169.9,"bbl/day",716947628,"Sm3",0,"MJ",0,"MJ/Sm3",648583,"t"," ","Sm3",2409688,"Sm3 o.e.",806191,"Sm3"
"FRAM",1578840,2020,1619013,"Sm3",1317395,"t",10183283,"bbl",4423.53,"Sm3/day",27823.18,"bbl/day",1200924243,"Sm3",0,"MJ",0,"MJ/Sm3",1087265,"t"," ","Sm3",2819937,"Sm3 o.e.",544166,"Sm3"
"FRAM",1578840,2021,1257952,"Sm3",1032688,"t",7912277,"bbl",3446.44,"Sm3/day",21677.47,"bbl/day",1095415351,"Sm3",0,"MJ",0,"MJ/Sm3",982009,"t"," ","Sm3",2353367,"Sm3 o.e.",711693,"Sm3"
"FRAM",1578840,2022,1179399,"Sm3",969118,"t",7418195,"bbl",3231.23,"Sm3/day",20323.82,"bbl/day",1324486083,"Sm3",0,"MJ",0,"MJ/Sm3",1166544,"t"," ","Sm3",2503885,"Sm3 o.e.",799981,"Sm3"
"FRAM",1578840,2023,887477,"Sm3",730032,"t",5582064,"bbl",2431.45,"Sm3/day",15293.33,"bbl/day",1061224553,"Sm3",0,"MJ",0,"MJ/Sm3",936644,"t"," ","Sm3",1948702,"Sm3 o.e.",600772,"Sm3"
"FRAM",1578840,2024,95004,"Sm3",78905,"t",597557,"bbl",259.57,"Sm3/day",1632.67,"bbl/day",95167373,"Sm3",0,"MJ",0,"MJ/Sm3",83795,"t"," ","Sm3",190171,"Sm3 o.e.",57179,"Sm3"
"FRAM H-NORD",23410947,2014,152967,"Sm3",131173,"t",962133,"bbl",419.09,"Sm3/day",2635.98,"bbl/day",38989869,"Sm3",0,"MJ",0,"MJ/Sm3",34665,"t"," ","Sm3",191957,"Sm3 o.e.",19284,"Sm3"
"FRAM H-NORD",23410947,2015,267912,"Sm3",229371,"t",1685116,"bbl",734.01,"Sm3/day",4616.76,"bbl/day",139815576,"Sm3",0,"MJ",0,"MJ/Sm3",121370,"t"," ","Sm3",407728,"Sm3 o.e.",360592,"Sm3"
"FRAM H-NORD",23410947,2016,161771,"Sm3",137624,"t",1017509,"bbl",442,"Sm3/day",2780.08,"bbl/day",120207721,"Sm3",0,"MJ",0,"MJ/Sm3",105739,"t"," ","Sm3",281979,"Sm3 o.e.",267438,"Sm3"
"FRAM H-NORD",23410947,2017,29537,"Sm3",25047,"t",185782,"bbl",80.92,"Sm3/day",508.99,"bbl/day",20115010,"Sm3",0,"MJ",0,"MJ/Sm3",18367,"t"," ","Sm3",49652,"Sm3 o.e.",60342,"Sm3"
"FRAM H-NORD",23410947,2018,414,"Sm3",355,"t",2604,"bbl",1.13,"Sm3/day",7.13,"bbl/day",325746,"Sm3",0,"MJ",0,"MJ/Sm3",290,"t"," ","Sm3",740,"Sm3 o.e.",2009,"Sm3"
"FRAM H-NORD",23410947,2019,0,"Sm3",0,"t",0,"bbl",0,"Sm3/day",0,"bbl/day",0,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3"," ","Sm3 o.e.",0,"Sm3"
"FRAM H-NORD",23410947,2020,0,"Sm3",0,"t",0,"bbl",0,"Sm3/day",0,"bbl/day",0,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3"," ","Sm3 o.e.",0,"Sm3"
"FRAM H-NORD",23410947,2021,0,"Sm3",0,"t",0,"bbl",0,"Sm3/day",0,"bbl/day",0,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3"," ","Sm3 o.e.",0,"Sm3"
"FRAM H-NORD",23410947,2022,28617,"Sm3",23879,"t",179997,"bbl",78.4,"Sm3/day",493.14,"bbl/day",19318026,"Sm3",0,"MJ",0,"MJ/Sm3",17017,"t"," ","Sm3",47935,"Sm3 o.e.",42591,"Sm3"
"FRAM H-NORD",23410947,2023,36336,"Sm3",30347,"t",228544,"bbl",99.55,"Sm3/day",626.15,"bbl/day",22110732,"Sm3",0,"MJ",0,"MJ/Sm3",19490,"t"," ","Sm3",58447,"Sm3 o.e.",52542,"Sm3"
"FRAM H-NORD",23410947,2024,0,"Sm3",0,"t",0,"bbl",0,"Sm3/day",0,"bbl/day",0,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3"," ","Sm3 o.e.",0,"Sm3"
"FRIGG"," ",1977," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",1574170000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t",3222,"Sm3",1577392,"Sm3 o.e."," ","Sm3"
"FRIGG"," ",1978," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",7355567000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t",15797,"Sm3",7371364,"Sm3 o.e."," ","Sm3"
"FRIGG"," ",1979," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",13596469000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t",19572,"Sm3",13616041,"Sm3 o.e."," ","Sm3"
"FRIGG"," ",1980," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",16333569000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t",16897,"Sm3",16350466,"Sm3 o.e."," ","Sm3"
"FRIGG"," ",1981," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",16883306000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t",16540,"Sm3",16899846,"Sm3 o.e."," ","Sm3"
"FRIGG"," ",1982," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",16690272000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t",12575,"Sm3",16702847,"Sm3 o.e."," ","Sm3"
"FRIGG"," ",1983," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",17573739000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t",10665,"Sm3",17584404,"Sm3 o.e."," ","Sm3"
"FRIGG"," ",1984," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",16629268000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t",11492,"Sm3",16640760,"Sm3 o.e."," ","Sm3"
"FRIGG"," ",1985," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",14208434000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t",7880,"Sm3",14216314,"Sm3 o.e."," ","Sm3"
"FRIGG"," ",1986," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",13615207000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t",9551,"Sm3",13624758,"Sm3 o.e."," ","Sm3"
"FRIGG"," ",1987," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",12876741000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t",11309,"Sm3",12888050,"Sm3 o.e."," ","Sm3"
"FRIGG"," ",1988," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",11529865000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t",10629,"Sm3",11540494,"Sm3 o.e."," ","Sm3"
"FRIGG"," ",1989," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",8550103000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t",9277,"Sm3",8559380,"Sm3 o.e."," ","Sm3"
"FRIGG"," ",1990," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",3856645000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t",3877,"Sm3",3860522,"Sm3 o.e."," ","Sm3"
"FRIGG"," ",1991," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",2516831000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t",2522,"Sm3",2519353,"Sm3 o.e."," ","Sm3"
"FRIGG"," ",1992," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",2723381000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t",3499,"Sm3",2726880,"Sm3 o.e."," ","Sm3"
"FRIGG"," ",1993," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",2212948000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t",2889,"Sm3",2215837,"Sm3 o.e."," ","Sm3"
"FRIGG"," ",1994," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",1719787000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t",3186,"Sm3",1722973,"Sm3 o.e."," ","Sm3"
"FRIGG"," ",1995," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",1072019000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t",1423,"Sm3",1073442,"Sm3 o.e."," ","Sm3"
