"name","npdId","year","oil","oilUom","oilMass","oilMassUom","oilBbl","oilBblUom","oilSm3Day","oilSm3DayUom","oilBblDay","oilBblDayUom","gas","gasUom","gasEnergy","gasEnergyUom","gasGcv","gasGcvUom","gasMass","gasMassUom","condensate","condensateUom","oilEquivalent","oilEquivalentUom","water","waterUom"
"16/1-12 (ROLVSNES)",17196400,2021,46905,"Sm3",39393,"t",295024,"bbl",128.51,"Sm3/day",808.28,"bbl/day",9263494,"Sm3",0,"MJ",0,"MJ/Sm3",9132,"t"," ","Sm3",56168,"Sm3 o.e.",35253,"Sm3"
"16/1-12 (ROLVSNES)",17196400,2022,98317,"Sm3",82648,"t",618395,"bbl",269.36,"Sm3/day",1694.23,"bbl/day",20236143,"Sm3",0,"MJ",0,"MJ/Sm3",20100,"t"," ","Sm3",118553,"Sm3 o.e.",146477,"Sm3"
"16/1-12 Troldhaugen",17196400,2021,40660,"Sm3",34146,"t",255744,"bbl",111.4,"Sm3/day",700.67,"bbl/day",8000501,"Sm3",0,"MJ",0,"MJ/Sm3",7909,"t"," ","Sm3",48661,"Sm3 o.e.",32348,"Sm3"
"16/1-12 Troldhaugen",17196400,2022,106169,"Sm3",89245,"t",667783,"bbl",290.87,"Sm3/day",1829.54,"bbl/day",22212920,"Sm3",0,"MJ",0,"MJ/Sm3",21957,"t"," ","Sm3",128382,"Sm3 o.e.",162070,"Sm3"
"16/1-12 Troldhaugen",17196400,2023,49472,"Sm3",41547,"t",311169,"bbl",135.54,"Sm3/day",852.52,"bbl/day",12880321,"Sm3",0,"MJ",0,"MJ/Sm3",12781,"t"," ","Sm3",62352,"Sm3 o.e.",106249,"Sm3"
"16/1-12 Troldhaugen",17196400,2024,3359,"Sm3",2815,"t",21127,"bbl",9.18,"Sm3/day",57.73,"bbl/day",659862,"Sm3",0,"MJ",0,"MJ/Sm3",636,"t"," ","Sm3",4019,"Sm3 o.e.",5232,"Sm3"
"33/9-6 DELTA",44576,2009,10744,"Sm3",8905,"t",67578,"bbl",29.44,"Sm3/day",185.14,"bbl/day",1720000,"Sm3",0,"MJ",0,"MJ/Sm3",2064,"t"," ","Sm3",12464,"Sm3 o.e.",10613,"Sm3"
"33/9-6 DELTA",44576,2010,19572,"Sm3",16220,"t",123104,"bbl",53.62,"Sm3/day",337.27,"bbl/day",3131000,"Sm3",0,"MJ",0,"MJ/Sm3",3757,"t"," ","Sm3",22703,"Sm3 o.e.",38384,"Sm3"
"33/9-6 DELTA",44576,2011,19514,"Sm3",16172,"t",122739,"bbl",53.46,"Sm3/day",336.27,"bbl/day",3123000,"Sm3",0,"MJ",0,"MJ/Sm3",3748,"t"," ","Sm3",22637,"Sm3 o.e.",7367,"Sm3"
"33/9-6 DELTA",44576,2012,14373,"Sm3",11911,"t",90403,"bbl",39.27,"Sm3/day",247,"bbl/day",2299000,"Sm3",0,"MJ",0,"MJ/Sm3",2759,"t"," ","Sm3",16672,"Sm3 o.e.",3861,"Sm3"
"33/9-6 DELTA",44576,2013,5251,"Sm3",4352,"t",33028,"bbl",14.39,"Sm3/day",90.49,"bbl/day",840000,"Sm3",0,"MJ",0,"MJ/Sm3",1007,"t"," ","Sm3",6091,"Sm3 o.e.",711,"Sm3"
"33/9-6 DELTA",44576,2014,933,"Sm3",773,"t",5868,"bbl",2.56,"Sm3/day",16.08,"bbl/day",150000,"Sm3",0,"MJ",0,"MJ/Sm3",180,"t"," ","Sm3",1083,"Sm3 o.e.",5,"Sm3"
"7220/11-1 (ALTA)",25288497,2018,105931,"Sm3",128464,"t",666286,"bbl",290.22,"Sm3/day",1825.44,"bbl/day",12653173,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",118584,"Sm3 o.e.",3127,"Sm3"
"AASTA HANSTEEN",23395946,2018," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",38491142,"Sm3",0,"MJ",0,"MJ/Sm3",27729,"t",284,"Sm3",38775,"Sm3 o.e.",11,"Sm3"
"AASTA HANSTEEN",23395946,2019," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",6800207987,"Sm3",0,"MJ",0,"MJ/Sm3",4927842,"t",126375,"Sm3",6926583,"Sm3 o.e.",11082,"Sm3"
"AASTA HANSTEEN",23395946,2020," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",8838973500,"Sm3",0,"MJ",0,"MJ/Sm3",6378072,"t",133329,"Sm3",8972303,"Sm3 o.e.",20555,"Sm3"
"AASTA HANSTEEN",23395946,2021," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",9033134941,"Sm3",0,"MJ",0,"MJ/Sm3",6508503,"t",103687,"Sm3",9136822,"Sm3 o.e.",19403,"Sm3"
"AASTA HANSTEEN",23395946,2022," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",8987096526,"Sm3",0,"MJ",0,"MJ/Sm3",6504875,"t",108732,"Sm3",9095829,"Sm3 o.e.",21178,"Sm3"
"AASTA HANSTEEN",23395946,2023," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",7064871804,"Sm3",0,"MJ",0,"MJ/Sm3",5127758,"t",86024,"Sm3",7150896,"Sm3 o.e.",18212,"Sm3"
"AASTA HANSTEEN",23395946,2024," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",734125670,"Sm3",0,"MJ",0,"MJ/Sm3",534531,"t",9126,"Sm3",743252,"Sm3 o.e.",1935,"Sm3"
"ALBUSKJELL"," ",1979,602773,"Sm3",482398,"t",3791328,"bbl",1651.43,"Sm3/day",10387.2,"bbl/day",725748000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",1328521,"Sm3 o.e."," ","Sm3"
"ALBUSKJELL"," ",1980,1672441,"Sm3",1317551,"t",10519336,"bbl",4569.51,"Sm3/day",28741.36,"bbl/day",1944572000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",3617013,"Sm3 o.e."," ","Sm3"
"ALBUSKJELL"," ",1981,1718749,"Sm3",1342821,"t",10810605,"bbl",4708.9,"Sm3/day",29618.09,"bbl/day",2436508000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",4155257,"Sm3 o.e."," ","Sm3"
"ALBUSKJELL"," ",1982,1229555,"Sm3",951997,"t",7733667,"bbl",3368.64,"Sm3/day",21188.13,"bbl/day",2182505000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",3412060,"Sm3 o.e."," ","Sm3"
"ALBUSKJELL"," ",1983,954827,"Sm3",737911,"t",6005680,"bbl",2615.96,"Sm3/day",16453.92,"bbl/day",1808784000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",2763611,"Sm3 o.e."," ","Sm3"
"ALBUSKJELL"," ",1984,644901,"Sm3",499300,"t",4056305,"bbl",1762.02,"Sm3/day",11082.8,"bbl/day",1298366000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",1943267,"Sm3 o.e."," ","Sm3"
"ALBUSKJELL"," ",1985,517711,"Sm3",400387,"t",3256304,"bbl",1418.39,"Sm3/day",8921.38,"bbl/day",1131904000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",1649615,"Sm3 o.e."," ","Sm3"
"ALBUSKJELL"," ",1986,425069,"Sm3",330533,"t",2673603,"bbl",1164.57,"Sm3/day",7324.94,"bbl/day",1055786000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",1480855,"Sm3 o.e."," ","Sm3"
"ALBUSKJELL"," ",1987,331713,"Sm3",261768,"t",2086412,"bbl",908.8,"Sm3/day",5716.2,"bbl/day",867964000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",1199677,"Sm3 o.e."," ","Sm3"
"ALBUSKJELL"," ",1988,273436,"Sm3",215900,"t",1719860,"bbl",747.09,"Sm3/day",4699.07,"bbl/day",685949000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",959385,"Sm3 o.e."," ","Sm3"
"ALBUSKJELL"," ",1989,211559,"Sm3",167347,"t",1330666,"bbl",579.61,"Sm3/day",3645.66,"bbl/day",514968000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",726527,"Sm3 o.e."," ","Sm3"
"ALBUSKJELL"," ",1990,157862,"Sm3",125621,"t",992922,"bbl",432.5,"Sm3/day",2720.33,"bbl/day",384606000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",542468,"Sm3 o.e."," ","Sm3"
"ALBUSKJELL"," ",1991,128057,"Sm3",102448,"t",805454,"bbl",350.84,"Sm3/day",2206.72,"bbl/day",309300000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",437357,"Sm3 o.e."," ","Sm3"
"ALBUSKJELL"," ",1992,120665,"Sm3",96771,"t",758960,"bbl",329.69,"Sm3/day",2073.66,"bbl/day",302357000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",423022,"Sm3 o.e."," ","Sm3"
"ALBUSKJELL"," ",1993,138795,"Sm3",111477,"t",872994,"bbl",380.26,"Sm3/day",2391.76,"bbl/day",347689000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",486484,"Sm3 o.e."," ","Sm3"
"ALBUSKJELL"," ",1994,117870,"Sm3",95286,"t",741380,"bbl",322.93,"Sm3/day",2031.18,"bbl/day",295768000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",413638,"Sm3 o.e."," ","Sm3"
"ALBUSKJELL"," ",1995,106095,"Sm3",86145,"t",667317,"bbl",290.67,"Sm3/day",1828.27,"bbl/day",264719000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",370814,"Sm3 o.e."," ","Sm3"
"ALBUSKJELL"," ",1996,82917,"Sm3",66592,"t",521532,"bbl",226.55,"Sm3/day",1424.95,"bbl/day",238284000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",321201,"Sm3 o.e."," ","Sm3"
"ALBUSKJELL"," ",1997,74991,"Sm3",61336,"t",471679,"bbl",205.45,"Sm3/day",1292.27,"bbl/day",213620000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",288611,"Sm3 o.e."," ","Sm3"
"ALBUSKJELL"," ",1998,45803,"Sm3",37550,"t",288092,"bbl",125.49,"Sm3/day",789.29,"bbl/day",116908000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",162711,"Sm3 o.e."," ","Sm3"
"ALVE",4444332,2009,258744,"Sm3",0,"t",1627451,"bbl",708.89,"Sm3/day",4458.77,"bbl/day",1053880477,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",1312624,"Sm3 o.e.",2509,"Sm3"
"ALVE",4444332,2010,243739,"Sm3",0,"t",1533072,"bbl",667.78,"Sm3/day",4200.2,"bbl/day",983873354,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",1227612,"Sm3 o.e.",106,"Sm3"
"ALVE",4444332,2011,318458,"Sm3",0,"t",2003040,"bbl",872.49,"Sm3/day",5487.78,"bbl/day",885830232,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",1204288,"Sm3 o.e.",1826,"Sm3"
"ALVE",4444332,2012,243453,"Sm3",0,"t",1531273,"bbl",665.17,"Sm3/day",4183.81,"bbl/day",651093360,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",894546,"Sm3 o.e.",258,"Sm3"
"ALVE",4444332,2013,135778,"Sm3",0,"t",854018,"bbl",371.99,"Sm3/day",2339.77,"bbl/day",381922932,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",517701,"Sm3 o.e.",2120,"Sm3"
"ALVE",4444332,2014,184549,"Sm3",0,"t",1160778,"bbl",505.61,"Sm3/day",3180.21,"bbl/day",650643251,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",835192,"Sm3 o.e.",4713,"Sm3"
"ALVE",4444332,2015,151936,"Sm3",0,"t",955649,"bbl",416.26,"Sm3/day",2618.22,"bbl/day",553193740,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",705130,"Sm3 o.e.",1406,"Sm3"
"ALVE",4444332,2016,146422,"Sm3",117830,"t",920970,"bbl",400.06,"Sm3/day",2516.31,"bbl/day",523733234,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",670155,"Sm3 o.e.",1483,"Sm3"
"ALVE",4444332,2017,175769,"Sm3",137201,"t",1105552,"bbl",481.56,"Sm3/day",3028.91,"bbl/day",862085024,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",1037854,"Sm3 o.e.",12559,"Sm3"
"ALVE",4444332,2018,136680,"Sm3",105432,"t",859691,"bbl",374.47,"Sm3/day",2355.32,"bbl/day",767043186,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",903723,"Sm3 o.e.",23807,"Sm3"
"ALVE",4444332,2019,83149,"Sm3",63791,"t",522988,"bbl",227.8,"Sm3/day",1432.84,"bbl/day",676956634,"Sm3",0,"MJ",0,"MJ/Sm3",585905,"t"," ","Sm3",760106,"Sm3 o.e.",13419,"Sm3"
"ALVE",4444332,2020,47055,"Sm3",35841,"t",295968,"bbl",128.57,"Sm3/day",808.66,"bbl/day",473848529,"Sm3",0,"MJ",0,"MJ/Sm3",409707,"t"," ","Sm3",520904,"Sm3 o.e.",7995,"Sm3"
"ALVE",4444332,2021,47021,"Sm3",35765,"t",295756,"bbl",128.83,"Sm3/day",810.29,"bbl/day",496117706,"Sm3",0,"MJ",0,"MJ/Sm3",429802,"t"," ","Sm3",543139,"Sm3 o.e.",8907,"Sm3"
"ALVE",4444332,2022,66834,"Sm3",51683,"t",420375,"bbl",183.11,"Sm3/day",1151.71,"bbl/day",596582987,"Sm3",0,"MJ",0,"MJ/Sm3",520777,"t"," ","Sm3",663417,"Sm3 o.e.",11582,"Sm3"
"ALVE",4444332,2023,87751,"Sm3",67320,"t",551936,"bbl",240.41,"Sm3/day",1512.15,"bbl/day",657916267,"Sm3",0,"MJ",0,"MJ/Sm3",576608,"t"," ","Sm3",745667,"Sm3 o.e.",12995,"Sm3"
"ALVE",4444332,2024,7798,"Sm3",5919,"t",49045,"bbl",21.3,"Sm3/day",134,"bbl/day",65487673,"Sm3",0,"MJ",0,"MJ/Sm3",57303,"t"," ","Sm3",73286,"Sm3 o.e.",1866,"Sm3"
"ALVHEIM",2845712,2008,2268571,"Sm3",0,"t",14268881,"bbl",6198.28,"Sm3/day",38986.01,"bbl/day",201952672,"Sm3",9210131375,"MJ",45.61,"MJ/Sm3",0,"t"," ","Sm3",2470524,"Sm3 o.e.",3773,"Sm3"
"ALVHEIM",2845712,2009,4986073,"Sm3",1452992,"t",31361452,"bbl",13660.47,"Sm3/day",85921.79,"bbl/day",482431702,"Sm3",22652762167,"MJ",46.96,"MJ/Sm3",0,"t"," ","Sm3",5468505,"Sm3 o.e.",408681,"Sm3"
"ALVHEIM",2845712,2010,5303549,"Sm3",4360278,"t",33358313,"bbl",14530.27,"Sm3/day",91392.64,"bbl/day",583607818,"Sm3",27439665066,"MJ",47.02,"MJ/Sm3",0,"t"," ","Sm3",5887157,"Sm3 o.e.",1419663,"Sm3"
"ALVHEIM",2845712,2011,4880583,"Sm3",4066954,"t",30697942,"bbl",13371.46,"Sm3/day",84103.95,"bbl/day",656604757,"Sm3",30355844470,"MJ",46.23,"MJ/Sm3",0,"t"," ","Sm3",5537188,"Sm3 o.e.",2708901,"Sm3"
"ALVHEIM",2845712,2012,4879185,"Sm3",4033349,"t",30689149,"bbl",13331.11,"Sm3/day",83850.13,"bbl/day",821660343,"Sm3",37272347217,"MJ",45.36,"MJ/Sm3",0,"t"," ","Sm3",5700845,"Sm3 o.e.",4251712,"Sm3"
"ALVHEIM",2845712,2013,3685741,"Sm3",3041620,"t",23182611,"bbl",10097.92,"Sm3/day",63514,"bbl/day",677314287,"Sm3",30410121011,"MJ",44.9,"MJ/Sm3",0,"t"," ","Sm3",4363055,"Sm3 o.e.",3132378,"Sm3"
"ALVHEIM",2845712,2014,3159634,"Sm3",2627344,"t",19873498,"bbl",8656.53,"Sm3/day",54447.94,"bbl/day",615052233,"Sm3",27360701287,"MJ",44.49,"MJ/Sm3",0,"t"," ","Sm3",3774686,"Sm3 o.e.",3903119,"Sm3"
"ALVHEIM",2845712,2015,2570396,"Sm3",2146688,"t",16167300,"bbl",7042.18,"Sm3/day",44293.97,"bbl/day",437672539,"Sm3",19409310609,"MJ",44.35,"MJ/Sm3",0,"t"," ","Sm3",3008069,"Sm3 o.e.",4659844,"Sm3"
"ALVHEIM",2845712,2016,3320946,"Sm3",2766064,"t",20888122,"bbl",9073.62,"Sm3/day",57071.37,"bbl/day",553522921,"Sm3",24622450152,"MJ",44.48,"MJ/Sm3",0,"t"," ","Sm3",3874469,"Sm3 o.e.",4439699,"Sm3"
"ALVHEIM",2845712,2017,4198476,"Sm3",3502336,"t",26407615,"bbl",11502.67,"Sm3/day",72349.63,"bbl/day",633999018,"Sm3",28267228654,"MJ",44.59,"MJ/Sm3",0,"t"," ","Sm3",4832475,"Sm3 o.e.",5507313,"Sm3"
"ALVHEIM",2845712,2018,3131465,"Sm3",2612147,"t",19696320,"bbl",8579.36,"Sm3/day",53962.52,"bbl/day",565768194,"Sm3",24934268164,"MJ",44.07,"MJ/Sm3",0,"t"," ","Sm3",3697233,"Sm3 o.e.",5580246,"Sm3"
"ALVHEIM",2845712,2019,2868075,"Sm3",2396402,"t",18039644,"bbl",7857.74,"Sm3/day",49423.68,"bbl/day",671994561,"Sm3",29177253528,"MJ",43.42,"MJ/Sm3",0,"t"," ","Sm3",3540070,"Sm3 o.e.",5713123,"Sm3"
"ALVHEIM",2845712,2020,2394925,"Sm3",2002874,"t",15063623,"bbl",6543.51,"Sm3/day",41157.44,"bbl/day",687183874,"Sm3",29634285697,"MJ",43.12,"MJ/Sm3",0,"t"," ","Sm3",3082109,"Sm3 o.e.",6208200,"Sm3"
"ALVHEIM",2845712,2021,2444275,"Sm3",2038400,"t",15374025,"bbl",6696.64,"Sm3/day",42120.62,"bbl/day",650644806,"Sm3",28175220962,"MJ",43.3,"MJ/Sm3",0,"t"," ","Sm3",3094920,"Sm3 o.e.",6010956,"Sm3"
"ALVHEIM",2845712,2022,2218874,"Sm3",1852089,"t",13956293,"bbl",6079.11,"Sm3/day",38236.42,"bbl/day",719777384,"Sm3",30778716497,"MJ",42.76,"MJ/Sm3",0,"t"," ","Sm3",2938651,"Sm3 o.e.",5890888,"Sm3"
"ALVHEIM",2845712,2023,1481230,"Sm3",1240842,"t",9316655,"bbl",4058.16,"Sm3/day",25525.08,"bbl/day",549925752,"Sm3",23371658468,"MJ",42.5,"MJ/Sm3",0,"t"," ","Sm3",2031156,"Sm3 o.e.",4655705,"Sm3"
"ALVHEIM",2845712,2024,226332,"Sm3",190522,"t",1423582,"bbl",618.39,"Sm3/day",3889.57,"bbl/day",68302286,"Sm3",2984477356,"MJ",43.7,"MJ/Sm3",0,"t"," ","Sm3",294634,"Sm3 o.e.",358579,"Sm3"
"ATLA",21106284,2012," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",224213655,"Sm3",0,"MJ",0,"MJ/Sm3",183799,"t",74207,"Sm3",298421,"Sm3 o.e."," ","Sm3"
"ATLA",21106284,2013," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",562995009,"Sm3",0,"MJ",0,"MJ/Sm3",461673,"t",144835,"Sm3",707830,"Sm3 o.e."," ","Sm3"
"ATLA",21106284,2014," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",246022083,"Sm3",0,"MJ",0,"MJ/Sm3",196610,"t",54958,"Sm3",300980,"Sm3 o.e."," ","Sm3"
"ATLA",21106284,2015," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",184674798,"Sm3",0,"MJ",0,"MJ/Sm3",147039,"t",38683,"Sm3",223358,"Sm3 o.e."," ","Sm3"
"ATLA",21106284,2016," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",48545169,"Sm3",0,"MJ",0,"MJ/Sm3",39163,"t",10439,"Sm3",58984,"Sm3 o.e.",4034,"Sm3"
"ATLA",21106284,2017," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",14300518,"Sm3",0,"MJ",0,"MJ/Sm3",11701,"t",2015,"Sm3",16316,"Sm3 o.e.",254,"Sm3"
"ATLA",21106284,2018," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",30854513,"Sm3",0,"MJ",0,"MJ/Sm3",25055,"t",4948,"Sm3",35803,"Sm3 o.e.",570,"Sm3"
"ATLA",21106284,2019," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",58332730,"Sm3",0,"MJ",0,"MJ/Sm3",47073,"t",10999,"Sm3",69332,"Sm3 o.e.",832,"Sm3"
"ATLA",21106284,2020," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",0,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t",0,"Sm3"," ","Sm3 o.e.",0,"Sm3"
"ATLA",21106284,2021," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",56810726,"Sm3",0,"MJ",0,"MJ/Sm3",49036,"t",9709,"Sm3",66520,"Sm3 o.e.",1374,"Sm3"
"ATLA",21106284,2022," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",23614699,"Sm3",0,"MJ",0,"MJ/Sm3",21387,"t",5419,"Sm3",29034,"Sm3 o.e.",710,"Sm3"
"ATLA",21106284,2023," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",27985560,"Sm3",0,"MJ",0,"MJ/Sm3",24934,"t",5448,"Sm3",33434,"Sm3 o.e.",54,"Sm3"
"ATLA",21106284,2024," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",0,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t",0,"Sm3"," ","Sm3 o.e.",0,"Sm3"
"BALDER",43562,1991,128557,"Sm3",117138,"t",808599,"bbl",352.21,"Sm3/day",2215.34,"bbl/day",6354000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",134911,"Sm3 o.e."," ","Sm3"
"BALDER",43562,1999,881205,"Sm3",804046,"t",5542612,"bbl",2414.26,"Sm3/day",15185.24,"bbl/day",42425597,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",923631,"Sm3 o.e.",5904,"Sm3"
"BALDER",43562,2000,4017993,"Sm3",3672806,"t",25272413,"bbl",10978.12,"Sm3/day",69050.31,"bbl/day",211433737,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",4229427,"Sm3 o.e.",1211607,"Sm3"
"BALDER",43562,2001,3888016,"Sm3",3550879,"t",24454882,"bbl",10652.1,"Sm3/day",66999.68,"bbl/day",210705667,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",4098722,"Sm3 o.e.",1579481,"Sm3"
"BALDER",43562,2002,3436049,"Sm3",3137698,"t",21612095,"bbl",9413.83,"Sm3/day",59211.22,"bbl/day",235723917,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",3671773,"Sm3 o.e.",2370546,"Sm3"
"BALDER",43562,2003,3949446,"Sm3",3473611,"t",24841265,"bbl",10820.4,"Sm3/day",68058.26,"bbl/day",252865511,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",4202312,"Sm3 o.e.",2163298,"Sm3"
"BALDER",43562,2004,6045904,"Sm3",5304292,"t",38027587,"bbl",16518.86,"Sm3/day",103900.51,"bbl/day",333441430,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",6379345,"Sm3 o.e.",2627024,"Sm3"
"BALDER",43562,2005,6984410,"Sm3",6071200,"t",43930612,"bbl",19135.37,"Sm3/day",120357.84,"bbl/day",374069599,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",7358480,"Sm3 o.e.",2791951,"Sm3"
"BALDER",43562,2006,6352301,"Sm3",5464538,"t",39954766,"bbl",17403.56,"Sm3/day",109465.11,"bbl/day",283793972,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",6636095,"Sm3 o.e.",3112751,"Sm3"
"BALDER",43562,2007,5624162,"Sm3",4808115,"t",35374910,"bbl",15408.66,"Sm3/day",96917.56,"bbl/day",272598009,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",5896760,"Sm3 o.e.",3436723,"Sm3"
"BALDER",43562,2008,4409176,"Sm3",3772929,"t",27732879,"bbl",12046.93,"Sm3/day",75772.89,"bbl/day",213112548,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",4622289,"Sm3 o.e.",3967413,"Sm3"
"BALDER",43562,2009,3313248,"Sm3",2853541,"t",20839700,"bbl",9077.39,"Sm3/day",57095.07,"bbl/day",157103613,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",3470352,"Sm3 o.e.",4616579,"Sm3"
"BALDER",43562,2010,2726305,"Sm3",2351095,"t",17147940,"bbl",7469.33,"Sm3/day",46980.66,"bbl/day",133174616,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",2859480,"Sm3 o.e.",5213444,"Sm3"
"BALDER",43562,2011,2270363,"Sm3",1960408,"t",14280152,"bbl",6220.17,"Sm3/day",39123.7,"bbl/day",106864393,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",2377227,"Sm3 o.e.",5261184,"Sm3"
"BALDER",43562,2012,1857259,"Sm3",1607999,"t",11681806,"bbl",5074.48,"Sm3/day",31917.5,"bbl/day",89488138,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",1946747,"Sm3 o.e.",4737983,"Sm3"
"BALDER",43562,2013,1924993,"Sm3",1677656,"t",12107840,"bbl",5273.95,"Sm3/day",33172.16,"bbl/day",97864995,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",2022858,"Sm3 o.e.",4686246,"Sm3"
"BALDER",43562,2014,2487552,"Sm3",2198268,"t",15646229,"bbl",6815.21,"Sm3/day",42866.38,"bbl/day",116567122,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",2604119,"Sm3 o.e.",4331015,"Sm3"
"BALDER",43562,2015,2556238,"Sm3",2268733,"t",16078251,"bbl",7003.39,"Sm3/day",44050,"bbl/day",135292761,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",2691531,"Sm3 o.e.",4436552,"Sm3"
"BALDER",43562,2016,2671197,"Sm3",2379539,"t",16801322,"bbl",7298.35,"Sm3/day",45905.25,"bbl/day",142565753,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",2813763,"Sm3 o.e.",5033903,"Sm3"
"BALDER",43562,2017,2118883,"Sm3",1889715,"t",13327371,"bbl",5805.16,"Sm3/day",36513.35,"bbl/day",117714558,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",2236598,"Sm3 o.e.",5839646,"Sm3"
