Temperature (C),Pressure (bar),Density (kg/m3),Volume (m3/kg),Internal Energy (kJ/kg),Enthalpy (kJ/kg),Entropy (J/g*K),Cv (J/g*K),Cp (J/g*K),Sound Spd. (m/s),Joule-Thomson (K/bar),Viscosity (cP),Therm. Cond. (W/m*K),Phase
30.0,1.0,0.63752,1.5686,764.29,921.15,6.7185,1.7203,2.2431,451.89,0.42285,0.011237,0.034653,vapor
30.0,11.0,7.1278,0.14029,757.29,911.61,5.4527,1.7298,2.3007,449.05,0.41703,0.011377,0.035314,vapor
30.0,21.0,13.83,0.072304,750.13,901.97,5.0941,1.7395,2.3625,446.58,0.41039,0.011539,0.036029,vapor
30.0,31.0,20.748,0.048197,742.82,892.23,4.8683,1.7491,2.4285,444.55,0.40279,0.011726,0.036812,vapor
30.0,41.0,27.881,0.035866,735.36,882.41,4.6992,1.7587,2.4989,443.0,0.39415,0.011939,0.03767,vapor
30.0,51.0,35.227,0.028387,727.76,872.53,4.5616,1.7683,2.5735,442.01,0.38438,0.01218,0.038612,vapor
30.0,51.0,35.227,0.028387,727.76,872.53,4.5616,1.7683,2.5735,442.01,0.38438,0.01218,0.038612,supercritical
30.0,51.0,35.227,0.028387,727.76,872.53,4.5616,1.7683,2.5735,442.01,0.38438,0.01218,0.038612,supercritical
30.0,61.0,42.776,0.023377,720.03,862.63,4.444,1.7776,2.6517,441.64,0.37342,0.01245,0.039642,supercritical
30.0,71.0,50.517,0.019795,712.2,852.74,4.3405,1.7868,2.7331,441.97,0.36126,0.012749,0.040767,supercritical
30.0,81.0,58.43,0.017114,704.28,842.9,4.2474,1.7956,2.8166,443.07,0.34794,0.013079,0.04199,supercritical
30.0,91.0,66.488,0.01504,696.29,833.16,4.1623,1.8041,2.9011,445.01,0.33354,0.013441,0.04331,supercritical
30.0,101.0,74.659,0.013394,688.29,823.57,4.0839,1.812,2.9852,447.85,0.3182,0.013832,0.044724,supercritical
30.0,111.0,82.902,0.012062,680.29,814.18,4.011,1.8195,3.0673,451.62,0.3021,0.014254,0.046226,supercritical
30.0,121.0,91.174,0.010968,672.34,805.05,3.943,1.8264,3.1457,456.36,0.28545,0.014703,0.047803,supercritical
30.0,131.0,99.426,0.010058,664.48,796.24,3.8793,1.8326,3.2189,462.08,0.26849,0.015179,0.049442,supercritical
30.0,141.0,107.61,0.0092929,656.75,787.78,3.8195,1.8383,3.2855,468.76,0.25144,0.015678,0.051126,supercritical
30.0,151.0,115.68,0.0086447,649.19,779.73,3.7634,1.8434,3.3444,476.36,0.23453,0.016197,0.052836,supercritical
30.0,161.0,123.59,0.0080915,641.83,772.11,3.7106,1.848,3.3949,484.84,0.21795,0.016733,0.054556,supercritical
30.0,171.0,131.3,0.0076163,634.7,764.94,3.6611,1.852,3.4368,494.12,0.20187,0.017282,0.05627,supercritical
30.0,181.0,138.78,0.0072057,627.81,758.23,3.6145,1.8556,3.4701,504.12,0.18643,0.017841,0.057964,supercritical
30.0,191.0,146.01,0.006849,621.18,752.0,3.5708,1.8587,3.4953,514.76,0.17173,0.018405,0.059629,supercritical
30.0,201.0,152.97,0.0065373,614.82,746.22,3.5297,1.8615,3.513,525.93,0.15783,0.018974,0.061257,supercritical
30.0,211.0,159.65,0.0062637,608.74,740.9,3.491,1.8641,3.5242,537.55,0.14478,0.019542,0.062846,supercritical
30.0,221.0,166.05,0.0060222,602.92,736.01,3.4547,1.8663,3.5297,549.53,0.13258,0.020109,0.064393,supercritical
30.0,231.0,172.18,0.005808,597.37,731.53,3.4204,1.8684,3.5305,561.79,0.12122,0.020673,0.065898,supercritical
30.0,241.0,178.03,0.005617,592.07,727.45,3.388,1.8704,3.5275,574.26,0.11067,0.021232,0.067362,supercritical
30.0,251.0,183.62,0.0054461,587.02,723.72,3.3575,1.8722,3.5214,586.87,0.1009,0.021785,0.068788,supercritical
30.0,261.0,188.96,0.0052922,582.2,720.33,3.3286,1.8739,3.513,599.57,0.091851,0.022332,0.070177,supercritical
30.0,271.0,194.05,0.0051532,577.6,717.26,3.3013,1.8756,3.5027,612.31,0.083485,0.022871,0.071531,supercritical
30.0,281.0,198.92,0.0050271,573.21,714.47,3.2753,1.8772,3.491,625.06,0.075747,0.023403,0.072854,supercritical
30.0,291.0,203.58,0.0049121,569.02,711.96,3.2506,1.8788,3.4785,637.77,0.068587,0.023927,0.074147,supercritical
30.0,301.0,208.03,0.004807,565.01,709.7,3.2271,1.8804,3.4652,650.44,0.061958,0.024443,0.075412,supercritical
30.0,311.0,212.29,0.0047105,561.17,707.66,3.2047,1.8819,3.4516,663.02,0.055816,0.024951,0.076651,supercritical
30.0,321.0,216.38,0.0046215,557.49,705.84,3.1833,1.8835,3.4377,675.51,0.050118,0.025451,0.077867,supercritical
30.0,331.0,220.3,0.0045393,553.96,704.21,3.1628,1.8851,3.4238,687.89,0.044826,0.025944,0.079059,supercritical
30.0,341.0,224.06,0.0044631,550.57,702.76,3.1432,1.8866,3.41,700.15,0.039905,0.026429,0.080231,supercritical
30.0,351.0,227.67,0.0043923,547.32,701.48,3.1244,1.8882,3.3963,712.28,0.035323,0.026906,0.081383,supercritical
30.0,361.0,231.15,0.0043262,544.19,700.36,3.1063,1.8898,3.3828,724.27,0.031051,0.027377,0.082516,supercritical
30.0,371.0,234.5,0.0042644,541.17,699.38,3.0889,1.8914,3.3697,736.12,0.027063,0.02784,0.083631,supercritical
30.0,381.0,237.73,0.0042065,538.27,698.53,3.0721,1.893,3.3568,747.83,0.023334,0.028297,0.084729,supercritical
30.0,391.0,240.85,0.004152,535.47,697.81,3.056,1.8946,3.3442,759.39,0.019844,0.028748,0.085812,supercritical
30.0,401.0,243.85,0.0041008,532.76,697.2,3.0404,1.8962,3.3321,770.8,0.016572,0.029192,0.086879,supercritical
30.0,411.0,246.76,0.0040525,530.15,696.7,3.0253,1.8978,3.3202,782.07,0.013501,0.02963,0.087932,supercritical
30.0,421.0,249.58,0.0040068,527.62,696.3,3.0107,1.8994,3.3088,793.19,0.010615,0.030062,0.088971,supercritical
30.0,431.0,252.3,0.0039635,525.17,696.0,2.9965,1.901,3.2977,804.16,0.0078986,0.030489,0.089996,supercritical
30.0,441.0,254.94,0.0039224,522.8,695.78,2.9828,1.9026,3.2869,814.99,0.0053395,0.03091,0.09101,supercritical
30.0,451.0,257.51,0.0038834,520.5,695.65,2.9695,1.9043,3.2766,825.68,0.0029253,0.031327,0.092011,supercritical
30.0,461.0,259.99,0.0038463,518.28,695.59,2.9565,1.9059,3.2665,836.23,0.00064516,0.031738,0.093,supercritical
30.0,471.0,262.41,0.0038109,516.11,695.6,2.9439,1.9075,3.2569,846.64,-0.0015108,0.032145,0.093978,supercritical
30.0,481.0,264.76,0.003777,514.01,695.69,2.9317,1.9091,3.2475,856.91,-0.0035516,0.032547,0.094945,supercritical
30.0,491.0,267.04,0.0037447,511.97,695.83,2.9198,1.9108,3.2385,867.06,-0.0054856,0.032944,0.095903,supercritical
30.0,501.0,269.27,0.0037138,509.98,696.04,2.9082,1.9124,3.2297,877.07,-0.0073201,0.033338,0.09685,supercritical
30.0,511.0,271.43,0.0036841,508.05,696.3,2.8968,1.914,3.2213,886.96,-0.0090621,0.033727,0.097787,supercritical
30.0,521.0,273.55,0.0036557,506.16,696.62,2.8858,1.9157,3.2131,896.72,-0.010718,0.034112,0.098716,supercritical
30.0,531.0,275.61,0.0036284,504.33,696.99,2.875,1.9173,3.2053,906.36,-0.012293,0.034494,0.099635,supercritical
30.0,541.0,277.62,0.0036021,502.54,697.41,2.8644,1.9189,3.1977,915.88,-0.013793,0.034872,0.10055,supercritical
30.0,551.0,279.58,0.0035768,500.79,697.87,2.8541,1.9205,3.1903,925.28,-0.015223,0.035247,0.10145,supercritical
30.0,561.0,281.5,0.0035524,499.09,698.38,2.844,1.9221,3.1832,934.57,-0.016586,0.035618,0.10234,supercritical
30.0,571.0,283.37,0.0035289,497.43,698.93,2.8342,1.9237,3.1763,943.75,-0.017888,0.035986,0.10323,supercritical
30.0,581.0,285.21,0.0035062,495.8,699.52,2.8245,1.9253,3.1696,952.83,-0.019132,0.036351,0.10411,supercritical
30.0,591.0,287.0,0.0034843,494.22,700.14,2.815,1.9269,3.1632,961.79,-0.020322,0.036712,0.10498,supercritical
30.0,601.0,288.76,0.0034631,492.67,700.8,2.8057,1.9285,3.157,970.65,-0.02146,0.037071,0.10585,supercritical
30.0,611.0,290.48,0.0034426,491.15,701.5,2.7966,1.9301,3.1509,979.42,-0.022549,0.037427,0.10671,supercritical
30.0,621.0,292.16,0.0034228,489.67,702.22,2.7877,1.9317,3.1451,988.08,-0.023594,0.037781,0.10756,supercritical
30.0,631.0,293.81,0.0034035,488.22,702.98,2.779,1.9333,3.1394,996.65,-0.024595,0.038131,0.1084,supercritical
30.0,641.0,295.43,0.0033849,486.79,703.77,2.7704,1.9349,3.1339,1005.1,-0.025556,0.03848,0.10924,supercritical
30.0,651.0,297.02,0.0033668,485.4,704.58,2.7619,1.9365,3.1286,1013.5,-0.026478,0.038825,0.11007,supercritical
30.0,661.0,298.58,0.0033492,484.04,705.42,2.7536,1.938,3.1235,1021.8,-0.027364,0.039169,0.1109,supercritical
30.0,671.0,300.11,0.0033321,482.7,706.29,2.7454,1.9396,3.1184,1030.0,-0.028216,0.03951,0.11172,supercritical
30.0,681.0,301.61,0.0033156,481.39,707.18,2.7374,1.9411,3.1136,1038.1,-0.029035,0.039848,0.11254,supercritical
30.0,691.0,303.08,0.0032994,480.11,708.1,2.7295,1.9427,3.1089,1046.1,-0.029823,0.040185,0.11335,supercritical
30.0,701.0,304.53,0.0032837,478.85,709.04,2.7218,1.9442,3.1043,1054.1,-0.030582,0.04052,0.11415,supercritical
30.0,711.0,305.96,0.0032684,477.61,710.0,2.7141,1.9458,3.0999,1062.0,-0.031313,0.040852,0.11495,supercritical
30.0,721.0,307.36,0.0032535,476.4,710.98,2.7066,1.9473,3.0955,1069.7,-0.032018,0.041183,0.11575,supercritical
30.0,731.0,308.74,0.003239,475.21,711.98,2.6992,1.9488,3.0914,1077.5,-0.032697,0.041512,0.11654,supercritical
30.0,741.0,310.09,0.0032248,474.04,713.0,2.6919,1.9504,3.0873,1085.1,-0.033353,0.041838,0.11733,supercritical
30.0,751.0,311.43,0.003211,472.89,714.04,2.6847,1.9519,3.0833,1092.7,-0.033985,0.042164,0.11811,supercritical
30.0,761.0,312.74,0.0031976,471.76,715.09,2.6776,1.9534,3.0795,1100.2,-0.034596,0.042487,0.11889,supercritical
30.0,771.0,314.03,0.0031844,470.65,716.17,2.6707,1.9549,3.0757,1107.6,-0.035186,0.042809,0.11966,supercritical
30.0,781.0,315.3,0.0031715,469.56,717.26,2.6638,1.9564,3.0721,1114.9,-0.035757,0.043129,0.12043,supercritical
30.0,791.0,316.56,0.003159,468.49,718.36,2.657,1.9579,3.0685,1122.2,-0.036308,0.043447,0.12119,supercritical
30.0,801.0,317.79,0.0031467,467.43,719.49,2.6503,1.9594,3.0651,1129.4,-0.036841,0.043764,0.12195,supercritical
30.0,811.0,319.01,0.0031347,466.4,720.62,2.6437,1.9608,3.0617,1136.6,-0.037357,0.044079,0.12271,supercritical
30.0,821.0,320.21,0.0031229,465.38,721.77,2.6371,1.9623,3.0584,1143.7,-0.037856,0.044393,0.12346,supercritical
30.0,831.0,321.39,0.0031114,464.38,722.94,2.6307,1.9638,3.0553,1150.7,-0.03834,0.044706,0.12421,supercritical
30.0,841.0,322.56,0.0031002,463.39,724.12,2.6243,1.9652,3.0522,1157.7,-0.038808,0.045017,0.12495,supercritical
30.0,851.0,323.71,0.0030892,462.42,725.31,2.6181,1.9667,3.0491,1164.6,-0.039262,0.045327,0.1257,supercritical
30.0,861.0,324.85,0.0030784,461.46,726.51,2.6119,1.9681,3.0462,1171.4,-0.039702,0.045635,0.12643,supercritical
30.0,871.0,325.97,0.0030678,460.52,727.72,2.6057,1.9696,3.0433,1178.2,-0.040128,0.045943,0.12717,supercritical
30.0,881.0,327.07,0.0030574,459.59,728.95,2.5997,1.971,3.0405,1184.9,-0.040542,0.046249,0.1279,supercritical
30.0,891.0,328.17,0.0030472,458.68,730.19,2.5937,1.9724,3.0378,1191.6,-0.040943,0.046554,0.12863,supercritical
30.0,901.0,329.24,0.0030373,457.78,731.44,2.5878,1.9739,3.0351,1198.3,-0.041332,0.046857,0.12935,supercritical
30.0,911.0,330.31,0.0030275,456.9,732.7,2.5819,1.9753,3.0325,1204.8,-0.04171,0.04716,0.13008,supercritical
30.0,921.0,331.36,0.0030179,456.02,733.97,2.5761,1.9767,3.03,1211.3,-0.042077,0.047461,0.1308,supercritical
30.0,931.0,332.4,0.0030085,455.16,735.25,2.5704,1.9781,3.0275,1217.8,-0.042433,0.047762,0.13151,supercritical
30.0,941.0,333.42,0.0029992,454.31,736.54,2.5648,1.9795,3.0251,1224.2,-0.04278,0.048061,0.13223,supercritical
30.0,951.0,334.44,0.0029901,453.48,737.84,2.5592,1.9809,3.0227,1230.6,-0.043116,0.04836,0.13294,supercritical
30.0,961.0,335.44,0.0029812,452.65,739.14,2.5536,1.9823,3.0204,1236.9,-0.043443,0.048657,0.13364,supercritical
30.0,971.0,336.43,0.0029724,451.84,740.46,2.5482,1.9836,3.0182,1243.2,-0.043761,0.048953,0.13435,supercritical
30.0,981.0,337.41,0.0029638,451.04,741.79,2.5427,1.985,3.016,1249.4,-0.04407,0.049249,0.13505,supercritical
30.0,991.0,338.37,0.0029553,450.25,743.12,2.5374,1.9864,3.0138,1255.6,-0.044371,0.049544,0.13575,supercritical
30.0,1001.0,339.33,0.002947,449.47,744.46,2.5321,1.9877,3.0117,1261.7,-0.044664,0.049837,0.13645,supercritical
