Temperature (C),Pressure (bar),Density (kg/m3),Volume (m3/kg),Internal Energy (kJ/kg),Enthalpy (kJ/kg),Entropy (J/g*K),Cv (J/g*K),Cp (J/g*K),Sound Spd. (m/s),Joule-Thomson (K/bar),Viscosity (cP),Therm. Cond. (W/m*K),Phase
20.0,1.0,0.65941,1.5165,747.18,898.84,6.6437,1.6973,2.2205,445.02,0.45326,0.010914,0.03327,vapor
20.0,11.0,7.3888,0.13534,739.82,888.69,5.3758,1.7079,2.2836,441.68,0.44757,0.011056,0.033959,vapor
20.0,21.0,14.37,0.069588,732.26,878.4,5.015,1.7187,2.3521,438.72,0.44089,0.011225,0.034709,vapor
20.0,31.0,21.611,0.046272,724.51,867.96,4.7869,1.7296,2.4263,436.21,0.43306,0.011421,0.035537,vapor
20.0,41.0,29.116,0.034345,716.57,857.39,4.6153,1.7405,2.5062,434.22,0.42393,0.011646,0.036454,vapor
20.0,51.0,36.885,0.027111,708.45,846.72,4.475,1.7513,2.5919,432.83,0.41337,0.011904,0.037469,vapor
20.0,51.0,36.885,0.027111,708.45,846.72,4.475,1.7513,2.5919,432.83,0.41337,0.011904,0.037469,supercritical
20.0,51.0,36.885,0.027111,708.45,846.72,4.475,1.7513,2.5919,432.83,0.41337,0.011904,0.037469,supercritical
20.0,61.0,44.913,0.022266,700.15,835.97,4.3546,1.762,2.6828,432.13,0.40129,0.012196,0.038592,supercritical
20.0,71.0,53.186,0.018802,691.71,825.2,4.2481,1.7725,2.7783,432.23,0.38765,0.012523,0.039829,supercritical
20.0,81.0,61.683,0.016212,683.14,814.45,4.1519,1.7826,2.877,433.22,0.3725,0.012888,0.041185,supercritical
20.0,91.0,70.373,0.01421,674.48,803.79,4.0638,1.7922,2.9774,435.19,0.35594,0.013289,0.042661,supercritical
20.0,101.0,79.212,0.012624,665.77,793.28,3.9823,1.8012,3.0772,438.22,0.33817,0.013728,0.044252,supercritical
20.0,111.0,88.147,0.011345,657.07,783.0,3.9064,1.8095,3.1742,442.38,0.31943,0.014203,0.045946,supercritical
