Temperature (C),Pressure (bar),Density (kg/m3),Volume (m3/kg),Internal Energy (kJ/kg),Enthalpy (kJ/kg),Entropy (J/g*K),Cv (J/g*K),Cp (J/g*K),Sound Spd. (m/s),Joule-Thomson (K/bar),Viscosity (cP),Therm. Cond. (W/m*K),Phase
80.0,1.0,0.54685,1.8287,853.71,1036.6,7.0707,1.8584,2.3798,483.71,0.30227,0.012795,0.042074,vapor
80.0,11.0,6.0674,0.16481,848.09,1029.4,5.8121,1.8644,2.4183,482.68,0.29696,0.012921,0.042626,vapor
80.0,21.0,11.68,0.085614,842.43,1022.2,5.4611,1.8703,2.458,481.97,0.29129,0.013061,0.043209,vapor
80.0,31.0,17.381,0.057534,836.72,1015.1,5.2433,1.8761,2.4989,481.58,0.28524,0.013214,0.043829,vapor
80.0,41.0,23.165,0.043169,830.97,1008.0,5.0825,1.8818,2.5409,481.55,0.27881,0.013383,0.044489,vapor
80.0,51.0,29.024,0.034454,825.19,1000.9,4.9535,1.8875,2.5838,481.9,0.27197,0.013566,0.04519,vapor
80.0,51.0,29.024,0.034454,825.19,1000.9,4.9535,1.8875,2.5838,481.9,0.27197,0.013566,0.04519,supercritical
80.0,51.0,29.024,0.034454,825.19,1000.9,4.9535,1.8875,2.5838,481.9,0.27197,0.013566,0.04519,supercritical
80.0,61.0,34.951,0.028611,819.39,993.92,4.8449,1.893,2.6274,482.64,0.26474,0.013764,0.045935,supercritical
80.0,71.0,40.937,0.024428,813.57,987.0,4.7505,1.8983,2.6714,483.8,0.25712,0.013977,0.046724,supercritical
80.0,81.0,46.972,0.021289,807.74,980.18,4.6667,1.9035,2.7156,485.4,0.24914,0.014205,0.047558,supercritical
80.0,91.0,53.043,0.018852,801.92,973.48,4.591,1.9086,2.7597,487.45,0.24082,0.014448,0.048436,supercritical
80.0,101.0,59.139,0.016909,796.11,966.9,4.5218,1.9134,2.8034,489.97,0.23221,0.014705,0.049356,supercritical
80.0,111.0,65.245,0.015327,790.33,960.46,4.4581,1.9181,2.8462,492.96,0.22336,0.014976,0.050319,supercritical
80.0,121.0,71.347,0.014016,784.59,954.19,4.3988,1.9225,2.888,496.44,0.21431,0.015261,0.05132,supercritical
