Temperature (C),Pressure (bar),Density (kg/m3),Volume (m3/kg),Internal Energy (kJ/kg),Enthalpy (kJ/kg),Entropy (J/g*K),Cv (J/g*K),Cp (J/g*K),Sound Spd. (m/s),Joule-Thomson (K/bar),Viscosity (cP),Therm. Cond. (W/m*K),Phase
100.0,1.0,0.064942,15.398,3471.9,5011.7,56.66,10.333,14.459,1468.2,-0.040789,0.010396,0.21976,vapor
100.0,11.0,0.71079,1.4069,3470.0,5017.6,46.765,10.34,14.475,1476.0,-0.041005,0.010398,0.22088,vapor
100.0,21.0,1.3502,0.74064,3468.2,5023.5,44.094,10.346,14.491,1483.7,-0.04124,0.010402,0.22189,vapor
100.0,21.0,1.3502,0.74064,3468.2,5023.5,44.094,10.346,14.491,1483.7,-0.04124,0.010402,0.22189,supercritical
100.0,21.0,1.3502,0.74064,3468.2,5023.5,44.094,10.346,14.491,1483.7,-0.04124,0.010402,0.22189,supercritical
100.0,31.0,1.9832,0.50423,3466.4,5029.5,42.482,10.353,14.507,1491.5,-0.04149,0.010406,0.22282,supercritical
100.0,41.0,2.61,0.38314,3464.7,5035.6,41.325,10.359,14.522,1499.3,-0.041752,0.010412,0.22367,supercritical
100.0,51.0,3.2305,0.30955,3463.0,5041.7,40.42,10.366,14.537,1507.0,-0.042024,0.010418,0.22446,supercritical
100.0,61.0,3.8449,0.26008,3461.3,5047.8,39.677,10.372,14.551,1514.8,-0.042301,0.010426,0.22518,supercritical
100.0,71.0,4.4533,0.22455,3459.7,5054.0,39.047,10.379,14.565,1522.6,-0.042584,0.010434,0.22586,supercritical
100.0,81.0,5.0556,0.1978,3458.0,5060.2,38.499,10.385,14.578,1530.4,-0.042868,0.010444,0.2265,supercritical
100.0,91.0,5.6521,0.17693,3456.5,5066.5,38.015,10.392,14.592,1538.1,-0.043153,0.010454,0.2271,supercritical
100.0,101.0,6.2426,0.16019,3454.9,5072.8,37.581,10.398,14.604,1545.9,-0.043438,0.010465,0.22767,supercritical
100.0,111.0,6.8274,0.14647,3453.4,5079.2,37.188,10.405,14.617,1553.7,-0.043721,0.010477,0.22823,supercritical
100.0,121.0,7.4065,0.13502,3451.9,5085.6,36.828,10.411,14.629,1561.5,-0.044,0.010489,0.22876,supercritical
100.0,131.0,7.98,0.12531,3450.4,5092.0,36.497,10.418,14.641,1569.3,-0.044277,0.010503,0.22928,supercritical
100.0,141.0,8.5478,0.11699,3449.0,5098.5,36.19,10.424,14.652,1577.1,-0.044548,0.010517,0.22979,supercritical
100.0,151.0,9.1102,0.10977,3447.6,5105.1,35.904,10.43,14.663,1584.9,-0.044815,0.010532,0.23029,supercritical
100.0,161.0,9.6671,0.10344,3446.2,5111.7,35.636,10.437,14.674,1592.7,-0.045076,0.010547,0.23079,supercritical
100.0,171.0,10.219,0.09786,3444.9,5118.3,35.384,10.443,14.684,1600.5,-0.045332,0.010563,0.23129,supercritical
100.0,181.0,10.765,0.092894,3443.6,5125.0,35.147,10.449,14.694,1608.3,-0.045582,0.01058,0.23179,supercritical
100.0,191.0,11.306,0.088449,3442.3,5131.7,34.922,10.456,14.703,1616.1,-0.045825,0.010597,0.2323,supercritical
100.0,201.0,11.842,0.084447,3441.1,5138.5,34.708,10.462,14.713,1623.9,-0.046062,0.010616,0.23281,supercritical
100.0,211.0,12.373,0.080824,3439.9,5145.3,34.505,10.468,14.722,1631.7,-0.046292,0.010634,0.23333,supercritical
100.0,221.0,12.898,0.07753,3438.7,5152.1,34.311,10.474,14.731,1639.5,-0.046516,0.010653,0.23385,supercritical
100.0,231.0,13.419,0.074521,3437.5,5159.0,34.126,10.481,14.739,1647.2,-0.046734,0.010673,0.23439,supercritical
100.0,241.0,13.935,0.071762,3436.4,5165.9,33.949,10.487,14.748,1655.0,-0.046945,0.010693,0.23494,supercritical
100.0,251.0,14.446,0.069224,3435.3,5172.8,33.778,10.493,14.756,1662.7,-0.04715,0.010714,0.23549,supercritical
100.0,261.0,14.952,0.06688,3434.2,5179.8,33.615,10.499,14.764,1670.5,-0.047348,0.010735,0.23606,supercritical
100.0,271.0,15.454,0.064709,3433.2,5186.8,33.457,10.505,14.771,1678.2,-0.04754,0.010757,0.23664,supercritical
100.0,281.0,15.951,0.062693,3432.2,5193.8,33.305,10.511,14.779,1685.9,-0.047726,0.010779,0.23723,supercritical
100.0,291.0,16.443,0.060816,3431.2,5200.9,33.159,10.517,14.786,1693.6,-0.047906,0.010802,0.23783,supercritical
100.0,301.0,16.931,0.059063,3430.2,5208.0,33.017,10.524,14.793,1701.3,-0.04808,0.010825,0.23845,supercritical
100.0,311.0,17.414,0.057423,3429.3,5215.1,32.88,10.53,14.8,1709.0,-0.048248,0.010849,0.23908,supercritical
100.0,321.0,17.894,0.055886,3428.3,5222.3,32.748,10.536,14.806,1716.7,-0.048411,0.010873,0.23972,supercritical
100.0,331.0,18.368,0.054442,3427.4,5229.5,32.619,10.542,14.813,1724.3,-0.048568,0.010897,0.24037,supercritical
100.0,341.0,18.839,0.053082,3426.6,5236.7,32.494,10.548,14.819,1731.9,-0.04872,0.010922,0.24103,supercritical
100.0,351.0,19.305,0.0518,3425.7,5243.9,32.373,10.554,14.825,1739.6,-0.048867,0.010947,0.24171,supercritical
100.0,361.0,19.767,0.050589,3424.9,5251.2,32.255,10.56,14.831,1747.2,-0.049009,0.010973,0.2424,supercritical
100.0,371.0,20.225,0.049443,3424.1,5258.4,32.141,10.565,14.837,1754.8,-0.049146,0.010998,0.2431,supercritical
100.0,381.0,20.679,0.048358,3423.3,5265.7,32.029,10.571,14.842,1762.4,-0.049279,0.011025,0.24381,supercritical
100.0,391.0,21.129,0.047328,3422.6,5273.1,31.921,10.577,14.848,1769.9,-0.049407,0.011051,0.24453,supercritical
100.0,401.0,21.575,0.046349,3421.8,5280.4,31.815,10.583,14.853,1777.5,-0.04953,0.011078,0.24526,supercritical
100.0,411.0,22.018,0.045418,3421.1,5287.8,31.712,10.589,14.858,1785.0,-0.04965,0.011105,0.246,supercritical
100.0,421.0,22.456,0.044531,3420.4,5295.2,31.611,10.595,14.863,1792.5,-0.049765,0.011132,0.24675,supercritical
100.0,431.0,22.891,0.043685,3419.7,5302.6,31.513,10.601,14.868,1800.0,-0.049877,0.01116,0.24751,supercritical
100.0,441.0,23.322,0.042878,3419.1,5310.0,31.417,10.606,14.873,1807.5,-0.049984,0.011188,0.24827,supercritical
100.0,451.0,23.749,0.042106,3418.5,5317.4,31.323,10.612,14.878,1814.9,-0.050088,0.011216,0.24905,supercritical
100.0,461.0,24.173,0.041368,3417.8,5324.9,31.231,10.618,14.882,1822.4,-0.050189,0.011245,0.24983,supercritical
100.0,471.0,24.594,0.040661,3417.2,5332.4,31.141,10.624,14.887,1829.8,-0.050286,0.011274,0.25063,supercritical
100.0,481.0,25.01,0.039984,3416.7,5339.9,31.053,10.629,14.891,1837.2,-0.050379,0.011303,0.25143,supercritical
100.0,491.0,25.424,0.039334,3416.1,5347.4,30.967,10.635,14.895,1844.6,-0.05047,0.011332,0.25223,supercritical
100.0,501.0,25.834,0.038709,3415.6,5354.9,30.883,10.641,14.899,1852.0,-0.050557,0.011361,0.25304,supercritical
100.0,511.0,26.24,0.03811,3415.1,5362.5,30.8,10.647,14.903,1859.4,-0.050641,0.011391,0.25386,supercritical
100.0,521.0,26.643,0.037533,3414.5,5370.0,30.719,10.652,14.907,1866.7,-0.050723,0.011421,0.25469,supercritical
100.0,531.0,27.043,0.036978,3414.1,5377.6,30.639,10.658,14.911,1874.0,-0.050801,0.011451,0.25552,supercritical
100.0,541.0,27.44,0.036443,3413.6,5385.2,30.561,10.663,14.915,1881.3,-0.050877,0.011481,0.25636,supercritical
100.0,551.0,27.834,0.035928,3413.1,5392.8,30.485,10.669,14.918,1888.6,-0.050951,0.011512,0.2572,supercritical
