Temperature (C),Pressure (bar),Density (kg/m3),Volume (m3/kg),Internal Energy (kJ/kg),Enthalpy (kJ/kg),Entropy (J/g*K),Cv (J/g*K),Cp (J/g*K),Sound Spd. (m/s),Joule-Thomson (K/bar),Viscosity (cP),Therm. Cond. (W/m*K),Phase
160.0,1.0,0.44558,2.2443,1013.1,1237.6,7.5827,2.1319,2.6521,528.32,0.18245,0.015111,0.05563,vapor
160.0,11.0,4.914,0.2035,1008.9,1232.7,6.3302,2.1352,2.6751,528.86,0.17869,0.015218,0.056069,vapor
160.0,21.0,9.4032,0.10635,1004.7,1228.0,5.9854,2.1384,2.6982,529.62,0.17484,0.015332,0.056524,vapor
160.0,31.0,13.91,0.071893,1000.4,1223.3,5.774,2.1416,2.7214,530.58,0.17089,0.015454,0.056996,vapor
160.0,41.0,18.43,0.054261,996.23,1218.7,5.6196,2.1447,2.7446,531.76,0.16684,0.015583,0.057488,vapor
160.0,51.0,22.959,0.043555,992.02,1214.2,5.4971,2.1478,2.7678,533.17,0.16271,0.015719,0.057999,vapor
160.0,51.0,22.959,0.043555,992.02,1214.2,5.4971,2.1478,2.7678,533.17,0.16271,0.015719,0.057999,supercritical
160.0,51.0,22.959,0.043555,992.02,1214.2,5.4971,2.1478,2.7678,533.17,0.16271,0.015719,0.057999,supercritical
160.0,61.0,27.495,0.03637,987.83,1209.7,5.3951,2.1507,2.7909,534.8,0.15849,0.015861,0.058529,supercritical
160.0,71.0,32.032,0.031219,983.65,1205.3,5.3072,2.1537,2.8138,536.65,0.15419,0.016011,0.059079,supercritical
160.0,81.0,36.567,0.027347,979.5,1201.0,5.2299,2.1565,2.8365,538.74,0.14982,0.016167,0.059648,supercritical
160.0,91.0,41.095,0.024334,975.37,1196.8,5.1607,2.1593,2.859,541.05,0.14538,0.01633,0.060236,supercritical
160.0,101.0,45.611,0.021924,971.27,1192.7,5.0979,2.162,2.8811,543.6,0.1409,0.016499,0.060842,supercritical
