Temperature (C),Pressure (bar),Density (kg/m3),Volume (m3/kg),Internal Energy (kJ/kg),Enthalpy (kJ/kg),Entropy (J/g*K),Cv (J/g*K),Cp (J/g*K),Sound Spd. (m/s),Joule-Thomson (K/bar),Viscosity (cP),Therm. Cond. (W/m*K),Phase
120.0,1.0,0.49103,2.0365,930.68,1134.3,7.3328,1.9896,2.5103,506.78,0.2338,0.013978,0.04861,vapor
120.0,11.0,5.4284,0.18422,925.84,1128.5,6.0778,1.994,2.5396,506.67,0.22929,0.014094,0.049099,vapor
120.0,21.0,10.412,0.096042,921.0,1122.7,5.7305,1.9983,2.5693,506.83,0.22459,0.01422,0.049609,vapor
120.0,31.0,15.438,0.064776,916.14,1116.9,5.5165,2.0025,2.5994,507.24,0.2197,0.014355,0.050144,vapor
120.0,41.0,20.501,0.048778,911.28,1111.3,5.3595,2.0066,2.6299,507.93,0.21462,0.014501,0.050706,vapor
120.0,51.0,25.596,0.039069,906.41,1105.7,5.2344,2.0106,2.6605,508.91,0.20935,0.014656,0.051296,vapor
120.0,51.0,25.596,0.039069,906.41,1105.7,5.2344,2.0106,2.6605,508.91,0.20935,0.014656,0.051296,supercritical
120.0,51.0,25.596,0.039069,906.41,1105.7,5.2344,2.0106,2.6605,508.91,0.20935,0.014656,0.051296,supercritical
120.0,61.0,30.717,0.032555,901.55,1100.1,5.1298,2.0146,2.6913,510.18,0.2039,0.014822,0.051913,supercritical
120.0,71.0,35.859,0.027887,896.69,1094.7,5.0393,2.0184,2.7221,511.75,0.19828,0.014997,0.052558,supercritical
120.0,81.0,41.014,0.024382,891.85,1089.3,4.9595,2.0222,2.7527,513.63,0.1925,0.015181,0.053232,supercritical
120.0,91.0,46.176,0.021656,887.02,1084.1,4.8877,2.0259,2.7831,515.82,0.18658,0.015376,0.053933,supercritical
120.0,101.0,51.338,0.019479,882.22,1079.0,4.8224,2.0294,2.813,518.33,0.18053,0.015579,0.054661,supercritical
120.0,111.0,56.492,0.017702,877.45,1073.9,4.7625,2.0328,2.8424,521.16,0.17437,0.015791,0.055416,supercritical
120.0,121.0,61.631,0.016225,872.72,1069.0,4.7069,2.0362,2.8711,524.32,0.16814,0.016012,0.056195,supercritical
120.0,131.0,66.748,0.014982,868.03,1064.3,4.6552,2.0394,2.899,527.79,0.16185,0.016241,0.056998,supercritical
120.0,141.0,71.835,0.013921,863.38,1059.7,4.6067,2.0425,2.9259,531.58,0.15553,0.016477,0.057823,supercritical
120.0,151.0,76.885,0.013006,858.79,1055.2,4.5611,2.0455,2.9519,535.68,0.14921,0.016721,0.058667,supercritical
120.0,161.0,81.891,0.012211,854.25,1050.9,4.518,2.0484,2.9767,540.08,0.1429,0.016972,0.05953,supercritical
120.0,171.0,86.846,0.011515,849.78,1046.7,4.4772,2.0513,3.0003,544.77,0.13664,0.01723,0.060408,supercritical
120.0,181.0,91.746,0.0109,845.37,1042.7,4.4385,2.054,3.0226,549.75,0.13044,0.017493,0.061299,supercritical
120.0,191.0,96.583,0.010354,841.04,1038.8,4.4017,2.0566,3.0437,555.01,0.12433,0.017762,0.062201,supercritical
120.0,201.0,101.35,0.0098665,836.77,1035.1,4.3665,2.0591,3.0634,560.52,0.11831,0.018035,0.063111,supercritical
120.0,211.0,106.05,0.0094293,832.59,1031.5,4.333,2.0616,3.0818,566.28,0.11242,0.018313,0.064028,supercritical
120.0,221.0,110.68,0.0090354,828.48,1028.2,4.3009,2.064,3.0989,572.27,0.10666,0.018595,0.064949,supercritical
120.0,231.0,115.22,0.008679,824.45,1024.9,4.2702,2.0663,3.1147,578.48,0.10104,0.018881,0.065872,supercritical
