Temperature (C),Pressure (bar),Density (kg/m3),Volume (m3/kg),Internal Energy (kJ/kg),Enthalpy (kJ/kg),Entropy (J/g*K),Cv (J/g*K),Cp (J/g*K),Sound Spd. (m/s),Joule-Thomson (K/bar),Viscosity (cP),Therm. Cond. (W/m*K),Phase
140.0,1.0,1.2832,0.77928,531.79,609.72,3.0331,0.7617,0.95228,311.88,0.49213,0.020219,0.025787,vapor
140.0,11.0,14.346,0.069704,528.32,604.99,2.5716,0.76805,0.97617,309.4,0.48874,0.020367,0.026239,vapor
140.0,21.0,27.843,0.035915,524.76,600.18,2.4409,0.77455,1.0019,307.04,0.48475,0.020533,0.026725,vapor
140.0,31.0,41.795,0.023927,521.11,595.28,2.3584,0.78117,1.0296,304.82,0.48009,0.020721,0.027247,vapor
140.0,41.0,56.22,0.017787,517.37,590.29,2.2966,0.7879,1.0594,302.75,0.4747,0.020934,0.027811,vapor
140.0,51.0,71.14,0.014057,513.53,585.22,2.2461,0.79472,1.0914,300.84,0.46851,0.021173,0.028422,vapor
140.0,61.0,86.573,0.011551,509.61,580.07,2.2028,0.80159,1.1257,299.13,0.46145,0.021442,0.029086,vapor
140.0,71.0,102.53,0.0097528,505.59,574.83,2.1645,0.8085,1.1624,297.63,0.45345,0.021744,0.029807,vapor
140.0,81.0,119.04,0.0084008,501.48,569.53,2.1297,0.81541,1.2015,296.39,0.44446,0.022084,0.030591,vapor
140.0,81.0,119.04,0.0084008,501.48,569.53,2.1297,0.81541,1.2015,296.39,0.44446,0.022084,0.030591,supercritical
140.0,81.0,119.04,0.0084008,501.48,569.53,2.1297,0.81541,1.2015,296.39,0.44446,0.022084,0.030591,supercritical
140.0,91.0,136.08,0.0073485,497.29,564.16,2.0977,0.82228,1.2429,295.43,0.43444,0.022464,0.031444,supercritical
140.0,101.0,153.67,0.0065074,493.01,558.73,2.0679,0.82906,1.2865,294.79,0.42338,0.02289,0.03237,supercritical
140.0,111.0,171.79,0.0058211,488.65,553.27,2.0397,0.83572,1.3321,294.52,0.41129,0.023365,0.033372,supercritical
140.0,121.0,190.41,0.0052518,484.24,547.78,2.0131,0.8422,1.3793,294.66,0.3982,0.023894,0.034454,supercritical
140.0,131.0,209.5,0.0047734,479.76,542.29,1.9877,0.84845,1.4276,295.26,0.38418,0.024479,0.035615,supercritical
