Temperature (C),Pressure (bar),Density (kg/m3),Volume (m3/kg),Internal Energy (kJ/kg),Enthalpy (kJ/kg),Entropy (J/g*K),Cv (J/g*K),Cp (J/g*K),Sound Spd. (m/s),Joule-Thomson (K/bar),Viscosity (cP),Therm. Cond. (W/m*K),Phase
150.0,1.0,0.45613,2.1924,991.98,1211.2,7.5212,2.0956,2.616,523.05,0.19397,0.014832,0.053833,vapor
150.0,11.0,5.033,0.19869,987.61,1206.2,6.2681,2.0991,2.6403,523.45,0.19003,0.014941,0.054284,vapor
150.0,21.0,9.6358,0.10378,983.24,1201.2,5.9228,2.1026,2.6648,524.08,0.18598,0.015058,0.054751,vapor
150.0,31.0,14.261,0.070123,978.87,1196.3,5.7108,2.106,2.6895,524.92,0.18182,0.015183,0.055238,vapor
150.0,41.0,18.904,0.052899,974.51,1191.4,5.5559,2.1093,2.7142,526.0,0.17754,0.015316,0.055745,vapor
150.0,51.0,23.561,0.042443,970.16,1186.6,5.4328,2.1126,2.739,527.31,0.17316,0.015456,0.056273,vapor
150.0,51.0,23.561,0.042443,970.16,1186.6,5.4328,2.1126,2.739,527.31,0.17316,0.015456,0.056273,supercritical
150.0,51.0,23.561,0.042443,970.16,1186.6,5.4328,2.1126,2.739,527.31,0.17316,0.015456,0.056273,supercritical
150.0,61.0,28.228,0.035426,965.82,1181.9,5.3302,2.1158,2.7637,528.86,0.16867,0.015604,0.056822,supercritical
150.0,71.0,32.9,0.030395,961.49,1177.3,5.2418,2.1189,2.7883,530.65,0.16408,0.015759,0.057393,supercritical
150.0,81.0,37.573,0.026615,957.19,1172.8,5.1639,2.1219,2.8126,532.69,0.15941,0.015921,0.057985,supercritical
150.0,91.0,42.241,0.023674,952.9,1168.3,5.0942,2.1249,2.8367,534.98,0.15466,0.01609,0.058597,supercritical
150.0,101.0,46.9,0.021322,948.64,1164.0,5.0309,2.1278,2.8604,537.51,0.14985,0.016267,0.05923,supercritical
150.0,111.0,51.545,0.0194,944.42,1159.8,4.9728,2.1306,2.8837,540.3,0.14498,0.01645,0.059882,supercritical
150.0,121.0,56.171,0.017803,940.22,1155.6,4.9191,2.1334,2.9064,543.33,0.14007,0.016639,0.060553,supercritical
150.0,131.0,60.773,0.016455,936.07,1151.6,4.8692,2.136,2.9286,546.61,0.13514,0.016835,0.061242,supercritical
150.0,141.0,65.347,0.015303,931.95,1147.7,4.8225,2.1387,2.9501,550.14,0.1302,0.017036,0.061947,supercritical
150.0,151.0,69.888,0.014309,927.88,1143.9,4.7786,2.1412,2.9709,553.9,0.12526,0.017243,0.062668,supercritical
150.0,161.0,74.39,0.013443,923.85,1140.3,4.7372,2.1437,2.991,557.9,0.12034,0.017456,0.063404,supercritical
150.0,171.0,78.852,0.012682,919.88,1136.7,4.698,2.1461,3.0102,562.12,0.11545,0.017673,0.064153,supercritical
150.0,181.0,83.267,0.01201,915.96,1133.3,4.6608,2.1484,3.0286,566.57,0.11061,0.017895,0.064913,supercritical
150.0,191.0,87.634,0.011411,912.09,1130.0,4.6253,2.1507,3.0461,571.22,0.10582,0.018121,0.065683,supercritical
150.0,201.0,91.948,0.010876,908.28,1126.9,4.5915,2.1529,3.0628,576.08,0.10109,0.018352,0.066462,supercritical
150.0,211.0,96.206,0.010394,904.53,1123.8,4.5593,2.1551,3.0786,581.14,0.096447,0.018586,0.067247,supercritical
150.0,221.0,100.41,0.0099595,900.84,1120.9,4.5283,2.1572,3.0934,586.38,0.091886,0.018823,0.068039,supercritical
150.0,231.0,104.55,0.0095651,897.21,1118.2,4.4987,2.1592,3.1074,591.8,0.087418,0.019064,0.068835,supercritical
150.0,241.0,108.62,0.0092061,893.64,1115.5,4.4703,2.1612,3.1205,597.39,0.08305,0.019307,0.069634,supercritical
150.0,251.0,112.64,0.008878,890.14,1113.0,4.4429,2.1632,3.1328,603.13,0.078785,0.019552,0.070434,supercritical
150.0,261.0,116.59,0.0085774,886.7,1110.6,4.4166,2.1651,3.1442,609.02,0.074629,0.0198,0.071235,supercritical
150.0,271.0,120.47,0.008301,883.33,1108.3,4.3913,2.167,3.1548,615.05,0.070585,0.02005,0.072036,supercritical
150.0,281.0,124.28,0.0080462,880.02,1106.1,4.3668,2.1689,3.1646,621.21,0.066654,0.020301,0.072835,supercritical
150.0,291.0,128.03,0.0078107,876.78,1104.1,4.3433,2.1707,3.1736,627.48,0.062839,0.020554,0.073631,supercritical
150.0,301.0,131.71,0.0075925,873.6,1102.1,4.3205,2.1725,3.1819,633.86,0.059139,0.020808,0.074425,supercritical
