Temperature (C),Pressure (bar),Density (kg/m3),Volume (m3/kg),Internal Energy (kJ/kg),Enthalpy (kJ/kg),Entropy (J/g*K),Cv (J/g*K),Cp (J/g*K),Sound Spd. (m/s),Joule-Thomson (K/bar),Viscosity (cP),Therm. Cond. (W/m*K),Phase
70.0,1.0,0.070618,14.161,3162.4,4578.4,55.45,10.294,14.42,1408.8,-0.037109,0.0098095,0.20664,vapor
70.0,11.0,0.77266,1.2942,3160.2,4583.8,45.554,10.301,14.44,1416.8,-0.037401,0.0098132,0.20782,vapor
70.0,21.0,1.4672,0.68155,3158.0,4589.3,42.88,10.308,14.459,1424.9,-0.037718,0.0098182,0.20889,vapor
70.0,21.0,1.4672,0.68155,3158.0,4589.3,42.88,10.308,14.459,1424.9,-0.037718,0.0098182,0.20889,supercritical
70.0,21.0,1.4672,0.68155,3158.0,4589.3,42.88,10.308,14.459,1424.9,-0.037718,0.0098182,0.20889,supercritical
70.0,31.0,2.1545,0.46415,3155.9,4594.7,41.268,10.315,14.478,1432.9,-0.038055,0.0098243,0.20986,supercritical
70.0,41.0,2.8344,0.35281,3153.8,4600.3,40.109,10.323,14.496,1441.0,-0.038406,0.0098315,0.21075,supercritical
70.0,51.0,3.5071,0.28513,3151.7,4605.9,39.203,10.33,14.514,1449.1,-0.038768,0.0098398,0.21156,supercritical
70.0,61.0,4.1728,0.23965,3149.7,4611.5,38.458,10.337,14.532,1457.2,-0.039137,0.0098492,0.21232,supercritical
70.0,71.0,4.8314,0.20698,3147.7,4617.2,37.827,10.344,14.549,1465.3,-0.03951,0.0098596,0.21303,supercritical
70.0,81.0,5.483,0.18238,3145.7,4623.0,37.278,10.351,14.565,1473.4,-0.039885,0.0098709,0.2137,supercritical
70.0,91.0,6.1278,0.16319,3143.8,4628.9,36.792,10.358,14.581,1481.5,-0.040259,0.0098832,0.21433,supercritical
70.0,101.0,6.7657,0.1478,3141.9,4634.8,36.357,10.365,14.596,1489.6,-0.040631,0.0098965,0.21494,supercritical
70.0,111.0,7.397,0.13519,3140.1,4640.7,35.963,10.372,14.611,1497.8,-0.040999,0.0099106,0.21552,supercritical
70.0,121.0,8.0216,0.12466,3138.3,4646.7,35.602,10.379,14.625,1506.0,-0.041362,0.0099255,0.21609,supercritical
70.0,131.0,8.6397,0.11575,3136.6,4652.8,35.27,10.386,14.639,1514.1,-0.041719,0.0099413,0.21665,supercritical
70.0,141.0,9.2513,0.10809,3134.8,4659.0,34.962,10.393,14.652,1522.3,-0.042069,0.0099579,0.2172,supercritical
70.0,151.0,9.8564,0.10146,3133.2,4665.1,34.675,10.4,14.665,1530.5,-0.042411,0.0099753,0.21775,supercritical
70.0,161.0,10.455,0.095645,3131.5,4671.4,34.406,10.407,14.678,1538.7,-0.042746,0.0099934,0.2183,supercritical
70.0,171.0,11.048,0.090514,3129.9,4677.7,34.153,10.414,14.69,1546.8,-0.043072,0.010012,0.21885,supercritical
70.0,181.0,11.634,0.085952,3128.3,4684.0,33.915,10.421,14.701,1555.0,-0.043389,0.010032,0.21941,supercritical
70.0,191.0,12.215,0.081867,3126.8,4690.5,33.689,10.427,14.713,1563.2,-0.043698,0.010052,0.21997,supercritical
70.0,201.0,12.789,0.07819,3125.3,4696.9,33.475,10.434,14.724,1571.4,-0.043998,0.010073,0.22055,supercritical
70.0,211.0,13.358,0.074862,3123.8,4703.4,33.271,10.441,14.734,1579.6,-0.044289,0.010094,0.22113,supercritical
70.0,221.0,13.921,0.071836,3122.4,4710.0,33.076,10.448,14.744,1587.7,-0.044571,0.010116,0.22172,supercritical
70.0,231.0,14.478,0.069073,3121.0,4716.6,32.89,10.455,14.754,1595.9,-0.044844,0.010139,0.22232,supercritical
70.0,241.0,15.029,0.066539,3119.6,4723.2,32.712,10.461,14.764,1604.0,-0.045108,0.010162,0.22294,supercritical
70.0,251.0,15.575,0.064207,3118.3,4729.9,32.541,10.468,14.773,1612.2,-0.045364,0.010186,0.22357,supercritical
70.0,261.0,16.115,0.062055,3117.0,4736.6,32.376,10.475,14.782,1620.3,-0.045612,0.01021,0.22421,supercritical
70.0,271.0,16.65,0.060061,3115.7,4743.4,32.218,10.481,14.791,1628.4,-0.045851,0.010235,0.22486,supercritical
70.0,281.0,17.179,0.05821,3114.4,4750.2,32.066,10.488,14.799,1636.6,-0.046082,0.01026,0.22553,supercritical
70.0,291.0,17.703,0.056487,3113.2,4757.0,31.919,10.495,14.807,1644.7,-0.046306,0.010286,0.22621,supercritical
70.0,301.0,18.222,0.054878,3112.1,4763.9,31.776,10.501,14.815,1652.8,-0.046522,0.010312,0.22691,supercritical
70.0,311.0,18.736,0.053372,3110.9,4770.8,31.639,10.508,14.823,1660.8,-0.046731,0.010339,0.22761,supercritical
70.0,321.0,19.245,0.051961,3109.8,4777.7,31.506,10.514,14.83,1668.9,-0.046932,0.010366,0.22833,supercritical
70.0,331.0,19.749,0.050635,3108.7,4784.7,31.376,10.521,14.838,1677.0,-0.047127,0.010393,0.22907,supercritical
70.0,341.0,20.248,0.049387,3107.6,4791.7,31.251,10.527,14.845,1685.0,-0.047315,0.010421,0.22981,supercritical
70.0,351.0,20.743,0.04821,3106.6,4798.7,31.129,10.534,14.852,1693.0,-0.047497,0.01045,0.23057,supercritical
70.0,361.0,21.232,0.047099,3105.6,4805.8,31.011,10.54,14.858,1701.0,-0.047672,0.010478,0.23134,supercritical
70.0,371.0,21.717,0.046047,3104.6,4812.9,30.896,10.547,14.865,1709.0,-0.047842,0.010507,0.23212,supercritical
70.0,381.0,22.197,0.045051,3103.6,4820.0,30.784,10.553,14.871,1717.0,-0.048006,0.010536,0.23291,supercritical
70.0,391.0,22.673,0.044105,3102.7,4827.2,30.675,10.56,14.877,1724.9,-0.048164,0.010566,0.23371,supercritical
70.0,401.0,23.144,0.043207,3101.8,4834.4,30.569,10.566,14.883,1732.9,-0.048317,0.010596,0.23452,supercritical
70.0,411.0,23.611,0.042353,3100.9,4841.6,30.465,10.572,14.889,1740.8,-0.048464,0.010626,0.23533,supercritical
70.0,421.0,24.074,0.041539,3100.0,4848.8,30.364,10.579,14.894,1748.7,-0.048607,0.010657,0.23616,supercritical
