Temperature (C),Pressure (bar),Density (kg/m3),Volume (m3/kg),Internal Energy (kJ/kg),Enthalpy (kJ/kg),Entropy (J/g*K),Cv (J/g*K),Cp (J/g*K),Sound Spd. (m/s),Joule-Thomson (K/bar),Viscosity (cP),Therm. Cond. (W/m*K),Phase
-10.0,1.0,0.092078,10.86,2347.7,3433.7,51.653,10.014,14.141,1238.8,-0.022318,0.0081635,0.16834,vapor
-10.0,11.0,1.0065,0.99352,2344.1,3436.9,41.75,10.023,14.178,1247.6,-0.022987,0.0081725,0.16974,vapor
-10.0,21.0,1.9095,0.52369,2340.5,3440.2,39.069,10.033,14.213,1256.5,-0.023715,0.0081833,0.17099,vapor
-10.0,21.0,1.9095,0.52369,2340.5,3440.2,39.069,10.033,14.213,1256.5,-0.023715,0.0081833,0.17099,supercritical
-10.0,21.0,1.9095,0.52369,2340.5,3440.2,39.069,10.033,14.213,1256.5,-0.023715,0.0081833,0.17099,supercritical
-10.0,31.0,2.8012,0.35699,2337.0,3443.7,37.45,10.042,14.248,1265.5,-0.024484,0.0081958,0.17212,supercritical
-10.0,41.0,3.6815,0.27163,2333.5,3447.2,36.284,10.052,14.281,1274.5,-0.02528,0.0082099,0.17315,supercritical
-10.0,51.0,4.5506,0.21975,2330.2,3450.9,35.371,10.061,14.313,1283.6,-0.026094,0.0082257,0.1741,supercritical
-10.0,61.0,5.4085,0.18489,2326.8,3454.7,34.621,10.07,14.344,1292.7,-0.026915,0.0082429,0.17499,supercritical
-10.0,71.0,6.2554,0.15986,2323.6,3458.6,33.983,10.08,14.374,1301.9,-0.027736,0.0082615,0.17582,supercritical
-10.0,81.0,7.0912,0.14102,2320.4,3462.7,33.428,10.089,14.402,1311.2,-0.028552,0.0082816,0.17662,supercritical
-10.0,91.0,7.9161,0.12632,2317.3,3466.8,32.937,10.098,14.429,1320.5,-0.029357,0.0083029,0.17739,supercritical
-10.0,101.0,8.7302,0.11454,2314.2,3471.1,32.497,10.107,14.456,1329.9,-0.030147,0.0083256,0.17815,supercritical
-10.0,111.0,9.5336,0.10489,2311.2,3475.5,32.097,10.116,14.481,1339.3,-0.030921,0.0083494,0.17889,supercritical
-10.0,121.0,10.326,0.09684,2308.3,3480.1,31.732,10.126,14.504,1348.7,-0.031675,0.0083744,0.17963,supercritical
-10.0,131.0,11.109,0.090021,2305.5,3484.7,31.395,10.135,14.527,1358.2,-0.032408,0.0084005,0.18036,supercritical
-10.0,141.0,11.88,0.084172,2302.7,3489.5,31.082,10.144,14.549,1367.7,-0.033119,0.0084276,0.18111,supercritical
-10.0,151.0,12.642,0.079101,2299.9,3494.4,30.791,10.153,14.57,1377.3,-0.033807,0.0084558,0.18186,supercritical
-10.0,161.0,13.394,0.074663,2297.3,3499.3,30.518,10.162,14.59,1386.8,-0.034472,0.0084849,0.18263,supercritical
-10.0,171.0,14.135,0.070746,2294.7,3504.4,30.261,10.171,14.609,1396.4,-0.035115,0.0085149,0.1834,supercritical
-10.0,181.0,14.867,0.067264,2292.1,3509.6,30.018,10.18,14.628,1406.0,-0.035734,0.0085458,0.1842,supercritical
-10.0,191.0,15.589,0.064149,2289.6,3514.9,29.789,10.189,14.645,1415.6,-0.036331,0.0085775,0.18501,supercritical
-10.0,201.0,16.301,0.061345,2287.2,3520.2,29.571,10.198,14.662,1425.3,-0.036905,0.00861,0.18583,supercritical
-10.0,211.0,17.004,0.058809,2284.8,3525.7,29.363,10.207,14.678,1434.9,-0.037459,0.0086432,0.18668,supercritical
-10.0,221.0,17.698,0.056503,2282.5,3531.2,29.165,10.216,14.693,1444.5,-0.037991,0.0086771,0.18754,supercritical
-10.0,231.0,18.383,0.054398,2280.3,3536.9,28.976,10.225,14.708,1454.1,-0.038503,0.0087117,0.18841,supercritical
-10.0,241.0,19.059,0.052469,2278.1,3542.6,28.795,10.233,14.722,1463.8,-0.038996,0.008747,0.18931,supercritical
-10.0,251.0,19.726,0.050695,2275.9,3548.3,28.621,10.242,14.736,1473.4,-0.03947,0.0087828,0.19022,supercritical
-10.0,261.0,20.384,0.049057,2273.8,3554.2,28.453,10.251,14.749,1483.0,-0.039926,0.0088193,0.19115,supercritical
-10.0,271.0,21.034,0.047541,2271.8,3560.1,28.292,10.26,14.761,1492.6,-0.040365,0.0088563,0.19209,supercritical
-10.0,281.0,21.676,0.046134,2269.7,3566.1,28.137,10.268,14.773,1502.2,-0.040787,0.0088938,0.19305,supercritical
-10.0,291.0,22.31,0.044824,2267.8,3572.2,27.987,10.277,14.785,1511.8,-0.041193,0.0089318,0.19402,supercritical
-10.0,301.0,22.935,0.043601,2265.9,3578.3,27.843,10.286,14.796,1521.3,-0.041584,0.0089702,0.195,supercritical
-10.0,311.0,23.553,0.042458,2264.0,3584.5,27.703,10.294,14.806,1530.9,-0.041961,0.0090091,0.196,supercritical
-10.0,321.0,24.163,0.041386,2262.2,3590.7,27.567,10.303,14.817,1540.4,-0.042323,0.0090484,0.197,supercritical
-10.0,331.0,24.765,0.04038,2260.4,3597.0,27.436,10.311,14.826,1549.9,-0.042673,0.0090882,0.19802,supercritical
-10.0,341.0,25.36,0.039433,2258.7,3603.4,27.308,10.32,14.836,1559.4,-0.043009,0.0091283,0.19904,supercritical
-10.0,351.0,25.947,0.03854,2257.0,3609.8,27.184,10.328,14.845,1568.9,-0.043334,0.0091687,0.20008,supercritical
-10.0,361.0,26.528,0.037697,2255.4,3616.2,27.064,10.336,14.853,1578.3,-0.043647,0.0092095,0.20112,supercritical
-10.0,371.0,27.101,0.036899,2253.8,3622.7,26.947,10.345,14.861,1587.8,-0.043949,0.0092506,0.20217,supercritical
-10.0,381.0,27.667,0.036144,2252.2,3629.3,26.833,10.353,14.869,1597.2,-0.04424,0.009292,0.20323,supercritical
-10.0,391.0,28.227,0.035427,2250.7,3635.9,26.722,10.361,14.877,1606.6,-0.044521,0.0093337,0.20429,supercritical
-10.0,401.0,28.78,0.034746,2249.2,3642.5,26.614,10.37,14.884,1615.9,-0.044792,0.0093757,0.20535,supercritical
-10.0,411.0,29.326,0.034099,2247.8,3649.2,26.509,10.378,14.891,1625.3,-0.045054,0.0094179,0.20643,supercritical
-10.0,421.0,29.866,0.033482,2246.4,3656.0,26.406,10.386,14.898,1634.6,-0.045307,0.0094604,0.2075,supercritical
-10.0,431.0,30.4,0.032895,2245.0,3662.7,26.306,10.394,14.905,1643.9,-0.045551,0.0095031,0.20858,supercritical
-10.0,441.0,30.928,0.032333,2243.6,3669.5,26.208,10.402,14.911,1653.2,-0.045787,0.009546,0.20967,supercritical
-10.0,451.0,31.449,0.031797,2242.3,3676.4,26.112,10.41,14.917,1662.4,-0.046015,0.0095891,0.21075,supercritical
-10.0,461.0,31.965,0.031284,2241.1,3683.3,26.018,10.418,14.922,1671.6,-0.046235,0.0096323,0.21185,supercritical
-10.0,471.0,32.474,0.030793,2239.8,3690.2,25.927,10.426,14.928,1680.8,-0.046448,0.0096758,0.21294,supercritical
