Temperature (C),Pressure (bar),Density (kg/m3),Volume (m3/kg),Internal Energy (kJ/kg),Enthalpy (kJ/kg),Entropy (J/g*K),Cv (J/g*K),Cp (J/g*K),Sound Spd. (m/s),Joule-Thomson (K/bar),Viscosity (cP),Therm. Cond. (W/m*K),Phase
5.0,1.0,1.915,0.5222,436.81,489.03,2.6809,0.63711,0.83152,260.24,1.3083,0.013951,0.015116,vapor
5.0,11.0,22.572,0.044303,428.72,477.45,2.1984,0.67417,0.93884,250.3,1.3176,0.014048,0.015821,vapor
5.0,21.0,46.897,0.021323,419.24,464.02,2.0408,0.72172,1.1044,238.95,1.3302,0.014227,0.016884,vapor
5.0,31.0,77.398,0.01292,407.39,447.44,1.9215,0.79198,1.415,225.21,1.3429,0.014556,0.018741,vapor
5.0,39.695,114.62,0.0087244,392.85,427.48,1.8163,0.90835,2.144,208.97,1.3469,0.015121,0.022445,vapor
5.0,39.695,896.03,0.001116,208.07,212.5,1.0434,0.95581,2.7268,489.28,0.058236,0.091847,0.10319,liquid
5.0,41.0,897.57,0.0011141,207.73,212.3,1.0422,0.95376,2.7072,493.04,0.057056,0.092236,0.10347,liquid
5.0,51.0,908.46,0.0011008,205.28,210.9,1.0332,0.9424,2.5807,518.48,0.049245,0.095053,0.10554,liquid
5.0,61.0,918.08,0.0010892,203.09,209.73,1.025,0.93581,2.4843,539.77,0.043012,0.097636,0.10745,liquid
5.0,71.0,926.76,0.001079,201.08,208.74,1.0176,0.93174,2.4074,558.36,0.037846,0.10005,0.10922,liquid
5.0,81.0,934.71,0.0010699,199.23,207.9,1.0107,0.92912,2.3442,575.03,0.033452,0.10232,0.11089,liquid
5.0,91.0,942.06,0.0010615,197.51,207.17,1.0042,0.92739,2.2909,590.28,0.029643,0.10449,0.11247,liquid
5.0,101.0,948.92,0.0010538,195.89,206.54,0.99814,0.92625,2.2451,604.4,0.026293,0.10656,0.11398,liquid
5.0,111.0,955.35,0.0010467,194.37,205.98,0.99238,0.9255,2.2053,617.62,0.023313,0.10856,0.11543,liquid
5.0,121.0,961.43,0.0010401,192.92,205.5,0.98691,0.92503,2.1702,630.1,0.020637,0.11048,0.11682,liquid
5.0,131.0,967.18,0.0010339,191.54,205.09,0.98168,0.92475,2.1389,641.93,0.018214,0.11236,0.11816,liquid
5.0,141.0,972.66,0.0010281,190.23,204.72,0.97666,0.92463,2.1109,653.22,0.016006,0.11418,0.11946,liquid
5.0,151.0,977.89,0.0010226,188.97,204.41,0.97185,0.92462,2.0855,664.04,0.013983,0.11595,0.12071,liquid
5.0,161.0,982.9,0.0010174,187.76,204.14,0.96721,0.9247,2.0624,674.43,0.012119,0.11768,0.12193,liquid
5.0,171.0,987.71,0.0010124,186.59,203.91,0.96273,0.92484,2.0413,684.45,0.010394,0.11938,0.12312,liquid
5.0,181.0,992.33,0.0010077,185.47,203.71,0.9584,0.92503,2.0218,694.12,0.0087923,0.12104,0.12428,liquid
5.0,191.0,996.79,0.0010032,184.39,203.55,0.9542,0.92527,2.0039,703.5,0.0072992,0.12267,0.12541,liquid
5.0,201.0,1001.1,0.00099891,183.34,203.42,0.95013,0.92554,1.9872,712.59,0.0059031,0.12427,0.12651,liquid
5.0,211.0,1005.2,0.00099478,182.33,203.32,0.94617,0.92584,1.9717,721.43,0.004594,0.12585,0.12759,liquid
5.0,221.0,1009.3,0.00099081,181.34,203.24,0.94232,0.92616,1.9573,730.03,0.0033633,0.1274,0.12865,liquid
5.0,231.0,1013.2,0.00098699,180.38,203.18,0.93857,0.92651,1.9437,738.41,0.0022036,0.12893,0.12969,liquid
5.0,241.0,1017.0,0.00098331,179.45,203.15,0.93492,0.92686,1.931,746.59,0.0011084,0.13044,0.13071,liquid
5.0,251.0,1020.7,0.00097976,178.55,203.14,0.93135,0.92723,1.9191,754.58,7.2058e-05,0.13193,0.13171,liquid
5.0,261.0,1024.2,0.00097633,177.67,203.15,0.92786,0.92761,1.9078,762.4,-0.00091039,0.1334,0.13269,liquid
5.0,271.0,1027.7,0.00097301,176.81,203.17,0.92445,0.928,1.8972,770.05,-0.0018433,0.13485,0.13366,liquid
5.0,281.0,1031.1,0.0009698,175.97,203.22,0.92111,0.92839,1.8871,777.54,-0.0027307,0.13629,0.13461,liquid
5.0,291.0,1034.5,0.00096669,175.15,203.28,0.91785,0.92879,1.8775,784.88,-0.0035759,0.13771,0.13554,liquid
5.0,301.0,1037.7,0.00096367,174.35,203.35,0.91464,0.9292,1.8684,792.09,-0.0043821,0.13912,0.13647,liquid
5.0,311.0,1040.9,0.00096073,173.56,203.44,0.9115,0.92961,1.8598,799.16,-0.0051521,0.14051,0.13737,liquid
5.0,321.0,1044.0,0.00095788,172.8,203.54,0.90842,0.93003,1.8516,806.11,-0.0058885,0.14189,0.13827,liquid
5.0,331.0,1047.0,0.00095511,172.04,203.66,0.9054,0.93045,1.8437,812.93,-0.0065934,0.14326,0.13916,liquid
