Temperature (C),Pressure (bar),Density (kg/m3),Volume (m3/kg),Internal Energy (kJ/kg),Enthalpy (kJ/kg),Entropy (J/g*K),Cv (J/g*K),Cp (J/g*K),Sound Spd. (m/s),Joule-Thomson (K/bar),Viscosity (cP),Therm. Cond. (W/m*K),Phase
60.0,1.0,0.57982,1.7247,817.11,989.58,6.9337,1.799,2.3209,471.44,0.34498,0.012183,0.039004,vapor
60.0,11.0,6.4495,0.15505,811.0,981.56,5.6727,1.8061,2.3656,469.8,0.33933,0.012314,0.039595,vapor
60.0,21.0,12.448,0.080335,804.82,973.53,5.3191,1.8132,2.4124,468.5,0.33319,0.012462,0.040223,vapor
60.0,31.0,18.571,0.053846,798.56,965.49,5.0988,1.8202,2.4612,467.57,0.3265,0.012627,0.040898,vapor
60.0,41.0,24.816,0.040297,792.24,957.46,4.9353,1.8271,2.5118,467.05,0.31925,0.012811,0.041623,vapor
60.0,51.0,31.174,0.032079,785.86,949.46,4.8035,1.834,2.5641,466.95,0.3114,0.013013,0.042402,vapor
60.0,51.0,31.174,0.032079,785.86,949.46,4.8035,1.834,2.5641,466.95,0.3114,0.013013,0.042402,supercritical
60.0,51.0,31.174,0.032079,785.86,949.46,4.8035,1.834,2.5641,466.95,0.3114,0.013013,0.042402,supercritical
60.0,61.0,37.637,0.02657,779.42,941.5,4.6921,1.8406,2.6178,467.33,0.30295,0.013234,0.043237,supercritical
60.0,71.0,44.194,0.022628,772.94,933.6,4.5949,1.8471,2.6725,468.21,0.29391,0.013474,0.04413,supercritical
60.0,81.0,50.831,0.019673,766.44,925.79,4.5082,1.8534,2.7278,469.63,0.2843,0.013734,0.045081,supercritical
60.0,91.0,57.534,0.017381,759.93,918.1,4.4296,1.8595,2.7832,471.62,0.27418,0.014012,0.046091,supercritical
60.0,101.0,64.284,0.015556,753.43,910.54,4.3576,1.8653,2.8381,474.19,0.26359,0.01431,0.047158,supercritical
60.0,111.0,71.061,0.014072,746.94,903.15,4.291,1.8708,2.892,477.36,0.25262,0.014626,0.04828,supercritical
60.0,121.0,77.844,0.012846,740.5,895.94,4.229,1.8761,2.9442,481.15,0.24136,0.014959,0.049451,supercritical
60.0,131.0,84.611,0.011819,734.11,888.94,4.171,1.881,2.9943,485.56,0.2299,0.015309,0.050668,supercritical
60.0,141.0,91.34,0.010948,727.81,882.18,4.1166,1.8857,3.0417,490.58,0.21834,0.015674,0.051923,supercritical
60.0,151.0,98.008,0.010203,721.6,875.66,4.0653,1.8901,3.0859,496.2,0.20678,0.016053,0.053209,supercritical
