Temperature (C),Pressure (bar),Density (kg/m3),Volume (m3/kg),Internal Energy (kJ/kg),Enthalpy (kJ/kg),Entropy (J/g*K),Cv (J/g*K),Cp (J/g*K),Sound Spd. (m/s),Joule-Thomson (K/bar),Viscosity (cP),Therm. Cond. (W/m*K),Phase
140.0,1.0,0.4672,2.1404,971.19,1185.2,7.4591,2.0597,2.5802,517.71,0.20632,0.01455,0.052063,vapor
140.0,11.0,5.1581,0.19387,966.68,1179.9,6.2054,2.0635,2.606,517.96,0.2022,0.014662,0.052526,vapor
140.0,21.0,9.8807,0.10121,962.16,1174.7,5.8595,2.0672,2.6321,518.44,0.19794,0.014782,0.053007,vapor
140.0,31.0,14.631,0.068347,957.64,1169.5,5.6469,2.0709,2.6584,519.15,0.19355,0.01491,0.053509,vapor
140.0,41.0,19.405,0.051532,953.12,1164.4,5.4913,2.0744,2.6849,520.11,0.18902,0.015046,0.054033,vapor
140.0,51.0,24.199,0.041325,948.61,1159.4,5.3677,2.0779,2.7114,521.32,0.18437,0.015191,0.05458,vapor
140.0,51.0,24.199,0.041325,948.61,1159.4,5.3677,2.0779,2.7114,521.32,0.18437,0.015191,0.05458,supercritical
140.0,51.0,24.199,0.041325,948.61,1159.4,5.3677,2.0779,2.7114,521.32,0.18437,0.015191,0.05458,supercritical
140.0,61.0,29.006,0.034475,944.11,1154.4,5.2644,2.0813,2.7379,522.78,0.17959,0.015344,0.05515,supercritical
140.0,71.0,33.823,0.029566,939.62,1149.5,5.1754,2.0847,2.7643,524.51,0.17469,0.015506,0.055743,supercritical
140.0,81.0,38.644,0.025877,935.15,1144.8,5.0969,2.0879,2.7905,526.5,0.16968,0.015675,0.056359,supercritical
140.0,91.0,43.464,0.023008,930.7,1140.1,5.0266,2.0911,2.8164,528.76,0.16458,0.015851,0.056998,supercritical
140.0,101.0,48.277,0.020714,926.28,1135.5,4.9627,2.0942,2.8419,531.28,0.1594,0.016036,0.05766,supercritical
140.0,111.0,53.078,0.01884,921.88,1131.0,4.904,2.0972,2.867,534.08,0.15416,0.016228,0.058342,supercritical
140.0,121.0,57.86,0.017283,917.52,1126.6,4.8498,2.1001,2.8915,537.15,0.14886,0.016426,0.059046,supercritical
140.0,131.0,62.619,0.015969,913.2,1122.4,4.7994,2.103,2.9153,540.48,0.14353,0.016632,0.059769,supercritical
140.0,141.0,67.35,0.014848,908.92,1118.3,4.7521,2.1057,2.9384,544.08,0.13818,0.016844,0.06051,supercritical
140.0,151.0,72.045,0.01388,904.69,1114.3,4.7077,2.1084,2.9608,547.94,0.13284,0.017062,0.061268,supercritical
140.0,161.0,76.702,0.013037,900.51,1110.4,4.6658,2.111,2.9822,552.05,0.12751,0.017286,0.062041,supercritical
140.0,171.0,81.315,0.012298,896.38,1106.7,4.6261,2.1136,3.0028,556.41,0.12221,0.017515,0.062828,supercritical
140.0,181.0,85.879,0.011644,892.31,1103.1,4.5884,2.116,3.0224,561.01,0.11697,0.017749,0.063628,supercritical
140.0,191.0,90.39,0.011063,888.3,1099.6,4.5526,2.1184,3.041,565.84,0.11178,0.017988,0.064438,supercritical
140.0,201.0,94.844,0.010544,884.35,1096.3,4.5184,2.1207,3.0586,570.89,0.10668,0.018231,0.065256,supercritical
140.0,211.0,99.239,0.010077,880.47,1093.1,4.4857,2.123,3.0752,576.15,0.10166,0.018479,0.066082,supercritical
140.0,221.0,103.57,0.0096552,876.65,1090.0,4.4544,2.1252,3.0908,581.61,0.096739,0.018729,0.066912,supercritical
140.0,231.0,107.84,0.0092732,872.89,1087.1,4.4244,2.1273,3.1054,587.26,0.091925,0.018983,0.067747,supercritical
140.0,241.0,112.04,0.0089257,869.21,1084.3,4.3957,2.1294,3.119,593.09,0.087224,0.01924,0.068584,supercritical
140.0,251.0,116.16,0.0086085,865.59,1081.7,4.368,2.1314,3.1317,599.09,0.082642,0.019499,0.069422,supercritical
140.0,261.0,120.22,0.0083179,862.04,1079.1,4.3414,2.1334,3.1433,605.24,0.078184,0.019761,0.07026,supercritical
140.0,271.0,124.21,0.008051,858.56,1076.7,4.3158,2.1354,3.1541,611.53,0.073853,0.020024,0.071096,supercritical
140.0,281.0,128.12,0.0078051,855.16,1074.5,4.2912,2.1373,3.164,617.96,0.069651,0.020289,0.07193,supercritical
140.0,291.0,131.96,0.0075779,851.82,1072.3,4.2674,2.1392,3.1731,624.51,0.06558,0.020556,0.07276,supercritical
140.0,301.0,135.73,0.0073677,848.55,1070.3,4.2444,2.141,3.1813,631.18,0.061639,0.020823,0.073586,supercritical
140.0,311.0,139.42,0.0071725,845.35,1068.4,4.2222,2.1428,3.1888,637.94,0.057828,0.021091,0.074407,supercritical
140.0,321.0,143.04,0.006991,842.22,1066.6,4.2007,2.1445,3.1956,644.8,0.054146,0.02136,0.075222,supercritical
140.0,331.0,146.59,0.0068218,839.15,1065.0,4.18,2.1463,3.2017,651.74,0.050592,0.02163,0.076032,supercritical
140.0,341.0,150.07,0.0066637,836.15,1063.4,4.1599,2.148,3.2071,658.76,0.047163,0.021899,0.076836,supercritical
140.0,351.0,153.47,0.0065159,833.22,1061.9,4.1404,2.1497,3.212,665.84,0.043857,0.022169,0.077633,supercritical
140.0,361.0,156.81,0.0063773,830.35,1060.6,4.1215,2.1513,3.2162,672.98,0.040671,0.022439,0.078424,supercritical
140.0,371.0,160.07,0.0062471,827.54,1059.3,4.1032,2.153,3.22,680.17,0.037602,0.022708,0.079207,supercritical
140.0,381.0,163.27,0.0061247,824.79,1058.1,4.0854,2.1546,3.2233,687.4,0.034647,0.022977,0.079984,supercritical
140.0,391.0,166.41,0.0060094,822.11,1057.1,4.0681,2.1562,3.2262,694.67,0.031802,0.023245,0.080754,supercritical
140.0,401.0,169.47,0.0059006,819.48,1056.1,4.0513,2.1578,3.2286,701.97,0.029064,0.023513,0.081517,supercritical
140.0,411.0,172.48,0.0057978,816.91,1055.2,4.035,2.1593,3.2306,709.29,0.026429,0.023781,0.082273,supercritical
140.0,421.0,175.42,0.0057005,814.39,1054.4,4.0191,2.1609,3.2323,716.63,0.023894,0.024047,0.083023,supercritical
140.0,431.0,178.31,0.0056084,811.93,1053.7,4.0037,2.1624,3.2337,723.99,0.021455,0.024313,0.083766,supercritical
140.0,441.0,181.13,0.0055209,809.52,1053.0,3.9886,2.164,3.2348,731.36,0.019108,0.024578,0.084502,supercritical
140.0,451.0,183.9,0.0054379,807.17,1052.4,3.9739,2.1655,3.2356,738.73,0.01685,0.024841,0.085233,supercritical
140.0,461.0,186.61,0.0053589,804.86,1051.9,3.9596,2.167,3.2362,746.1,0.014678,0.025104,0.085957,supercritical
140.0,471.0,189.26,0.0052837,802.6,1051.5,3.9457,2.1684,3.2365,753.46,0.012587,0.025366,0.086675,supercritical
