Temperature (C),Pressure (bar),Density (kg/m3),Volume (m3/kg),Internal Energy (kJ/kg),Enthalpy (kJ/kg),Entropy (J/g*K),Cv (J/g*K),Cp (J/g*K),Sound Spd. (m/s),Joule-Thomson (K/bar),Viscosity (cP),Therm. Cond. (W/m*K),Phase
-10.0,1.0,2.0267,0.49341,427.32,476.67,2.6352,0.62167,0.8172,253.71,1.5149,0.013223,0.014005,vapor
-10.0,11.0,24.279,0.041187,417.94,463.25,2.1459,0.6715,0.95771,241.74,1.5301,0.013296,0.014779,vapor
-10.0,21.0,51.881,0.019275,406.24,446.71,1.9768,0.7453,1.2174,227.11,1.5571,0.013474,0.016132,vapor
-10.0,26.487,71.185,0.014048,397.93,435.14,1.8985,0.8113,1.5091,216.94,1.5768,0.013659,0.017507,vapor
-10.0,26.487,982.93,0.0010174,173.83,176.52,0.91571,0.933,2.3072,626.06,0.022511,0.1188,0.12099,liquid
-10.0,31.0,985.73,0.0010145,173.15,176.29,0.91311,0.93243,2.2863,632.74,0.021171,0.11982,0.12167,liquid
-10.0,41.0,991.67,0.0010084,171.71,175.85,0.90756,0.93159,2.2445,646.65,0.018462,0.12201,0.12312,liquid
-10.0,51.0,997.27,0.0010027,170.35,175.46,0.90229,0.93117,2.208,659.54,0.016046,0.12413,0.12451,liquid
-10.0,61.0,1002.6,0.00099742,169.05,175.13,0.89724,0.93102,2.1756,671.63,0.013869,0.12618,0.12585,liquid
-10.0,71.0,1007.6,0.00099241,167.81,174.86,0.8924,0.93107,2.1466,683.06,0.011891,0.12818,0.12715,liquid
-10.0,81.0,1012.5,0.00098768,166.62,174.62,0.88775,0.93126,2.1204,693.95,0.01008,0.13013,0.12841,liquid
-10.0,91.0,1017.1,0.00098318,165.48,174.43,0.88327,0.93153,2.0967,704.36,0.0084136,0.13203,0.12963,liquid
-10.0,101.0,1021.6,0.0009789,164.38,174.27,0.87893,0.93188,2.075,714.36,0.0068719,0.1339,0.13082,liquid
-10.0,111.0,1025.8,0.00097481,163.32,174.14,0.87474,0.93227,2.0551,724.01,0.0054398,0.13572,0.13197,liquid
-10.0,121.0,1030.0,0.0009709,162.3,174.04,0.87067,0.9327,2.0367,733.33,0.0041045,0.13752,0.1331,liquid
-10.0,131.0,1034.0,0.00096715,161.3,173.97,0.86672,0.93316,2.0196,742.37,0.0028553,0.13928,0.13421,liquid
-10.0,141.0,1037.8,0.00096355,160.34,173.93,0.86288,0.93363,2.0038,751.14,0.0016833,0.14102,0.13529,liquid
-10.0,151.0,1041.6,0.00096008,159.41,173.91,0.85914,0.93412,1.989,759.67,0.00058081,0.14272,0.13635,liquid
-10.0,161.0,1045.2,0.00095674,158.5,173.9,0.85549,0.93462,1.9752,767.99,-0.00045883,0.14441,0.13738,liquid
-10.0,171.0,1048.7,0.00095352,157.62,173.92,0.85194,0.93513,1.9622,776.09,-0.0014413,0.14607,0.1384,liquid
-10.0,181.0,1052.2,0.00095041,156.76,173.96,0.84846,0.93564,1.95,784.01,-0.0023717,0.14771,0.1394,liquid
-10.0,191.0,1055.5,0.00094739,155.92,174.02,0.84506,0.93615,1.9385,791.76,-0.0032543,0.14934,0.14039,liquid
-10.0,201.0,1058.8,0.00094447,155.1,174.09,0.84174,0.93667,1.9276,799.33,-0.004093,0.15094,0.14135,liquid
-10.0,211.0,1062.0,0.00094164,154.3,174.17,0.83848,0.93718,1.9173,806.76,-0.0048913,0.15253,0.1423,liquid
-10.0,221.0,1065.1,0.0009389,153.52,174.27,0.83529,0.9377,1.9076,814.03,-0.0056522,0.1541,0.14324,liquid
-10.0,231.0,1068.1,0.00093623,152.76,174.39,0.83216,0.93821,1.8983,821.17,-0.0063786,0.15565,0.14416,liquid
-10.0,241.0,1071.1,0.00093364,152.02,174.52,0.8291,0.93873,1.8895,828.18,-0.0070727,0.15719,0.14507,liquid
