Temperature (C),Pressure (bar),Density (kg/m3),Volume (m3/kg),Internal Energy (kJ/kg),Enthalpy (kJ/kg),Entropy (J/g*K),Cv (J/g*K),Cp (J/g*K),Sound Spd. (m/s),Joule-Thomson (K/bar),Viscosity (cP),Therm. Cond. (W/m*K),Phase
10.0,1.0,1.8805,0.53178,440.02,493.2,2.6958,0.64223,0.83633,262.37,1.2488,0.014193,0.015492,vapor
10.0,2.0,3.7836,0.2643,439.29,492.15,2.5622,0.64537,0.84485,261.47,1.2495,0.014201,0.015551,vapor
10.0,3.0,5.7102,0.17512,438.55,491.09,2.483,0.64856,0.85362,260.57,1.2502,0.014209,0.015611,vapor
10.0,4.0,7.661,0.13053,437.8,490.02,2.426,0.65179,0.86267,259.65,1.2509,0.014218,0.015674,vapor
10.0,5.0,9.6367,0.10377,437.05,488.93,2.3811,0.65508,0.87201,258.73,1.2517,0.014227,0.015739,vapor
10.0,6.0,11.638,0.085923,436.28,487.83,2.344,0.65842,0.88166,257.8,1.2525,0.014237,0.015806,vapor
10.0,7.0,13.667,0.073171,435.5,486.72,2.3121,0.66182,0.89164,256.86,1.2533,0.014247,0.015875,vapor
10.0,8.0,15.723,0.063603,434.72,485.6,2.284,0.66528,0.90196,255.91,1.2542,0.014258,0.015947,vapor
10.0,9.0,17.807,0.056157,433.92,484.46,2.2589,0.66881,0.91266,254.95,1.255,0.01427,0.016021,vapor
10.0,10.0,19.922,0.050196,433.11,483.31,2.2361,0.67241,0.92375,253.98,1.2559,0.014282,0.016098,vapor
10.0,11.0,22.067,0.045316,432.29,482.14,2.2151,0.67609,0.93527,252.99,1.2568,0.014296,0.016178,vapor
10.0,12.0,24.245,0.041246,431.46,480.96,2.1957,0.67984,0.94723,252.0,1.2578,0.01431,0.01626,vapor
10.0,13.0,26.456,0.037799,430.62,479.76,2.1775,0.68368,0.95968,251.0,1.2587,0.014324,0.016346,vapor
10.0,14.0,28.702,0.034841,429.76,478.54,2.1604,0.6876,0.97265,249.98,1.2597,0.01434,0.016436,vapor
10.0,15.0,30.984,0.032275,428.89,477.31,2.1442,0.69163,0.98617,248.95,1.2607,0.014356,0.016529,vapor
10.0,16.0,33.303,0.030027,428.01,476.05,2.1288,0.69575,1.0003,247.91,1.2616,0.014373,0.016625,vapor
10.0,17.0,35.663,0.02804,427.11,474.78,2.114,0.69998,1.015,246.85,1.2626,0.014392,0.016726,vapor
10.0,18.0,38.064,0.026272,426.2,473.49,2.0999,0.70432,1.0305,245.78,1.2636,0.014411,0.016832,vapor
10.0,19.0,40.508,0.024687,425.27,472.18,2.0863,0.70879,1.0467,244.69,1.2646,0.014431,0.016941,vapor
10.0,20.0,42.997,0.023257,424.33,470.84,2.0731,0.71339,1.0637,243.59,1.2656,0.014453,0.017056,vapor
10.0,21.0,45.534,0.021961,423.36,469.48,2.0603,0.71813,1.0816,242.47,1.2666,0.014475,0.017177,vapor
10.0,22.0,48.122,0.020781,422.38,468.1,2.0479,0.72302,1.1005,241.34,1.2676,0.014499,0.017303,vapor
10.0,23.0,50.762,0.0197,421.38,466.69,2.0358,0.72807,1.1204,240.18,1.2686,0.014525,0.017436,vapor
10.0,24.0,53.458,0.018706,420.36,465.26,2.0239,0.7333,1.1415,239.01,1.2695,0.014551,0.017575,vapor
10.0,25.0,56.213,0.017789,419.32,463.79,2.0123,0.73872,1.1638,237.81,1.2705,0.014579,0.017722,vapor
10.0,26.0,59.031,0.01694,418.26,462.3,2.0009,0.74434,1.1876,236.6,1.2714,0.014609,0.017877,vapor
10.0,27.0,61.915,0.016151,417.17,460.77,1.9897,0.75018,1.2129,235.36,1.2723,0.014641,0.01804,vapor
10.0,28.0,64.87,0.015416,416.05,459.21,1.9786,0.75627,1.2399,234.09,1.2732,0.014674,0.018214,vapor
10.0,29.0,67.9,0.014728,414.91,457.62,1.9676,0.76262,1.2688,232.8,1.274,0.014709,0.018398,vapor
10.0,30.0,71.011,0.014082,413.73,455.98,1.9567,0.76926,1.2999,231.48,1.2748,0.014747,0.018595,vapor
10.0,31.0,74.209,0.013475,412.53,454.3,1.9459,0.77622,1.3334,230.13,1.2755,0.014787,0.018804,vapor
10.0,32.0,77.501,0.012903,411.29,452.58,1.9352,0.78354,1.3697,228.75,1.2762,0.014829,0.019029,vapor
10.0,33.0,80.893,0.012362,410.01,450.8,1.9245,0.79125,1.4092,227.34,1.2768,0.014874,0.01927,vapor
10.0,34.0,84.396,0.011849,408.69,448.98,1.9138,0.7994,1.4522,225.88,1.2773,0.014922,0.019529,vapor
10.0,35.0,88.018,0.011361,407.33,447.09,1.903,0.80805,1.4995,224.38,1.2777,0.014973,0.019811,vapor
10.0,36.0,91.771,0.010897,405.91,445.14,1.8922,0.81726,1.5517,222.84,1.278,0.015028,0.020117,vapor
10.0,37.0,95.67,0.010453,404.45,443.12,1.8813,0.82712,1.6097,221.24,1.2781,0.015087,0.020451,vapor
10.0,38.0,99.729,0.010027,402.92,441.02,1.8703,0.83771,1.6747,219.59,1.2781,0.015151,0.020819,vapor
10.0,39.0,103.97,0.0096183,401.33,438.84,1.8591,0.84917,1.7481,217.87,1.2779,0.01522,0.021225,vapor
10.0,40.0,108.41,0.0092241,399.66,436.55,1.8477,0.86166,1.832,216.08,1.2774,0.015294,0.021679,vapor
10.0,41.0,113.09,0.0088428,397.9,434.15,1.836,0.87537,1.9288,214.2,1.2767,0.015375,0.022189,vapor
10.0,42.0,118.03,0.0084724,396.04,431.62,1.824,0.89059,2.0423,212.23,1.2756,0.015465,0.02277,vapor
10.0,43.0,123.29,0.0081111,394.06,428.93,1.8116,0.9077,2.1779,210.13,1.274,0.015563,0.023439,vapor
10.0,44.0,128.92,0.0077567,391.93,426.06,1.7986,0.92728,2.3437,207.89,1.2719,0.015672,0.024223,vapor
10.0,45.0,135.02,0.0074065,389.63,422.95,1.785,0.95019,2.5526,205.46,1.269,0.015796,0.025164,vapor
10.0,45.022,135.16,0.0073988,389.57,422.88,1.7847,0.95074,2.5578,205.41,1.2689,0.015799,0.025187,vapor
10.0,45.022,861.12,0.0011613,220.5,225.73,1.0884,0.96913,2.9976,440.97,0.078356,0.083541,0.097183,liquid
10.0,46.0,862.66,0.0011592,220.17,225.5,1.0872,0.96672,2.9722,444.45,0.076947,0.083884,0.097433,liquid
10.0,47.0,864.2,0.0011571,219.84,225.28,1.086,0.96442,2.9474,447.91,0.075559,0.084228,0.097685,liquid
10.0,48.0,865.71,0.0011551,219.51,225.06,1.0848,0.96228,2.9238,451.27,0.074221,0.084568,0.097934,liquid
10.0,49.0,867.18,0.0011532,219.19,224.84,1.0836,0.96029,2.9012,454.54,0.07293,0.084902,0.09818,liquid
