Temperature (C),Pressure (bar),Density (kg/m3),Volume (m3/kg),Internal Energy (kJ/kg),Enthalpy (kJ/kg),Entropy (J/g*K),Cv (J/g*K),Cp (J/g*K),Sound Spd. (m/s),Joule-Thomson (K/bar),Viscosity (cP),Therm. Cond. (W/m*K),Phase
30.0,1.0,0.079932,12.511,2752.3,4003.4,53.668,10.197,14.323,1326.0,-0.03086,0.0090033,0.1882,vapor
30.0,11.0,0.87417,1.1439,2749.5,4007.8,43.769,10.205,14.35,1334.5,-0.031299,0.0090092,0.18948,vapor
30.0,21.0,1.6592,0.60269,2746.7,4012.4,41.093,10.213,14.376,1342.9,-0.031774,0.0090166,0.19063,vapor
30.0,21.0,1.6592,0.60269,2746.7,4012.4,41.093,10.213,14.376,1342.9,-0.031774,0.0090166,0.19063,supercritical
30.0,21.0,1.6592,0.60269,2746.7,4012.4,41.093,10.213,14.376,1342.9,-0.031774,0.0090166,0.19063,supercritical
30.0,31.0,2.4352,0.41064,2744.0,4017.0,39.478,10.221,14.401,1351.4,-0.032277,0.0090253,0.19167,supercritical
30.0,41.0,3.2022,0.31228,2741.3,4021.7,38.316,10.229,14.425,1359.9,-0.0328,0.0090354,0.19262,supercritical
30.0,51.0,3.9603,0.2525,2738.7,4026.4,37.407,10.238,14.449,1368.4,-0.033336,0.0090468,0.19349,supercritical
30.0,61.0,4.7096,0.21233,2736.1,4031.3,36.661,10.246,14.472,1377.0,-0.03388,0.0090594,0.1943,supercritical
30.0,71.0,5.4502,0.18348,2733.5,4036.2,36.026,10.254,14.494,1385.6,-0.034427,0.0090732,0.19506,supercritical
30.0,81.0,6.1821,0.16176,2731.0,4041.3,35.475,10.262,14.515,1394.2,-0.034974,0.0090881,0.19578,supercritical
30.0,91.0,6.9055,0.14481,2728.6,4046.4,34.987,10.27,14.535,1402.9,-0.035516,0.0091042,0.19647,supercritical
30.0,101.0,7.6204,0.13123,2726.2,4051.6,34.55,10.278,14.555,1411.6,-0.036053,0.0091213,0.19714,supercritical
30.0,111.0,8.327,0.12009,2723.9,4056.9,34.154,10.286,14.574,1420.3,-0.036581,0.0091395,0.19779,supercritical
30.0,121.0,9.0253,0.1108,2721.6,4062.3,33.791,10.294,14.592,1429.0,-0.037099,0.0091586,0.19842,supercritical
30.0,131.0,9.7154,0.10293,2719.3,4067.7,33.457,10.301,14.61,1437.8,-0.037605,0.0091786,0.19906,supercritical
30.0,141.0,10.397,0.096177,2717.1,4073.2,33.147,10.309,14.627,1446.5,-0.038099,0.0091996,0.19969,supercritical
30.0,151.0,11.072,0.090322,2715.0,4078.9,32.858,10.317,14.643,1455.3,-0.038581,0.0092215,0.20032,supercritical
