Temperature (C),Pressure (bar),Density (kg/m3),Volume (m3/kg),Internal Energy (kJ/kg),Enthalpy (kJ/kg),Entropy (J/g*K),Cv (J/g*K),Cp (J/g*K),Sound Spd. (m/s),Joule-Thomson (K/bar),Viscosity (cP),Therm. Cond. (W/m*K),Phase
10.0,1.0,1.8805,0.53178,440.02,493.2,2.6958,0.64223,0.83633,262.37,1.2488,0.014193,0.015492,vapor
10.0,2.6833,5.0976,0.19617,438.79,491.43,2.5049,0.64754,0.85081,260.86,1.25,0.014206,0.015592,vapor
10.0,4.3667,8.3825,0.1193,437.53,489.62,2.4084,0.65299,0.86606,259.32,1.2512,0.014221,0.015698,vapor
10.0,6.05,11.739,0.085186,436.24,487.78,2.3423,0.65859,0.88215,257.75,1.2525,0.014237,0.015809,vapor
10.0,7.7333,15.172,0.065913,434.93,485.9,2.2912,0.66435,0.89917,256.16,1.2539,0.014255,0.015927,vapor
10.0,9.4167,18.685,0.05352,433.58,483.98,2.2491,0.6703,0.91723,254.54,1.2554,0.014275,0.016053,vapor
10.0,11.1,22.284,0.044876,432.21,482.02,2.2131,0.67646,0.93644,252.9,1.2569,0.014297,0.016186,vapor
10.0,12.783,25.974,0.0385,430.8,480.02,2.1813,0.68284,0.95694,251.22,1.2585,0.014321,0.016327,vapor
10.0,14.467,29.762,0.0336,429.36,477.97,2.1527,0.68947,0.97889,249.5,1.2601,0.014347,0.016479,vapor
10.0,16.15,33.655,0.029713,427.88,475.86,2.1265,0.69637,1.0025,247.75,1.2618,0.014376,0.01664,vapor
10.0,17.833,37.661,0.026553,426.35,473.71,2.1022,0.70359,1.0279,245.96,1.2635,0.014408,0.016814,vapor
10.0,19.517,41.788,0.02393,424.79,471.49,2.0794,0.71115,1.0554,244.13,1.2651,0.014442,0.017,vapor
10.0,21.2,46.048,0.021717,423.17,469.21,2.0578,0.71909,1.0853,242.25,1.2668,0.01448,0.017202,vapor
10.0,22.883,50.451,0.019821,421.5,466.86,2.0372,0.72747,1.118,240.32,1.2685,0.014522,0.01742,vapor
10.0,24.567,55.012,0.018178,419.77,464.43,2.0173,0.73634,1.154,238.33,1.2701,0.014567,0.017657,vapor
10.0,26.25,59.745,0.016738,417.98,461.92,1.9981,0.74578,1.1937,236.29,1.2716,0.014617,0.017917,vapor
10.0,27.933,64.67,0.015463,416.12,459.32,1.9793,0.75585,1.238,234.18,1.2731,0.014672,0.018202,vapor
10.0,29.617,69.809,0.014325,414.19,456.61,1.9609,0.76668,1.2877,231.99,1.2745,0.014732,0.018518,vapor
10.0,31.3,75.186,0.0133,412.16,453.79,1.9427,0.77838,1.344,229.72,1.2757,0.014799,0.01887,vapor
10.0,32.983,80.836,0.012371,410.03,450.83,1.9247,0.79112,1.4085,227.36,1.2768,0.014873,0.019265,vapor
10.0,34.667,86.796,0.011521,407.79,447.73,1.9066,0.80511,1.4832,224.89,1.2775,0.014956,0.019714,vapor
10.0,36.35,93.119,0.010739,405.41,444.44,1.8884,0.82063,1.5713,222.29,1.278,0.015048,0.02023,vapor
10.0,38.033,99.868,0.010013,402.87,440.95,1.8699,0.83808,1.677,219.53,1.2781,0.015153,0.020832,vapor
10.0,39.717,107.13,0.0093344,400.14,437.21,1.8509,0.85801,1.807,216.6,1.2776,0.015272,0.021545,vapor
10.0,41.4,115.03,0.0086934,397.17,433.16,1.8312,0.88126,1.9719,213.43,1.2763,0.01541,0.022412,vapor
10.0,43.083,123.74,0.0080814,393.88,428.7,1.8105,0.90923,2.1905,209.95,1.2739,0.015572,0.023499,vapor
10.0,44.767,133.55,0.0074879,390.18,423.7,1.7882,0.94448,2.499,206.05,1.2697,0.015766,0.024928,vapor
10.0,45.022,135.16,0.0073988,389.57,422.88,1.7847,0.95074,2.5578,205.41,1.2689,0.015799,0.025187,vapor
10.0,45.022,861.12,0.0011613,220.5,225.73,1.0884,0.96913,2.9976,440.97,0.078356,0.083541,0.097183,liquid
10.0,46.45,863.36,0.0011583,220.02,225.4,1.0866,0.96566,2.9609,446.02,0.076316,0.084039,0.097547,liquid
10.0,48.133,865.9,0.0011549,219.47,225.03,1.0846,0.96201,2.9207,451.71,0.074047,0.084612,0.097967,liquid
10.0,49.817,868.37,0.0011516,218.94,224.67,1.0827,0.95875,2.8834,457.14,0.071908,0.085171,0.098379,liquid
10.0,51.5,870.75,0.0011484,218.42,224.33,1.0808,0.95584,2.8487,462.35,0.069887,0.085716,0.098782,liquid
10.0,53.183,873.06,0.0011454,217.91,224.0,1.079,0.95322,2.8162,467.34,0.067972,0.086248,0.099177,liquid
10.0,54.867,875.31,0.0011425,217.42,223.69,1.0772,0.95086,2.7858,472.15,0.066153,0.086769,0.099566,liquid
10.0,56.55,877.49,0.0011396,216.94,223.38,1.0754,0.94872,2.7572,476.79,0.064421,0.08728,0.099947,liquid
10.0,58.233,879.61,0.0011369,216.47,223.09,1.0737,0.94677,2.7302,481.27,0.062769,0.08778,0.10032,liquid
10.0,59.917,881.68,0.0011342,216.01,222.8,1.072,0.945,2.7047,485.6,0.06119,0.088271,0.10069,liquid
10.0,61.6,883.7,0.0011316,215.56,222.53,1.0704,0.94339,2.6806,489.81,0.059679,0.088754,0.10105,liquid
10.0,63.283,885.67,0.0011291,215.12,222.26,1.0688,0.94191,2.6577,493.89,0.05823,0.089228,0.10141,liquid
10.0,64.967,887.6,0.0011266,214.69,222.01,1.0672,0.94055,2.636,497.86,0.056838,0.089694,0.10176,liquid
10.0,66.65,889.48,0.0011243,214.27,221.76,1.0657,0.9393,2.6153,501.72,0.055501,0.090154,0.10211,liquid
10.0,68.333,891.32,0.0011219,213.85,221.52,1.0641,0.93815,2.5955,505.48,0.054213,0.090606,0.10245,liquid
10.0,70.017,893.12,0.0011197,213.45,221.29,1.0626,0.93708,2.5767,509.15,0.052973,0.091052,0.10278,liquid
10.0,71.7,894.89,0.0011175,213.05,221.06,1.0612,0.9361,2.5586,512.74,0.051775,0.091491,0.10312,liquid
10.0,73.383,896.63,0.0011153,212.66,220.84,1.0597,0.93519,2.5414,516.24,0.050619,0.091925,0.10344,liquid
10.0,75.067,898.33,0.0011132,212.27,220.63,1.0583,0.93434,2.5248,519.67,0.049502,0.092353,0.10377,liquid
10.0,76.75,899.99,0.0011111,211.89,220.42,1.0569,0.93355,2.5089,523.03,0.048421,0.092775,0.10409,liquid
10.0,78.433,901.63,0.0011091,211.52,220.22,1.0556,0.93282,2.4936,526.32,0.047374,0.093193,0.1044,liquid
10.0,80.117,903.24,0.0011071,211.15,220.02,1.0542,0.93214,2.4789,529.54,0.046359,0.093605,0.10471,liquid
10.0,81.8,904.83,0.0011052,210.79,219.83,1.0529,0.9315,2.4647,532.7,0.045375,0.094013,0.10502,liquid
10.0,83.483,906.38,0.0011033,210.43,219.65,1.0516,0.93091,2.451,535.8,0.04442,0.094416,0.10533,liquid
10.0,85.167,907.91,0.0011014,210.08,219.46,1.0503,0.93036,2.4378,538.85,0.043493,0.094815,0.10563,liquid
10.0,86.85,909.42,0.0010996,209.74,219.29,1.049,0.92984,2.4251,541.85,0.042591,0.095209,0.10593,liquid
10.0,88.533,910.91,0.0010978,209.4,219.12,1.0477,0.92935,2.4128,544.8,0.041715,0.0956,0.10622,liquid
10.0,90.217,912.37,0.0010961,209.06,218.95,1.0465,0.92889,2.4009,547.69,0.040862,0.095987,0.10651,liquid
10.0,91.9,913.81,0.0010943,208.73,218.79,1.0453,0.92847,2.3894,550.55,0.040032,0.09637,0.1068,liquid
