Temperature (C),Pressure (bar),Density (kg/m3),Volume (m3/kg),Internal Energy (kJ/kg),Enthalpy (kJ/kg),Entropy (J/g*K),Cv (J/g*K),Cp (J/g*K),Sound Spd. (m/s),Joule-Thomson (K/bar),Viscosity (cP),Therm. Cond. (W/m*K),Phase
190.0,1.0,1.144,0.8741,570.88,658.29,3.144,0.79982,0.98996,328.75,0.37571,0.022384,0.029868,vapor
190.0,11.0,12.714,0.078653,568.04,654.56,2.6849,0.80386,1.0066,327.31,0.37197,0.022526,0.030279,vapor
190.0,21.0,24.521,0.040781,565.16,650.81,2.5565,0.80794,1.024,326.0,0.36795,0.022681,0.030703,vapor
190.0,31.0,36.566,0.027348,562.25,647.03,2.4767,0.81205,1.0422,324.82,0.36363,0.02285,0.031141,vapor
190.0,41.0,48.848,0.020472,559.29,643.23,2.4175,0.81617,1.0611,323.78,0.35897,0.023033,0.031596,vapor
190.0,51.0,61.368,0.016295,556.3,639.41,2.3699,0.82031,1.0808,322.89,0.35397,0.023233,0.03207,vapor
190.0,61.0,74.122,0.013491,553.28,635.58,2.3297,0.82444,1.1012,322.15,0.34861,0.023449,0.032564,vapor
190.0,71.0,87.107,0.01148,550.22,631.73,2.2945,0.82855,1.1224,321.58,0.34287,0.023685,0.033082,vapor
190.0,81.0,100.32,0.0099683,547.14,627.88,2.2631,0.83263,1.1442,321.19,0.33674,0.02394,0.033624,vapor
190.0,81.0,100.32,0.0099683,547.14,627.88,2.2631,0.83263,1.1442,321.19,0.33674,0.02394,0.033624,supercritical
190.0,81.0,100.32,0.0099683,547.14,627.88,2.2631,0.83263,1.1442,321.19,0.33674,0.02394,0.033624,supercritical
190.0,91.0,113.75,0.0087915,544.03,624.03,2.2346,0.83667,1.1667,320.98,0.33021,0.024216,0.034193,supercritical
190.0,101.0,127.38,0.0078504,540.89,620.18,2.2084,0.84066,1.1896,320.99,0.32329,0.024514,0.03479,supercritical
190.0,111.0,141.21,0.0070816,537.73,616.34,2.184,0.84457,1.213,321.2,0.31598,0.024836,0.035416,supercritical
190.0,121.0,155.22,0.0064426,534.56,612.52,2.1611,0.84841,1.2367,321.65,0.30831,0.025182,0.036074,supercritical
190.0,131.0,169.38,0.0059038,531.38,608.72,2.1396,0.85215,1.2606,322.34,0.30029,0.025554,0.036763,supercritical
190.0,141.0,183.68,0.0054441,528.18,604.95,2.1192,0.85578,1.2846,323.29,0.29195,0.025953,0.037484,supercritical
190.0,151.0,198.1,0.005048,524.99,601.22,2.0999,0.8593,1.3085,324.51,0.28333,0.026379,0.038236,supercritical
190.0,161.0,212.59,0.0047038,521.8,597.53,2.0814,0.86269,1.3321,326.01,0.27448,0.026832,0.03902,supercritical
190.0,171.0,227.15,0.0044025,518.62,593.91,2.0638,0.86594,1.3554,327.79,0.26543,0.027313,0.039835,supercritical
190.0,181.0,241.72,0.004137,515.46,590.34,2.0468,0.86905,1.378,329.85,0.25624,0.027823,0.040678,supercritical
190.0,191.0,256.28,0.0039019,512.32,586.85,2.0306,0.872,1.4,332.21,0.24696,0.02836,0.041548,supercritical
190.0,201.0,270.8,0.0036927,509.21,583.43,2.015,0.87481,1.4211,334.86,0.23764,0.028924,0.042444,supercritical
190.0,211.0,285.25,0.0035058,506.12,580.1,2.0001,0.87745,1.4412,337.8,0.22833,0.029514,0.043362,supercritical
190.0,221.0,299.58,0.003338,503.08,576.85,1.9857,0.87994,1.4602,341.01,0.21907,0.030129,0.0443,supercritical
190.0,231.0,313.78,0.003187,500.08,573.7,1.9718,0.88227,1.478,344.5,0.20992,0.030769,0.045255,supercritical
190.0,241.0,327.8,0.0030506,497.13,570.65,1.9585,0.88445,1.4946,348.24,0.20091,0.031431,0.046225,supercritical
190.0,251.0,341.64,0.0029271,494.22,567.69,1.9457,0.88648,1.5098,352.23,0.19209,0.032113,0.047205,supercritical
190.0,261.0,355.25,0.0028149,491.38,564.85,1.9334,0.88836,1.5238,356.46,0.18348,0.032815,0.048194,supercritical
190.0,271.0,368.63,0.0027128,488.59,562.1,1.9215,0.89011,1.5364,360.89,0.17511,0.033534,0.049188,supercritical
190.0,281.0,381.75,0.0026195,485.86,559.47,1.91,0.89172,1.5478,365.53,0.167,0.034269,0.050186,supercritical
190.0,291.0,394.61,0.0025342,483.19,556.93,1.899,0.89322,1.5578,370.35,0.15917,0.035017,0.051183,supercritical
190.0,301.0,407.18,0.0024559,480.58,554.51,1.8884,0.8946,1.5667,375.33,0.15161,0.035776,0.052179,supercritical
190.0,311.0,419.47,0.002384,478.04,552.18,1.8781,0.89587,1.5744,380.47,0.14435,0.036546,0.053172,supercritical
190.0,321.0,431.46,0.0023177,475.56,549.96,1.8682,0.89705,1.581,385.74,0.13738,0.037324,0.054159,supercritical
190.0,331.0,443.16,0.0022565,473.15,547.84,1.8587,0.89813,1.5866,391.13,0.13069,0.038108,0.055139,supercritical
190.0,341.0,454.56,0.0022,470.79,545.81,1.8495,0.89914,1.5912,396.62,0.12429,0.038898,0.056111,supercritical
190.0,351.0,465.66,0.0021475,468.5,543.88,1.8407,0.90007,1.595,402.22,0.11816,0.039691,0.057073,supercritical
190.0,361.0,476.46,0.0020988,466.28,542.04,1.8321,0.90094,1.5979,407.89,0.1123,0.040487,0.058025,supercritical
190.0,371.0,486.98,0.0020535,464.11,540.29,1.8239,0.90174,1.6001,413.64,0.10671,0.041284,0.058967,supercritical
190.0,381.0,497.21,0.0020112,462.0,538.63,1.8159,0.9025,1.6016,419.44,0.10136,0.042081,0.059896,supercritical
190.0,391.0,507.15,0.0019718,459.95,537.04,1.8082,0.90321,1.6025,425.3,0.096265,0.042877,0.060814,supercritical
190.0,401.0,516.83,0.0019349,457.95,535.54,1.8007,0.90388,1.6029,431.19,0.091402,0.043672,0.06172,supercritical
190.0,411.0,526.23,0.0019003,456.01,534.11,1.7935,0.90451,1.6028,437.11,0.086766,0.044464,0.062614,supercritical
190.0,421.0,535.38,0.0018678,454.12,532.76,1.7865,0.90511,1.6023,443.06,0.082348,0.045254,0.063495,supercritical
190.0,431.0,544.27,0.0018373,452.28,531.47,1.7797,0.90568,1.6014,449.01,0.078139,0.046039,0.064363,supercritical
190.0,441.0,552.92,0.0018086,450.5,530.25,1.7731,0.90623,1.6002,454.97,0.07413,0.046821,0.06522,supercritical
190.0,451.0,561.33,0.0017815,448.75,529.1,1.7668,0.90676,1.5988,460.93,0.070312,0.047598,0.066064,supercritical
