Temperature (C),Pressure (bar),Density (kg/m3),Volume (m3/kg),Internal Energy (kJ/kg),Enthalpy (kJ/kg),Entropy (J/g*K),Cv (J/g*K),Cp (J/g*K),Sound Spd. (m/s),Joule-Thomson (K/bar),Viscosity (cP),Therm. Cond. (W/m*K),Phase
100.0,1.0,0.51743,1.9326,891.54,1084.8,7.2035,1.9222,2.4433,495.46,0.26553,0.013393,0.045278,vapor
100.0,11.0,5.7295,0.17453,886.34,1078.3,5.9469,1.9273,2.4767,494.94,0.26061,0.013514,0.045797,vapor
100.0,21.0,11.008,0.090847,881.12,1071.9,5.5979,1.9323,2.5108,494.7,0.25543,0.013646,0.04634,vapor
100.0,31.0,16.347,0.061174,875.87,1065.5,5.3822,1.9372,2.5457,494.76,0.24999,0.01379,0.046914,vapor
100.0,41.0,21.742,0.045993,870.6,1059.2,5.2235,1.9421,2.5812,495.12,0.24427,0.013946,0.047521,vapor
100.0,51.0,27.188,0.036781,865.31,1052.9,5.0967,1.9468,2.6171,495.82,0.23829,0.014114,0.048161,vapor
100.0,51.0,27.188,0.036781,865.31,1052.9,5.0967,1.9468,2.6171,495.82,0.23829,0.014114,0.048161,supercritical
100.0,51.0,27.188,0.036781,865.31,1052.9,5.0967,1.9468,2.6171,495.82,0.23829,0.014114,0.048161,supercritical
100.0,61.0,32.677,0.030603,860.02,1046.7,4.9903,1.9514,2.6534,496.85,0.23204,0.014294,0.048835,supercritical
100.0,71.0,38.202,0.026177,854.73,1040.6,4.8981,1.9559,2.6899,498.24,0.22553,0.014487,0.049544,supercritical
100.0,81.0,43.754,0.022855,849.44,1034.6,4.8165,1.9603,2.7263,499.98,0.21878,0.01469,0.050288,supercritical
100.0,91.0,49.325,0.020274,844.17,1028.7,4.743,1.9646,2.7624,502.11,0.21181,0.014906,0.051067,supercritical
100.0,101.0,54.905,0.018213,838.92,1022.9,4.676,1.9687,2.7982,504.61,0.20466,0.015133,0.051879,supercritical
100.0,111.0,60.485,0.016533,833.7,1017.2,4.6144,1.9727,2.8333,507.51,0.19734,0.01537,0.052724,supercritical
100.0,121.0,66.055,0.015139,828.51,1011.7,4.5572,1.9765,2.8675,510.79,0.1899,0.015619,0.053599,supercritical
100.0,131.0,71.603,0.013966,823.37,1006.3,4.5039,1.9802,2.9007,514.46,0.18237,0.015877,0.054504,supercritical
100.0,141.0,77.121,0.012967,818.29,1001.1,4.4538,1.9837,2.9326,518.51,0.17479,0.016146,0.055434,supercritical
100.0,151.0,82.597,0.012107,813.26,996.08,4.4068,1.9871,2.9631,522.94,0.1672,0.016423,0.056388,supercritical
100.0,161.0,88.023,0.011361,808.3,991.21,4.3623,1.9904,2.9921,527.74,0.15963,0.016708,0.057363,supercritical
100.0,171.0,93.39,0.010708,803.42,986.52,4.3202,1.9935,3.0195,532.89,0.15213,0.017001,0.058355,supercritical
100.0,181.0,98.688,0.010133,798.62,982.02,4.2802,1.9965,3.0451,538.39,0.14471,0.017301,0.05936,supercritical
100.0,191.0,103.91,0.0096236,793.9,977.71,4.2422,1.9994,3.0689,544.21,0.13741,0.017608,0.060376,supercritical
100.0,201.0,109.05,0.00917,789.27,973.59,4.206,2.0021,3.091,550.34,0.13026,0.01792,0.061399,supercritical
